,nuc,arexp,nd,ns,age,la,ld
7198,,,,,,,
7097,0.0,9.166666666666664,2,1,0.0,856,254
6625,53.8,0.0,4,1,93.8,0.0,0.0
7614,0.641025641025641,0.0,3,1,130.666666666667,273,0.0
7014,1.36931818181818,2.0,21,1,2.42857142857143,1147,102
7192,6.26666666666667,0.0,3,1,4.66666666666667,5.0,0.0
6746,1.36931818181818,0.0,2,1,15.55,102,25
6551,0.25,0.0,5,1,100.222222222222,385,0.0
6672,0.0,0.0,4,1,98.0,209,118
7013,1.0,223.56148018648,1.0,1,482.5,11.0,52
7120,1.125,0.0,4,1,5.522727272727274,226,33
7217,,,,,,,
6789,,,,,,,
6984,0.0,2.0,4,1,123.0,261,0.0
6836,32.0,288.66666666666697,2,1,202.0,9.0,0.0
7962,0.696969696969697,0.0,2,1,4.66666666666667,171,217
7259,8.535714285714285,377.333333333332,3,1,163.611111111111,138,34
7153,1.5357142857142851,337.833333333332,4,1,227.07142857142892,1.0,245
7162,,,,,,,
7963,28.0,138.5,6.0,1,0.0,333,345
6581,,,,,,,
