,nuc,aexp,age,asexp,la,ld,target
0,6.38,218.0,9.81,0.0,374.0,380.0,True
1,5.33,453.0,66.0,15.0,198.0,193.0,True
2,7.1,566.0,33.77,0.11,353.0,602.0,True
3,15.0,165.0,69.43,39.0,461.0,421.0,True
4,22.0,0.0,34.61,0.0,1442.0,267.0,True
5,10.75,132.0,77.81,0.06,503.0,84.0,True
6,5.59,23.0,63.41,0.0,239.0,157.0,True
7,21.77,0.0,70.46,0.0,568.0,738.0,True
8,9.58,1.0,55.08,0.25,377.0,110.0,True
9,16.94,38.0,66.31,0.02,437.0,171.0,True
10,7.32,12.0,85.92,0.08,840.0,140.0,True
11,12.0,14.0,19.88,0.83,400.0,315.0,True
12,27.75,53.0,88.75,0.0,0.0,398.0,True
13,18.0,57.0,9.07,0.0,376.0,485.0,True
14,28.8,15.0,13.56,0.0,730.0,241.0,True
15,18.52,108.0,34.17,0.08,398.0,157.0,True
16,2.39,45.0,28.33,0.29,304.0,376.0,True
17,15.11,34.0,68.44,0.08,360.0,285.0,True
18,23.71,3.0,31.82,0.27,1419.0,283.0,True
19,14.8,19.0,37.9,0.0,378.0,86.0,True
20,5.93,5.0,45.71,1.3,1251.0,217.0,True
21,27.87,1.0,32.16,0.2,569.0,74.0,True
22,11.0,0.0,69.0,0.0,692.0,117.0,True
23,16.77,45.0,16.38,0.24,1093.0,200.0,True
24,20.0,60.0,37.1,0.46,513.0,270.0,True
25,25.76,84.0,40.38,0.11,793.0,158.0,True
26,12.93,85.0,90.9,0.48,929.0,343.0,True
27,28.16,81.0,16.2,0.9,774.0,369.0,True
28,13.88,11.0,30.0,0.78,386.0,274.0,True
29,4.62,94.0,99.38,0.0,267.0,261.0,True
30,14.1,15.0,103.54,0.07,1088.0,454.0,True
31,5.17,7.0,89.75,0.65,549.0,171.0,True
32,20.2,104.0,68.5,0.0,508.0,39.0,True
33,33.25,104.0,106.0,0.0,287.0,543.0,True
34,27.78,110.0,18.03,0.12,1007.0,194.0,True
35,28.04,116.0,97.92,0.48,194.0,105.0,True
36,34.94,126.0,44.62,0.25,318.0,334.0,True
37,25.75,7.0,45.33,0.2,778.0,10.0,True
38,18.33,8.0,107.04,0.06,1131.0,278.0,True
39,14.6,132.0,38.4,0.88,91.0,297.0,True
40,7.47,3.48,52.8,0.9,1080.78,186.55,True
41,6.02,4.91,46.15,1.28,1240.47,215.12,True
42,8.9,2.07,59.36,0.54,923.35,158.39,True
43,7.97,2.98,55.11,0.78,1025.51,176.66,True
44,8.51,2.45,57.57,0.64,966.33,166.07,True
45,9.09,1.88,60.23,0.49,902.44,154.65,True
46,6.25,4.68,47.19,1.22,1215.48,210.65,True
47,9.36,1.61,61.49,0.42,872.24,149.24,True
48,9.95,1.04,64.17,0.27,807.91,137.74,True
49,10.61,0.39,67.2,0.1,735.22,124.73,True
50,6.38,4.55,47.79,1.18,1201.23,208.1,True
51,6.33,4.61,47.55,1.2,1207.02,209.13,True
52,8.54,2.42,57.72,0.63,962.77,165.44,True
53,9.45,1.53,61.89,0.4,862.64,147.53,True
54,10.24,0.75,65.52,0.19,775.46,131.93,True
55,8.88,2.09,59.28,0.54,925.3,158.74,True
56,9.77,1.22,63.33,0.32,828.04,141.34,True
57,7.8,3.16,54.29,0.82,1045.22,180.19,True
58,6.96,3.98,50.45,1.04,1137.28,196.66,True
59,6.25,4.69,47.17,1.22,1215.94,210.73,True
60,7.56,3.39,53.22,0.88,1070.87,184.78,True
61,8.28,2.68,56.53,0.7,991.32,170.55,True
62,9.62,1.36,62.65,0.35,844.44,144.27,True
63,8.33,2.64,56.73,0.69,986.67,169.71,True
64,6.41,4.53,47.91,1.18,1198.27,207.57,True
65,9.61,1.37,62.6,0.36,845.68,144.49,True
66,7.96,3.0,55.04,0.78,1027.19,176.96,True
67,10.6,0.39,67.18,0.1,735.66,124.81,True
68,8.59,2.37,57.95,0.62,957.39,164.47,True
69,6.9,4.04,50.18,1.05,1143.82,197.83,True
70,10.62,0.37,67.26,0.1,733.83,124.48,True
71,6.73,4.21,49.4,1.09,1162.47,201.16,True
72,9.04,1.93,60.01,0.5,907.85,155.61,True
73,6.77,4.17,49.56,1.09,1158.75,200.5,True
74,9.84,1.15,63.66,0.3,820.25,139.94,True
75,9.23,1.75,60.87,0.45,887.1,151.9,True
76,5.95,4.98,45.81,1.29,1248.66,216.58,True
77,10.65,0.34,67.41,0.09,730.16,123.83,True
78,7.7,3.25,53.86,0.85,1055.47,182.02,True
79,6.0,4.93,46.06,1.28,1242.73,215.52,True
80,10.19,0.79,65.3,0.21,780.88,132.9,True
81,8.58,2.38,57.9,0.62,958.54,164.68,True
82,6.31,4.62,47.48,1.2,1208.7,209.43,True
83,8.29,2.68,56.54,0.7,991.08,170.5,True
84,9.93,1.06,64.08,0.27,810.11,138.13,True
85,9.87,1.11,63.83,0.29,816.02,139.19,True
86,6.11,4.82,46.53,1.25,1231.35,213.48,True
87,10.55,0.44,66.93,0.12,741.73,125.9,True
88,7.07,3.87,50.96,1.01,1125.03,194.46,True
89,7.33,3.62,52.16,0.94,1096.27,189.32,True
90,9.12,1.86,60.35,0.48,899.66,154.15,True
91,7.63,3.32,53.54,0.86,1063.1,183.39,True
92,8.82,2.15,58.98,0.56,932.63,160.05,True
93,9.33,1.65,61.31,0.43,876.61,150.03,True
94,8.52,2.44,57.63,0.64,965.0,165.84,True
95,6.81,4.13,49.75,1.07,1154.0,199.65,True
96,9.07,1.9,60.15,0.49,904.51,155.02,True
97,10.67,0.33,67.46,0.09,728.89,123.6,True
98,7.84,3.11,54.5,0.81,1039.99,179.25,True
99,6.06,4.87,46.3,1.27,1236.94,214.48,True
100,5.95,4.98,45.81,1.3,1248.69,216.59,True
101,8.13,2.83,55.82,0.74,1008.29,173.58,True
102,10.97,0.03,68.88,0.01,694.84,117.51,True
103,9.7,1.28,63.03,0.33,835.41,142.65,True
104,8.49,2.47,57.49,0.64,968.19,166.41,True
105,7.57,3.38,53.24,0.88,1070.33,184.68,True
106,6.92,4.02,50.26,1.05,1141.88,197.48,True
107,10.52,0.48,66.78,0.12,745.4,126.55,True
108,6.75,4.19,49.47,1.09,1160.84,200.87,True
109,6.99,3.95,50.59,1.03,1133.95,196.06,True
110,10.98,0.02,68.91,0.0,694.12,117.38,True
111,9.46,1.52,61.91,0.4,862.21,147.45,True
112,9.87,1.11,63.83,0.29,816.09,139.2,True
113,8.47,2.5,57.37,0.65,971.15,166.94,True
114,6.44,4.49,48.08,1.17,1194.21,206.84,True
115,10.3,0.69,65.79,0.18,768.95,130.77,True
116,6.96,3.98,50.45,1.04,1137.2,196.64,True
117,7.76,3.2,54.11,0.83,1049.44,180.94,True
118,7.53,3.42,53.06,0.89,1074.58,185.44,True
119,10.83,0.17,68.21,0.04,710.91,120.38,True
120,6.73,4.21,49.39,1.1,1162.84,201.23,True
121,9.38,1.6,61.56,0.42,870.66,148.96,True
122,8.21,2.75,56.19,0.72,999.55,172.02,True
123,9.79,1.19,63.45,0.31,825.33,140.85,True
124,10.19,0.8,65.27,0.21,781.53,133.02,True
125,10.76,0.23,67.92,0.06,717.93,121.64,True
126,8.87,2.1,59.21,0.55,926.92,159.02,True
127,6.61,4.33,48.85,1.13,1175.79,203.54,True
128,7.67,3.28,53.73,0.85,1058.67,182.59,True
129,9.28,1.7,61.08,0.44,882.13,151.01,True
130,5.94,4.99,45.78,1.3,1249.52,216.74,True
131,10.2,0.78,65.35,0.2,779.68,132.69,True
132,9.98,1.01,64.3,0.26,804.83,137.18,True
133,9.6,1.38,62.56,0.36,846.5,144.64,True
134,8.06,2.9,55.5,0.75,1015.97,174.96,True
135,6.86,4.08,50.0,1.06,1148.18,198.61,True
136,6.86,4.09,49.97,1.06,1148.86,198.73,True
137,6.3,4.63,47.43,1.2,1209.78,209.63,True
138,10.96,0.04,68.82,0.01,696.38,117.78,True
139,7.9,3.06,54.76,0.8,1033.89,178.16,True
140,8.4,2.56,57.06,0.67,978.61,168.27,True
141,9.03,1.94,59.95,0.51,909.25,155.86,True
142,10.67,0.32,67.5,0.08,728.01,123.44,True
143,6.81,4.14,49.74,1.08,1154.37,199.71,True
144,9.21,1.76,60.8,0.46,888.94,152.23,True
145,8.86,2.11,59.18,0.55,927.68,159.16,True
146,9.32,1.66,61.27,0.43,877.59,150.2,True
147,6.26,4.67,47.25,1.21,1214.03,210.39,True
148,8.05,2.91,55.44,0.76,1017.49,175.23,True
149,7.72,3.24,53.93,0.84,1053.7,181.71,True
150,7.71,3.24,53.9,0.84,1054.38,181.83,True
151,6.16,4.78,46.75,1.24,1226.03,212.53,True
152,7.04,3.9,50.82,1.02,1128.44,195.07,True
153,10.16,0.83,65.15,0.22,784.47,133.54,True
154,9.45,1.53,61.88,0.4,862.92,147.58,True
155,10.2,0.78,65.34,0.2,779.76,132.7,True
156,10.51,0.49,66.73,0.13,746.46,126.74,True
157,5.98,4.95,45.93,1.29,1245.72,216.06,True
158,9.61,1.37,62.63,0.36,844.82,144.34,True
159,9.44,1.54,61.84,0.4,863.95,147.76,True
160,10.95,0.05,68.76,0.01,697.71,118.02,True
161,9.95,1.03,64.19,0.27,807.46,137.65,True
162,7.88,3.07,54.69,0.8,1035.47,178.44,True
163,9.11,1.87,60.3,0.49,900.83,154.36,True
164,8.68,2.29,58.36,0.59,947.54,162.71,True
165,6.82,4.12,49.82,1.07,1152.4,199.36,True
166,7.02,3.93,50.72,1.02,1130.86,195.51,True
167,10.4,0.59,66.25,0.15,758.08,128.82,True
168,6.56,4.38,48.59,1.14,1181.88,204.63,True
169,8.68,2.28,58.36,0.59,947.37,162.68,True
170,10.86,0.13,68.37,0.04,707.07,119.7,True
171,7.94,3.02,54.95,0.78,1029.24,177.33,True
172,9.13,1.85,60.4,0.48,898.37,153.92,True
173,6.18,4.75,46.86,1.24,1223.47,212.08,True
174,7.24,3.7,51.75,0.96,1106.13,191.08,True
175,8.38,2.58,56.99,0.67,980.37,168.59,True
176,6.71,4.23,49.29,1.1,1165.25,201.66,True
177,8.63,2.34,58.11,0.61,953.31,163.75,True
178,10.8,0.2,68.08,0.05,714.07,120.95,True
179,6.22,4.71,47.06,1.23,1218.61,211.21,True
180,10.29,0.7,65.73,0.18,770.39,131.02,True
181,10.86,0.14,68.37,0.04,707.12,119.7,True
182,9.32,1.66,61.27,0.43,877.48,150.18,True
183,7.34,3.61,52.18,0.94,1095.76,189.23,True
184,10.99,0.01,68.96,0.0,692.93,117.17,True
185,7.93,3.03,54.9,0.79,1030.38,177.53,True
186,6.0,4.93,46.03,1.28,1243.53,215.66,True
187,9.34,1.64,61.36,0.43,875.31,149.79,True
188,8.3,2.66,56.59,0.69,989.81,170.28,True
189,8.53,2.44,57.65,0.63,964.57,165.76,True
190,6.1,4.83,46.52,1.26,1231.64,213.54,True
191,7.37,3.58,52.32,0.93,1092.45,188.64,True
192,8.7,2.27,58.42,0.59,946.06,162.45,True
193,8.88,2.09,59.25,0.54,926.12,158.88,True
194,8.68,2.28,58.36,0.59,947.35,162.68,True
195,8.4,2.57,57.05,0.67,978.85,168.31,True
196,6.38,4.55,47.8,1.18,1201.04,208.06,True
197,6.88,4.07,50.07,1.06,1146.53,198.31,True
198,9.27,1.7,61.08,0.44,882.23,151.03,True
