,nuc,aexp,age,asexp,la,ld,target
0,14.14,148.0,1.29,0.0,99.0,18.0,True
1,17.0,161.0,0.5,0.0,44.0,5.0,True
2,18.5,171.0,6.0,0.0,6.0,1.0,True
3,10.67,236.0,6.67,0.0,91.0,0.0,True
4,27.33,70.0,1.67,1.08,95.0,0.0,True
5,23.29,72.0,0.43,0.51,362.0,53.0,True
6,30.33,260.0,0.0,0.0,32.0,18.0,True
7,15.67,274.0,7.33,0.0,46.0,30.0,True
8,21.0,89.0,1.0,16.0,52.0,60.0,True
9,15.0,309.0,0.0,0.06,230.0,0.0,True
10,24.0,98.0,6.0,19.0,31.0,28.0,True
11,13.14,318.0,2.57,0.0,37.0,17.0,True
12,20.67,333.0,0.67,0.0,213.0,141.0,True
13,11.0,344.0,13.0,0.0,6.0,6.0,True
14,11.58,351.0,0.75,0.0,132.0,67.0,True
15,9.0,353.0,0.0,0.0,62.0,22.0,True
16,17.89,359.0,1.44,0.0,38.0,89.0,True
17,13.5,370.0,0.0,0.0,11.0,0.0,True
18,26.33,435.0,6.33,0.06,24.0,16.0,True
19,14.33,438.0,10.33,0.0,5.0,12.0,True
20,17.0,446.0,18.0,0.0,7.0,0.0,True
21,11.0,459.0,0.0,20.0,1.0,0.0,True
22,12.0,464.0,1.0,21.0,0.0,12.0,True
23,17.0,497.0,0.0,0.0,5.0,4.0,True
24,19.0,528.0,0.0,0.06,193.0,3.0,True
25,13.0,533.0,0.0,0.0,57.0,6.0,True
26,26.5,61.0,0.5,0.0,85.0,4.0,True
27,10.0,557.0,0.0,0.0,6.0,5.0,True
28,9.67,558.0,0.0,0.0,18.0,4.0,True
29,12.17,647.0,0.0,0.0,117.0,8.0,True
30,20.0,683.0,2.67,0.0,111.0,9.0,True
31,16.67,695.0,11.67,0.0,11.0,13.0,True
32,21.33,703.0,9.33,0.0,43.0,22.0,True
33,15.0,713.0,6.67,0.0,9.0,2.0,True
34,29.33,749.0,4.0,0.0,21.0,19.0,True
35,28.0,92.0,3.0,0.0,2.0,2.0,True
36,20.57,116.0,5.29,0.5,216.0,95.0,True
37,15.0,119.0,4.75,0.0,230.0,4.0,True
38,21.0,126.0,3.0,25.0,4.0,3.0,True
39,28.35,124.0,12.94,0.33,455.0,58.0,True
40,16.0,449.61,14.59,4.21,5.6,2.41,True
41,13.81,457.5,7.14,13.41,2.53,7.66,True
42,14.93,453.44,10.98,8.68,4.11,4.96,True
43,15.79,450.35,13.89,5.08,5.31,2.9,True
44,13.49,458.65,6.05,14.76,2.08,8.43,True
45,16.95,446.17,17.84,0.19,6.94,0.11,True
46,13.17,459.79,4.97,16.09,1.64,9.19,True
47,16.97,446.09,17.91,0.11,6.96,0.06,True
48,12.11,463.62,1.36,20.55,0.15,11.74,True
49,13.57,458.36,6.33,14.41,2.2,8.24,True
50,12.67,461.57,3.29,18.17,0.94,10.38,True
51,13.47,458.72,5.99,14.84,2.05,8.48,True
52,16.31,448.49,15.65,2.9,6.03,1.66,True
53,16.2,448.89,15.27,3.37,5.88,1.93,True
54,13.8,457.51,7.13,13.42,2.53,7.67,True
55,15.75,450.49,13.76,5.24,5.25,3.0,True
56,12.95,460.6,4.21,17.03,1.32,9.73,True
57,16.22,448.83,15.33,3.3,5.9,1.88,True
58,12.67,461.57,3.29,18.17,0.94,10.38,True
59,14.34,455.57,8.96,11.16,3.28,6.38,True
60,13.77,457.65,7.0,13.59,2.47,7.76,True
61,16.52,447.73,16.37,2.01,6.33,1.15,True
62,14.83,453.81,10.63,9.11,3.96,5.2,True
63,16.93,446.27,17.75,0.31,6.9,0.18,True
64,16.81,446.69,17.34,0.81,6.73,0.46,True
65,14.18,456.17,8.4,11.86,3.05,6.78,True
66,15.59,451.09,13.19,5.94,5.02,3.39,True
67,16.46,447.95,16.15,2.28,6.24,1.3,True
68,16.69,447.11,16.95,1.29,6.57,0.74,True
69,15.55,451.22,13.07,6.09,4.97,3.48,True
70,12.84,460.97,3.86,17.46,1.18,9.98,True
71,14.98,453.29,11.12,8.5,4.17,4.86,True
72,14.74,454.14,10.32,9.49,3.84,5.42,True
73,12.98,460.48,4.33,16.89,1.37,9.65,True
74,16.33,448.43,15.71,2.83,6.06,1.62,True
75,12.83,461.01,3.83,17.51,1.16,10.0,True
76,13.25,459.49,5.26,15.74,1.75,9.0,True
77,13.62,458.16,6.51,14.19,2.27,8.11,True
78,14.83,453.81,10.63,9.11,3.96,5.2,True
79,15.13,452.72,11.65,7.84,4.39,4.48,True
80,16.14,449.09,15.08,3.61,5.8,2.06,True
81,16.04,449.45,14.74,4.03,5.66,2.3,True
82,12.92,460.7,4.12,17.14,1.29,9.8,True
83,13.91,457.12,7.5,12.97,2.68,7.41,True
84,14.75,454.1,10.35,9.45,3.85,5.4,True
85,12.38,462.62,2.3,19.39,0.54,11.08,True
86,12.0,463.99,1.01,20.98,0.01,11.99,True
87,16.93,446.25,17.77,0.29,6.9,0.16,True
88,15.1,452.82,11.56,7.96,4.35,4.55,True
89,14.24,455.93,8.62,11.58,3.14,6.62,True
90,13.55,458.41,6.28,14.48,2.17,8.28,True
91,16.99,446.04,17.96,0.04,6.99,0.03,True
92,15.88,450.03,14.19,4.7,5.43,2.69,True
93,12.94,460.63,4.18,17.07,1.31,9.75,True
94,16.45,447.97,16.14,2.3,6.23,1.31,True
95,15.05,453.01,11.38,8.17,4.28,4.67,True
96,16.01,449.56,14.64,4.15,5.62,2.37,True
97,14.52,454.93,9.57,10.41,3.53,5.95,True
98,12.77,461.24,3.61,17.78,1.07,10.16,True
99,16.81,446.68,17.35,0.8,6.73,0.46,True
100,13.85,457.33,7.3,13.22,2.6,7.55,True
101,13.75,457.71,6.94,13.66,2.45,7.81,True
102,15.17,452.59,11.77,7.69,4.44,4.4,True
103,13.89,457.2,7.42,13.07,2.64,7.47,True
104,16.22,448.79,15.36,3.26,5.91,1.86,True
105,14.17,456.19,8.38,11.88,3.04,6.79,True
106,16.06,449.37,14.81,3.94,5.69,2.25,True
107,16.78,446.8,17.25,0.93,6.69,0.53,True
108,12.3,462.91,2.03,19.72,0.43,11.27,True
109,16.04,449.45,14.74,4.02,5.66,2.3,True
110,15.96,449.75,14.46,4.37,5.54,2.5,True
111,14.36,455.5,9.03,11.08,3.31,6.33,True
112,15.89,449.98,14.24,4.64,5.45,2.65,True
113,16.78,446.79,17.25,0.93,6.69,0.53,True
114,16.32,448.46,15.68,2.87,6.04,1.64,True
115,12.75,461.31,3.54,17.86,1.05,10.21,True
116,12.58,461.92,2.97,18.57,0.81,10.61,True
117,16.24,448.73,15.42,3.19,5.94,1.82,True
118,12.41,462.52,2.4,19.27,0.58,11.01,True
119,14.39,455.39,9.13,10.96,3.35,6.26,True
120,16.03,449.48,14.71,4.06,5.65,2.32,True
121,14.26,455.85,8.7,11.49,3.17,6.57,True
122,15.3,452.11,12.23,7.13,4.62,4.08,True
123,16.9,446.35,17.67,0.41,6.86,0.23,True
124,14.33,455.61,8.92,11.21,3.26,6.41,True
125,14.39,455.39,9.13,10.95,3.35,6.26,True
126,16.98,446.07,17.93,0.09,6.97,0.05,True
