,nuc,aexp,age,asexp,la,ld,target
0,0.75,21.0,0.5,0.17,157.0,228.0,True
1,2.4,75.0,0.1,0.0,123.0,156.0,True
2,3.32,90.0,1.68,0.0,416.0,126.0,True
3,7.06,173.0,0.62,0.0,473.0,138.0,True
4,7.06,173.0,0.62,0.0,473.0,138.0,True
5,6.38,218.0,9.81,0.0,374.0,380.0,True
6,3.38,91.0,6.95,0.23,542.0,478.0,True
7,3.38,101.0,4.62,0.56,284.0,229.0,True
8,4.68,314.0,0.42,0.0,333.0,123.0,True
9,5.56,350.0,4.44,0.0,593.0,610.0,True
10,5.33,453.0,66.0,15.0,198.0,193.0,True
11,7.1,566.0,33.77,0.11,353.0,602.0,True
12,1.67,74.0,0.89,0.0,523.0,445.0,True
13,7.9,617.0,4.76,0.0,255.0,219.0,True
14,1.0,158.0,0.0,1.0,0.0,200.0,True
15,7.0,163.0,30.0,0.0,79.0,76.0,True
16,15.0,165.0,69.43,39.0,461.0,421.0,True
17,8.0,39.0,14.5,2.0,540.0,128.0,True
18,5.59,23.0,63.41,0.0,239.0,157.0,True
19,5.77,53.0,11.88,0.0,717.0,157.0,True
20,7.16,30.0,18.48,0.0,309.0,109.0,True
21,9.58,1.0,55.08,0.25,377.0,110.0,True
22,4.8,32.0,19.6,11.0,71.0,159.0,True
23,12.0,14.0,19.88,0.83,400.0,315.0,True
24,5.5,150.0,3.5,3.0,96.0,118.0,True
25,18.0,57.0,9.07,0.0,376.0,485.0,True
26,8.5,60.0,38.75,0.0,18.0,106.0,True
27,20.0,73.0,16.0,1.0,138.0,315.0,True
28,18.52,108.0,34.17,0.08,398.0,157.0,True
29,2.39,45.0,28.33,0.29,304.0,376.0,True
30,15.11,34.0,68.44,0.08,360.0,285.0,True
31,8.46,40.0,31.54,0.0,679.0,688.0,True
32,7.5,1.0,10.67,0.0,116.0,119.0,True
33,8.0,47.0,13.69,0.0,662.0,758.0,True
34,10.45,65.0,24.27,0.0,297.0,88.0,True
35,20.0,60.0,37.1,0.46,513.0,270.0,True
36,13.88,11.0,30.0,0.78,386.0,274.0,True
37,9.82,104.0,12.79,0.84,170.0,269.0,True
38,7.3,113.0,25.6,0.88,10.0,114.0,True
39,14.6,132.0,38.4,0.88,91.0,297.0,True
40,5.99,30.99,19.04,5.46,190.9,133.81,True
41,5.19,31.67,19.42,9.2,110.02,150.8,True
42,4.86,31.95,19.57,10.72,77.0,157.74,True
43,6.19,30.82,18.94,4.54,210.87,129.62,True
44,6.15,30.86,18.96,4.71,207.08,130.41,True
45,6.62,30.46,18.74,2.51,254.71,120.41,True
46,7.07,30.08,18.53,0.43,299.72,110.95,True
47,6.75,30.35,18.68,1.94,267.06,117.81,True
48,6.74,30.36,18.68,1.96,266.5,117.93,True
49,5.9,31.07,19.08,5.86,182.21,135.64,True
50,5.13,31.72,19.44,9.45,104.5,151.96,True
51,5.05,31.79,19.48,9.82,96.47,153.65,True
52,6.4,30.64,18.84,3.53,232.64,125.04,True
53,5.89,31.08,19.08,5.92,180.88,135.92,True
54,5.52,31.39,19.26,7.64,143.74,143.72,True
55,6.95,30.18,18.59,1.0,287.28,113.56,True
56,5.06,31.78,19.48,9.8,97.03,153.53,True
57,5.1,31.75,19.46,9.6,101.23,152.65,True
58,6.83,30.28,18.64,1.55,275.46,116.05,True
59,4.83,31.98,19.59,10.88,73.57,158.46,True
60,6.97,30.16,18.57,0.89,289.77,113.04,True
61,6.83,30.28,18.64,1.54,275.72,115.99,True
62,6.77,30.33,18.67,1.84,269.29,117.34,True
63,6.56,30.51,18.77,2.81,248.11,121.79,True
64,6.91,30.21,18.6,1.17,283.79,114.3,True
65,5.8,31.15,19.13,6.33,172.0,137.78,True
66,5.82,31.14,19.12,6.25,173.67,137.43,True
67,6.02,30.97,19.02,5.33,193.73,133.22,True
68,5.36,31.52,19.33,8.38,127.59,147.11,True
69,5.16,31.7,19.43,9.34,106.9,151.46,True
70,5.9,31.07,19.08,5.89,181.54,135.78,True
71,6.9,30.22,18.61,1.23,282.41,114.59,True
72,4.94,31.88,19.54,10.37,84.72,156.12,True
73,5.13,31.72,19.44,9.45,104.64,151.93,True
74,5.46,31.44,19.29,7.94,137.14,145.11,True
75,4.86,31.95,19.57,10.72,76.99,157.74,True
76,6.61,30.47,18.75,2.58,253.26,120.71,True
77,7.13,30.02,18.5,0.13,306.25,109.58,True
78,5.83,31.12,19.11,6.19,175.16,137.12,True
79,6.92,30.2,18.6,1.13,284.63,114.12,True
80,5.42,31.47,19.31,8.11,133.58,145.85,True
81,6.52,30.55,18.79,3.0,244.13,122.63,True
82,6.36,30.68,18.86,3.75,227.95,126.03,True
83,5.61,31.31,19.22,7.21,153.05,141.76,True
84,5.63,31.29,19.21,7.11,155.1,141.33,True
85,7.08,30.07,18.52,0.37,301.04,110.67,True
86,6.02,30.96,19.02,5.3,194.42,133.07,True
87,6.83,30.28,18.64,1.54,275.65,116.01,True
88,5.6,31.32,19.22,7.25,152.09,141.96,True
89,7.0,30.14,18.56,0.75,292.74,112.42,True
90,7.11,30.04,18.51,0.24,303.83,110.09,True
91,5.62,31.31,19.21,7.19,153.46,141.68,True
92,5.16,31.7,19.43,9.34,106.99,151.44,True
93,6.17,30.84,18.95,4.6,209.45,129.91,True
94,5.65,31.28,19.2,7.04,156.72,140.99,True
95,5.34,31.54,19.34,8.47,125.71,147.51,True
96,6.07,30.92,19.0,5.09,198.96,132.12,True
97,5.4,31.49,19.31,8.19,131.8,146.23,True
98,6.45,30.6,18.82,3.31,237.48,124.03,True
99,5.39,31.5,19.32,8.26,130.27,146.55,True
100,5.66,31.27,19.19,6.98,158.03,140.72,True
101,5.25,31.62,19.39,8.93,115.89,149.57,True
102,6.61,30.46,18.74,2.55,253.84,120.59,True
103,5.68,31.25,19.18,6.9,159.75,140.35,True
104,5.53,31.39,19.26,7.62,144.15,143.63,True
105,5.44,31.46,19.3,8.02,135.42,145.47,True
106,6.72,30.37,18.69,2.05,264.56,118.34,True
107,4.84,31.97,19.58,10.83,74.72,158.22,True
108,5.22,31.64,19.4,9.02,113.78,150.01,True
109,5.07,31.77,19.47,9.74,98.16,153.29,True
110,5.89,31.08,19.09,5.94,180.39,136.02,True
111,6.94,30.18,18.59,1.01,287.19,113.58,True
112,6.32,30.71,18.88,3.92,224.24,126.81,True
113,6.86,30.25,18.63,1.4,278.68,115.37,True
114,6.68,30.41,18.71,2.26,260.14,119.27,True
115,6.1,30.9,18.98,4.93,202.37,131.4,True
116,5.05,31.79,19.48,9.83,96.3,153.68,True
117,6.55,30.51,18.77,2.83,247.84,121.85,True
118,5.14,31.71,19.44,9.4,105.6,151.73,True
119,6.39,30.65,18.85,3.58,231.52,125.28,True
120,5.77,31.18,19.14,6.5,168.43,138.53,True
121,6.28,30.75,18.9,4.11,220.05,127.69,True
122,4.94,31.88,19.53,10.34,85.19,156.02,True
123,5.73,31.22,19.16,6.69,164.34,139.39,True
124,5.2,31.66,19.41,9.15,111.07,150.58,True
125,5.99,30.99,19.04,5.45,191.14,133.76,True
126,7.13,30.02,18.5,0.13,306.12,109.61,True
127,6.72,30.37,18.69,2.05,264.69,118.31,True
128,5.6,31.32,19.22,7.27,151.75,142.04,True
129,5.26,31.61,19.38,8.84,117.81,149.17,True
130,6.32,30.71,18.88,3.92,224.09,126.84,True
131,5.98,31.0,19.04,5.51,189.75,134.05,True
132,5.58,31.34,19.23,7.38,149.25,142.56,True
133,5.09,31.75,19.46,9.65,100.17,152.87,True
134,5.52,31.39,19.26,7.65,143.43,143.78,True
135,6.39,30.66,18.85,3.61,231.0,125.39,True
136,6.4,30.64,18.84,3.53,232.7,125.03,True
137,7.02,30.12,18.55,0.68,294.27,112.09,True
138,6.36,30.68,18.86,3.74,228.0,126.02,True
139,5.44,31.46,19.3,8.03,135.25,145.5,True
140,5.13,31.72,19.44,9.46,104.35,151.99,True
141,7.12,30.04,18.5,0.2,304.67,109.91,True
142,4.92,31.9,19.55,10.46,82.68,156.55,True
143,7.07,30.07,18.53,0.41,300.21,110.85,True
144,5.07,31.77,19.47,9.72,98.62,153.2,True
145,5.64,31.29,19.2,7.1,155.37,141.27,True
146,5.23,31.63,19.4,8.98,114.71,149.82,True
147,5.87,31.09,19.09,6.01,178.94,136.32,True
148,6.59,30.48,18.75,2.66,251.52,121.07,True
149,5.54,31.37,19.25,7.53,146.02,143.24,True
150,5.33,31.55,19.35,8.55,123.99,147.87,True
151,6.68,30.41,18.71,2.26,260.09,119.28,True
152,6.51,30.55,18.79,3.03,243.49,122.76,True
153,7.1,30.05,18.51,0.27,303.25,110.21,True
154,5.74,31.21,19.16,6.63,165.56,139.13,True
155,6.9,30.22,18.61,1.23,282.43,114.58,True
156,6.95,30.18,18.58,0.99,287.55,113.51,True
157,5.52,31.39,19.26,7.64,143.77,143.71,True
158,5.11,31.74,19.45,9.57,101.98,152.49,True
159,7.02,30.12,18.55,0.67,294.56,112.03,True
160,6.17,30.84,18.95,4.62,209.13,129.98,True
161,4.89,31.92,19.56,10.56,80.5,157.0,True
162,5.77,31.18,19.14,6.47,169.09,138.39,True
163,5.16,31.7,19.43,9.33,107.11,151.41,True
164,6.73,30.37,18.69,2.02,265.29,118.18,True
165,5.11,31.74,19.45,9.56,102.14,152.46,True
166,6.74,30.36,18.68,1.97,266.27,117.98,True
167,4.99,31.84,19.51,10.14,89.69,155.07,True
168,6.95,30.18,18.58,0.97,288.03,113.41,True
169,6.12,30.89,18.98,4.87,203.56,131.15,True
170,5.35,31.53,19.34,8.42,126.83,147.27,True
171,6.59,30.49,18.75,2.67,251.19,121.15,True
172,6.19,30.82,18.94,4.53,211.09,129.57,True
173,6.19,30.82,18.94,4.52,211.15,129.56,True
174,5.48,31.42,19.28,7.81,139.95,144.51,True
175,5.64,31.29,19.2,7.08,155.91,141.16,True
176,6.99,30.14,18.56,0.79,291.92,112.59,True
177,5.74,31.2,19.15,6.6,166.19,139.0,True
178,7.01,30.13,18.56,0.71,293.73,112.21,True
179,6.51,30.55,18.79,3.02,243.75,122.71,True
180,5.33,31.55,19.35,8.55,124.0,147.86,True
181,5.25,31.62,19.39,8.92,115.98,149.55,True
182,6.08,30.92,19.0,5.05,199.63,131.98,True
183,6.43,30.62,18.83,3.4,235.49,124.44,True
184,4.95,31.87,19.53,10.28,86.53,155.74,True
185,6.69,30.4,18.71,2.2,261.35,119.01,True
186,5.78,31.17,19.14,6.43,169.77,138.25,True
187,6.2,30.82,18.94,4.5,211.69,129.44,True
188,6.5,30.56,18.8,3.08,242.3,123.01,True
189,6.85,30.26,18.63,1.43,277.95,115.52,True
190,6.98,30.16,18.57,0.86,290.42,112.9,True
191,6.97,30.16,18.58,0.9,289.44,113.11,True
192,5.43,31.47,19.3,8.07,134.46,145.67,True
193,5.05,31.78,19.48,9.81,96.65,153.61,True
194,5.2,31.66,19.41,9.12,111.67,150.46,True
195,6.17,30.84,18.95,4.62,209.12,129.98,True
196,5.59,31.33,19.22,7.3,151.08,142.18,True
197,4.97,31.86,19.52,10.22,87.85,155.46,True
198,5.87,31.1,19.1,6.04,178.38,136.44,True
199,6.34,30.69,18.87,3.81,226.6,126.31,True
200,5.11,31.73,19.45,9.54,102.62,152.36,True
201,5.28,31.59,19.37,8.75,119.67,148.78,True
202,6.04,30.95,19.01,5.2,196.48,132.64,True
203,6.18,30.83,18.95,4.55,210.49,129.69,True
204,6.53,30.53,18.78,2.92,245.74,122.29,True
205,6.64,30.44,18.73,2.44,256.11,120.11,True
206,6.87,30.25,18.62,1.38,279.2,115.26,True
207,5.49,31.42,19.28,7.8,140.27,144.45,True
208,6.3,30.73,18.89,4.03,221.71,127.34,True
209,6.91,30.21,18.6,1.18,283.56,114.34,True
210,5.1,31.74,19.46,9.6,101.39,152.61,True
211,6.31,30.72,18.89,3.96,223.34,127.0,True
212,7.11,30.04,18.51,0.22,304.23,110.0,True
213,6.85,30.26,18.63,1.43,278.03,115.51,True
214,7.02,30.12,18.55,0.66,294.71,112.0,True
215,6.61,30.47,18.74,2.57,253.4,120.68,True
216,6.63,30.45,18.73,2.45,255.9,120.16,True
217,6.49,30.57,18.8,3.14,241.01,123.28,True
218,6.21,30.81,18.94,4.45,212.78,129.21,True
219,6.85,30.26,18.63,1.43,277.96,115.52,True
220,6.63,30.45,18.74,2.48,255.26,120.29,True
221,5.55,31.37,19.25,7.52,146.38,143.16,True
222,6.91,30.21,18.6,1.18,283.48,114.36,True
223,6.68,30.4,18.71,2.22,260.99,119.09,True
224,5.76,31.18,19.14,6.5,168.26,138.57,True
225,6.65,30.44,18.73,2.4,257.06,119.91,True
226,6.18,30.83,18.95,4.57,210.09,129.78,True
227,5.08,31.77,19.47,9.72,98.73,153.17,True
228,7.07,30.08,18.53,0.43,299.7,110.95,True
229,4.84,31.96,19.58,10.8,75.4,158.08,True
230,5.67,31.26,19.19,6.95,158.67,140.58,True
231,6.83,30.28,18.64,1.56,275.17,116.11,True
232,5.04,31.79,19.48,9.86,95.6,153.83,True
233,6.9,30.22,18.61,1.22,282.64,114.54,True
234,4.85,31.96,19.58,10.76,76.23,157.9,True
235,5.98,31.0,19.04,5.52,189.61,134.08,True
