,nuc,aexp,age,asexp,la,ld,target
0,8.0,109.0,0.29,0.01,1330.0,7.0,True
1,3.38,91.0,6.95,0.23,542.0,478.0,True
2,5.56,350.0,4.44,0.0,593.0,610.0,True
3,15.0,165.0,69.43,39.0,461.0,421.0,True
4,17.7,0.0,1.0,0.0,1244.0,2.0,True
5,22.0,0.0,34.61,0.0,1442.0,267.0,True
6,5.77,53.0,11.88,0.0,717.0,157.0,True
7,21.77,0.0,70.46,0.0,568.0,738.0,True
8,25.9,33.0,14.7,0.02,883.0,1.0,True
9,22.17,9.0,11.96,0.4,1186.0,117.0,True
10,23.0,1.0,11.85,0.75,853.0,818.0,True
11,27.83,0.0,3.5,0.0,1077.0,1.0,True
12,7.32,12.0,85.92,0.08,840.0,140.0,True
13,12.0,14.0,19.88,0.83,400.0,315.0,True
14,18.0,57.0,9.07,0.0,376.0,485.0,True
15,28.8,15.0,13.56,0.0,730.0,241.0,True
16,20.29,0.0,7.0,0.0,1082.0,6.0,True
17,18.52,108.0,34.17,0.08,398.0,157.0,True
18,26.39,31.0,6.89,0.02,1490.0,3.0,True
19,12.72,12.0,15.5,0.0,841.0,34.0,True
20,15.11,34.0,68.44,0.08,360.0,285.0,True
21,23.71,3.0,31.82,0.27,1419.0,283.0,True
22,8.46,40.0,31.54,0.0,679.0,688.0,True
23,8.0,47.0,13.69,0.0,662.0,758.0,True
24,35.25,74.0,15.38,0.0,425.0,449.0,True
25,5.93,5.0,45.71,1.3,1251.0,217.0,True
26,11.0,0.0,69.0,0.0,692.0,117.0,True
27,16.77,45.0,16.38,0.24,1093.0,200.0,True
28,20.0,60.0,37.1,0.46,513.0,270.0,True
29,25.76,84.0,40.38,0.11,793.0,158.0,True
30,12.93,85.0,90.9,0.48,929.0,343.0,True
31,28.16,81.0,16.2,0.9,774.0,369.0,True
32,13.88,11.0,30.0,0.78,386.0,274.0,True
33,8.21,0.0,22.71,0.0,930.0,22.0,True
34,29.36,98.0,81.29,0.01,1754.0,84.0,True
35,14.1,15.0,103.54,0.07,1088.0,454.0,True
36,27.78,110.0,18.03,0.12,1007.0,194.0,True
