,nuc,aexp,age,asexp,la,ld,target
0,5.33,453.0,66.0,15.0,198.0,193.0,True
1,10.38,510.0,106.38,0.0,22.0,6.0,True
2,13.0,569.0,115.75,0.0,18.0,45.0,True
3,15.0,165.0,69.43,39.0,461.0,421.0,True
4,22.0,0.0,34.61,0.0,1442.0,267.0,True
5,10.75,132.0,77.81,0.06,503.0,84.0,True
6,5.59,23.0,63.41,0.0,239.0,157.0,True
7,21.77,0.0,70.46,0.0,568.0,738.0,True
8,9.58,1.0,55.08,0.25,377.0,110.0,True
9,28.5,5.0,98.17,2.0,132.0,81.0,True
10,5.4,12.0,108.0,0.5,149.0,39.0,True
11,16.94,38.0,66.31,0.02,437.0,171.0,True
12,3.56,18.0,152.81,0.5,325.0,116.0,True
13,7.32,12.0,85.92,0.08,840.0,140.0,True
14,5.2,13.0,79.9,9.0,145.0,92.0,True
15,27.75,53.0,88.75,0.0,0.0,398.0,True
16,18.52,108.0,34.17,0.08,398.0,157.0,True
17,9.2,0.0,119.14,0.0,213.0,219.0,True
18,15.11,34.0,68.44,0.08,360.0,285.0,True
19,23.71,3.0,31.82,0.27,1419.0,283.0,True
20,5.06,1.0,62.62,0.6,436.0,44.0,True
21,5.93,5.0,45.71,1.3,1251.0,217.0,True
22,11.0,0.0,69.0,0.0,692.0,117.0,True
23,12.71,83.0,133.94,0.0,121.0,138.0,True
24,4.5,53.0,124.57,0.83,378.0,128.0,True
25,20.0,60.0,37.1,0.46,513.0,270.0,True
26,17.86,61.0,65.67,0.9,83.0,83.0,True
27,25.76,84.0,40.38,0.11,793.0,158.0,True
28,12.93,85.0,90.9,0.48,929.0,343.0,True
29,23.8,2.0,107.6,0.25,107.0,1.0,True
30,29.36,98.0,81.29,0.01,1754.0,84.0,True
31,4.62,94.0,99.38,0.0,267.0,261.0,True
32,14.1,15.0,103.54,0.07,1088.0,454.0,True
33,5.17,7.0,89.75,0.65,549.0,171.0,True
34,20.2,104.0,68.5,0.0,508.0,39.0,True
35,33.25,104.0,106.0,0.0,287.0,543.0,True
36,28.04,116.0,97.92,0.48,194.0,105.0,True
37,34.94,126.0,44.62,0.25,318.0,334.0,True
38,25.75,7.0,45.33,0.2,778.0,10.0,True
39,18.33,8.0,107.04,0.06,1131.0,278.0,True
40,9.39,0.27,67.27,0.16,622.72,97.24,True
41,8.89,0.36,66.73,0.21,600.86,91.01,True
42,8.86,0.36,66.7,0.22,599.77,90.7,True
43,10.7,0.05,68.68,0.03,679.17,113.34,True
44,7.22,0.64,64.94,0.38,529.08,70.54,True
45,7.38,0.61,65.11,0.37,535.99,72.51,True
46,7.24,0.63,64.96,0.38,529.88,70.77,True
47,8.82,0.37,66.66,0.22,598.15,90.24,True
48,6.19,0.81,63.83,0.49,484.41,57.8,True
49,8.84,0.36,66.68,0.22,598.81,90.43,True
50,9.05,0.33,66.91,0.2,607.95,93.03,True
51,7.55,0.58,65.3,0.35,543.31,74.6,True
52,10.25,0.13,68.19,0.08,659.65,107.78,True
53,11.0,0.0,69.0,0.0,691.84,116.95,True
54,10.38,0.1,68.34,0.06,665.39,109.41,True
55,9.13,0.31,67.0,0.19,611.49,94.04,True
56,6.53,0.75,64.21,0.45,499.48,62.1,True
57,6.86,0.7,64.55,0.42,513.33,66.05,True
58,9.01,0.33,66.87,0.2,606.3,92.56,True
59,10.56,0.07,68.53,0.04,672.94,111.56,True
60,8.51,0.42,66.32,0.25,584.46,86.33,True
61,8.42,0.43,66.23,0.26,580.93,85.33,True
62,9.66,0.23,67.56,0.14,634.35,100.56,True
63,6.54,0.75,64.22,0.45,499.91,62.22,True
64,10.22,0.13,68.16,0.08,658.2,107.36,True
65,9.86,0.19,67.77,0.12,642.73,102.95,True
66,5.65,0.9,63.25,0.54,461.18,51.18,True
67,10.31,0.12,68.26,0.07,662.44,108.57,True
68,10.55,0.08,68.51,0.05,672.5,111.44,True
69,6.02,0.84,63.65,0.5,477.15,55.73,True
70,10.16,0.14,68.1,0.08,655.89,106.7,True
71,6.05,0.83,63.69,0.5,478.79,56.2,True
72,7.84,0.53,65.61,0.32,555.68,78.13,True
73,6.68,0.73,64.36,0.44,505.7,63.87,True
74,8.27,0.46,66.07,0.28,574.42,83.47,True
75,8.27,0.46,66.06,0.28,574.12,83.39,True
76,8.57,0.41,66.39,0.25,587.3,87.14,True
77,6.11,0.82,63.75,0.49,481.23,56.9,True
78,5.5,0.93,63.1,0.56,454.98,49.41,True
79,10.06,0.16,67.99,0.09,651.55,105.46,True
80,8.29,0.46,66.09,0.27,575.32,83.73,True
81,6.31,0.79,63.97,0.47,489.87,59.36,True
82,10.01,0.17,67.94,0.1,649.4,104.85,True
83,7.58,0.58,65.32,0.35,544.35,74.9,True
84,9.83,0.2,67.75,0.12,641.67,102.65,True
85,5.75,0.88,63.36,0.53,465.6,52.44,True
86,5.51,0.92,63.11,0.55,455.51,49.56,True
87,9.55,0.24,67.44,0.15,629.3,99.12,True
