,nuc,aexp,nd,ns,age,asexp,la,ld
5077,,,,,,,,
4905,7.073387096774194,119,2.0,1,33.5,59.5,92.0,16
4911,9.25,205.0,1,1,63.4,0.256656616364497,92.0,89
4914,9.25,1,1,1,77.08823529411765,0.5,92.0,15
4919,7.073387096774194,2,1,1,13.75,0.75,92.0,17.0
4961,9.25,171,1,5,77.08823529411765,59.5,92.0,911
4965,9.25,175,1,1,49.29411764705879,59.5,92.0,141
4971,10.3333333333333,136,2,1,77.08823529411765,59.5,18.5,17.0
4974,9.25,181,3.0,2.5,16.25,59.5,92.0,3
4978,9.25,185,2.0,2.5,40.1,10.0,92.0,17.0
4987,9.25,189,1,1,77.08823529411765,0.1254732310808319,92.0,36
4993,7.073387096774194,198,2.0,2.5,33.0,19.0,92.0,17.0
5002,9.25,202,1,2.5,51.5,22.0,92.0,17.0
5027,3.42222222222222,72,1,2.5,6.09090909090909,59.5,92.0,624
5028,9.25,154,1,1,77.08823529411765,0.203968880247527,92.0,350
5049,13.5,169,1,1,77.08823529411765,0.527485149057826,18.5,17.0
5051,9.25,173,1,1,78.8333333333333,59.5,18.5,37
5052,20.0,235,2,1,17.5,59.5,18.5,15
5057,20.0,238,2.0,2.5,17.5,62.0,18.5,4
5060,,,,,,,,
5087,20.0,205.0,2.0,2.5,23.3333333333333,13.0,74,17.0
5089,20.0,264,2.0,2.5,68.0,74.0,18.5,17.0
5090,9.25,193,1,1,77.08823529411765,0.167467837515468,18.5,40
5094,17.6666666666667,195,1,1,77.08823529411765,59.5,92.0,22
5129,7.073387096774194,18,1,1,39.6111111111111,0.124168161896053,92.0,17.0
5138,20.0,232,1,1,77.08823529411765,1.3938343930215198e-07,92.0,356
5169,9.25,283,1,2.5,77.08823529411765,9.0,92.0,17.0
5170,8.66666666666667,45,1,2.5,77.08823529411765,0.0,92.0,3
5171,20.0,284,1,1,9.66666666666667,59.5,92.0,26
5180,3.42222222222222,2,2.0,2,77.08823529411765,0.0,92.0,1
5187,5.25,295,1,2.5,77.08823529411765,90.0,92.0,17.0
5214,,,,,,,,
5236,9.25,49,1,1,77.08823529411765,0.0047776103560293,92.0,31
5245,20.0,339,1,1,17.5,0.255878687444241,92.0,160
5249,7.073387096774194,343,1,2.5,72.5833333333333,201.0,92.0,1727
5250,,,,,,,,
5251,9.25,344,1,1,77.08823529411765,0.0541104400761637,18.5,51
5257,10.0,489.0,1,2.5,13.75,36.0,92.0,20.0
5274,7.073387096774194,291,3.0,2.5,10.0,37.0,92.0,3
5283,,,,,,,,
5294,3.42222222222222,374,1,2.5,77.08823529411765,10.0,92.0,62
5299,7.073387096774194,376,1,2.5,15.9411764705882,201.0,92.0,75
5319,,,,,,,,
5321,9.25,388,1,2.5,17.5,146.0,92.0,79
5322,9.25,389,2.0,2.5,77.08823529411765,37.0,92.0,5
5337,3.42222222222222,396,1,1,77.08823529411765,0.0055341022396657,92.0,72
5356,9.25,416,2,2.5,77.08823529411765,41.0,92.0,17.0
5379,9.25,435,1,6,41.9866666666667,59.5,92.0,17.0
5386,7.073387096774194,346,3.0,1,14.5,59.5,92.0,3
5389,9.25,14,1,1,17.5,0.0,92.0,17.0
5390,9.25,442,1,1,10.857142857142902,59.5,92.0,73
5416,7.073387096774194,205.0,1,1,48.45360824742272,0.240584182418603,92.0,108
5424,9.25,471,1,2.5,263.756097560976,64.0,92.0,17.0
5437,9.25,28,1,2.5,77.08823529411765,1.0,92.0,329
5438,3.42222222222222,29,1,1,9.23076923076923,0.6580800009096159,92.0,17.0
5441,20.0,33,1,1,77.08823529411765,3.666403999521599e-12,92.0,1164
5444,7.073387096774194,35,1,1,77.08823529411765,1.01648000075358,92.0,326
5466,,,,,,,,
5481,,,,,,,,
5486,7.073387096774194,509,2,2.5,77.08823529411765,22.0,92.0,17.0
5499,7.073387096774194,75,2.0,2,8.75,59.5,92.0,17.0
5523,7.073387096774194,416,1,1,77.08823529411765,0.166338686541857,92.0,38
5528,7.073387096774194,166,1,2.5,77.08823529411765,27.0,92.0,27
5564,20.0,124,2,1,77.08823529411765,59.5,53,3
5577,3.5,131,2.0,2.5,77.08823529411765,59.5,92.0,1
5583,3.42222222222222,136,1,2.5,77.08823529411765,11.0,92.0,77
5585,7.073387096774194,424.5,2.0,2.5,77.08823529411765,22.0,63,49
5594,7.78571428571429,567,1,1,77.08823529411765,0.0005588683215173,92.0,17.0
5599,9.625,145,1,1,77.08823529411765,59.5,92.0,71
5630,7.928571428571429,794.0,1,1,77.08823529411765,0.166338686541857,92.0,190
5634,,,,,,,,
5684,9.25,636,1,1,77.08823529411765,190.0,92.0,17.0
5706,20.0,660,1,7,77.08823529411765,59.5,92.0,562
5717,7.073387096774194,180,1,1,53.4,3.24845932482276e-05,92.0,3
5729,7.073387096774194,677,2.0,1,77.08823529411765,0.0097776056632119,45,1
5760,,,,,,,,
5770,9.25,219,1,1,77.08823529411765,0.537988683212231,92.0,35
5774,7.073387096774194,222,2.0,1,31.0,59.5,92.0,8
5784,9.25,705,1,1,67.0526315789474,146.5,92.0,17.0
5790,9.25,518,1,1,77.08823529411765,59.5,92.0,4
5811,7.073387096774194,238,1,1,17.5,1.3435388752605502,92.0,93
5815,7.073387096774194,794.0,2,2.5,10.4,245.0,92.0,17.0
5817,,,,,,,,
5859,20.0,746,2.0,2.5,17.5,35.0,18.5,62
5871,17.75,563,2.0,1,0.4,59.5,88,3
5909,,,,,,,,
5918,,,,,,,,
5936,,,,,,,,
5985,20.5,667,1,1,77.08823529411765,59.5,92.0,130
5988,7.428571428571429,670,3.0,1,6.0,59.5,92.0,17.0
6003,,,,,,,,
