,nuc,aexp,ndev,nd,age,asexp,la,ld,target
0,152.0,1.0,12.0,1.0,0.0,0.0,5.0,2.0,True
1,108.0,14.0,13.0,1.0,11.0,12.0,1.0,0.0,True
2,187.0,82.0,12.0,1.0,3.0,73.0,1.0,0.0,True
3,193.0,89.0,14.0,1.0,0.0,80.0,42.0,16.0,True
4,261.0,358.0,13.0,1.0,3.0,333.0,8.0,1.0,True
5,115.0,65.0,15.0,1.0,2.0,27.0,1.0,1.0,True
6,56.0,174.0,12.0,1.0,0.0,114.0,0.0,4.0,True
7,47.0,103.0,15.0,1.0,1.0,8.0,8.0,8.0,True
8,60.0,75.0,12.0,1.0,15.0,67.0,4.0,0.0,True
9,62.0,211.0,13.0,1.0,19.0,137.0,16.0,2.0,True
10,192.0,68.0,18.0,1.0,1.0,52.0,6.0,1.0,True
11,68.0,38.0,16.0,1.0,0.0,27.0,123.0,2.0,True
12,50.0,437.0,14.0,1.0,0.0,93.0,2.0,17.0,True
13,53.0,440.0,14.0,1.0,0.0,96.0,2.0,1.0,True
14,94.0,149.0,16.0,1.0,31.0,86.0,4.0,0.0,True
15,199.0,459.0,22.0,1.0,0.0,111.0,3.0,1.0,True
16,71.0,221.0,16.0,1.0,0.0,141.0,15.0,1.0,True
17,108.0,190.0,13.0,1.0,15.0,158.0,1.0,0.0,True
18,33.0,185.0,12.0,1.0,0.0,110.0,29.0,22.0,True
19,34.0,187.0,12.0,1.0,5.0,112.0,3.0,2.0,True
20,40.0,50.0,12.0,1.0,0.0,35.0,34.0,3.0,True
21,233.0,1.0,23.0,1.0,8.0,0.0,16.0,8.0,True
22,63.0,7.0,14.0,1.0,24.0,2.0,64.0,0.0,True
23,64.0,20.0,15.0,1.0,13.0,9.0,2.0,2.0,True
24,57.0,42.0,14.0,1.0,3.0,27.0,23.0,3.0,True
25,52.0,18.0,16.0,1.0,16.0,13.0,23.0,3.0,True
26,43.0,9.0,14.0,1.0,6.0,7.0,2.0,1.0,True
27,215.0,22.0,19.5,2.0,35.0,0.7,102.0,114.0,False
28,111.0,70.0,20.0,1.0,14.0,48.0,5.0,0.0,True
29,43.0,103.0,13.0,1.0,4.0,57.0,0.0,47.0,True
30,80.5,27.0,11.5,1.0,0.0,6.0,1.0,132.0,True
31,262.0,7.0,31.0,1.0,4.0,3.0,5.0,2.0,True
32,26.0,34.0,13.0,1.0,3.0,26.0,9.0,11.0,True
33,265.0,83.0,31.0,1.0,0.0,60.0,21.0,6.0,True
34,50.5,23.0,14.0,1.0,11.0,20.0,35.0,5.0,True
35,23.0,153.0,13.0,1.0,0.0,86.0,7.0,7.0,True
36,264.0,61.0,32.0,1.0,1.0,54.0,14.0,2.0,True
37,86.5,165.0,14.0,1.0,1.0,96.0,44.0,3.0,True
38,125.5,66.0,15.5,2.0,1.5,45.0,12.0,1.0,True
39,66.0,185.0,17.0,1.0,13.0,106.0,2.0,2.0,True
40,240.0,199.0,21.5,2.0,8.0,0.03,10.0,10.0,False
41,219.0,38.0,30.0,1.0,4.0,23.0,60.0,0.0,True
42,96.0,17.0,27.0,1.0,20.0,1.0,27.0,26.0,True
43,52.5,33.0,12.5,2.0,0.0,29.0,74.0,32.0,True
44,56.0,237.0,16.0,1.0,32.0,158.0,4.0,2.0,True
45,46.0,13.0,17.0,1.0,0.0,11.0,5.0,4.0,True
46,24.0,47.0,12.0,1.0,16.0,0.0,8.0,4.0,True
47,101.0,6.0,15.5,1.0,3.0,5.0,16.0,8.0,True
48,76.0,1.0,16.0,1.0,9.0,0.0,19.0,2.0,True
49,45.0,282.0,17.0,1.0,7.0,170.0,0.0,1.0,True
50,79.0,37.0,20.0,1.0,2.0,24.0,1.0,1.0,True
51,58.0,288.0,17.0,1.0,39.0,173.0,5.0,0.0,True
52,48.0,290.0,17.0,1.0,13.0,174.0,3.0,1.0,True
53,67.5,249.0,14.0,1.0,7.0,0.25,22.0,19.0,False
54,111.0,46.0,26.0,1.0,6.0,31.0,46.0,23.0,True
55,59.0,47.0,12.0,1.0,6.0,32.0,5.0,1.0,True
56,43.0,53.0,13.0,1.0,16.0,37.0,14.0,0.0,True
57,84.67,60.0,12.0,3.0,9.33,0.48,51.0,0.0,False
58,81.0,51.0,24.0,1.0,0.0,11.0,4.0,0.0,True
59,111.0,51.0,11.67,2.0,10.0,46.0,40.0,24.0,True
60,38.0,20.0,16.0,1.0,0.0,12.0,2.0,1.0,True
61,67.0,9.0,18.0,1.0,73.0,0.0,2.0,1.0,True
62,51.0,326.0,12.0,1.0,30.0,201.0,1.0,1.0,True
63,67.0,150.0,17.5,2.0,4.0,1.0,9.0,0.0,True
64,48.0,68.0,22.0,1.0,10.0,35.0,2.0,2.0,True
65,109.0,23.0,27.0,1.0,0.0,14.0,2.0,2.0,True
66,49.5,49.0,11.5,1.0,4.0,43.0,127.0,108.0,True
67,99.0,51.0,24.0,1.0,3.0,45.0,6.0,6.0,True
68,39.0,26.0,15.0,1.0,0.0,17.0,95.0,111.0,True
69,131.5,54.0,18.5,2.0,32.0,0.62,76.0,46.0,False
70,123.0,0.0,31.0,1.0,8.0,0.0,77.0,13.0,False
71,32.0,112.0,14.0,1.0,0.0,76.0,8.0,0.0,True
72,105.33,293.0,13.33,2.0,4.0,195.0,198.0,4.0,True
73,62.0,1.0,18.0,1.0,69.0,0.0,35.0,6.0,True
74,97.33,29.0,16.0,3.0,0.0,0.76,33.0,6.0,False
75,178.0,0.0,21.0,2.0,10.0,0.0,78.0,27.0,False
