,nuc,aexp,ndev,nd,age,asexp,la,ld,target
0,6.82,14.0,0.18,2.0,3.73,1.25,760.0,123.0,True
1,7.67,3.0,0.25,3.0,1.92,1.75,1155.0,86.0,True
2,13.56,35.0,0.33,3.0,1.56,1.25,794.0,85.0,True
3,0.0,52.0,0.0,2.0,0.0,44.0,1230.0,1.0,True
4,36.4,128.0,0.2,5.0,18.6,1.03,807.0,117.0,True
5,31.67,151.0,0.42,3.0,93.58,1.25,389.0,31.0,True
6,40.92,308.0,0.31,5.0,53.69,1.97,552.0,88.0,True
7,7.33,422.0,1.33,2.0,86.33,341.0,870.0,187.0,True
8,131.85,42.0,0.85,4.0,14.54,1.12,841.0,62.0,True
9,96.68,46.0,0.58,3.0,28.89,1.33,679.0,65.0,True
10,10.5,12.0,2.5,2.0,31.0,8.0,753.0,1.0,True
11,157.0,269.0,0.93,4.0,20.93,1.68,938.0,6.0,True
12,133.08,7.0,0.71,5.0,36.92,0.98,1310.0,278.0,True
13,17.12,204.0,1.25,4.0,8.75,190.0,1043.0,165.0,True
14,3.86,64.0,0.71,5.0,73.71,55.0,657.0,24.0,True
15,38.71,74.0,1.14,5.0,21.71,63.0,1134.0,138.0,True
16,4.4,77.0,0.6,2.0,0.2,68.0,956.0,1.0,True
17,46.27,18.0,0.93,5.0,27.8,0.75,643.0,114.0,False
18,17.25,343.0,2.5,2.0,63.75,319.0,774.0,40.0,True
19,12.42,28.0,0.67,3.0,42.42,23.0,999.0,46.0,True
20,1.9,105.0,0.35,5.0,11.8,12.0,847.0,59.0,True
21,4.83,52.0,1.5,4.0,3.67,2.0,1363.0,86.0,True
22,3.0,371.0,1.5,3.0,32.5,0.0,1346.0,55.0,True
23,6.75,549.0,0.92,5.0,56.25,0.0,658.0,175.0,False
24,3.0,170.0,1.0,2.0,35.67,73.0,750.0,12.0,True
25,4.25,70.0,0.62,4.0,50.25,62.0,399.0,2.0,True
26,5.6,71.0,2.0,3.0,6.4,28.0,696.0,1.0,True
27,6.91,74.0,1.0,3.0,0.0,31.0,1157.0,7.0,True
28,18.11,80.0,1.44,3.0,34.67,37.0,599.0,6.0,True
29,1.0,127.0,0.33,2.0,0.0,83.0,906.0,56.0,True
30,4.81,41.0,0.81,2.0,3.69,29.0,765.0,169.0,True
31,2.58,694.0,0.67,2.0,29.33,0.0,1151.0,81.0,False
32,21.5,52.0,3.0,3.0,39.5,0.31,682.0,0.0,False
33,4.8,13.0,0.8,2.0,63.2,3.0,390.0,50.0,True
34,3.75,58.0,0.5,3.0,44.75,0.31,531.0,14.0,False
35,7.2,24.0,1.0,2.0,4.8,13.0,1169.0,127.0,True
36,7.5,26.0,1.0,2.0,3.0,15.0,1342.0,37.0,True
37,6.57,345.0,1.14,2.0,24.71,0.0,582.0,109.0,False
38,3.78,126.0,1.22,3.0,26.67,0.17,787.0,236.0,True
39,11.2,59.0,0.8,2.0,53.35,45.0,1632.0,104.0,True
40,7.86,60.0,1.86,2.0,1.0,46.0,855.0,20.0,True
41,0.8,21.0,0.8,1.0,70.0,0.26,534.0,13.0,True
42,5.12,86.0,1.25,2.0,30.25,45.0,682.0,17.0,True
