,nuc,aexp,ndev,nd,age,asexp,la,ld,target
0,115.0,65.0,15.0,1.0,2.0,27.0,1.0,1.0,True
1,120.0,190.0,15.0,1.0,0.0,90.0,4.0,3.0,True
2,126.0,700.0,19.0,1.0,5.0,290.0,4.0,0.0,True
3,148.0,11.0,17.0,1.0,0.0,10.0,6.0,0.0,True
4,142.0,16.0,17.0,1.0,0.0,12.0,1.0,0.0,True
5,47.0,103.0,15.0,1.0,1.0,8.0,8.0,8.0,True
6,192.0,68.0,18.0,1.0,1.0,52.0,6.0,1.0,True
7,209.0,828.0,20.0,1.0,0.0,393.0,8.0,0.0,True
8,94.0,149.0,16.0,1.0,31.0,86.0,4.0,0.0,True
9,176.0,148.0,19.0,1.0,5.0,99.0,3.0,3.0,True
10,233.0,1.0,23.0,1.0,8.0,0.0,16.0,8.0,True
11,63.0,7.0,14.0,1.0,24.0,2.0,64.0,0.0,True
12,64.0,20.0,15.0,1.0,13.0,9.0,2.0,2.0,True
13,69.0,32.0,17.0,1.0,40.0,4.0,17.0,23.0,True
14,105.0,31.0,21.0,1.0,1.0,19.0,2.0,0.0,True
15,58.0,44.0,15.0,1.0,0.0,28.0,17.0,4.0,True
16,251.0,48.0,29.0,1.0,5.0,31.0,5.0,6.0,True
17,215.0,22.0,19.5,2.0,35.0,0.7,102.0,114.0,False
18,111.0,70.0,20.0,1.0,14.0,48.0,5.0,0.0,True
19,95.0,47.0,21.0,1.0,1.0,32.0,1.0,1.0,True
20,121.0,166.0,24.0,1.0,2.0,97.0,11.0,0.0,True
21,66.0,185.0,17.0,1.0,13.0,106.0,2.0,2.0,True
22,240.0,199.0,21.5,2.0,8.0,0.03,10.0,10.0,False
23,96.0,17.0,27.0,1.0,20.0,1.0,27.0,26.0,True
24,46.0,13.0,17.0,1.0,0.0,11.0,5.0,4.0,True
25,56.5,118.0,14.5,1.0,15.0,84.0,19.0,0.0,True
26,76.0,1.0,16.0,1.0,9.0,0.0,19.0,2.0,True
27,78.0,3.0,17.0,1.0,0.0,2.0,2.0,19.0,True
28,45.0,282.0,17.0,1.0,7.0,170.0,0.0,1.0,True
29,79.0,37.0,20.0,1.0,2.0,24.0,1.0,1.0,True
30,115.0,38.0,29.0,1.0,2.0,25.0,1.0,1.0,True
31,48.0,290.0,17.0,1.0,13.0,174.0,3.0,1.0,True
32,109.0,43.0,25.0,1.0,6.0,28.0,10.0,1.0,True
33,111.0,46.0,26.0,1.0,6.0,31.0,46.0,23.0,True
34,116.0,258.0,29.0,1.0,30.0,173.0,5.0,5.0,True
35,81.0,51.0,24.0,1.0,0.0,11.0,4.0,0.0,True
36,82.0,65.0,24.0,1.0,2.0,11.0,3.0,0.0,True
37,38.0,20.0,16.0,1.0,0.0,12.0,2.0,1.0,True
38,117.0,2.0,27.0,1.0,9.0,2.0,27.0,1.0,True
39,83.0,28.0,22.0,1.0,9.0,15.0,2.0,1.0,True
40,22.0,84.0,14.0,1.0,51.0,61.0,82.0,65.0,True
41,59.0,55.0,18.0,1.0,5.0,18.0,20.0,5.0,True
42,72.5,8.0,14.0,1.0,19.5,0.41,34.0,0.0,True
43,106.5,1.0,15.5,1.0,17.0,1.0,110.0,12.0,True
44,159.5,13.0,20.0,2.0,17.5,6.0,180.0,94.0,True
