,nuc,aexp,ndev,nd,age,asexp,la,ld,target
0,4.0,20.0,0.4,3.0,15.2,0.56,700.0,418.0,False
1,7.67,3.0,0.25,3.0,1.92,1.75,1155.0,86.0,True
2,13.35,43.0,0.17,2.0,3.52,1.25,1435.0,711.0,True
3,11.0,48.0,0.12,4.0,9.0,1.25,660.0,423.0,True
4,17.33,33.0,0.14,3.0,12.62,1.97,1198.0,496.0,True
5,16.73,53.0,0.14,4.0,10.73,1.97,719.0,498.0,True
6,19.0,97.0,0.33,5.0,2.56,1.97,1376.0,6.0,True
7,36.4,128.0,0.2,5.0,18.6,1.03,807.0,117.0,True
8,43.0,153.0,0.21,3.0,13.29,1.97,974.0,538.0,True
9,10.15,2.0,0.15,6.0,16.0,0.5,796.0,243.0,True
10,23.37,149.0,0.21,7.0,15.58,1.25,1392.0,389.0,False
11,30.29,26.0,0.24,6.0,25.35,1.79,870.0,261.0,True
12,28.38,264.0,0.24,6.0,65.57,1.97,585.0,280.0,True
13,40.92,308.0,0.31,5.0,53.69,1.97,552.0,88.0,True
14,7.33,422.0,1.33,2.0,86.33,341.0,870.0,187.0,True
15,67.0,562.0,0.5,5.0,8.5,1.97,1075.0,726.0,True
16,42.11,2.0,0.37,6.0,5.95,1.25,1426.0,6.0,True
17,81.92,264.0,0.5,3.0,23.58,1.25,675.0,574.0,True
18,72.29,11.0,0.59,6.0,69.06,1.12,1131.0,262.0,True
19,67.0,14.0,0.45,4.0,21.45,1.33,1787.0,416.0,True
20,2.68,26.0,0.21,5.0,4.42,5.0,1161.0,444.0,True
21,131.85,42.0,0.85,4.0,14.54,1.12,841.0,62.0,True
22,111.81,52.0,0.69,6.0,20.88,1.12,1115.0,433.0,True
23,160.08,253.0,0.92,3.0,60.33,1.68,670.0,590.0,True
24,157.0,269.0,0.93,4.0,20.93,1.68,938.0,6.0,True
25,134.53,17.0,0.76,5.0,35.06,0.96,689.0,473.0,True
