,nuc,arexp,nd,ns,age,la,ld,target
0,0.4,12.0,9.0,2.0,0.32,250.0,705.0,True
1,3.0,19.0,1.0,1.0,0.0,16.0,12.0,True
2,4.0,46.0,1.0,1.0,3.0,1.0,1.0,True
3,7.67,25.0,2.0,1.0,0.0,18.0,1.0,True
4,1.75,51.0,2.0,1.0,0.75,91.0,1.0,True
5,6.0,58.0,1.0,1.0,4.0,1.0,1.0,True
6,7.33,69.0,2.0,1.0,0.0,8.0,3.0,True
7,10.0,33.0,1.0,1.0,8.0,21.0,6.0,True
8,11.14,138.0,3.0,1.0,0.86,9.0,12.0,True
9,1.0,226.0,2.0,1.0,0.0,6.0,1.0,True
10,6.71,132.0,6.0,1.0,1.0,11.0,17.0,True
11,3.0,194.0,1.0,1.0,3.0,0.0,1.0,True
12,26.0,142.0,1.0,1.0,0.0,21.0,0.0,True
13,4.0,0.0,1.0,1.0,7.0,2.0,6.0,False
14,18.0,147.0,2.0,1.0,0.0,4.0,0.0,True
15,8.88,151.0,3.0,1.0,2.62,200.0,17.0,True
16,1.05,11.0,11.0,1.0,11.5,1197.0,789.0,True
17,3.0,155.0,2.0,1.0,0.5,42.0,24.0,True
18,0.0,163.0,1.0,1.0,0.0,23.0,25.0,True
19,0.33,174.0,1.0,1.0,0.0,43.0,2.0,True
20,0.0,166.0,1.0,1.0,0.0,243.0,58.0,True
21,13.0,228.0,1.0,1.0,0.0,3.0,1.0,True
22,7.0,251.0,3.0,2.0,8.8,8.0,5.0,True
23,6.0,102.0,2.0,1.0,2.0,9.0,6.0,True
24,4.0,304.0,1.0,1.0,0.0,9.0,5.0,True
25,5.25,303.0,6.0,1.0,23.38,215.0,21.0,True
26,8.0,344.0,1.0,1.0,0.0,1.0,1.0,True
27,6.0,359.0,1.0,1.0,0.0,13.0,0.0,True
28,1.75,385.0,1.0,1.0,1.5,37.0,58.0,True
29,13.0,425.0,1.0,1.0,0.0,1.0,2.0,True
30,3.0,185.0,2.0,1.0,0.0,5.0,7.0,True
31,34.67,325.0,3.0,2.0,12.33,52.0,10.0,True
32,14.0,146.0,2.0,1.0,0.0,112.0,116.0,True
33,9.0,296.0,1.0,1.0,10.0,3.0,0.0,True
34,2.0,176.0,1.0,1.0,0.0,12.0,0.0,True
35,0.0,178.0,1.0,1.0,0.0,3.0,0.0,True
36,2.0,368.0,1.0,1.0,0.0,104.0,26.0,True
37,1.0,185.0,1.0,1.0,0.0,3.0,3.0,True
38,2.82,527.0,4.0,1.0,9.45,599.0,173.0,True
39,15.33,190.0,3.0,1.0,7.0,18.0,18.0,True
40,2.0,338.0,1.0,1.0,13.0,1.0,1.0,True
41,4.0,422.0,1.0,1.0,0.0,200.0,6.0,True
42,50.0,201.0,1.0,1.0,0.0,2.0,0.0,True
43,6.0,215.0,1.0,1.0,0.0,1.0,1.0,True
44,4.84,348.0,3.0,1.0,3.89,19.0,19.0,True
45,8.3,497.0,4.0,1.0,4.1,13.0,46.0,True
46,8.0,212.0,1.0,1.0,1.5,37.0,16.0,True
47,10.19,523.0,18.0,1.0,9.74,262.0,228.0,True
48,0.0,351.0,1.0,1.0,0.0,2.0,0.0,True
49,11.58,581.0,8.0,1.0,12.0,269.0,2.0,True
