,nuc,arexp,nd,ns,age,la,ld,target
0,1.2,12.0,1.0,1.0,0.2,61.0,149.0,True
1,1.67,7.0,3.0,1.0,0.17,14.0,13.0,True
2,0.2,20.0,33.0,2.0,0.17,330.0,2043.0,True
3,5.0,33.0,2.0,1.0,0.0,6.0,6.0,True
4,0.73,43.0,2.0,1.0,0.6,183.0,209.0,True
5,4.85,63.0,11.0,2.0,0.0,195.0,132.0,True
6,5.33,101.0,3.0,2.0,6.67,73.0,82.0,True
7,9.0,132.0,2.0,1.0,1.5,18.0,9.0,True
8,2.0,116.0,1.0,1.0,24.0,3.0,4.0,True
9,0.22,275.0,3.0,1.0,0.0,69.0,1.0,True
10,4.33,277.0,3.0,1.0,1.67,22.0,5.0,True
11,4.5,161.0,3.0,1.0,11.83,75.0,47.0,True
12,4.0,0.0,1.0,1.0,7.0,2.0,6.0,False
13,3.0,202.0,2.0,1.0,0.0,21.0,15.0,True
14,13.25,156.0,3.0,1.0,0.0,104.0,14.0,True
15,8.0,137.0,2.0,2.0,4.5,4.0,3.0,True
16,0.0,160.0,3.0,1.0,0.0,110.0,79.0,True
17,0.0,169.0,2.0,1.0,0.0,6.0,6.0,True
18,2.0,167.0,2.0,1.0,5.33,85.0,153.0,True
19,5.75,168.0,4.0,1.0,2.25,153.0,15.0,True
20,5.0,19.0,1.0,1.0,0.0,56.0,11.0,True
21,5.0,19.0,1.0,1.0,0.0,56.0,11.0,True
22,7.5,376.0,6.0,2.0,22.17,155.0,5.0,True
23,3.0,185.0,1.0,1.0,0.0,56.0,3.0,True
24,5.33,188.0,3.0,1.0,0.33,91.0,89.0,True
25,3.0,260.0,3.0,1.0,2.67,31.0,2.0,True
26,12.57,297.0,2.0,1.0,0.0,35.0,42.0,True
27,0.71,335.0,1.0,1.0,2.14,59.0,51.0,True
28,1.57,341.0,3.0,1.0,26.5,36.0,50.0,True
29,10.6,210.0,4.0,1.0,1.8,12.0,0.0,True
30,2.0,181.0,1.0,1.0,6.0,44.0,30.0,True
31,6.25,437.0,6.0,1.0,4.25,405.0,137.0,True
32,2.5,109.0,2.0,1.0,0.5,6.0,3.0,True
33,6.67,428.0,4.0,1.0,4.0,30.0,87.0,True
34,7.88,292.0,7.0,1.0,0.0,31.0,23.0,True
35,12.0,82.0,3.0,1.0,4.75,6.0,5.0,True
36,26.0,84.0,1.0,1.0,0.0,16.0,10.0,True
37,5.5,154.0,1.0,1.0,1.75,32.0,17.0,True
38,14.2,157.0,4.0,1.0,4.0,69.0,4.0,True
39,5.29,486.0,10.0,1.0,53.56,1528.0,1664.0,True
40,2.67,395.0,1.0,1.0,0.33,335.0,175.0,True
41,7.5,399.0,1.0,1.0,1.25,485.0,634.0,True
42,6.33,401.0,1.0,1.0,0.33,149.0,85.0,True
43,50.0,201.0,1.0,1.0,0.0,2.0,0.0,True
44,4.67,423.0,2.0,1.0,0.33,814.0,390.0,True
45,10.9,231.0,4.0,1.0,4.9,283.0,67.0,True
46,14.0,118.0,1.0,1.0,0.0,30.0,20.0,True
47,3.75,247.0,2.0,1.0,1.5,166.0,6.0,True
48,6.5,469.0,1.0,1.0,0.83,130.0,21.0,True
49,2.0,300.0,1.0,1.0,11.0,14.0,13.0,True
50,9.0,352.0,1.0,1.0,9.0,49.0,4.0,True
51,4.0,361.0,2.0,1.0,0.0,54.0,0.0,True
52,7.5,141.0,1.0,1.0,28.0,4.0,0.0,True
53,20.14,163.0,2.0,1.0,2.57,50.0,63.0,True
54,1.5,390.0,2.0,1.0,6.0,13.0,0.0,True
55,0.5,384.0,1.0,1.0,68.5,85.0,25.0,True
56,11.58,581.0,8.0,1.0,12.0,269.0,2.0,True
57,5.0,582.0,1.0,1.0,18.0,48.0,0.0,True
58,3.5,276.0,1.0,1.0,46.0,168.0,65.0,True
59,13.2,452.0,5.0,1.0,5.4,24.0,8.0,True
60,0.75,675.0,2.0,1.0,1.0,391.0,0.0,True
61,44.0,171.0,1.0,1.0,3.0,0.0,4.0,True
62,35.0,695.0,1.0,1.0,19.0,3.0,3.0,True
63,7.0,770.0,1.0,1.0,34.0,10.0,17.0,True
64,14.6,781.0,3.0,1.0,36.8,182.0,28.0,True
65,31.0,88.0,1.0,1.0,0.0,6.0,33.0,True
66,107.0,0.0,1.0,1.0,7.0,2.0,0.0,False
67,0.78,340.0,1.0,1.0,0.0,802.0,3.0,True
68,15.33,106.0,7.0,1.0,36.67,33.0,0.0,True
69,10.0,352.0,1.0,1.0,50.5,113.0,192.0,True
70,42.0,665.0,2.0,1.0,67.0,37.0,18.0,True
71,17.75,291.0,3.0,1.0,11.67,195.0,90.0,True
72,13.43,810.0,12.0,2.0,0.52,32.0,32.0,True
73,12.12,844.0,29.0,2.0,0.99,139.0,149.0,True
74,26.14,851.0,5.0,2.0,0.0,12.0,12.0,True
75,6.67,876.0,5.0,2.0,0.0,11.0,10.0,True
76,15.0,887.0,8.0,2.0,0.15,66.0,66.0,True
77,12.03,957.0,11.0,2.0,3.76,233.0,233.0,True
78,17.52,967.0,30.0,1.0,0.0,63.0,60.0,True
79,6.56,980.0,13.0,1.0,29.44,17.0,6.0,True
80,14.98,1032.0,18.0,1.0,6.13,306.0,530.0,True
81,33.8,1084.0,9.0,1.0,0.8,545.0,126.0,True
82,1.4,384.0,1.0,1.0,0.0,133.0,177.0,True
83,12.65,1144.0,20.0,2.0,1.3,1267.0,1099.0,True
84,39.5,1172.0,2.0,1.0,0.5,28.0,19.0,True
85,11.74,48.0,19.0,1.0,6.94,107.0,185.0,True
86,14.61,728.0,17.0,1.0,5.33,5.0,59.0,True
87,8.57,1216.0,9.0,1.0,0.91,39.0,40.0,True
88,1.91,46.0,4.0,1.0,0.0,103.0,101.0,True
89,2.0,669.0,3.0,1.0,3.14,789.0,643.0,True
90,4.0,673.0,2.0,1.0,0.0,12.0,16.0,True
91,49.0,135.0,1.0,1.0,0.0,32.0,6.0,True
92,55.0,174.0,1.0,1.0,0.0,35.0,10.0,True
93,4.59,915.0,16.0,1.0,2.05,155.0,79.0,True
94,7.14,936.0,5.0,1.0,0.0,17.0,15.0,True
95,7.13,32.0,2.0,1.0,4.07,29.0,103.0,True
96,8.0,942.0,11.0,1.0,0.0,18.0,15.0,True
97,1.33,146.0,3.0,1.0,4.0,15.0,19.0,True
98,14.09,77.0,5.0,1.0,4.27,175.0,216.0,True
99,3.5,211.0,2.0,1.0,11.0,23.0,46.0,True
100,3.15,159.0,1.0,1.0,0.0,506.0,506.0,True
101,10.77,254.0,17.0,1.0,1.58,233.0,210.0,True
102,2.0,65.0,2.0,1.0,8.0,104.0,0.0,True
103,58.33,744.0,2.0,1.0,0.0,28.0,27.0,True
104,30.0,362.0,1.0,1.0,0.5,0.0,32.0,True
105,3.0,50.0,1.0,1.0,11.0,3.0,3.0,True
106,26.46,1542.5,8.0,1.0,2.92,507.0,609.0,True
107,23.58,119.0,14.0,2.0,0.0,46.0,46.0,True
108,18.25,731.0,2.0,1.0,1.75,522.0,472.0,True
109,30.0,909.5,2.0,1.0,0.0,5.0,2.0,True
110,4.71,1059.5,3.0,1.0,1.43,1209.0,120.0,True
111,4.8,1064.5,3.0,1.0,2.0,86.0,39.0,True
112,17.67,932.5,3.0,1.0,0.0,16.0,16.0,True
113,58.33,420.0,1.0,1.0,0.0,3.0,11.0,True
114,33.0,279.0,1.0,1.0,0.0,2.0,0.0,True
115,64.0,193.0,1.0,1.0,0.0,7.0,3.0,True
116,17.88,226.0,5.0,1.0,6.5,13.0,12.0,True
117,20.33,964.5,5.0,1.0,1.33,15.0,20.0,True
118,25.3,235.0,6.0,1.0,4.4,41.0,81.0,True
119,31.5,543.5,6.0,3.0,12.25,24.0,343.0,True
120,13.44,1105.0,11.0,1.0,15.94,22.0,591.0,True
121,5.0,468.0,2.0,1.0,0.0,1.0,2.0,True
122,3.33,86.0,2.0,1.0,0.0,30.0,32.0,True
123,14.81,994.5,6.0,1.0,6.86,58.0,63.0,True
124,15.0,541.0,2.0,1.0,2.67,3.0,82.0,True
125,40.83,566.0,4.0,1.0,1.33,26.0,94.0,True
126,26.0,4.0,1.0,1.0,1.0,17.0,17.0,True
