,nuc,arexp,ent,ndev,age,asexp,la,ld
6529,,,,,,,,
6530,,,,,,,,
6531,,,,,,,,
6532,,,,,,,,
6537,,,,,,,,
6540,,,,,,,,
6543,,,,,,,,
6544,,,,,,,,
6546,,,,,,,,
6547,,,,,,,,
6550,,,,,,,,
6553,,,,,,,,
6555,,,,,,,,
6556,,,,,,,,
6559,,,,,,,,
6564,,,,,,,,
6569,,,,,,,,
6580,,,,,,,,
6581,,,,,,,,
6582,,,,,,,,
6584,,,,,,,,
6585,,,,,,,,
6594,,,,,,,,
6596,,,,,,,,
6599,,,,,,,,
6604,,,,,,,,
6608,,,,,,,,
6610,,,,,,,,
6611,,,,,,,,
6612,5.5,358.0,1.17348646104016,2.0,6.5,98.0,320.0,205.0
6619,,,,,,,,
6620,,,,,,,,
6621,,,,,,,,
6632,,,,,,,,
6637,65.6153846153846,334.333333333331,1.1894672340589598,2.92307692307692,65.07692307692311,411.0,97.0,106.0
6642,,,,,,,,
6643,,,,,,,,
6644,,,,,,,,
6646,,,,,,,,
6656,,,,,,,,
6670,,,,,,,,
6671,,,,,,,,
6672,,,,,,,,
6681,,,,,,,,
6683,,,,,,,,
6690,,,,,,,,
6691,,,,,,,,
6692,,,,,,,,
6696,,,,,,,,
6700,,,,,,,,
6707,,,,,,,,
6710,,,,,,,,
6718,,,,,,,,
6732,,,,,,,,
6733,,,,,,,,
6734,,,,,,,,
6745,,,,,,,,
6750,,,,,,,,
6755,,,,,,,,
6765,,,,,,,,
6766,,,,,,,,
6775,,,,,,,,
6778,,,,,,,,
6781,,,,,,,,
6791,,,,,,,,
6794,,,,,,,,
6795,,,,,,,,
6797,,,,,,,,
6798,,,,,,,,
6802,,,,,,,,
6814,,,,,,,,
6818,,,,,,,,
6819,,,,,,,,
6825,,,,,,,,
6834,,,,,,,,
6841,,,,,,,,
6847,,,,,,,,
6853,,,,,,,,
6855,,,,,,,,
6859,,,,,,,,
6861,,,,,,,,
6877,,,,,,,,
6881,,,,,,,,
6887,,,,,,,,
6890,,,,,,,,
6894,,,,,,,,
6896,,,,,,,,
6898,,,,,,,,
6903,,,,,,,,
6905,1136.5,906.833333333372,1.2210107182773102,34.5,19.5,759.0,51,16
6907,1513.0,5.0,0.484954389527546,46.0,0.0,0.912208504801097,22.0,2
6910,,,,,,,,
6913,,,,,,,,
6915,,,,,,,,
6916,,,,,,,,
6918,,,,,,,,
6919,1177.5,224.5,1.57589181810863,35.5,59.25,11.0,68,51
6930,,,,,,,,
6933,,,,,,,,
6935,,,,,,,,
6937,,,,,,,,
6945,,,,,,,,
6948,,,,,,,,
6951,,,,,,,,
6952,,,,,,,,
6953,,,,,,,,
6957,,,,,,,,
6958,532.090909090909,41.5,2.19488309607655,13.272727272727304,185.818181818182,64.0,80,18
6959,,,,,,,,
6963,,,,,,,,
6966,,,,,,,,
6968,,,,,,,,
6972,,,,,,,,
6975,,,,,,,,
6979,,,,,,,,
6980,,,,,,,,
6984,,,,,,,,
6989,,,,,,,,
6990,,,,,,,,
6991,,,,,,,,
6992,,,,,,,,
6999,,,,,,,,
7000,,,,,,,,
7005,,,,,,,,
7007,,,,,,,,
7008,,,,,,,,
7011,,,,,,,,
7015,,,,,,,,
7025,799.166666666667,965.700000000043,1.50649728777597,25.3333333333333,67.1666666666667,30.5,46,24
7034,,,,,,,,
7035,,,,,,,,
7036,,,,,,,,
7037,,,,,,,,
7041,,,,,,,,
7044,,,,,,,,
7051,,,,,,,,
7052,,,,,,,,
7074,,,,,,,,
7075,,,,,,,,
7081,,,,,,,,
7086,,,,,,,,
7098,,,,,,,,
7102,,,,,,,,
7107,,,,,,,,
7108,,,,,,,,
7117,,,,,,,,
7120,,,,,,,,
7121,,,,,,,,
7123,,,,,,,,
7129,,,,,,,,
7130,,,,,,,,
7131,,,,,,,,
7137,,,,,,,,
7140,,,,,,,,
7148,1662.66666666667,240.5,0.258018668664815,56.0,5.0,1.9999846126047096,10,7
7151,,,,,,,,
