,nuc,arexp,ent,ndev,age,asexp,la,ld,target
0,3.18,14.0,2.76,0.18,102.55,12.0,39.0,62.0,True
1,7.33,81.0,2.93,0.22,80.78,0.2,85.0,79.0,True
2,20.89,374.0,3.17,0.89,94.56,0.25,9.0,9.0,True
3,188.5,241.0,1.71,1.1,103.0,1.26,195.0,88.0,True
4,353.25,252.5,1.53,2.5,162.25,0.2,39.0,6.0,False
5,124.71,372.0,1.99,0.64,89.64,0.4,34.0,98.0,False
6,185.62,265.0,2.31,1.25,73.0,0.02,121.0,110.0,False
7,150.62,495.0,3.39,0.77,93.46,0.88,103.0,22.0,True
8,389.0,282.5,1.6,2.25,85.5,0.2,106.0,8.0,False
9,102.48,534.0,3.64,0.43,112.83,1.66,57.0,87.0,True
10,576.33,181.0,1.37,4.0,143.67,0.99,8.0,2.0,False
11,102.11,212.0,3.5,0.79,192.79,0.99,352.0,96.0,True
12,360.0,232.0,1.6,2.67,85.0,1.48,46.0,53.0,False
13,239.18,43.0,2.72,1.64,67.18,0.45,88.0,54.0,False
14,291.0,247.5,2.52,1.78,85.11,1.0,241.0,107.0,True
15,153.06,61.0,3.24,1.06,100.81,0.63,106.0,173.0,True
16,722.67,236.0,1.07,5.67,163.0,1.99,34.0,49.0,False
17,440.6,852.5,1.92,3.4,95.6,1.66,173.0,41.0,False
18,431.5,857.5,2.07,2.83,91.0,1.66,23.0,11.0,True
19,343.57,230.0,2.04,2.43,121.57,1.99,52.0,9.0,True
20,37.08,663.0,3.57,1.17,77.67,57.0,39.0,0.0,True
21,337.58,139.0,3.16,1.75,75.17,0.25,9.0,132.0,False
22,153.32,211.0,3.37,0.76,64.6,0.99,161.0,98.0,True
23,17.27,102.5,2.47,0.87,124.8,1.0,390.0,19.0,True
24,137.22,6.0,3.36,1.11,119.78,1.66,51.0,36.0,True
25,634.5,41.0,1.81,5.5,72.0,1.03,12.0,4.0,False
26,57.14,98.0,2.08,2.14,74.57,1.0,74.0,0.0,True
27,274.9,8.0,2.92,2.4,90.9,0.84,44.0,15.0,True
28,52.0,264.0,4.64,0.49,164.62,0.24,397.0,337.0,False
29,475.0,181.0,2.21,4.0,92.0,1.0,30.0,29.0,False
30,318.44,445.0,2.75,2.89,63.11,0.94,50.0,77.0,True
31,42.11,470.0,3.07,0.89,147.67,141.0,30.0,5.0,True
32,50.47,53.0,3.21,0.88,72.41,0.24,99.0,40.0,True
33,72.77,359.0,3.94,0.63,87.0,213.0,92.0,93.0,True
34,141.6,743.83,2.65,2.1,75.2,0.19,52.0,5.0,True
35,968.33,941.17,1.55,9.67,86.67,1.66,13.0,0.0,False
36,1015.0,75.0,1.18,10.0,164.0,1.03,14.0,8.0,False
37,170.4,0.0,1.38,3.0,90.6,0.0,61.0,14.0,False
38,635.83,0.0,1.46,5.0,75.5,0.0,62.0,14.0,False
39,221.94,0.0,3.36,2.0,79.0,0.0,135.0,377.0,False
40,792.25,203.83,1.76,9.5,163.0,1.0,11.0,2.0,False
41,446.43,206.17,1.66,5.43,100.29,0.63,149.0,12.0,False
42,277.15,10.0,1.39,2.92,89.0,0.34,278.0,137.0,False
43,426.4,0.0,3.09,4.0,97.5,0.0,146.0,26.0,False
44,101.24,16.0,4.61,1.05,105.89,0.56,309.0,189.0,True
45,173.53,0.0,2.59,2.05,118.74,0.0,500.0,174.0,False
46,681.8,669.0,1.87,9.2,92.4,0.49,25.0,9.0,False
47,416.38,143.0,2.13,5.88,124.88,1.25,58.0,32.0,False
48,476.88,692.5,2.46,5.88,56.88,0.94,59.0,39.0,False
49,150.5,1023.17,1.0,8.5,152.5,627.0,2.0,2.0,False
50,192.28,3.0,3.56,2.72,57.78,0.88,42.0,26.0,True
