,nuc,arexp,nd,ns,age,la,ld,target
0,1.07,10.0,2.0,1.0,0.93,0.0,53.0,False
1,1.2,12.0,1.0,1.0,0.2,61.0,149.0,True
2,1.8,9.0,2.0,1.0,0.8,65.0,34.0,True
3,2.43,5.0,1.0,1.0,0.0,22.0,154.0,True
4,2.0,21.0,4.0,1.0,0.0,15.0,22.0,True
5,1.57,61.0,3.0,1.0,0.86,127.0,103.0,True
6,2.5,62.0,6.0,1.0,0.83,7.0,52.0,True
7,2.33,45.0,3.0,1.0,6.17,0.0,806.0,False
8,7.25,52.0,4.0,1.0,1.0,914.0,669.0,True
9,0.5,60.0,3.0,1.0,0.64,0.0,5.0,False
10,3.0,97.0,1.0,1.0,0.0,54.0,44.0,True
11,0.92,98.0,7.0,1.0,0.08,58.0,19.0,True
12,1.14,105.0,2.0,1.0,3.71,17.0,14.0,True
13,1.78,109.0,8.0,1.0,2.67,0.0,593.0,False
14,4.75,55.0,4.0,1.0,6.38,240.0,149.0,True
15,2.89,57.0,6.0,1.0,0.89,339.0,23.0,True
16,7.0,70.0,4.0,1.0,4.0,77.0,35.0,True
17,0.0,77.0,2.0,1.0,0.0,0.0,211.0,True
18,11.31,94.0,7.0,1.0,0.62,20.0,48.0,True
19,10.5,109.0,2.0,1.0,3.0,198.0,13.0,True
20,3.0,57.0,1.0,1.0,20.0,55.0,1.0,True
21,6.5,122.0,5.0,1.0,5.58,56.0,40.0,True
22,3.0,65.0,4.0,1.0,26.38,0.0,354.0,False
23,5.0,177.0,1.0,1.0,0.0,91.0,21.0,True
24,5.4,178.0,3.0,1.0,6.0,249.0,135.0,True
25,1.5,109.0,2.0,1.0,11.5,26.0,24.0,True
26,13.0,128.0,2.0,1.0,2.5,0.0,81.0,False
27,1.0,200.0,2.0,1.0,27.0,52.0,1.0,True
28,0.79,4.0,7.0,1.0,0.0,72.0,39.0,True
29,0.22,275.0,3.0,1.0,0.0,69.0,1.0,True
30,2.0,136.0,3.0,1.0,0.0,130.0,19.0,True
31,0.5,0.0,1.0,1.0,20.5,71.0,2.0,True
32,2.8,142.0,3.0,1.0,0.0,362.0,4.0,True
33,5.0,187.0,2.0,1.0,7.4,21.0,10.0,True
34,3.0,147.0,2.0,1.0,0.0,14.0,231.0,True
35,1.0,195.0,2.0,1.0,16.33,55.0,2.0,True
36,1.67,312.0,2.0,1.0,39.0,36.0,265.0,True
37,2.18,211.0,8.0,1.0,4.09,256.0,45.0,True
38,2.0,212.0,2.0,1.0,24.0,3.0,2.0,True
39,2.0,67.0,3.0,1.0,8.0,52.0,1.0,True
40,3.0,5.0,3.0,1.0,0.0,48.0,47.0,True
41,1.62,8.0,3.0,1.0,1.88,132.0,23.0,True
