,nuc,arexp,nd,ns,age,la,ld,target
0,2.33,45.0,3.0,1.0,6.17,0.0,806.0,False
1,7.25,52.0,4.0,1.0,1.0,914.0,669.0,True
2,2.41,39.0,13.0,2.0,2.0,0.0,254.0,False
3,1.78,109.0,8.0,1.0,2.67,0.0,593.0,False
4,3.0,65.0,4.0,1.0,26.38,0.0,354.0,False
5,1.48,37.0,6.0,1.0,0.1,31.0,23.0,True
6,3.78,323.0,5.0,1.0,7.33,43.0,9.0,True
7,1.0,162.0,1.0,1.0,53.0,0.0,282.0,False
8,6.5,342.0,5.0,1.0,0.0,106.0,338.0,True
9,7.07,345.0,10.0,1.0,0.0,327.0,229.0,True
10,1.06,348.0,20.0,2.0,1.16,69.0,831.0,True
11,2.33,352.0,6.0,1.0,0.33,89.0,36.0,True
12,6.8,186.0,6.0,1.0,0.9,222.0,46.0,True
13,8.29,403.0,5.0,1.0,11.71,0.0,294.0,False
14,11.29,271.0,7.0,1.0,5.29,18.0,115.0,True
15,1.0,323.0,1.0,1.0,82.0,0.0,65.0,False
16,15.83,325.0,3.0,1.0,27.83,183.0,23.0,True
17,8.17,459.0,6.0,1.0,2.67,7.0,30.0,True
18,14.09,327.0,6.0,1.0,10.36,83.0,137.0,True
19,12.54,280.0,6.0,1.0,7.0,67.0,64.0,True
20,5.29,486.0,10.0,1.0,53.56,1528.0,1664.0,True
21,7.52,433.0,14.0,2.0,10.39,487.0,486.0,True
22,8.32,462.0,7.0,1.0,29.45,121.0,61.0,True
23,5.75,241.0,3.0,1.0,23.0,0.0,149.0,False
24,4.0,264.0,1.0,1.0,89.0,27.0,43.0,True
25,2.0,416.0,1.0,1.0,74.0,7.0,1.0,True
26,1.0,573.0,1.0,1.0,131.0,0.0,14.0,False
27,2.5,407.0,2.0,1.0,42.5,48.0,0.0,True
28,1.5,271.0,2.0,1.0,46.5,0.0,96.0,False
29,2.27,122.0,11.0,1.0,33.82,23.0,13.0,True
30,1.25,415.0,3.0,1.0,7.0,0.0,631.0,False
31,8.13,196.0,7.0,1.0,49.43,331.0,288.0,True
32,13.0,443.0,1.0,1.0,55.0,1.0,1.0,True
33,9.57,459.0,4.0,1.0,35.43,14.0,13.0,True
34,26.5,460.0,1.0,1.0,59.5,56.0,33.0,True
35,16.24,226.0,9.0,1.0,24.78,481.0,969.0,True
36,1.0,452.0,1.0,1.0,87.0,0.0,69.0,False
37,7.0,517.0,4.0,1.0,34.2,0.0,308.0,False
38,3.0,493.0,1.0,1.0,148.5,63.0,0.0,True
39,32.5,732.0,2.0,1.0,52.5,45.0,9.0,True
40,46.33,187.0,2.0,1.0,54.33,25.0,5.0,True
41,42.0,50.0,3.0,1.0,35.67,61.0,63.0,True
42,0.5,688.0,1.0,1.0,110.0,30.0,14.0,True
43,40.0,598.0,4.0,1.0,82.25,2.0,14.0,True
44,3.62,615.0,3.0,1.0,18.75,0.0,429.0,False
45,2.0,539.0,1.0,1.0,60.0,0.0,5.0,False
46,6.88,712.0,7.0,2.0,60.94,122.0,84.0,True
47,6.04,725.0,13.0,2.0,2.69,765.0,77.0,True
48,7.67,554.0,3.0,1.0,106.67,61.0,2.0,True
49,7.0,625.0,1.0,1.0,70.0,1.0,1.0,True
50,6.67,594.0,1.0,1.0,68.67,105.0,18.0,True
51,5.07,523.0,16.0,1.0,165.0,321.0,280.0,True
52,0.5,759.0,2.0,1.0,123.5,3.0,5.0,True
53,1.88,760.0,2.0,1.0,226.12,0.0,257.0,False
54,3.33,765.0,3.0,1.0,92.33,18.0,2.0,True
55,1.0,615.0,1.0,1.0,146.5,0.0,254.0,False
56,13.43,810.0,12.0,2.0,0.52,32.0,32.0,True
57,14.76,845.0,20.0,2.0,0.0,42.0,50.0,True
58,15.74,871.0,9.0,1.0,0.0,116.0,116.0,True
59,10.46,899.0,27.0,2.0,0.0,114.0,114.0,True
60,12.0,930.0,15.0,1.0,7.24,28.0,30.0,True
61,33.9,941.0,6.0,1.0,14.5,15.0,15.0,True
62,8.18,990.0,14.0,2.0,0.0,82.0,82.0,True
63,9.92,1010.0,14.0,1.0,49.59,116.0,121.0,True
64,13.28,1012.0,8.0,1.0,15.76,93.0,95.0,True
65,5.13,1019.0,5.0,1.0,31.47,165.0,165.0,True
66,6.29,1062.0,19.0,1.0,84.71,64.0,48.0,True
67,14.12,2.0,25.0,1.0,5.48,371.0,1229.0,True
68,27.45,1082.0,11.0,1.0,1.73,587.0,352.0,True
69,30.88,1122.0,7.0,1.0,19.06,772.0,170.0,True
70,33.47,0.0,6.0,1.0,1.29,318.0,88.0,True
71,15.0,40.0,6.0,1.0,7.0,0.0,9.0,False
72,25.14,41.0,6.0,1.0,3.36,324.0,577.0,True
73,25.02,43.0,18.0,1.0,5.19,448.0,860.0,True
74,11.59,1233.0,12.0,1.0,0.0,95.0,96.0,True
75,9.33,17.0,7.0,1.0,1.28,338.0,165.0,True
76,3.61,1326.0,6.0,1.0,0.39,32.0,241.0,True
77,12.0,1355.0,12.0,2.0,2.0,171.0,101.0,True
78,4.85,107.0,23.0,1.0,2.08,377.0,375.0,True
79,2.19,22.0,12.0,1.0,0.0,48.0,107.0,True
80,3.0,30.0,11.0,1.0,1.06,0.0,819.0,False
81,5.12,73.0,24.0,1.0,1.98,74.0,74.0,True
82,9.52,38.0,35.0,2.0,0.11,193.0,199.0,True
83,5.4,157.0,11.0,1.0,0.73,39.0,39.0,True
84,6.88,163.0,7.0,1.0,2.0,8.0,8.0,True
85,18.1,657.0,6.0,1.0,1.6,50.0,53.0,True
86,6.64,26.0,18.0,1.0,0.81,75.0,635.0,True
87,6.22,128.0,10.0,1.0,4.17,84.0,34.0,True
88,12.86,814.0,23.0,1.0,0.05,345.0,1507.0,True
89,6.94,214.0,4.0,1.0,4.36,383.0,469.0,True
90,11.14,188.0,11.0,1.0,1.05,42.0,61.0,True
91,16.24,147.0,12.0,1.0,0.45,100.0,100.0,True
92,21.38,503.0,4.0,1.0,6.85,0.0,1015.0,False
93,10.77,254.0,17.0,1.0,1.58,233.0,210.0,True
94,10.64,995.0,22.0,1.0,0.0,26.0,1960.0,True
95,10.2,75.0,12.0,2.0,3.85,50.0,74.0,True
96,13.57,530.0,13.0,2.0,7.3,383.0,1128.0,True
97,9.8,336.0,5.0,1.0,13.4,7.0,5.0,True
98,8.11,884.5,6.0,1.0,6.11,161.0,36.0,True
99,19.67,733.5,6.0,1.0,0.83,219.0,56.0,True
100,23.37,126.0,7.0,1.0,0.0,18.0,18.0,True
101,6.75,926.5,12.0,2.0,19.33,41.0,173.0,True
102,33.56,1576.5,6.0,1.0,2.0,17.0,293.0,True
103,22.57,213.0,5.0,1.0,3.79,0.0,73.0,False
104,21.02,822.0,15.0,2.0,1.15,409.0,148.0,True
105,39.6,2.0,10.0,1.0,3.9,253.0,936.0,True
106,36.3,1711.0,11.0,1.0,11.93,121.0,159.0,True
107,32.79,235.0,12.0,1.0,4.76,484.0,325.0,True
108,38.95,10.0,7.0,1.0,13.4,131.0,112.0,True
109,9.06,196.0,7.0,1.0,15.35,37.0,86.0,True
110,6.0,719.0,1.0,1.0,57.0,0.0,22.0,False
111,33.1,663.5,5.0,1.0,18.7,422.0,243.0,True
112,1.0,254.0,1.0,1.0,77.0,0.0,26.0,False
113,10.8,260.0,2.0,1.0,38.4,48.0,13.0,True
114,15.88,1174.5,6.0,1.0,14.5,337.0,63.0,True
115,29.0,553.0,2.0,1.0,48.0,0.0,21.0,False
116,32.5,674.5,4.0,1.0,33.17,77.0,36.0,True
117,22.08,567.0,5.0,1.0,7.92,126.0,80.0,True
118,3.0,308.0,1.0,1.0,103.0,16.0,1.0,True
119,2.0,12.0,1.0,1.0,98.0,76.0,5.0,True
120,7.2,3.0,3.0,2.0,89.4,24.0,3.0,True
