,ent,aexp,ndev,ns,age,asexp,la,ld,target
0,1.08,42.0,0.33,1.0,0.0,8.0,79.0,3.0,True
1,0.0,43.0,0.0,1.0,0.0,9.0,0.0,27.0,False
2,0.89,57.0,0.5,1.0,0.0,22.0,16.0,10.0,True
3,1.97,58.0,0.2,1.0,0.4,23.0,78.0,78.0,True
4,0.62,60.0,0.5,2.0,0.0,0.0,57.0,2.0,True
5,1.0,67.0,0.5,1.0,1.5,32.0,61.0,1.0,True
6,2.72,148.0,0.57,1.0,10.43,71.0,24.0,6.0,True
7,0.31,104.0,1.0,1.0,0.0,45.0,54.0,17.0,True
8,0.0,18.0,1.0,1.0,0.0,11.0,4.0,1.0,True
9,0.92,59.0,1.5,1.0,0.0,47.0,6.0,3.0,True
10,0.0,155.0,9.0,1.0,0.0,44.0,0.0,1.0,False
11,0.41,1.0,7.5,2.0,35.5,0.5,24.0,0.0,True
12,1.0,2.0,5.5,1.0,62.5,2.0,19.0,24.0,True
13,0.0,3.0,1.0,1.0,0.0,3.0,2.0,6.0,True
14,0.84,107.0,1.0,1.0,0.0,14.0,13.0,2.0,True
15,0.0,1233.0,1.0,1.0,2.0,17.0,8.0,9.0,True
16,1.41,25.0,0.33,1.0,1.67,0.0,296.0,54.0,True
17,3.84,60.0,1.96,5.0,11.65,0.5,109.0,80.0,True
18,1.37,32.0,2.67,1.0,2.33,26.0,5.0,5.0,True
19,2.83,135.0,0.12,1.0,10.62,73.0,4.0,32.0,True
20,0.0,219.0,1.0,1.0,0.0,76.0,0.0,2.0,False
21,1.37,220.0,1.8,2.0,1.6,0.99,169.0,33.0,True
22,3.53,58.0,2.4,5.0,13.6,0.25,33.0,135.0,True
23,0.0,83.0,5.0,1.0,62.0,2.0,16.0,11.0,True
24,0.0,7.0,6.0,1.0,0.0,0.0,12.0,8.0,True
25,1.12,7.0,1.0,1.0,20.0,7.0,24.0,13.0,True
26,1.56,1495.0,2.25,1.0,4.75,28.0,14.0,10.0,True
27,3.42,540.0,1.33,4.0,12.0,0.33,2.0,18.0,True
28,1.7,0.0,8.0,1.0,8.0,0.0,35.0,1.0,True
29,4.08,38.0,2.04,7.0,37.79,0.14,252.0,153.0,True
30,4.01,26.0,0.49,4.0,16.79,0.25,390.0,329.0,True
31,1.54,37.0,4.75,2.0,33.0,0.5,358.0,334.0,True
32,1.55,13.0,10.25,1.0,8.0,6.0,216.0,128.0,True
33,0.81,11.0,2.0,2.0,1.0,0.31,399.0,69.0,True
34,3.56,72.0,3.83,7.0,55.87,0.29,175.0,181.0,True
35,2.62,20.0,0.86,2.0,2.57,1.31,462.0,206.0,True
36,4.6,96.0,0.7,2.0,8.03,0.51,2425.0,16.0,True
37,2.46,25.0,1.74,4.0,22.26,0.4,1140.0,182.0,True
38,1.42,108.0,0.5,3.0,0.0,0.33,5.0,7.0,True
39,3.1,88.0,6.21,4.0,40.43,0.25,45.0,32.0,True
