,ent,aexp,ndev,ns,age,asexp,la,ld,target
0,1.55,7.0,0.2,1.0,2.2,5.0,83.0,3.0,True
1,1.31,399.0,0.33,1.0,4.0,150.0,47.0,25.0,True
2,0.0,43.0,0.0,1.0,0.0,9.0,0.0,27.0,False
3,1.75,738.0,3.75,1.0,28.25,276.0,79.0,13.0,True
4,0.7,68.0,0.5,1.0,1.0,33.0,12.0,9.0,True
5,0.83,71.0,0.5,1.0,1.0,35.0,106.0,4.0,True
6,2.72,148.0,0.57,1.0,10.43,71.0,24.0,6.0,True
7,1.29,157.0,2.0,1.0,1.0,75.0,129.0,172.0,True
8,0.0,106.0,2.0,1.0,0.0,47.0,2.0,2.0,True
9,0.89,110.0,1.5,1.0,0.0,50.0,122.0,7.0,True
10,0.07,17.0,3.0,1.0,10.5,10.0,112.0,0.0,True
11,0.0,155.0,9.0,1.0,0.0,44.0,0.0,1.0,False
12,1.44,1102.0,2.25,1.0,15.25,22.0,23.0,38.0,True
13,0.0,2.0,1.0,1.0,1.0,2.0,1.0,10.0,True
14,1.18,111.0,1.33,2.0,1.0,0.0,20.0,9.0,True
15,2.67,2.0,0.62,1.0,0.75,0.0,713.0,176.0,True
16,1.35,41.0,6.25,1.0,11.5,6.0,14.0,17.0,True
17,4.65,25.0,0.28,2.0,13.05,1.0,423.0,385.0,True
18,3.23,216.0,0.55,2.0,21.64,0.99,529.0,33.0,True
19,2.83,135.0,0.12,1.0,10.62,73.0,4.0,32.0,True
20,2.33,217.0,0.62,2.0,3.0,0.99,424.0,179.0,True
21,0.0,219.0,1.0,1.0,0.0,76.0,0.0,2.0,False
22,2.33,0.0,8.0,3.0,32.43,0.0,42.0,31.0,True
23,1.56,1495.0,2.25,1.0,4.75,28.0,14.0,10.0,True
24,3.29,2.0,0.3,1.0,1.0,1.0,2.0,33.0,True
25,1.51,7.0,3.67,1.0,54.67,2.0,52.0,21.0,True
26,1.7,0.0,8.0,1.0,8.0,0.0,35.0,1.0,True
27,1.88,1.0,11.0,2.0,6.75,0.0,8.0,5.0,True
28,2.77,132.0,5.43,1.0,9.86,107.0,222.0,11.0,True
29,4.41,89.0,0.55,2.0,8.53,0.25,1861.0,19.0,True
30,2.34,3.0,0.67,1.0,1.0,0.0,265.0,15.0,True
31,2.19,172.0,4.81,3.0,15.62,0.0,186.0,223.0,True
32,3.49,51.0,4.29,4.0,69.71,0.33,195.0,87.0,True
33,2.99,71.0,4.11,3.0,63.56,0.35,21.0,18.0,True
34,4.14,145.0,2.22,4.0,6.49,0.33,1257.0,392.0,True
35,1.88,150.0,6.38,2.0,2.25,1.0,319.0,22.0,True
36,3.04,0.0,2.11,1.0,104.89,0.0,83.0,8.0,True
37,2.38,0.0,3.0,2.0,95.17,0.0,240.0,38.0,True
38,3.39,153.0,3.12,3.0,8.0,0.5,104.0,64.0,True
39,0.55,183.0,27.33,3.0,60.0,0.0,263.0,145.0,True
40,2.5,27.0,0.94,3.0,8.65,0.62,1205.0,24.0,True
41,1.12,718.0,1.0,1.0,18.67,2.0,180.0,46.0,True
42,1.79,5.0,0.4,1.0,66.0,1.0,622.0,4.0,True
43,1.82,727.0,1.71,1.0,24.0,34.0,304.0,174.0,True
44,2.63,35.0,0.0,2.0,0.0,1.31,1791.0,0.0,True
45,0.83,0.0,12.5,1.0,4.0,0.0,62.0,3.0,True
46,3.91,37.0,1.31,3.0,7.31,0.62,1753.0,156.0,True
47,3.08,353.0,0.29,2.0,13.47,0.0,1048.0,262.0,True
48,1.83,1.0,1.25,1.0,0.5,1.0,287.0,66.0,True
49,1.0,7.0,18.0,1.0,1.0,7.0,87.0,12.0,True
50,1.49,3.0,9.5,3.0,11.25,0.0,69.0,125.0,True
51,2.28,57.0,1.0,1.0,44.43,5.0,364.0,10.0,True
52,1.79,3.0,7.25,1.0,5.5,0.0,180.0,59.0,True
53,2.14,2.0,6.0,5.0,20.86,0.04,124.0,15.0,True
54,2.36,366.0,5.0,2.0,3.43,0.99,503.0,61.0,True
55,3.12,826.0,4.38,4.0,0.0,0.33,111.0,635.0,True
56,1.88,18.0,4.0,1.0,0.4,5.0,256.0,5.0,True
57,2.78,19.0,4.0,2.0,5.3,0.0,149.0,46.0,True
58,2.1,21.0,2.0,2.0,2.14,0.0,157.0,5.0,True
59,1.69,26.0,3.62,2.0,4.0,0.0,543.0,492.0,True
60,0.0,247.0,2.0,1.0,0.0,145.0,41.0,0.0,True
61,1.41,59.0,1.67,1.0,3.33,38.0,4.0,4.0,True
62,0.81,60.0,1.5,1.0,1.0,39.0,2.0,2.0,True
63,1.06,62.0,1.33,2.0,11.33,1.0,278.0,0.0,True
64,1.91,377.0,8.0,1.0,1.0,190.0,9.0,180.0,True
65,0.0,250.0,1.0,1.0,1.0,147.0,8.0,0.0,True
66,1.0,379.0,2.0,1.0,234.0,2.0,268.0,237.0,True
67,0.67,834.0,1.5,2.0,0.5,0.88,2.0,15.0,True
68,1.0,15.0,1.0,2.0,1.5,0.83,174.0,0.0,True
69,0.0,255.0,1.0,1.0,21.0,3.0,55.0,2.0,True
70,0.0,5.0,4.0,1.0,1.0,5.0,13.0,2.0,True
71,1.89,2.0,3.5,1.0,2.0,1.0,98.0,2.0,True
72,1.7,286.0,1.75,1.0,3.0,22.0,87.0,19.0,True
73,0.59,101.0,0.5,1.0,2.0,2.0,7.0,0.0,True
74,2.67,196.0,1.82,1.0,3.55,48.0,266.0,72.0,True
75,1.75,34.0,3.6,1.0,2.0,22.0,400.0,8.0,True
76,2.81,949.0,4.3,2.0,0.6,0.0,256.0,38.0,True
77,1.57,15.0,5.0,2.0,0.0,1.39,28.0,4.0,True
78,1.5,295.0,2.0,1.0,0.0,30.0,161.0,23.0,True
79,3.53,124.0,2.54,1.0,4.49,111.0,3087.0,100.0,True
80,3.71,199.0,1.2,2.0,13.35,0.02,444.0,135.0,True
81,0.95,76.0,2.5,1.0,19.0,51.0,4.0,4.0,True
82,4.23,200.0,1.92,3.0,16.21,0.5,459.0,473.0,True
83,1.12,962.0,3.8,1.0,0.4,212.0,77.0,40.0,True
84,3.3,103.0,5.08,1.0,11.0,99.0,389.0,20.0,True
85,2.71,974.0,3.25,1.0,3.58,222.0,430.0,53.0,True
86,0.68,991.0,3.0,1.0,0.0,6.0,41.0,3.0,True
87,1.87,310.0,0.5,3.0,34.88,0.39,372.0,167.0,True
88,2.41,259.0,2.25,2.0,18.0,1.0,184.0,22.0,True
89,3.25,1011.0,5.65,5.0,4.75,0.04,93.0,46.0,True
90,4.32,1021.0,0.79,3.0,13.77,0.13,371.0,499.0,True
91,0.0,852.0,1.0,1.0,8.0,5.0,3.0,0.0,True
92,3.35,40.0,0.45,1.0,79.45,34.0,35.0,30.0,True
93,0.95,78.0,2.0,1.0,25.5,24.0,81.0,1.0,True
94,0.73,132.0,0.5,1.0,6.0,13.0,34.0,10.0,True
95,1.53,276.0,3.0,2.0,40.0,0.28,15.0,244.0,True
96,3.66,280.0,0.47,3.0,26.0,0.11,265.0,189.0,True
