,ent,aexp,ndev,ns,age,asexp,la,ld,target
0,0.0,5.0,1.0,1.0,2.0,3.0,2.0,5.0,True
1,1.55,7.0,0.2,1.0,2.2,5.0,83.0,3.0,True
2,1.08,42.0,0.33,1.0,0.0,8.0,79.0,3.0,True
3,0.0,43.0,0.0,1.0,0.0,9.0,0.0,27.0,False
4,1.75,738.0,3.75,1.0,28.25,276.0,79.0,13.0,True
5,1.13,59.0,0.33,1.0,0.0,24.0,130.0,10.0,True
6,1.0,67.0,0.5,1.0,1.5,32.0,61.0,1.0,True
7,1.42,77.0,3.75,3.0,0.75,0.0,226.0,83.0,True
8,1.78,154.0,2.0,2.0,73.0,0.99,18.0,5.0,True
9,1.29,157.0,2.0,1.0,1.0,75.0,129.0,172.0,True
10,1.41,99.0,2.33,1.0,3.33,52.0,51.0,4.0,True
11,2.69,65.0,1.6,1.0,14.7,57.0,78.0,24.0,True
12,1.12,98.0,2.67,2.0,11.0,0.88,82.0,2.0,True
13,1.49,51.0,3.0,1.0,17.67,40.0,52.0,0.0,True
14,0.0,155.0,9.0,1.0,0.0,44.0,0.0,1.0,False
15,2.67,2.0,0.62,1.0,0.75,0.0,713.0,176.0,True
16,4.21,1.0,0.18,4.0,17.43,0.0,120.0,108.0,True
17,1.37,32.0,2.67,1.0,2.33,26.0,5.0,5.0,True
18,2.44,35.0,1.43,1.0,0.0,29.0,13.0,15.0,True
19,0.0,219.0,1.0,1.0,0.0,76.0,0.0,2.0,False
20,3.95,510.0,0.48,2.0,1.24,0.0,80.0,34.0,True
21,4.09,312.0,0.59,1.0,9.29,21.0,17.0,0.0,True
22,3.87,131.0,1.38,10.0,17.71,0.23,1946.0,551.0,True
23,1.37,0.0,1.33,1.0,8.0,0.0,5.0,5.0,True
24,1.7,0.0,8.0,1.0,8.0,0.0,35.0,1.0,True
25,1.86,4.0,6.5,1.0,3.83,1.0,90.0,19.0,True
26,5.65,144.0,1.0,4.0,14.7,0.33,405.0,480.0,True
27,1.54,37.0,4.75,2.0,33.0,0.5,358.0,334.0,True
28,1.0,0.0,12.0,1.0,17.5,0.0,15.0,3.0,True
29,1.51,164.0,14.67,1.0,0.33,90.0,42.0,0.0,True
30,0.95,50.0,3.5,1.0,72.5,13.0,100.0,19.0,True
31,1.55,13.0,10.25,1.0,8.0,6.0,216.0,128.0,True
32,3.16,662.0,0.75,1.0,71.75,251.0,292.0,364.0,True
33,2.54,670.0,3.88,2.0,11.62,0.87,193.0,73.0,True
34,1.48,68.0,2.5,3.0,2.5,0.33,418.0,306.0,True
35,1.17,170.0,8.71,1.0,14.71,63.0,284.0,131.0,True
36,3.03,144.0,3.67,4.0,12.25,0.33,78.0,32.0,True
37,3.39,153.0,3.12,3.0,8.0,0.5,104.0,64.0,True
38,1.16,98.0,2.33,1.0,98.33,13.0,204.0,5.0,True
39,2.5,27.0,0.94,3.0,8.65,0.62,1205.0,24.0,True
40,1.37,0.0,1.0,1.0,41.75,0.0,868.0,43.0,True
41,2.17,723.0,11.6,3.0,0.0,0.13,8.0,13.0,True
42,4.15,734.0,1.96,1.0,6.74,41.0,101.0,77.0,True
43,1.52,37.0,11.86,3.0,7.29,0.49,69.0,55.0,True
44,3.91,37.0,1.31,3.0,7.31,0.62,1753.0,156.0,True
45,0.64,4.0,2.0,1.0,58.0,0.0,41.0,2.0,True
46,3.75,171.0,3.53,3.0,18.43,0.43,483.0,405.0,True
47,1.59,138.0,4.25,2.0,0.75,0.02,216.0,0.0,True
48,3.17,138.0,6.33,6.0,36.6,0.34,40.0,49.0,True
49,2.67,151.0,7.82,2.0,0.09,0.51,1308.0,1.0,True
50,4.24,52.0,0.26,2.0,13.13,1.31,2658.0,174.0,True
51,1.29,10.0,4.25,3.0,35.38,0.5,256.0,151.0,True
52,1.48,161.0,3.5,2.0,9.25,1.0,102.0,39.0,True
53,2.17,0.0,0.2,1.0,16.8,0.0,471.0,8.0,True
54,1.91,377.0,8.0,1.0,1.0,190.0,9.0,180.0,True
55,0.0,250.0,1.0,1.0,1.0,147.0,8.0,0.0,True
56,0.99,1.0,0.0,1.0,0.0,0.0,421.0,0.0,True
57,2.8,846.0,3.0,2.0,9.2,0.0,747.0,761.0,True
58,2.56,5.0,13.0,3.0,49.33,0.0,15.0,3.0,True
59,1.0,16.0,1.5,2.0,0.0,0.83,165.0,0.0,True
60,3.33,261.0,1.41,1.0,10.53,153.0,738.0,423.0,True
61,2.78,160.0,15.8,6.0,18.1,0.17,8.0,51.0,True
62,4.0,178.0,2.0,1.0,10.1,37.0,299.0,575.0,True
63,2.25,135.0,6.8,1.0,94.0,35.0,56.0,8.0,True
64,2.17,55.0,2.71,1.0,9.43,51.0,50.0,74.0,True
65,4.28,1586.0,5.93,6.0,39.89,0.0,78.0,80.0,True
66,0.0,8.0,5.0,1.0,3.0,0.0,1.0,1.0,True
67,4.0,960.0,1.9,2.0,5.78,0.0,647.0,433.0,True
68,1.12,962.0,3.8,1.0,0.4,212.0,77.0,40.0,True
