,ent,aexp,ndev,ns,age,asexp,la,ld,target
0,2.42,3.0,0.17,1.0,2.0,2.0,90.0,43.0,True
1,0.0,53.0,3.0,1.0,2.0,37.0,9.0,7.0,True
2,1.54,41.0,3.0,2.0,1.25,0.03,190.0,1.0,True
3,1.08,42.0,0.33,1.0,0.0,8.0,79.0,3.0,True
4,0.0,43.0,0.0,1.0,0.0,9.0,0.0,27.0,False
5,0.69,47.0,0.5,1.0,0.0,13.0,72.0,4.0,True
6,0.97,6.0,3.0,1.0,12.5,5.0,20.0,0.0,True
7,1.38,55.0,0.33,1.0,0.0,20.0,3.0,4.0,True
8,0.89,57.0,0.5,1.0,0.0,22.0,16.0,10.0,True
9,0.83,71.0,0.5,1.0,1.0,35.0,106.0,4.0,True
10,0.97,108.0,3.0,1.0,8.0,54.0,7.0,26.0,True
11,2.84,170.0,0.78,2.0,3.56,0.0,231.0,189.0,True
12,3.48,175.0,0.44,1.0,5.78,86.0,208.0,97.0,True
13,0.07,17.0,3.0,1.0,10.5,10.0,112.0,0.0,True
14,0.92,59.0,1.5,1.0,0.0,47.0,6.0,3.0,True
15,0.0,155.0,9.0,1.0,0.0,44.0,0.0,1.0,False
16,2.44,123.0,2.0,3.0,20.0,0.39,109.0,37.0,True
17,2.67,2.0,0.62,1.0,0.75,0.0,713.0,176.0,True
18,1.41,25.0,0.33,1.0,1.67,0.0,296.0,54.0,True
19,0.0,17.0,2.0,1.0,33.0,7.0,14.0,0.0,True
20,1.37,32.0,2.67,1.0,2.33,26.0,5.0,5.0,True
21,0.0,219.0,1.0,1.0,0.0,76.0,0.0,2.0,False
22,1.37,220.0,1.8,2.0,1.6,0.99,169.0,33.0,True
23,2.48,228.0,2.4,2.0,34.6,0.99,159.0,117.0,True
24,1.56,1495.0,2.25,1.0,4.75,28.0,14.0,10.0,True
25,4.32,273.0,0.26,2.0,2.71,0.0,383.0,646.0,True
26,1.51,7.0,3.67,1.0,54.67,2.0,52.0,21.0,True
27,4.46,12.0,0.4,3.0,49.32,0.33,926.0,591.0,True
28,0.98,6.0,10.0,1.0,4.0,5.0,45.0,8.0,True
29,4.64,12.0,0.72,4.0,0.62,0.32,69.0,72.0,True
30,1.84,65.0,3.2,1.0,8.2,53.0,17.0,22.0,True
31,1.88,1.0,11.0,2.0,6.75,0.0,8.0,5.0,True
32,0.95,50.0,3.5,1.0,72.5,13.0,100.0,19.0,True
33,1.52,55.0,0.6,1.0,2.0,28.0,91.0,10.0,True
34,2.46,43.0,10.0,2.0,16.0,0.15,115.0,1.0,True
35,3.49,51.0,4.29,4.0,69.71,0.33,195.0,87.0,True
36,1.18,98.0,6.33,1.0,83.0,56.0,53.0,53.0,True
37,3.34,104.0,0.65,2.0,16.65,0.51,382.0,437.0,True
38,2.46,25.0,1.74,4.0,22.26,0.4,1140.0,182.0,True
39,1.12,718.0,1.0,1.0,18.67,2.0,180.0,46.0,True
40,4.03,206.0,2.04,5.0,58.65,0.45,216.0,232.0,True
41,2.1,0.0,11.4,3.0,19.0,0.0,21.0,5.0,True
42,3.92,212.0,4.64,3.0,47.24,0.72,168.0,48.0,True
43,3.45,742.0,2.18,4.0,9.68,0.0,325.0,299.0,True
44,2.96,743.0,1.75,2.0,1.33,0.0,114.0,45.0,True
45,0.92,0.0,1.0,1.0,2.5,0.0,2.0,1.0,True
46,1.27,53.0,6.0,1.0,2.67,47.0,17.0,13.0,True
47,2.86,58.0,2.83,3.0,32.92,0.0,502.0,311.0,True
48,2.04,5.0,3.06,2.0,18.76,0.97,929.0,461.0,True
49,1.79,65.0,3.8,2.0,14.4,0.0,71.0,11.0,True
50,1.51,160.0,0.57,1.0,79.57,13.0,375.0,18.0,True
51,1.48,61.0,1.0,1.0,171.67,0.0,44.0,24.0,True
52,3.43,78.0,1.59,2.0,54.26,0.91,1070.0,106.0,True
53,0.0,31.0,2.0,1.0,23.0,2.0,18.0,1.0,True
54,5.3,179.0,0.27,2.0,18.98,0.51,671.0,805.0,True
55,0.88,189.0,0.5,1.0,101.5,112.0,87.0,4.0,True
56,0.0,250.0,1.0,1.0,1.0,147.0,8.0,0.0,True
57,0.99,1.0,0.0,1.0,0.0,0.0,421.0,0.0,True
58,3.23,844.0,2.92,2.0,13.54,0.0,772.0,541.0,True
59,1.0,16.0,1.5,2.0,0.0,0.83,165.0,0.0,True
60,2.62,863.0,4.25,1.0,18.12,129.0,32.0,14.0,True
61,2.91,69.0,1.0,1.0,10.85,47.0,284.0,19.0,True
62,3.24,88.0,4.27,3.0,40.0,0.49,147.0,192.0,True
63,0.0,36.0,2.0,1.0,43.0,5.0,3.0,0.0,True
