,ent,aexp,ndev,ns,age,asexp,la,ld,target
0,2.5,0.0,0.33,4.0,140.89,0.0,8.0,425.0,True
1,0.59,569.0,2.0,1.0,43.5,229.0,5.0,2.0,True
2,2.65,650.0,0.57,3.0,44.36,0.0,90.0,24.0,True
3,0.0,104.0,2.0,1.0,13.0,47.0,2.0,0.0,True
4,0.0,43.0,0.0,1.0,0.0,9.0,0.0,27.0,False
5,1.75,738.0,3.75,1.0,28.25,276.0,79.0,13.0,True
6,0.65,743.0,4.5,1.0,1.0,280.0,19.0,5.0,True
7,1.38,55.0,0.33,1.0,0.0,20.0,3.0,4.0,True
8,0.62,60.0,0.5,2.0,0.0,0.0,57.0,2.0,True
9,0.7,68.0,0.5,1.0,1.0,33.0,12.0,9.0,True
10,1.14,72.0,0.33,1.0,4.33,36.0,93.0,3.0,True
11,4.15,24.0,0.65,6.0,29.88,0.2,248.0,251.0,True
12,1.78,154.0,2.0,2.0,73.0,0.99,18.0,5.0,True
13,0.0,106.0,2.0,1.0,0.0,47.0,2.0,2.0,True
14,2.9,167.0,0.5,1.0,13.17,79.0,693.0,452.0,True
15,2.13,109.0,0.5,1.0,2.83,49.0,21.0,11.0,True
16,1.88,15.0,1.6,2.0,15.8,0.82,44.0,25.0,True
17,0.41,3.0,5.33,1.0,18.0,3.0,37.0,37.0,True
18,0.95,22.0,3.0,1.0,0.0,17.0,13.0,3.0,True
19,0.0,155.0,9.0,1.0,0.0,44.0,0.0,1.0,False
20,0.41,1.0,7.5,2.0,35.5,0.5,24.0,0.0,True
21,3.39,29.0,2.47,3.0,114.21,0.0,250.0,110.0,True
22,0.0,17.0,2.0,1.0,33.0,7.0,14.0,0.0,True
23,0.0,219.0,1.0,1.0,0.0,76.0,0.0,2.0,False
24,0.0,83.0,5.0,1.0,62.0,2.0,16.0,11.0,True
25,4.32,273.0,0.26,2.0,2.71,0.0,383.0,646.0,True
26,3.95,510.0,0.48,2.0,1.24,0.0,80.0,34.0,True
27,3.42,540.0,1.33,4.0,12.0,0.33,2.0,18.0,True
28,1.51,157.0,2.75,2.0,12.0,0.73,22.0,5.0,True
29,3.38,616.0,0.0,1.0,0.0,0.0,984.0,0.0,True
30,1.51,7.0,3.67,1.0,54.67,2.0,52.0,21.0,True
31,2.11,134.0,4.6,2.0,2.6,0.0,75.0,0.0,True
32,2.68,69.0,2.0,7.0,19.52,0.45,185.0,116.0,True
33,1.45,324.0,3.6,3.0,22.2,0.0,360.0,146.0,True
34,1.7,1.0,2.6,2.0,52.6,1.0,147.0,16.0,True
35,1.36,130.0,1.43,2.0,45.29,1.0,1222.0,32.0,True
36,3.16,662.0,0.75,1.0,71.75,251.0,292.0,364.0,True
37,1.56,694.0,6.4,1.0,8.8,273.0,22.0,29.0,True
38,3.56,72.0,3.83,7.0,55.87,0.29,175.0,181.0,True
39,4.13,151.0,0.93,2.0,2.1,1.0,640.0,284.0,True
40,1.16,98.0,2.33,1.0,98.33,13.0,204.0,5.0,True
41,1.86,0.0,1.8,1.0,22.0,0.0,59.0,0.0,True
42,0.87,83.0,8.67,2.0,29.33,0.5,75.0,3.0,True
43,1.12,718.0,1.0,1.0,18.67,2.0,180.0,46.0,True
44,1.37,0.0,1.0,1.0,41.75,0.0,868.0,43.0,True
45,3.4,3.0,3.0,1.0,41.39,1.0,375.0,33.0,True
46,2.74,744.0,2.38,4.0,0.0,0.0,42.0,141.0,True
47,2.63,35.0,0.0,2.0,0.0,1.31,1791.0,0.0,True
48,3.91,37.0,1.31,3.0,7.31,0.62,1753.0,156.0,True
49,0.0,127.0,1.0,1.0,0.0,20.0,2.0,2.0,True
50,0.92,0.0,1.0,1.0,2.5,0.0,2.0,1.0,True
51,2.28,57.0,1.0,1.0,44.43,5.0,364.0,10.0,True
52,1.79,3.0,7.25,1.0,5.5,0.0,180.0,59.0,True
53,2.36,363.0,5.0,2.0,18.0,0.99,503.0,61.0,True
54,2.36,822.0,5.0,2.0,1.0,0.88,61.0,503.0,True
55,3.51,365.0,1.23,2.0,14.14,0.0,686.0,207.0,True
56,0.92,62.0,0.5,2.0,5.0,0.01,3.0,3.0,True
57,0.99,1.0,0.0,1.0,0.0,0.0,421.0,0.0,True
58,4.61,166.0,2.0,3.0,20.53,0.61,272.0,172.0,True
59,2.98,897.0,3.76,3.0,8.24,0.33,390.0,335.0,True
60,0.0,5.0,4.0,1.0,1.0,5.0,13.0,2.0,True
61,1.3,2.0,5.67,2.0,25.0,0.25,23.0,5.0,True
62,1.7,5.0,0.6,1.0,27.4,4.0,258.0,4.0,True
63,2.49,97.0,3.86,2.0,0.86,0.87,1202.0,24.0,True
64,2.35,103.0,5.25,2.0,2.75,0.01,136.0,14.0,True
65,2.04,942.0,4.44,2.0,1.89,0.0,421.0,247.0,True
66,3.13,9.0,6.5,1.0,14.33,8.0,59.0,15.0,True
67,3.71,199.0,1.2,2.0,13.35,0.02,444.0,135.0,True
68,4.28,1586.0,5.93,6.0,39.89,0.0,78.0,80.0,True
69,0.0,8.0,5.0,1.0,3.0,0.0,1.0,1.0,True
70,3.2,966.0,2.23,1.0,9.59,216.0,113.0,111.0,True
71,3.3,103.0,5.08,1.0,11.0,99.0,389.0,20.0,True
72,1.86,15.0,1.8,1.0,7.8,13.0,348.0,104.0,True
73,2.53,0.0,4.25,3.0,0.62,0.0,180.0,0.0,True
74,0.82,309.0,2.5,1.0,8.25,8.0,280.0,11.0,True
75,2.13,1.0,4.5,3.0,0.12,1.0,156.0,0.0,True
76,3.99,175.0,3.97,8.0,93.83,0.25,167.0,107.0,True
77,1.34,4.0,1.5,2.0,3.5,0.44,78.0,0.0,True
78,3.25,1011.0,5.65,5.0,4.75,0.04,93.0,46.0,True
79,3.01,3.0,2.33,4.0,12.44,0.0,19.0,19.0,True
80,2.75,117.0,14.7,7.0,19.3,0.19,122.0,37.0,True
81,1.93,118.0,3.85,3.0,70.23,0.49,221.0,36.0,True
82,0.87,5.0,2.5,1.0,0.0,5.0,59.0,0.0,True
83,0.88,84.0,24.5,1.0,5.0,2.0,56.0,17.0,True
84,0.73,132.0,0.5,1.0,6.0,13.0,34.0,10.0,True
85,4.04,341.0,4.6,4.0,47.6,0.52,456.0,1317.0,True
86,1.42,195.0,2.25,1.0,100.0,1.0,84.0,83.0,True
87,1.99,86.0,3.0,2.0,9.4,0.0,281.0,0.0,True
88,2.5,1.0,0.88,1.0,27.5,1.0,22.0,7.0,True
89,3.21,245.0,4.47,1.0,2.2,211.0,309.0,197.0,True
90,4.21,89.0,1.19,3.0,61.54,0.34,79.0,130.0,True
91,1.76,56.0,2.0,1.0,24.4,6.0,48.0,7.0,True
92,2.11,9.0,11.6,4.0,31.4,0.25,120.0,2.0,True
93,1.95,201.0,9.75,2.0,53.75,0.97,28.0,10.0,True
94,0.0,250.0,3.0,1.0,0.0,216.0,2.0,2.0,True
95,2.84,149.0,12.57,4.0,12.79,0.33,356.0,47.0,True
96,1.74,1096.0,9.0,2.0,3.2,0.0,66.0,15.0,True
97,2.55,101.0,0.83,1.0,308.33,5.0,0.0,692.0,False
98,4.21,19.0,6.0,6.0,33.5,0.2,81.0,69.0,True
99,1.93,159.0,3.8,3.0,13.8,0.49,39.0,14.0,True
100,1.85,29.0,13.8,2.0,170.8,0.06,325.0,13.0,True
101,4.76,207.0,4.54,6.0,62.65,0.34,150.0,441.0,True
102,1.25,16.0,4.33,1.0,17.33,12.0,37.0,0.0,True
103,1.58,2.0,3.67,1.0,10.67,1.0,178.0,29.0,True
104,3.13,181.0,7.58,3.0,11.83,0.49,84.0,64.0,True
105,2.49,19.0,0.42,2.0,2.83,0.98,625.0,56.0,True
106,3.8,47.0,9.55,8.0,47.41,0.14,601.0,185.0,True
107,1.11,21.0,0.33,1.0,0.0,17.0,32.0,120.0,True
108,2.01,23.0,0.83,1.0,10.0,19.0,424.0,21.0,True
109,1.63,201.0,6.57,1.0,9.57,192.0,64.0,104.0,True
110,0.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,True
111,2.95,1174.0,8.0,2.0,109.33,0.87,169.0,85.0,True
112,3.13,3.0,1.62,3.0,40.12,0.41,715.0,447.0,True
113,1.0,68.0,0.0,1.0,0.0,0.0,11.0,2.0,True
114,2.14,1.0,5.29,2.0,15.0,0.0,195.0,53.0,True
115,0.0,234.0,2.0,1.0,0.0,2.0,3.0,3.0,True
116,1.38,12.0,2.0,1.0,5.33,12.0,146.0,5.0,True
117,1.44,15.0,2.62,1.0,2.75,15.0,75.0,364.0,True
118,3.64,29.0,1.18,9.0,35.92,0.06,579.0,505.0,True
119,1.67,379.0,7.4,2.0,10.2,0.3,52.0,133.0,True
120,2.24,33.0,2.83,1.0,18.83,29.0,97.0,14.0,True
121,2.46,1194.0,10.78,3.0,4.11,0.33,56.0,40.0,True
122,1.74,34.0,6.0,4.0,5.43,0.2,20.0,22.0,True
123,1.89,385.0,2.0,2.0,6.14,0.3,299.0,220.0,True
124,0.0,86.0,1.0,1.0,8.0,2.0,4.0,1.0,True
125,2.03,233.0,19.17,1.0,150.17,13.0,80.0,16.0,True
126,2.09,426.0,15.86,3.0,1.71,0.0,46.0,105.0,True
127,0.0,20.0,1.0,1.0,10.0,0.0,1.0,1.0,True
128,0.74,4.0,8.0,1.0,5.0,3.0,108.0,11.0,True
129,2.96,11.0,4.8,3.0,30.2,0.23,39.0,39.0,True
130,2.1,0.0,8.4,5.0,16.8,0.0,13.0,13.0,True
131,1.79,2.0,2.5,1.0,33.5,2.0,110.0,22.0,True
132,0.0,416.0,2.0,1.0,0.0,233.0,7.0,58.0,True
133,0.86,63.0,6.0,1.0,51.0,41.0,12.0,2.0,True
134,2.19,190.0,7.71,3.0,39.43,0.61,38.0,24.0,True
135,1.71,26.0,2.0,2.0,3.75,0.14,50.0,94.0,True
136,3.17,9.0,10.85,6.0,14.77,0.2,72.0,53.0,True
137,1.16,5.0,2.0,1.0,31.33,0.0,61.0,16.0,True
138,3.17,421.0,6.69,3.0,47.12,0.11,145.0,106.0,True
139,3.81,449.0,3.13,2.0,13.0,0.0,634.0,142.0,True
140,0.0,189.0,11.0,1.0,15.0,15.0,0.0,240.0,False
141,1.0,101.0,13.5,1.0,32.5,63.0,4.0,4.0,True
142,3.35,32.0,1.4,2.0,23.33,0.94,178.0,79.0,True
143,2.86,7.0,1.11,3.0,107.11,0.34,373.0,114.0,True
144,1.58,0.0,0.0,1.0,0.0,0.0,234.0,0.0,True
145,2.34,6.0,4.22,1.0,6.33,5.0,427.0,128.0,True
146,4.11,36.0,0.64,1.0,53.96,6.0,142.0,646.0,True
147,3.92,197.0,10.12,4.0,27.81,0.26,40.0,42.0,True
148,0.0,50.0,4.0,1.0,27.0,49.0,13.0,8.0,True
149,4.07,1331.0,0.67,1.0,578.42,28.0,0.0,1020.0,False
150,2.7,1.0,0.43,1.0,0.14,1.0,1356.0,126.0,True
151,3.1,38.0,0.44,2.0,51.32,0.38,427.0,2757.0,True
152,0.0,12.0,4.0,1.0,153.0,6.0,21.0,1.0,True
153,3.25,291.0,6.18,6.0,83.55,0.17,20.0,20.0,True
154,2.02,53.0,2.67,2.0,24.67,0.22,311.0,138.0,True
155,0.67,54.0,4.5,2.0,7.0,0.22,50.0,18.0,True
