,nuc,aexp,nd,ns,age,asexp,la,ld,target
0,2.09,6.0,10.0,3.0,2.45,0.01,67.0,48.0,False
1,2.0,0.0,1.0,1.0,20.0,0.0,106.0,55.0,False
2,2.0,0.0,1.0,1.0,20.0,0.0,30.0,0.0,False
3,2.33,17.0,2.0,1.0,11.5,15.0,255.0,100.0,False
4,3.29,41.0,5.0,1.0,4.14,33.0,1.0,160.0,False
5,4.0,38.0,3.0,1.0,14.67,28.0,470.0,248.0,False
6,3.89,95.0,9.0,1.0,23.67,72.0,82.0,54.0,False
7,2.5,51.0,4.0,2.0,13.12,0.06,204.0,30.0,False
8,1.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,True
9,16.0,7.0,1.0,1.0,1.0,5.0,19.0,8.0,False
10,3.0,12.0,2.0,1.0,4.0,9.0,51.0,5.0,False
11,7.0,73.0,3.0,1.0,9.0,44.0,12.0,5.0,False
12,5.0,126.0,4.0,2.0,97.67,1.85,201.0,60.0,False
13,17.0,141.0,1.0,1.0,7.0,93.0,7.0,2.0,False
14,9.71,380.0,7.0,1.0,30.86,47.0,9.0,11.0,False
15,10.25,165.0,5.0,2.0,11.38,1.85,558.0,225.0,False
16,4.91,21.0,9.0,1.0,0.09,18.0,181.0,51.0,False
17,9.27,179.0,5.0,1.0,23.73,122.0,384.0,206.0,False
18,4.8,36.0,3.0,1.0,1.4,33.0,177.0,102.0,False
19,31.33,18.0,3.0,1.0,3.33,14.0,23.0,23.0,False
20,5.0,43.0,1.0,1.0,39.0,32.0,6.0,6.0,False
21,11.0,53.0,1.0,1.0,45.5,39.0,196.0,561.0,False
22,16.44,701.0,6.0,2.0,8.67,0.93,100.0,82.0,False
23,6.75,55.0,3.0,1.0,7.25,52.0,106.0,57.0,False
24,27.0,258.0,1.0,1.0,0.0,187.0,17.0,2.0,False
25,10.0,46.0,1.0,1.0,3.0,36.0,1.0,1.0,False
26,13.33,137.0,1.0,2.0,20.0,1.0,219.0,736.0,False
27,4.5,53.0,2.0,1.0,16.0,34.0,63.0,3.0,False
28,8.0,38.0,2.0,1.0,0.0,28.0,173.0,25.0,False
29,3.5,87.0,2.0,1.0,24.5,81.0,7.0,4.0,False
30,7.93,333.0,9.0,2.0,32.68,1.85,343.0,165.0,False
31,3.8,186.0,3.0,1.0,21.47,122.0,390.0,114.0,False
32,1.33,57.0,2.0,1.0,0.0,46.0,281.0,5.0,False
33,2.0,86.0,1.0,1.0,0.0,72.0,85.0,12.0,False
34,2.0,109.0,1.0,1.0,1.0,92.0,29.0,0.0,False
35,1.0,111.0,1.0,1.0,4.0,94.0,139.0,0.0,False
36,4.25,56.0,2.0,1.0,9.0,44.0,27.0,36.0,False
37,10.86,74.0,3.0,1.0,4.57,60.0,450.0,14.0,False
38,16.2,314.0,2.0,1.0,37.8,206.0,45.0,9.0,False
39,14.18,318.0,5.0,1.0,13.35,210.0,395.0,79.0,False
40,7.0,1.0,1.0,1.0,0.0,1.0,23.0,25.0,False
41,12.6,21.0,4.0,2.0,26.8,0.53,17.0,17.0,False
42,9.0,29.0,1.0,1.0,85.0,22.0,1.0,1.0,False
43,36.5,35.0,2.0,2.0,55.5,0.53,27.0,8.0,False
44,15.0,48.0,1.0,1.0,16.0,11.0,76.0,31.0,False
45,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,True
46,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,True
47,19.5,10.0,2.0,2.0,76.5,0.67,7.0,3.0,False
48,0.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,True
49,3.0,6.0,1.0,1.0,18.0,0.0,1.0,1.0,False
50,2.33,7.0,3.0,1.0,20.0,1.0,403.0,119.0,False
51,0.0,0.0,6.0,3.0,0.0,0.0,460.0,0.0,False
52,7.0,0.0,2.0,1.0,30.0,0.0,12.0,14.0,False
53,4.25,273.0,3.0,2.0,11.62,0.0,40.0,157.0,False
54,2.25,278.0,3.0,2.0,6.25,0.0,74.0,18.0,False
55,1.0,295.0,3.0,2.0,22.33,0.0,219.0,1.0,False
56,7.0,322.0,2.0,2.0,4.5,0.0,211.0,124.0,False
57,12.0,104.0,3.0,3.0,23.33,0.0,17.0,8.0,False
58,2.38,107.0,3.0,3.0,29.06,0.0,194.0,11.0,False
59,3.0,0.0,1.0,1.0,3.0,0.0,3.0,7.0,False
60,8.5,19.0,4.0,2.0,0.17,0.1,26.0,131.0,False
61,9.67,32.0,2.0,2.0,19.0,0.0,7.0,3.0,False
62,7.18,4.0,3.0,2.0,0.55,0.5,404.0,284.0,False
63,2.33,401.0,3.0,3.0,0.0,0.0,7.0,8.0,False
64,6.0,5.0,1.0,1.0,12.0,4.0,21.0,17.0,False
65,8.67,443.0,2.0,1.0,3.33,103.0,114.0,2.0,False
66,22.0,40.0,2.0,2.0,6.0,0.0,112.0,40.0,False
67,12.0,21.0,4.0,2.0,11.0,0.0,105.0,10.0,False
68,8.0,45.0,1.0,1.0,0.0,7.0,0.0,5.0,False
69,5.0,31.0,3.0,2.0,2.67,0.0,14.0,64.0,False
70,15.0,34.0,1.0,1.0,4.0,9.0,0.0,6.0,False
71,26.5,36.0,2.0,2.0,1.0,0.0,30.0,19.0,False
72,0.12,47.0,3.0,2.0,0.0,0.0,199.0,44.0,False
73,6.43,16.0,4.0,1.0,0.0,16.0,11.0,91.0,False
74,0.0,23.0,1.0,1.0,0.0,23.0,160.0,162.0,False
75,8.54,31.0,2.0,1.0,0.0,31.0,572.0,220.0,False
76,12.35,34.0,5.0,1.0,0.0,34.0,104.0,192.0,False
77,3.22,8.0,3.0,1.0,0.0,8.0,111.0,118.0,False
78,15.0,13.0,1.0,1.0,0.0,13.0,28.0,4.0,False
79,21.0,13.0,1.0,1.0,0.0,13.0,73.0,57.0,False
80,0.4,20.0,2.0,1.0,0.0,20.0,125.0,95.0,False
81,6.41,70.0,5.0,1.0,0.0,70.0,964.0,380.0,False
82,10.71,48.0,10.0,1.0,0.0,48.0,481.0,142.0,False
83,11.0,57.0,2.0,1.0,0.0,57.0,38.0,7.0,False
84,21.86,66.0,7.0,1.0,0.0,66.0,110.0,210.0,False
85,22.2,66.0,4.0,1.0,0.0,66.0,410.0,206.0,False
86,0.0,9.0,1.0,1.0,0.0,9.0,25.0,0.0,False
87,4.0,3.0,1.0,1.0,0.0,3.0,0.0,12.0,False
88,2.0,57.0,1.0,1.0,3.0,3.0,0.0,1.0,False
89,5.5,158.0,2.0,1.0,25.5,11.0,4.0,3.0,False
