,nuc,aexp,nd,ns,age,asexp,la,ld,target
0,0.0,26.0,1.0,1.0,0.0,24.0,319.0,0.0,False
1,2.36,54.0,4.0,1.0,24.55,40.0,83.0,11.0,False
2,5.0,61.0,1.0,1.0,3.0,46.0,4.0,4.0,False
3,2.33,91.0,2.0,1.0,0.0,69.0,124.0,142.0,False
4,3.57,39.0,4.0,1.0,31.71,29.0,25.0,806.0,False
5,2.0,49.0,2.0,1.0,48.0,37.0,19.0,0.0,False
6,1.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,True
7,6.91,119.0,7.0,1.0,15.36,89.0,84.0,28.0,False
8,2.0,4.0,1.0,1.0,16.0,3.0,1.0,1.0,False
9,0.0,171.0,1.0,1.0,0.0,124.0,503.0,0.0,False
10,4.67,11.0,3.0,1.0,0.67,8.0,402.0,8.0,False
11,0.0,58.0,2.0,1.0,0.0,34.0,284.0,0.0,False
12,4.25,206.0,3.0,2.0,42.5,0.96,43.0,33.0,False
13,5.0,220.0,2.0,1.0,48.0,162.0,11.0,4.0,False
14,8.0,279.0,2.0,1.0,0.0,211.0,71.0,8.0,False
15,7.17,117.0,3.0,2.0,6.83,1.85,698.0,46.0,False
16,3.8,341.0,3.0,1.0,16.4,263.0,87.0,25.0,False
17,6.55,44.0,3.0,3.0,12.82,0.5,115.0,38.0,False
18,5.89,427.0,7.0,2.0,53.53,0.96,435.0,234.0,False
19,3.95,60.0,8.0,2.0,7.12,1.0,863.0,245.0,False
20,0.67,0.0,1.0,1.0,0.0,0.0,79.0,4.0,False
21,2.2,0.0,1.0,1.0,0.0,0.0,208.0,28.0,False
22,1.0,2.0,1.0,1.0,3.33,2.0,94.0,2.0,False
23,0.0,12.0,1.0,1.0,0.0,9.0,10.0,0.0,False
24,6.57,27.0,3.0,1.0,1.07,24.0,68.0,20.0,False
25,7.44,39.0,7.0,1.0,2.81,36.0,177.0,18.0,False
26,8.83,41.0,3.0,1.0,2.17,38.0,183.0,6.0,False
27,20.46,16.0,10.0,1.0,19.96,12.0,294.0,162.0,False
28,5.0,43.0,1.0,1.0,39.0,32.0,6.0,6.0,False
29,5.25,51.0,1.0,1.0,45.5,37.0,29.0,24.0,False
30,23.0,234.0,2.0,1.0,9.5,168.0,280.0,118.0,False
31,10.5,35.0,4.0,1.0,21.5,29.0,59.0,9.0,False
32,14.43,25.0,3.0,1.0,15.43,4.0,1.0,129.0,False
33,17.28,724.0,9.0,2.0,43.0,0.96,109.0,55.0,False
34,1.5,14.0,1.0,1.0,0.5,11.0,329.0,20.0,False
35,0.0,19.0,1.0,1.0,0.0,16.0,30.0,12.0,False
36,1.67,71.0,2.0,1.0,2.17,66.0,139.0,92.0,False
37,2.33,45.0,1.0,1.0,0.0,37.0,90.0,4.0,False
38,0.0,282.0,1.0,1.0,0.0,61.0,153.0,18.0,False
39,0.0,290.0,2.0,2.0,0.0,1.85,216.0,0.0,False
40,14.35,57.0,3.0,1.0,1.76,49.0,115.0,86.0,False
41,12.39,173.0,7.0,1.0,56.1,111.0,725.0,422.0,False
42,14.23,180.0,2.0,1.0,41.67,117.0,710.0,74.0,False
43,4.0,48.0,2.0,1.0,0.0,38.0,75.0,5.0,False
44,29.0,402.0,6.0,1.0,113.57,88.0,8.0,7.0,False
45,7.1,35.0,5.0,1.0,2.4,27.0,112.0,48.0,False
46,10.0,42.0,5.0,1.0,0.67,33.0,80.0,35.0,False
47,0.0,47.0,1.0,1.0,0.0,37.0,106.0,0.0,False
48,0.5,398.0,4.0,1.0,3.38,265.0,12.0,8.0,False
49,8.75,97.0,1.0,1.0,13.4,80.0,41.0,2.0,False
50,4.53,52.0,6.0,1.0,3.0,40.0,533.0,78.0,False
51,5.83,237.0,18.0,4.0,7.22,0.33,2222.0,106.0,False
52,5.89,58.0,6.0,1.0,8.06,46.0,833.0,17.0,False
53,10.54,270.0,5.0,1.0,22.23,174.0,275.0,209.0,False
54,7.75,298.0,3.0,1.0,47.5,193.0,27.0,11.0,False
55,11.11,571.0,21.0,1.0,48.94,416.0,448.0,431.0,False
56,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,True
57,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,True
58,1.0,60.0,3.0,2.0,21.0,1.0,155.0,5.0,False
59,0.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,True
60,21.12,126.0,7.0,1.0,36.88,88.0,539.0,138.0,False
61,0.0,5.0,4.0,1.0,0.0,0.0,714.0,5.0,False
62,9.0,1.0,1.0,1.0,4.0,1.0,121.0,7.0,False
63,5.8,317.0,7.0,2.0,17.4,0.0,696.0,747.0,False
64,2.77,323.0,2.0,2.0,27.38,0.0,316.0,292.0,False
65,0.5,366.0,4.0,3.0,21.0,0.0,237.0,198.0,False
66,1.0,368.0,2.0,1.0,14.0,41.0,2.0,10.0,False
67,13.83,511.0,2.0,1.0,0.17,32.0,235.0,58.0,False
68,7.85,439.0,7.0,3.0,24.77,0.0,652.0,149.0,False
69,0.93,56.0,14.0,3.0,8.55,0.0,406.0,497.0,False
70,0.0,3.0,4.0,1.0,0.0,3.0,227.0,227.0,False
71,3.0,34.0,1.0,1.0,0.0,34.0,180.0,16.0,False
72,10.16,42.0,5.0,1.0,0.0,42.0,146.0,186.0,False
73,18.0,38.0,1.0,1.0,0.0,38.0,136.0,42.0,False
74,0.5,6.0,2.0,1.0,0.0,6.0,149.0,47.0,False
75,16.12,5.0,10.0,1.0,0.0,5.0,190.0,96.0,False
76,26.87,106.0,9.0,1.0,0.0,106.0,144.0,101.0,False
77,18.75,6.0,1.0,1.0,0.0,6.0,114.0,51.0,False
78,36.92,10.0,3.0,1.0,0.0,10.0,443.0,279.0,False
79,30.0,99.0,11.0,1.0,0.0,99.0,469.0,432.0,False
80,5.57,37.0,2.0,1.0,0.0,37.0,126.0,46.0,False
81,3.86,60.0,4.0,2.0,3.0,0.0,63.0,64.0,False
82,2.8,159.0,3.0,1.0,4.2,158.0,126.0,25.0,False
83,7.0,122.0,1.0,1.0,1.5,36.0,59.0,27.0,False
