,nuc,arexp,nd,ns,age,la,ld
7192,6.26666666666667,354.49999999999915,3,1,4.66666666666667,0,555
7575,6.125,605.119802419838,4,1,13.125,0,51
7097,1.77777777777778,1.5,2,1,43.0,856,254
6699,1.3636363636363602,2.0,2,1,165.0,117,31
6836,0.96875,288.66666666666697,2,1,202.0,113,6
6672,55.2,197.5,4,1,98.0,0,118
6984,,,,,,,
6625,53.8,144.5,4,1,93.8,0,77
6928,12.5,228.0,2,1,22.75,0,394
7963,28.0,87.5,1,1,5.0,333,345
7389,32.25,0.333333333333333,2,1,7.0,288,54
7639,0.25,641.9839965590339,3,1,84.0,79,5
7162,43.0,6.5,2,2,67.0,248,52
7968,120.0,142.5,1,1,2.0,370.5,315
7153,6.21428571428571,337.833333333332,4,1,227.07142857142892,395,0
7014,40.74285714285711,306.0,21,1,40.24285714285711,2,102
6636,75.5,160.5,2,1,0.5,84,75.5
6789,1.57142857142857,270.0,4,1,157.0,145,51
6554,17.0,67.0,4,1,215.57142857142892,918,16.0
