,nuc,aexp,age,asexp,la,ld
1168,11.1818181818182,139,16.0,0.45679012345679,61,6.5
1179,5.344262295081969,153,392.016393442623,0.6250003632286519,658,6.5
1171,8.45454545454546,143,24.5625,88.5,347,140
1182,53.0,1,7.0,0.0,5,158.0
1188,65.5714285714286,157,91.7142857142857,0.0130125151956269,44,158.0
1193,31.3125,128,72.5625,0.50004829636507,184,6.5
1199,16.571428571428598,15,160.857142857143,0.45679012345679,214,6.5
1165,4.045454545454545,138,39.3333333333333,114.5,374,111.0
1203,7.846153846153848,167,45.53846153846151,88.5,489,367
1204,6.125,168,186.25,0.625000364356885,90,20.5
1169,0.8397435897435894,2,49.5,0.5,84,11
1219,10.4545454545455,190,46.25,0.45679012345679,234,6.5
1226,6.5454545454545485,200,32.0,0.1241238356805389,289,20.5
1201,0.8397435897435894,132,4.8,0.45679012345679,131,6.5
1235,10.0,204,36.4137931034483,88.5,1256,111.0
1160,7.31666666666667,853.0,13.2,88.5,97,111.0
1231,7.31666666666667,19,50.22222222222221,88.5,152,119
1243,9.33333333333333,47,15.0,9.0,21,158.0
1247,12.8125,213,84.25,0.481481481822672,285,20.5
1250,2.28571428571429,105,63.28571428571429,0.45679012345679,217,6.5
1241,0.8397435897435894,13,9.5,0.140625,88,4
1273,7.0,251,18.2142857142857,0.0780525458124274,170,20.5
1294,10.4545454545455,117,0.0,10.0,205,165
1256,9.44444444444444,231,3.5,0.02779980708186,1376,20.5
1163,15.8611111111111,136,77.90625,0.45679012345679,1195,6.5
1310,10.4545454545455,283,26.84210526315789,33.0,377,237
1317,10.4545454545455,290,13.9375,0.45679012345679,189,6.5
1180,16.8405797101449,154,149.1944444444445,0.45679012345679,2286,6.5
1303,33.0,1226.0,77.90625,0.45679012345679,544,6.5
1304,10.4545454545455,278,77.90625,0.45679012345679,1661,6.5
1341,59.4117647058824,15,129.764705882353,0.3330965833738449,205,20.5
1166,10.4545454545455,120,149.1944444444445,0.45679012345679,991,6.5
1334,0.8397435897435894,1,57.3333333333333,0.0,172,128.0
1351,36.75,0,26.25,114.5,60,128.0
1353,39.75,5,67.5,0.5102880658436211,69,20.5
1356,9.44444444444444,331,3.71428571428571,0.0277777777777781,749,20.5
1175,29.142857142857103,0,67.21428571428571,138.5,62.5,36
1360,11.0,1269,128.769230769231,0.45679012345679,468,6.5
1363,10.4545454545455,341,11.833333333333302,56.0,156,128.0
1368,47.77777777777778,346,198.111111111111,0.0625152587911276,61,20.5
1236,12.1739130434783,21,246.028985507246,1.0,62.5,20.5
1378,10.4545454545455,357,67.6842105263158,0.45679012345679,780,6.5
1384,23.5810810810811,1,219.959459459459,0.0222222222222222,171,6.5
1386,9.31578947368421,368,98.6315789473684,0.0130313319598587,159,20.5
1387,10.4545454545455,369,105.133333333333,0.45679012345679,984,6.5
1359,9.44444444444444,335,3.5,0.0416184533387943,572,20.5
1207,10.4545454545455,0,18.5714285714286,10.0,62.5,111.0
1411,12.142857142857098,386,323.714285714286,0.4814816908978301,239,20.5
1447,10.4545454545455,423,46.6111111111111,114.5,915,111.0
1450,10.4545454545455,430,1.6,10.0,214,15
1326,10.4545454545455,309,77.90625,0.481481481822672,2163,2
1346,38.723404255319096,128,77.90625,0.45679012345679,853,20.5
1349,81.0,3,77.90625,0.875,478,15
1329,12.055555555555598,0,21.25,10.0,62.5,62.5
1390,22.4117647058824,10,33.4705882352941,33.0,62.5,34.5
1391,24.21428571428569,11,35.4285714285714,33.0,62.5,34.5
1369,9.965517241379311,8,6.43103448275862,33.0,62.5,158.0
