,nuc,arexp,ent,ndev,age,asexp,la,ld
5657,0.0,82.5,0.0,0.0,0.0,16.0,0,0
5486,,,,,,,,
6006,,,,,,,,
5782,0.0,0.0,0.970950594454669,0.0,0.0,3.0,195,0
6523,0.0,3.0,1.41253149615217,0.0,0.0,0.875,0,0
5519,0.0,105.0,1.15794698172897,6.66666666666667,3.3333333333333304,61.0,155,0
5560,0.0,51.5,2.6407427468216698,2.84615384615385,113.846153846154,0.116785038259358,275,0
5553,,,,,,,,
5561,,,,,,,,
5584,0.0,34.1666666666667,2.17681865287534,7.0,102.0,40.0,244,0
5598,,,,,,,,
5656,0.0,71.5,2.07931958735368,8.63636363636364,4.0,0.0349946854944394,0,63
5663,,,,,,,,
5653,0.0,77.5,0.0,0.0,0.0,0.0,0,0
5692,,,,,,,,
5897,,,,,,,,
5714,0.0,95.5,4.05179685631844,0.277777777777778,7.0,23.0,139,0
5723,0.0,118.25,3.44180593956515,4.21052631578947,9.47368421052632,1.06044007462333,386,0
5902,0.0,71.5,3.6793128059003903,3.05555555555556,186.833333333333,0.904571499558584,216,0
5923,0.0,90.9999999999998,1.27816074016551,15.833333333333302,6.66666666666667,0.5001053830596021,0,0
6071,,,,,,,,
6047,,,,,,,,
6077,0.0,16.5,1.5307552975134502,14.0,67.14285714285711,0.525871276855469,109,0
6074,,,,,,,,
6076,,,,,,,,
6091,,,,,,,,
6152,,,,,,,,
6134,,,,,,,,
6252,0.0,36.5,2.88535299209746,4.466666666666669,53.4666666666667,1.28238309778681,491,0
6292,0.0,132.0,2.23261046972255,7.71428571428571,57.8571428571429,0.0626289232419085,931,0
6642,0.0,43.0,0.0,1.0,18.0,30.0,62,0
6448,0.0,0.5,3.2341872050324905,4.9375,103.9375,0.666666666666667,43,0
6673,,,,,,,,
5668,0.0,53.5,3.80549908646517,4.33333333333333,7.71428571428571,0.9058003089155008,41,1
5621,0.0,25.5,1.48056852317534,22.75,26.25,1.01238725442432,241,0
5499,,,,,,,,
5678,,,,,,,,
5817,,,,,,,,
5938,,,,,,,,
5971,,,,,,,,
5843,,,,,,,,
6127,,,,,,,,
6160,,,,,,,,
6197,,,,,,,,
6166,0.0,14.7,2.2669329431762795,16.5,34.5,0.9296875,65,0
6245,0.0,121.5,1.78732020802383,4.16666666666667,43.3333333333333,108.0,219,0
6206,,,,,,,,
6401,0.0,2.0,0.258018668664815,1.0,129.0,0.0,20,1
6360,0.0,103.083333333333,1.14423237470745,1.0,4.75,0.535163100615085,103,0
6805,0.0,14.5,2.13887939439283,5.6,224.6,0.216772079467773,81,1
