,nuc,aexp,nd,ns,age,asexp,la,ld
5060,15.333333333333302,574.0,1,1,10.4444444444444,59.5,92.0,54
5386,20.0,346,2,1,25.4,59.5,92.0,1
5090,5.0,193,1,1,77.08823529411765,59.5,18.5,40
5631,3.42222222222222,205.0,2,2,77.08823529411765,0.0,37,1
5441,20.0,33,1,1,77.08823529411765,3.666403999521599e-12,92.0,1164
5052,20.0,235,2,2,17.5,59.5,56,3
5274,14.0,140.5,2,1,10.0,5.0,92.0,3
5379,9.25,435,1,1,17.5,0.0055341027908672,92.0,147
4913,2.3333333333333304,205.0,3,1,77.08823529411765,0.0,92.0,3
5564,20.0,205.0,2,2,77.08823529411765,1.1562405648064298,53,2
5077,9.25,256,2,1,77.08823529411765,0.1274378598992619,92.0,1
5398,10.6,450,2,1,17.5,59.5,92.0,3
5717,13.6,180,1,2,17.5,59.5,92.0,3
5214,12.555555555555598,321,2,1,77.08823529411765,0.2231457196213299,92.0,0.5
5634,20.0,455,1,1,77.08823529411765,59.5,51,3
5817,16.875,242,1,3,77.08823529411765,59.5,92.0,3
5478,9.25,506,2,1,17.5,472.0,92.0,3
4919,16.0,205.0,3,1,25.4,59.5,92.0,63
4965,9.25,175,3,1,17.5,59.5,92.0,141
5245,20.0,339,1,1,84.6666666666667,0.255878687444241,92.0,0.5
5014,9.25,210,2,1,25.4,59.5,92.0,2
4971,6.09090909090909,205.0,3.0,1,77.08823529411765,0.167467837515468,60,42
5094,7.073387096774194,195,1,3,77.08823529411765,59.5,92.0,22
5250,14.25,205.0,3,1,25.4,59.5,92.0,50
5333,9.25,5,1,1,77.08823529411765,1.28125,92.0,17.0
5337,3.42222222222222,489.0,7,1,77.08823529411765,0.0055341022396657,92.0,72
5486,9.4,509,2,4.0,77.08823529411765,1.0799741193348,92.0,36
5444,7.3953488372092995,205.0,1,5,77.08823529411765,59.5,92.0,326
5466,9.4,424.5,3,1,17.5,59.5,92.0,43
4908,9.25,44,2.0,1,63.33333333333335,0.5009784773289989,121.0,3
5499,11.25,205.0,1,1,8.75,59.5,92.0,17.0
5528,5.428571428571429,166,1,1,77.08823529411765,27.0,92.0,17.0
5594,7.78571428571429,424.5,1,3,77.08823529411765,59.5,92.0,168
5630,7.928571428571429,424.5,3,1,77.08823529411765,59.5,92.0,190
5706,20.0,660,24,1,63.33333333333335,59.5,92.0,562
5599,9.625,205.0,6,1,77.08823529411765,263.5,92.0,71
5729,14.333333333333302,677,1,1,77.08823529411765,59.5,18.5,20.0
5811,7.073387096774194,238,4,1,17.5,59.5,92.0,93
5863,20.0,140.5,1,1,77.08823529411765,59.5,75,23
5770,9.25,219,5,1,77.08823529411765,263.5,92.0,35
5988,7.428571428571429,670,2,1,25.4,59.5,92.0,17.0
4974,9.25,181,2,2.5,16.25,59.5,92.0,1
5390,9.25,442,5,1,25.4,161.5,92.0,73
5180,0.333333333333333,2,2.0,2,77.08823529411765,59.5,92.0,1
5257,7.073387096774194,140.5,3,1,25.4,36.0,92.0,1
5481,11.45,205.0,7,4,77.08823529411765,59.5,92.0,1
5918,20.0,614,3,2,17.5,59.5,92.0,1
4914,9.25,205.0,5,4,77.08823529411765,0.5,92.0,3
4976,3.42222222222222,183,2,2,77.08823529411765,59.5,92.0,2
5163,3.42222222222222,52.0,1,1,77.08823529411765,8.0,92.0,3
5170,8.66666666666667,205.0,3,1,77.08823529411765,59.5,92.0,3
5322,9.25,140.5,1,1,77.08823529411765,37.0,92.0,3
5774,16.75,140.5,1,2,17.5,59.5,92.0,3
5871,7.073387096774194,424.5,1,2,25.4,59.5,88,3
5936,24.45,629,3,1,77.08823529411765,263.5,92.0,95
4905,7.5,205.0,2.0,2,17.5,59.5,92.0,16
4911,9.25,205.0,9,5,17.5,59.5,92.0,89
5909,9.25,757,5,3,77.08823529411765,59.5,92.0,3
4907,3.42222222222222,205.0,1,2,77.08823529411765,1.0799741193348,92.0,2
4978,9.25,185,1,2.5,17.5,59.5,92.0,914
4961,9.25,52.0,14,5,77.08823529411765,59.5,92.0,911
5002,9.25,202,3,1,17.5,5.0,92.0,17.0
5015,7.073387096774194,140.5,2,1,25.4,5.0,92.0,146
4987,9.25,189,3,2,77.08823529411765,59.5,92.0,2.5
5027,3.42222222222222,205.0,3,2.5,6.09090909090909,59.5,92.0,624
5028,9.25,154,13,6,77.08823529411765,59.5,92.0,17.0
5087,20.0,205.0,1,1,17.5,5.0,18.5,36
5129,13.5,205.0,10,3,17.5,59.5,92.0,17.0
5089,20.0,140.5,2.0,1,17.5,74.0,73,17.0
5138,20.0,232,4,3,77.08823529411765,59.5,92.0,17.0
5171,20.0,140.5,5,3,9.66666666666667,59.5,92.0,17.0
5187,9.25,489.0,4,1,77.08823529411765,5.0,92.0,361
5169,9.25,283,1,1,77.08823529411765,59.5,92.0,12.5
5236,9.25,205.0,6,3,77.08823529411765,59.5,92.0,31
5249,7.073387096774194,343,5,2.5,17.5,5.0,92.0,1727
5283,9.25,205.0,13,6,17.5,59.5,92.0,79
5237,9.25,140.5,5,1,25.4,5.0,92.0,88
5294,3.42222222222222,140.5,4,1,77.08823529411765,59.5,92.0,62
5321,9.25,388,4,4.0,17.5,5.0,92.0,79
5319,10.875,140.5,3,2,17.5,59.5,92.0,17.0
5416,16.4432989690722,205.0,32,21,17.5,59.5,92.0,17.0
5356,9.25,416,6.0,1,77.08823529411765,41.0,92.0,17.0
5437,9.25,205.0,4,1,77.08823529411765,59.5,92.0,329
5438,3.42222222222222,205.0,5,5,25.4,59.5,92.0,144
5583,3.42222222222222,205.0,5,1,77.08823529411765,11.0,92.0,17.0
5424,9.25,22.0,13,1,77.08823529411765,5.0,92.0,251
5684,9.25,424.5,6,1,77.08823529411765,190.0,92.0,17.0
5585,9.0,22.0,1,2.5,77.08823529411765,5.0,63,17.0
5784,9.25,705,4,2.5,17.5,225.0,92.0,17.0
5299,24.45,52.0,1,1,15.9411764705882,5.0,92.0,75
5859,20.0,424.5,1,2.5,17.5,35.0,64,17.0
5985,20.5,424.5,9,4,77.08823529411765,59.5,92.0,17.0
5760,20.0,67.0,4,2,77.08823529411765,59.5,92.0,37
6003,9.25,424.5,3,4,77.08823529411765,59.5,92.0,22
5790,9.25,112.0,1,2,77.08823529411765,59.5,92.0,4
4993,9.5,198,2.0,2.5,33.0,5.0,92.0,2.5
