,nuc,aexp,nd,ns,age,asexp,la,ld
5863,20.0,268,1,1,77.08823529411765,59.5,75,17.0
5717,13.6,180,3,1,17.5,59.5,92.0,3
4908,9.25,205.0,1,2,77.08823529411765,59.5,87,1
5014,9.25,210,2,2,25.4,59.5,92.0,1
5337,3.42222222222222,396,7,1,77.08823529411765,161.5,92.0,72
5811,22.1666666666667,238,4,1,17.5,59.5,92.0,17.0
5988,7.428571428571429,424.5,2,1,25.4,59.5,92.0,53
5774,16.75,222,1,1,17.5,59.5,92.0,3
5060,15.333333333333302,179,6,1,25.4,59.5,92.0,17.0
4974,9.25,181,2,1,25.4,59.5,92.0,1
5257,7.073387096774194,285,3,1,25.4,5.0,92.0,1
5478,9.25,424.5,2,1,17.5,172.0,92.0,1
5631,3.42222222222222,205.0,2,2,77.08823529411765,59.5,37,1
5319,10.875,386,3,1,17.5,59.5,92.0,17.0
5499,11.25,205.0,1,1,25.4,59.5,92.0,52
5386,20.0,346,2,1,25.4,59.5,92.0,1
5481,11.45,205.0,7,4,77.08823529411765,59.5,92.0,1
5918,20.0,614,3,2,17.5,59.5,92.0,1
5729,7.073387096774194,424.5,1,2,77.08823529411765,59.5,45,1
5790,9.25,518,1,2,77.08823529411765,59.5,92.0,1
5052,20.0,235,3.0,2,17.5,59.5,56,3
4976,3.42222222222222,183,2,2,77.08823529411765,59.5,92.0,2
5090,9.25,193,1,2,77.08823529411765,59.5,93,6.5
5163,3.42222222222222,279,1,1,77.08823529411765,59.5,92.0,3
5170,8.66666666666667,205.0,3,1,77.08823529411765,59.5,92.0,3
4905,7.5,205.0,1,2,17.5,59.5,92.0,3
5398,10.6,424.5,2,2,17.5,59.5,92.0,3
5077,9.25,256,2,2,77.08823529411765,59.5,92.0,2
5564,20.0,205.0,2,2,77.08823529411765,59.5,53,3
5817,7.073387096774194,242,4,3,77.08823529411765,59.5,92.0,3
5634,20.0,424.5,1,2,77.08823529411765,59.5,51,3
5909,9.25,757,5,3,77.08823529411765,59.5,92.0,3
5871,7.073387096774194,424.5,1,2,10.5,59.5,18.5,3
5274,14.0,291,2,5.0,25.4,5.0,92.0,3
4911,9.25,205.0,9,5,17.5,59.5,92.0,89
4913,9.25,205.0,3,2,77.08823529411765,59.5,92.0,8
4907,3.42222222222222,205.0,1,2,77.08823529411765,59.5,92.0,15
4914,9.25,205.0,5,4,77.08823529411765,59.5,92.0,15
4919,16.0,205.0,3,2,25.4,59.5,92.0,17.0
4961,9.25,171,14,5,77.08823529411765,59.5,92.0,17.0
4971,7.073387096774194,205.0,2,2,77.08823529411765,59.5,60,17.0
4965,9.25,175,3,2,17.5,59.5,92.0,17.0
4978,9.25,185,1,2.5,17.5,59.5,92.0,914
4993,9.5,198,1,4.0,17.5,5.0,92.0,17.0
5015,8.0,211,2,2.5,25.4,5.0,92.0,17.0
5002,9.25,202,3,1,17.5,5.0,92.0,17.0
5027,3.42222222222222,205.0,3,1,25.4,59.5,92.0,624
5028,9.25,154,13,6,77.08823529411765,59.5,92.0,17.0
4987,9.25,189,3,2,77.08823529411765,59.5,92.0,2.5
5089,20.0,52.0,1,1,17.5,5.0,73,17.0
5094,7.073387096774194,195,3,3,77.08823529411765,59.5,92.0,17.0
5129,13.5,205.0,10,3,17.5,59.5,92.0,17.0
5138,20.0,232,4,3,77.08823529411765,59.5,92.0,17.0
5171,20.0,284,5,3,25.4,59.5,92.0,17.0
5180,3.42222222222222,205.0,1,2,77.08823529411765,59.5,92.0,4
5322,9.25,389,1,1,77.08823529411765,5.0,92.0,1
5169,9.25,283,1,1,77.08823529411765,59.5,92.0,12.5
5236,9.25,205.0,6,3,77.08823529411765,59.5,92.0,31
5214,5.428571428571429,321,2,2,77.08823529411765,59.5,92.0,17.0
5245,20.0,339,8,4,17.5,59.5,92.0,17.0
5249,8.20833333333333,343,5,2.5,17.5,5.0,92.0,17.0
5237,9.25,331,5,1,60.2,5.0,92.0,17.0
5250,14.25,205.0,3,2,25.4,59.5,92.0,17.0
5294,3.42222222222222,374,4,2.5,77.08823529411765,59.5,92.0,62
5283,9.25,205.0,13,6,17.5,59.5,92.0,79
5187,9.25,295,4,1,77.08823529411765,5.0,92.0,2.5
5321,9.25,388,4,1,17.5,5.0,92.0,17.0
5299,5.428571428571429,376,5,1,25.4,5.0,92.0,17.0
5333,9.25,205.0,1,2,77.08823529411765,161.5,92.0,51
5379,9.25,435,9,6,17.5,59.5,92.0,17.0
5416,16.4432989690722,205.0,32,21,17.5,59.5,92.0,17.0
5390,9.25,442,5,2,25.4,59.5,92.0,14.5
5437,9.25,205.0,4,1,77.08823529411765,59.5,92.0,329
5438,3.42222222222222,205.0,5,5,25.4,59.5,92.0,144
5441,20.0,205.0,21,8,77.08823529411765,59.5,92.0,1164
5444,7.3953488372092995,205.0,10,5,77.08823529411765,59.5,92.0,17.0
5466,9.4,424.5,3,3,17.5,59.5,92.0,17.0
5356,9.25,416,2,1,77.08823529411765,5.0,92.0,0.5
5424,9.25,22.0,13,1,77.08823529411765,5.0,92.0,251
5486,2.2,424.5,2,1,77.08823529411765,5.0,92.0,36
5583,3.42222222222222,205.0,5,1,77.08823529411765,1.0799741193348,92.0,77
5528,2.2,166,3,1,77.08823529411765,5.0,92.0,17.0
5594,7.78571428571429,424.5,5,3,77.08823529411765,59.5,92.0,17.0
5599,9.625,205.0,6,4,77.08823529411765,59.5,92.0,17.0
5585,7.073387096774194,559,1,4.0,77.08823529411765,5.0,63,17.0
5684,9.25,424.5,6,1,77.08823529411765,190.0,92.0,17.0
5706,20.0,424.5,24,7,77.08823529411765,59.5,92.0,562
5770,9.25,219,5,6,77.08823529411765,59.5,92.0,17.0
5630,7.928571428571429,424.5,3,2,77.08823529411765,59.5,92.0,12.5
5784,9.25,424.5,4,1,17.5,225.0,92.0,17.0
5760,20.0,67.0,4,2,77.08823529411765,59.5,92.0,37
5985,20.5,424.5,9,4,77.08823529411765,59.5,92.0,17.0
6003,9.25,424.5,3,4,77.08823529411765,59.5,92.0,22
5936,19.375,424.5,3,2,77.08823529411765,59.5,92.0,6.5
5859,20.0,22.0,1,1,17.5,5.0,64,17.0
5087,20.0,205.0,1,1,17.5,5.0,74,0.5
