,nuc,aexp,age,asexp,la,ld,target
0,0.75,21.0,0.5,0.17,157.0,228.0,1
1,3.29,37.0,0.0,0.01,51.0,29.0,1
2,0.0,42.0,0.0,9.0,21.0,0.0,1
3,4.0,53.0,0.0,34.0,0.0,775.0,1
4,0.0,61.0,0.0,0.0,19.0,9.0,1
5,3.5,63.0,0.0,5.0,62.0,1.0,1
6,1.86,72.0,0.0,0.0,311.0,10.0,1
7,3.25,73.0,0.0,0.0,61.0,11.0,1
8,0.0,80.0,0.0,9.0,10.0,1.0,1
9,2.0,87.0,0.0,13.0,76.0,3.0,1
10,6.14,105.0,2.0,0.06,254.0,24.0,1
11,9.5,116.0,0.0,34.0,2.0,2.0,1
12,10.25,136.0,1.5,48.0,74.0,21.0,1
13,21.0,156.0,1.0,59.0,2.0,2.0,1
14,9.33,184.0,4.56,0.0,54.0,71.0,1
15,1.0,231.0,5.0,2.0,60.0,11.0,1
16,1.8,235.0,3.0,5.0,381.0,76.0,1
17,5.86,244.0,17.29,0.0,168.0,5.0,1
18,30.33,260.0,0.0,0.0,32.0,18.0,1
19,3.0,264.0,0.0,75.0,22.0,14.0,1
20,0.0,84.0,0.0,38.0,94.0,62.0,1
21,8.0,90.0,15.0,17.0,49.0,40.0,1
22,4.0,92.0,6.0,42.0,2.0,0.0,1
23,5.0,97.0,0.0,47.0,22.0,5.0,1
24,3.38,101.0,4.62,0.56,284.0,229.0,1
25,8.0,315.0,7.0,24.0,0.0,2.0,0
26,9.0,330.0,8.0,98.0,12.0,9.0,1
27,4.0,332.0,0.0,0.0,11.0,17.0,1
28,2.0,335.0,1.0,103.0,14.0,1.0,1
29,5.0,339.0,0.75,0.0,5.0,8.0,1
30,8.0,364.0,0.0,122.0,4.0,26.0,1
31,10.5,367.0,0.0,124.0,33.0,2.0,1
32,10.0,397.0,12.0,21.0,8.0,19.0,1
33,0.75,399.0,0.0,129.0,86.0,29.0,1
34,2.0,420.0,3.0,145.0,5.0,1.0,1
35,6.33,421.0,2.33,146.0,36.0,8.0,1
36,7.0,423.0,0.0,148.0,1.0,1.0,1
37,31.0,21.0,0.0,2.0,19.0,9.0,1
38,29.5,32.0,1.0,0.0,52.0,49.0,1
39,10.0,447.0,4.0,120.0,18.0,3.0,1
40,3.0,450.0,14.0,162.0,0.0,2.0,0
41,1.0,455.0,69.0,17.0,0.0,42.0,0
42,9.0,456.0,0.0,18.0,60.0,27.0,1
43,3.0,507.0,6.0,9.0,1.0,1.0,1
44,28.0,511.0,35.0,171.0,1.0,1.0,1
45,0.0,526.0,0.0,175.0,30.0,0.0,1
46,5.67,527.0,0.0,0.0,360.0,4.0,1
47,13.0,533.0,0.0,0.0,57.0,6.0,1
48,3.5,545.0,0.5,0.0,91.0,29.0,1
49,3.47,552.0,0.88,0.0,528.0,67.0,1
50,40.5,564.0,1.5,0.0,152.0,26.0,1
51,1.0,577.0,223.0,195.0,0.0,30.0,0
52,8.25,603.0,0.0,0.0,25.0,2.0,1
53,1.0,606.0,0.0,200.0,4.0,1.0,1
54,2.0,610.0,7.0,201.0,3.0,2.0,1
55,0.0,625.0,0.0,209.0,79.0,0.0,1
56,6.0,631.0,2.5,39.0,24.0,5.0,1
57,8.0,659.0,2.5,41.0,11.0,1.0,1
58,5.5,662.0,4.0,42.0,5.0,3.0,1
59,20.0,683.0,2.67,0.0,111.0,9.0,1
60,5.0,694.0,0.0,49.0,5.0,1.0,1
61,6.0,737.0,5.0,58.0,5.0,0.0,1
62,13.0,2.0,0.0,1.25,8.0,4.0,1
63,12.0,771.0,6.67,59.0,30.0,15.0,1
64,45.0,157.0,0.0,7.0,1.0,1.0,1
65,16.33,816.0,0.0,0.0,59.0,15.0,1
66,9.0,162.0,62.0,0.0,67.0,62.0,1
67,6.2,853.0,11.0,0.0,167.0,2.0,1
68,14.67,854.0,30.33,67.0,30.0,40.0,1
69,21.57,2.0,2.29,0.84,147.0,33.0,1
70,5.67,867.0,0.67,0.0,50.0,13.0,1
71,0.0,872.0,0.0,192.0,29.0,0.0,1
72,32.0,888.0,0.0,71.0,13.0,2.0,1
73,20.4,894.0,10.0,246.0,126.0,106.0,1
74,14.0,929.0,0.0,83.0,55.0,3.0,1
75,12.0,935.0,0.0,88.0,2.0,0.0,1
76,7.0,941.0,3.5,92.0,16.0,4.0,1
77,26.0,1.0,0.0,1.0,2.0,2.0,1
78,10.37,954.0,6.6,0.0,225.0,27.0,1
79,11.49,956.0,16.66,0.0,5024.0,240.0,1
80,10.5,958.0,10.75,0.0,318.0,32.0,1
81,30.33,961.0,2.0,0.0,55.0,2.0,1
82,15.0,963.0,0.0,0.0,1.0,5.0,1
83,3.0,964.0,2.86,7.0,2014.0,32.0,1
84,3.6,966.0,2.0,8.0,123.0,13.0,1
85,12.17,970.0,1.17,0.0,59.0,7.0,1
86,18.0,976.0,6.0,101.0,12.0,11.0,1
87,32.0,4.0,1.0,4.0,4.0,1.0,1
88,6.0,980.0,1.0,0.0,6.0,1.0,1
89,6.67,996.0,3.67,0.0,13.0,3.0,1
90,14.0,997.0,0.0,20.0,1.0,1.0,1
91,20.0,998.0,2.0,109.0,57.0,41.0,1
92,2.0,1001.0,16.0,21.0,115.0,40.0,1
93,37.0,1022.0,0.0,119.0,2.0,0.0,1
94,7.0,1025.0,2.0,121.0,4.0,0.0,1
95,3.38,1033.0,15.5,23.0,482.0,96.0,1
96,9.0,9.0,15.0,0.0,5.0,2.0,1
97,2.25,0.0,6.25,0.0,64.0,45.0,1
98,0.5,1038.0,1.5,26.0,64.0,1.0,1
99,16.3,1049.0,8.7,0.0,1308.0,2.0,1
100,5.33,1061.0,22.67,0.0,31.0,5.0,1
101,2.22,1063.0,27.0,0.0,90.0,35.0,1
102,17.67,25.0,14.83,0.02,117.0,27.0,1
103,3.0,0.0,31.0,0.0,12.0,14.0,1
104,6.67,11.0,30.67,2.0,90.0,50.0,1
105,4.09,1.0,10.36,0.67,110.0,15.0,1
106,29.2,1081.0,6.4,0.31,97.0,78.0,1
107,1.0,13.0,2.0,4.0,3.0,1.0,1
108,19.0,1103.0,4.0,233.0,3.0,3.0,1
109,6.4,8.0,17.7,1.0,667.0,10.0,1
110,5.0,32.0,6.0,1.0,60.0,24.0,1
111,1.0,1121.0,5.0,286.0,32.0,9.0,1
112,8.0,18.0,0.0,3.0,6.0,5.0,1
