,nuc,aexp,age,asexp,la,ld,target
0,0.0,8.0,0.0,0.0,65.0,0.0,1
1,0.31,18.0,0.0,0.0,105.0,101.0,1
2,0.75,21.0,0.5,0.17,157.0,228.0,1
3,2.5,33.0,0.0,19.0,88.0,6.0,1
4,0.0,45.0,0.0,27.0,11.0,0.0,1
5,3.5,63.0,0.0,5.0,62.0,1.0,1
6,1.86,72.0,0.0,0.0,311.0,10.0,1
7,0.0,80.0,0.0,9.0,10.0,1.0,1
8,3.0,81.0,0.0,21.0,15.0,12.0,1
9,9.0,99.0,0.0,22.0,2.0,21.0,1
10,8.0,109.0,0.29,0.01,1330.0,7.0,1
11,9.86,139.0,2.71,0.52,829.0,19.0,1
12,6.4,141.0,0.4,51.0,98.0,18.0,1
13,8.83,162.0,0.5,0.0,58.0,27.0,1
14,6.67,180.0,1.33,70.0,71.0,25.0,1
15,10.0,189.0,3.0,57.0,2.0,2.0,1
16,6.0,40.0,22.0,25.0,28.0,9.0,1
17,0.0,206.0,0.0,76.0,2.0,2.0,1
18,5.56,213.0,5.22,0.0,951.0,864.0,1
19,1.6,225.0,21.0,68.0,91.0,52.0,1
20,3.0,233.0,0.0,4.0,0.0,1.0,1
21,30.33,260.0,0.0,0.0,32.0,18.0,1
22,7.0,276.0,0.0,80.0,2.0,2.0,1
23,14.0,287.0,30.25,0.0,25.0,9.0,1
24,11.0,298.0,0.0,89.0,26.0,0.0,1
25,0.0,84.0,0.0,38.0,94.0,62.0,1
26,0.0,305.0,0.0,89.0,108.0,0.0,1
27,24.0,98.0,6.0,19.0,31.0,28.0,1
28,8.0,315.0,7.0,24.0,0.0,2.0,0
29,13.14,318.0,2.57,0.0,37.0,17.0,1
30,9.0,321.0,0.0,97.0,6.0,4.0,1
31,11.5,336.0,0.0,100.0,86.0,1.0,1
32,11.58,351.0,0.75,0.0,132.0,67.0,1
33,5.67,354.0,0.0,117.0,10.0,5.0,1
34,10.5,367.0,0.0,124.0,33.0,2.0,1
35,13.5,370.0,0.0,0.0,11.0,0.0,1
36,10.0,397.0,12.0,21.0,8.0,19.0,1
37,1.0,401.0,0.0,131.0,1.0,4.0,1
38,14.5,407.0,17.0,135.0,17.0,2.0,1
39,4.5,410.0,4.0,136.0,11.0,2.0,1
40,8.0,419.0,2.0,144.0,8.0,0.0,1
41,9.0,426.0,31.0,113.0,19.0,0.0,1
42,10.0,430.0,5.0,150.0,9.0,1.0,1
43,9.0,436.0,0.0,116.0,0.0,3.0,1
44,3.0,439.0,0.0,156.0,3.0,3.0,1
45,33.0,28.0,0.0,7.0,12.0,18.0,1
46,3.0,450.0,14.0,162.0,0.0,2.0,0
47,5.33,453.0,66.0,15.0,198.0,193.0,1
48,1.0,455.0,69.0,17.0,0.0,42.0,0
49,11.0,459.0,0.0,20.0,1.0,0.0,1
50,18.0,494.0,22.0,127.0,4.0,4.0,1
51,1.0,57.0,0.0,25.0,20.0,4.0,1
52,1.0,535.0,0.0,143.0,71.0,12.0,1
53,3.0,547.0,15.3,0.0,487.0,26.0,1
54,0.0,570.0,0.0,1.0,78.0,0.0,1
55,4.0,76.0,0.0,0.0,169.0,66.0,1
56,1.0,577.0,223.0,195.0,0.0,30.0,0
57,7.9,617.0,4.76,0.0,255.0,219.0,1
58,12.17,647.0,0.0,0.0,117.0,8.0,1
59,20.0,683.0,2.67,0.0,111.0,9.0,1
60,21.33,703.0,9.33,0.0,43.0,22.0,1
61,18.0,710.0,3.0,55.0,10.0,2.0,1
62,16.5,727.0,18.5,0.0,18.0,1.0,1
63,23.0,777.0,0.0,60.0,9.0,1.0,1
64,10.75,780.0,18.0,0.0,37.0,7.0,1
65,33.8,0.0,10.0,0.0,63.0,19.0,1
66,45.0,157.0,0.0,7.0,1.0,1.0,1
67,1.0,158.0,0.0,1.0,0.0,200.0,1
68,5.12,851.0,4.25,233.0,191.0,96.0,1
69,8.0,852.0,0.0,0.0,111.0,21.0,1
70,14.67,854.0,30.33,67.0,30.0,40.0,1
71,21.57,2.0,2.29,0.84,147.0,33.0,1
72,5.67,867.0,0.67,0.0,50.0,13.0,1
73,18.4,876.0,13.73,0.0,291.0,63.0,1
74,36.0,923.0,0.0,79.0,31.0,12.0,1
75,12.0,935.0,0.0,88.0,2.0,0.0,1
76,21.0,18.0,1.0,1.0,6.0,3.0,1
77,13.14,938.0,4.86,0.0,631.0,0.0,1
78,7.0,941.0,3.5,92.0,16.0,4.0,1
79,16.55,0.0,70.91,0.0,16.0,16.0,1
80,35.0,1.0,31.0,0.0,3.0,2.0,1
81,10.37,954.0,6.6,0.0,225.0,27.0,1
82,64.0,965.0,1.0,208.0,8.0,5.0,1
83,32.0,4.0,1.0,4.0,4.0,1.0,1
84,6.0,980.0,1.0,0.0,6.0,1.0,1
85,5.6,993.0,0.8,17.0,115.0,19.0,1
86,6.67,996.0,3.67,0.0,13.0,3.0,1
87,36.67,1013.0,2.0,114.0,95.0,26.0,1
88,58.0,1023.0,1.0,120.0,23.0,13.0,1
89,7.0,1025.0,2.0,121.0,4.0,0.0,1
90,7.5,1027.0,1.0,122.0,17.0,8.0,1
91,3.38,1033.0,15.5,23.0,482.0,96.0,1
92,9.0,9.0,15.0,0.0,5.0,2.0,1
93,9.0,1035.0,9.5,123.0,39.0,3.0,1
94,0.0,116.0,0.0,2.0,2.0,4.0,1
95,12.33,0.0,2.25,0.0,3439.0,2.0,1
96,34.33,1045.0,23.83,0.46,77.0,5.0,1
97,3.0,1060.0,7.75,0.0,34.0,12.0,1
98,17.7,0.0,1.0,0.0,1244.0,2.0,1
99,30.33,0.0,3.83,0.0,536.0,2.0,1
100,1.0,12.0,18.0,3.0,21.0,48.0,1
101,8.45,1073.0,11.45,0.0,204.0,4.0,1
102,3.83,1076.0,45.0,0.0,48.0,3.0,1
103,4.38,48.0,20.0,0.49,40.0,9.0,1
104,4.0,1.0,86.5,1.0,8.0,7.0,1
105,2.91,1112.0,59.18,0.0,271.0,51.0,1
106,9.0,29.0,3.0,2.0,29.0,36.0,1
107,13.0,3.0,21.0,1.0,137.0,3.0,1
108,15.2,134.0,16.0,0.56,64.0,75.0,1
109,2.75,49.0,76.29,0.0,0.0,80.0,0
110,6.0,5.0,56.0,0.0,20.0,14.0,1
111,2.5,1.0,50.0,1.0,0.0,8.0,0
112,2.0,2.0,19.0,2.0,14.0,0.0,1
113,14.17,2.0,8.83,0.0,70.0,14.0,1
114,31.11,0.0,1.22,0.0,476.0,2.0,1
115,16.33,1144.0,22.33,292.0,34.0,8.0,1
116,22.17,9.0,11.96,0.4,1186.0,117.0,1
117,9.58,1.0,55.08,0.25,377.0,110.0,1
118,23.0,1.0,11.85,0.75,853.0,818.0,1
119,21.0,4.0,8.0,1.0,2.0,1.0,1
