,nuc,aexp,age,asexp,la,ld,target
0,0.0,3.0,0.0,0.0,1377.0,0.0,1
1,0.0,20.0,0.0,8.0,0.0,80.0,1
2,2.43,34.0,1.21,0.03,522.0,60.0,1
3,1.81,38.0,7.69,0.11,387.0,42.0,1
4,2.79,47.0,13.47,29.0,195.0,2124.0,1
5,1.0,51.0,0.0,33.0,99.0,5.0,1
6,4.0,53.0,0.0,34.0,0.0,775.0,1
7,3.38,54.0,0.0,35.0,407.0,82.0,1
8,1.25,56.0,0.0,37.0,462.0,81.0,1
9,3.38,76.0,0.38,0.25,230.0,29.0,1
10,0.0,80.0,0.0,9.0,10.0,1.0,1
11,2.0,85.0,0.0,12.0,1.0,2.0,1
12,4.0,88.0,0.0,14.0,0.0,71.0,1
13,9.0,100.0,0.0,28.0,1.0,0.0,1
14,8.0,109.0,0.29,0.01,1330.0,7.0,1
15,8.5,115.0,1.5,33.0,8.0,2.0,1
16,9.86,139.0,2.71,0.52,829.0,19.0,1
17,10.0,142.0,2.5,52.0,64.0,3.0,1
18,12.5,143.0,2.5,53.0,23.0,2.0,1
19,14.14,148.0,1.29,0.0,99.0,18.0,1
20,9.8,163.0,1.8,0.0,58.0,114.0,1
21,7.62,25.0,7.0,0.5,111.0,77.0,1
22,7.06,173.0,0.62,0.0,473.0,138.0,1
23,0.0,206.0,0.0,76.0,2.0,2.0,1
24,14.0,209.0,1.0,62.0,2.0,1.0,1
25,30.33,260.0,0.0,0.0,32.0,18.0,1
26,8.0,277.0,0.0,81.0,23.0,3.0,1
27,14.0,287.0,30.25,0.0,25.0,9.0,1
28,0.0,304.0,0.0,88.0,48.0,0.0,1
29,5.0,97.0,0.0,47.0,22.0,5.0,1
30,8.0,315.0,7.0,24.0,0.0,2.0,0
31,9.0,346.0,4.0,110.0,15.0,2.0,1
32,11.58,351.0,0.75,0.0,132.0,67.0,1
33,14.0,357.0,5.0,106.0,23.0,6.0,1
34,17.89,359.0,1.44,0.0,38.0,89.0,1
35,11.0,365.0,0.0,123.0,6.0,1.0,1
36,29.0,366.0,0.0,109.0,6.0,4.0,1
37,0.0,389.0,0.0,2.0,169.0,0.0,1
38,14.5,407.0,17.0,135.0,17.0,2.0,1
39,0.0,416.0,0.0,141.0,2.0,1.0,1
40,2.75,418.0,3.25,143.0,52.0,96.0,1
41,7.0,423.0,0.0,148.0,1.0,1.0,1
42,4.0,433.0,0.0,152.0,13.0,8.0,1
43,30.0,18.0,33.0,1.0,42.0,14.0,1
44,8.0,445.0,44.33,159.0,18.0,8.0,1
