,nuc,aexp,age,asexp,la,ld,target
0,0.0,7.0,0.0,3.0,171.0,0.0,1
1,1.0,17.0,0.0,0.0,92.0,17.0,1
2,0.31,18.0,0.0,0.0,105.0,101.0,1
3,4.0,53.0,0.0,34.0,0.0,775.0,1
4,2.75,58.0,0.0,39.0,1.0,17.0,1
5,0.0,79.0,0.0,8.0,7.0,1.0,1
6,0.0,80.0,0.0,9.0,10.0,1.0,1
7,9.0,100.0,0.0,28.0,1.0,0.0,1
8,6.14,105.0,2.0,0.06,254.0,24.0,1
9,8.0,109.0,0.29,0.01,1330.0,7.0,1
10,8.5,115.0,1.5,33.0,8.0,2.0,1
11,6.33,132.0,1.33,0.0,27.0,13.0,1
12,9.86,139.0,2.71,0.52,829.0,19.0,1
13,14.0,153.0,0.67,57.0,5.0,5.0,1
14,14.0,157.0,0.0,60.0,7.0,3.0,1
15,7.06,173.0,0.62,0.0,473.0,138.0,1
16,9.44,186.0,1.22,0.0,87.0,11.0,1
17,14.0,197.0,23.0,59.0,12.0,10.0,1
18,14.0,209.0,1.0,62.0,2.0,1.0,1
19,2.0,232.0,0.0,3.0,81.0,5.0,1
20,5.86,244.0,17.29,0.0,168.0,5.0,1
21,30.33,260.0,0.0,0.0,32.0,18.0,1
22,9.0,278.0,0.0,82.0,2.0,3.0,1
23,11.0,298.0,0.0,89.0,26.0,0.0,1
24,3.25,81.0,13.15,0.23,64.0,24.0,1
25,0.0,82.0,0.0,36.0,2.0,16.0,1
26,0.0,85.0,0.0,39.0,1.0,1.0,1
27,0.0,304.0,0.0,88.0,48.0,0.0,1
28,4.0,92.0,6.0,42.0,2.0,0.0,1
29,1.0,94.0,6.0,44.0,1.0,1.0,1
30,1.0,95.0,6.0,45.0,2.0,16.0,1
31,5.3,313.0,1.25,0.0,414.0,1459.0,1
32,8.0,315.0,7.0,24.0,0.0,2.0,0
33,13.14,318.0,2.57,0.0,37.0,17.0,1
34,7.0,325.0,0.0,95.0,13.0,5.0,1
35,9.0,330.0,8.0,98.0,12.0,9.0,1
36,2.0,335.0,1.0,103.0,14.0,1.0,1
37,9.0,346.0,4.0,110.0,15.0,2.0,1
38,10.0,369.0,0.0,125.0,1.0,11.0,1
39,10.0,397.0,12.0,21.0,8.0,19.0,1
40,0.5,398.0,6.0,128.0,7.0,5.0,1
41,5.5,406.0,8.5,134.0,4.0,2.0,1
42,6.33,421.0,2.33,146.0,36.0,8.0,1
43,7.0,423.0,0.0,148.0,1.0,1.0,1
44,4.0,433.0,0.0,152.0,13.0,8.0,1
45,9.0,436.0,0.0,116.0,0.0,3.0,1
46,3.0,439.0,0.0,156.0,3.0,3.0,1
47,30.0,18.0,33.0,1.0,42.0,14.0,1
48,1.0,24.0,0.0,5.0,19.0,3.0,1
49,11.0,448.0,3.0,121.0,11.0,1.0,1
50,3.0,450.0,14.0,162.0,0.0,2.0,0
51,5.33,453.0,66.0,15.0,198.0,193.0,1
52,1.0,455.0,69.0,17.0,0.0,42.0,0
53,4.0,476.0,7.0,31.0,7.0,7.0,1
54,1.0,503.0,75.0,6.0,4.0,6.0,1
55,9.75,50.0,0.0,0.0,16.0,10.0,1
56,1.0,57.0,0.0,25.0,20.0,4.0,1
57,28.0,511.0,35.0,171.0,1.0,1.0,1
58,12.0,513.0,1.0,132.0,11.0,0.0,1
59,8.67,537.0,24.33,0.0,177.0,107.0,1
60,2.57,540.0,0.57,0.0,322.0,39.0,1
61,3.0,547.0,15.3,0.0,487.0,26.0,1
62,6.5,553.0,0.5,0.0,62.0,8.0,1
63,10.0,557.0,0.0,0.0,6.0,5.0,1
64,0.0,570.0,0.0,1.0,78.0,0.0,1
65,9.75,571.0,0.0,193.0,26.0,9.0,1
66,5.0,72.0,5.0,32.0,3.0,0.0,1
67,4.0,76.0,0.0,0.0,169.0,66.0,1
68,1.0,577.0,223.0,195.0,0.0,30.0,0
69,7.67,587.0,1.67,0.0,18.0,9.0,1
70,1.0,606.0,0.0,200.0,4.0,1.0,1
71,42.0,628.0,0.0,210.0,1.0,1.0,1
