,ent,aexp,ndev,ns,age,asexp,la,ld,target
0,0.98,6.0,10.0,1.0,4.0,5.0,45.0,8.0,False
1,2.34,32.0,8.5,2.0,3.67,0.02,159.0,4.0,False
2,1.88,1.0,11.0,2.0,6.75,0.0,8.0,5.0,True
3,1.0,0.0,12.0,1.0,17.5,0.0,15.0,3.0,True
4,2.22,9.0,8.86,2.0,13.71,0.91,656.0,16.0,True
5,1.51,164.0,14.67,1.0,0.33,90.0,42.0,0.0,True
6,1.55,13.0,10.25,1.0,8.0,6.0,216.0,128.0,True
7,2.46,43.0,10.0,2.0,16.0,0.15,115.0,1.0,False
8,1.17,170.0,8.71,1.0,14.71,63.0,284.0,131.0,True
9,2.39,194.0,8.71,2.0,5.29,1.53,269.0,172.0,False
10,0.55,183.0,27.33,3.0,60.0,0.0,263.0,145.0,False
11,2.1,0.0,11.4,3.0,19.0,0.0,21.0,5.0,True
12,2.4,97.0,14.67,3.0,19.67,0.33,62.0,0.0,True
13,1.52,37.0,11.86,3.0,7.29,0.49,69.0,55.0,True
14,0.83,0.0,12.5,1.0,4.0,0.0,62.0,3.0,True
15,0.62,0.0,12.5,2.0,4.5,0.0,132.0,4.0,True
16,1.0,7.0,18.0,1.0,1.0,7.0,87.0,12.0,False
17,0.92,155.0,14.0,1.0,14.0,5.0,89.0,32.0,True
18,1.49,3.0,9.5,3.0,11.25,0.0,69.0,125.0,True
19,1.0,2.0,14.0,1.0,31.0,0.0,28.0,0.0,True
20,1.76,244.0,12.71,2.0,0.86,0.5,125.0,24.0,True
21,2.56,5.0,13.0,3.0,49.33,0.0,15.0,3.0,True
22,1.2,50.0,21.0,2.0,11.33,0.88,10.0,3.0,True
23,2.78,160.0,15.8,6.0,18.1,0.17,8.0,51.0,False
24,1.5,120.0,31.67,2.0,37.67,0.63,4.0,4.0,True
25,1.5,49.0,11.33,2.0,0.0,0.91,119.0,6.0,True
26,2.12,12.0,12.62,4.0,11.12,0.27,617.0,5.0,True
27,1.61,41.0,11.0,2.0,30.0,0.01,57.0,15.0,True
28,1.79,25.0,9.4,2.0,15.0,0.62,309.0,0.0,True
29,0.0,238.0,10.0,1.0,3.0,6.0,25.0,6.0,False
30,0.98,80.0,24.0,1.0,5.0,1.0,24.0,0.0,True
31,0.88,84.0,24.5,1.0,5.0,2.0,56.0,17.0,False
32,1.9,2.0,24.5,2.0,54.75,0.75,10.0,7.0,True
33,2.59,349.0,17.62,4.0,0.0,0.25,664.0,2.0,True
34,2.11,9.0,11.6,4.0,31.4,0.25,120.0,2.0,True
35,1.95,201.0,9.75,2.0,53.75,0.97,28.0,10.0,True
36,2.84,149.0,12.57,4.0,12.79,0.33,356.0,47.0,False
37,2.0,0.0,21.2,2.0,33.2,0.0,30.0,1.0,True
38,1.72,96.0,19.2,3.0,44.2,0.5,64.0,7.0,True
39,0.62,312.0,16.33,4.0,18.83,0.13,276.0,14.0,False
40,1.85,29.0,13.8,2.0,170.8,0.06,325.0,13.0,True
41,1.47,316.0,14.0,2.0,22.5,0.28,45.0,11.0,True
42,2.18,208.0,11.8,2.0,11.2,0.5,49.0,42.0,True
43,1.45,38.0,12.17,4.0,72.33,0.34,202.0,20.0,True
44,0.0,186.0,12.0,1.0,43.0,5.0,2.0,5.0,False
45,2.65,267.0,16.56,4.0,0.44,0.0,892.0,12.0,True
46,0.99,0.0,19.0,1.0,24.0,0.0,22.0,0.0,True
47,2.43,4.0,10.25,3.0,33.12,0.0,22.0,239.0,False
48,2.0,414.0,14.25,4.0,38.5,0.25,58.0,576.0,False
49,2.68,177.0,18.0,6.0,22.89,0.0,157.0,179.0,False
50,2.62,4.0,11.89,3.0,109.11,0.35,13.0,158.0,False
51,2.03,233.0,19.17,1.0,150.17,13.0,80.0,16.0,True
52,2.09,426.0,15.86,3.0,1.71,0.0,46.0,105.0,True
53,1.67,188.0,14.17,3.0,3.17,0.5,104.0,15.0,True
54,2.43,390.0,12.88,3.0,10.12,0.61,83.0,16.0,False
55,2.23,10.0,9.2,3.0,23.4,0.35,9.0,7.0,True
56,2.21,10.0,10.5,2.0,37.75,0.52,324.0,46.0,True
57,1.39,241.0,16.33,2.0,21.33,1.13,23.0,21.0,True
58,2.89,5.0,11.36,3.0,25.18,0.12,91.0,117.0,False
59,0.0,189.0,11.0,1.0,15.0,15.0,0.0,240.0,False
60,1.0,101.0,13.5,1.0,32.5,63.0,4.0,4.0,True
61,2.85,260.0,18.9,6.0,21.3,0.34,33.0,90.0,False
62,3.17,265.0,11.69,4.0,35.54,0.25,44.0,48.0,False
63,1.87,330.0,16.4,2.0,63.4,0.0,43.0,43.0,True
64,2.55,37.0,15.71,2.0,10.0,0.0,57.0,3.0,True
65,1.76,199.0,16.25,3.0,34.75,0.12,106.0,47.0,True
66,1.87,10.0,19.4,2.0,6.4,0.0,138.0,12.0,False
67,0.0,83.0,10.0,1.0,15.0,71.0,4.0,2.0,False
68,2.69,33.0,14.62,3.0,51.5,0.46,72.0,8.0,True
69,1.56,35.0,26.5,2.0,31.5,0.53,32.0,2.0,True
70,2.7,8.0,18.14,3.0,12.43,0.18,11.0,6.0,False
