,ent,aexp,ndev,ns,age,asexp,la,ld,target
0,3.5,438.0,0.13,2.0,18.93,0.0,105.0,63.0,True
1,3.79,108.0,1.82,3.0,3.64,0.0,626.0,170.0,False
2,4.65,25.0,0.28,2.0,13.05,1.0,423.0,385.0,True
3,3.23,216.0,0.55,2.0,21.64,0.99,529.0,33.0,True
4,4.32,273.0,0.26,2.0,2.71,0.0,383.0,646.0,True
5,3.95,510.0,0.48,2.0,1.24,0.0,80.0,34.0,True
6,3.38,616.0,0.0,1.0,0.0,0.0,984.0,0.0,True
7,3.72,10.0,3.25,4.0,28.95,0.25,930.0,397.0,False
8,4.46,12.0,0.4,3.0,49.32,0.33,926.0,591.0,True
9,5.65,648.0,0.77,5.0,25.17,0.25,614.0,130.0,True
10,5.65,144.0,1.0,4.0,14.7,0.33,405.0,480.0,True
11,3.74,326.0,0.22,2.0,4.83,0.0,130.0,95.0,False
12,2.87,598.0,8.64,3.0,21.82,0.46,189.0,135.0,False
13,2.54,670.0,3.88,2.0,11.62,0.87,193.0,73.0,False
14,3.6,188.0,4.19,3.0,29.76,0.84,588.0,134.0,False
15,4.14,145.0,2.22,4.0,6.49,0.33,1257.0,392.0,False
16,4.13,151.0,0.93,2.0,2.1,1.0,640.0,284.0,True
17,3.23,260.0,1.27,1.0,104.47,74.0,766.0,376.0,True
18,3.34,104.0,0.65,2.0,16.65,0.51,382.0,437.0,True
19,3.92,212.0,4.64,3.0,47.24,0.72,168.0,48.0,False
20,3.45,742.0,2.18,4.0,9.68,0.0,325.0,299.0,False
21,3.08,353.0,0.29,2.0,13.47,0.0,1048.0,262.0,True
22,4.35,52.0,1.65,2.0,2.38,0.63,1357.0,350.0,True
23,3.75,171.0,3.53,3.0,18.43,0.43,483.0,405.0,False
24,2.86,58.0,2.83,3.0,32.92,0.0,502.0,311.0,False
25,2.36,363.0,5.0,2.0,18.0,0.99,503.0,61.0,True
26,3.51,365.0,1.23,2.0,14.14,0.0,686.0,207.0,True
27,2.36,366.0,5.0,2.0,3.43,0.99,503.0,61.0,False
28,3.72,55.0,0.64,2.0,7.32,1.31,593.0,274.0,True
29,3.12,826.0,4.38,4.0,0.0,0.33,111.0,635.0,True
30,3.43,78.0,1.59,2.0,54.26,0.91,1070.0,106.0,True
31,5.3,179.0,0.27,2.0,18.98,0.51,671.0,805.0,True
32,3.25,841.0,3.0,1.0,27.53,115.0,706.0,26.0,True
33,4.84,192.0,0.38,2.0,6.13,0.51,452.0,213.0,True
34,3.23,844.0,2.92,2.0,13.54,0.0,772.0,541.0,False
35,2.8,846.0,3.0,2.0,9.2,0.0,747.0,761.0,False
36,2.89,164.0,8.17,4.0,18.78,0.06,1116.0,888.0,False
37,4.61,166.0,2.0,3.0,20.53,0.61,272.0,172.0,True
38,2.98,897.0,3.76,3.0,8.24,0.33,390.0,335.0,False
39,4.0,178.0,2.0,1.0,10.1,37.0,299.0,575.0,True
40,2.92,180.0,1.6,1.0,3.2,38.0,615.0,311.0,False
41,3.69,294.0,6.06,2.0,9.75,0.73,243.0,26.0,False
42,3.71,199.0,1.2,2.0,13.35,0.02,444.0,135.0,True
43,3.53,957.0,4.92,2.0,8.42,0.5,355.0,631.0,False
44,4.23,200.0,1.92,3.0,16.21,0.5,459.0,473.0,True
45,4.0,960.0,1.9,2.0,5.78,0.0,647.0,433.0,False
46,2.53,965.0,1.5,2.0,0.8,0.0,262.0,438.0,True
47,3.21,983.0,2.57,2.0,2.83,0.0,286.0,252.0,False
48,4.22,77.0,2.03,2.0,6.88,0.91,430.0,181.0,False
49,4.41,78.0,2.3,2.0,1.52,0.91,750.0,532.0,True
50,3.11,997.0,1.35,2.0,5.35,0.37,823.0,215.0,False
51,4.32,1021.0,0.79,3.0,13.77,0.13,371.0,499.0,True
52,3.66,280.0,0.47,3.0,26.0,0.11,265.0,189.0,True
53,3.4,1071.0,3.5,2.0,14.43,0.37,316.0,97.0,False
54,3.17,3.0,0.31,2.0,2.85,0.75,885.0,514.0,True
55,3.37,152.0,1.78,2.0,24.06,0.91,374.0,192.0,True
56,3.41,361.0,4.38,3.0,3.62,0.39,135.0,327.0,False
57,4.89,154.0,0.38,2.0,61.3,0.91,589.0,307.0,True
58,2.92,307.0,4.26,2.0,28.52,1.0,281.0,246.0,False
59,3.1,3.0,1.85,2.0,0.0,0.25,1025.0,650.0,True
60,2.81,406.0,4.09,4.0,123.77,0.27,1384.0,438.0,False
61,3.13,3.0,1.62,3.0,40.12,0.41,715.0,447.0,False
62,3.44,419.0,4.86,3.0,78.86,0.72,135.0,73.0,False
63,2.95,421.0,4.28,3.0,59.11,0.39,463.0,138.0,False
64,3.77,5.0,0.53,2.0,0.21,0.88,1076.0,382.0,True
65,3.23,423.0,2.81,3.0,13.06,0.39,555.0,402.0,False
66,3.51,7.0,1.27,2.0,7.0,0.92,861.0,361.0,False
67,3.46,427.0,3.15,3.0,8.65,0.39,345.0,176.0,False
68,6.03,309.0,1.15,2.0,30.75,0.51,296.0,240.0,True
69,3.36,21.0,1.17,2.0,18.0,0.94,876.0,119.0,True
70,3.83,354.0,3.1,4.0,40.95,0.0,86.0,110.0,False
71,3.17,421.0,6.69,3.0,47.12,0.11,145.0,106.0,False
72,3.81,449.0,3.13,2.0,13.0,0.0,634.0,142.0,False
73,3.0,431.0,1.92,3.0,25.46,0.11,115.0,64.0,False
74,4.03,328.0,6.06,6.0,28.5,0.2,906.0,230.0,False
75,3.23,275.0,4.59,2.0,36.41,0.25,597.0,111.0,False
76,4.29,222.0,4.97,4.0,45.03,0.33,1709.0,422.0,False
77,3.31,497.0,3.39,1.0,28.06,56.0,1059.0,36.0,True
78,3.02,10.0,5.18,4.0,17.12,0.02,740.0,231.0,False
79,3.27,498.0,3.23,1.0,16.86,57.0,1353.0,429.0,True
80,2.39,499.0,4.82,1.0,3.0,58.0,616.0,268.0,False
81,3.47,232.0,4.35,3.0,111.2,0.49,710.0,270.0,False
82,3.15,445.0,3.17,2.0,108.5,0.91,212.0,113.0,False
83,2.3,101.0,6.22,3.0,5.22,0.17,825.0,372.0,False
84,5.53,530.0,1.38,2.0,23.76,0.91,176.0,176.0,True
85,3.95,541.0,1.88,2.0,4.53,0.91,19.0,33.0,False
86,4.13,183.28,1.16,2.0,12.7,0.97,366.56,308.44,True
87,3.14,487.12,2.86,2.0,12.03,0.91,258.21,161.46,False
88,2.77,597.63,3.47,2.0,11.78,0.89,218.81,108.01,False
89,2.73,610.74,3.54,2.0,11.76,0.89,214.13,101.66,False
90,3.78,291.25,1.76,2.0,12.46,0.95,328.06,256.21,True
91,2.56,662.82,3.83,2.0,11.64,0.88,195.56,76.47,False
92,4.39,105.23,0.73,2.0,12.87,0.98,394.39,346.19,True
93,3.62,341.11,2.04,2.0,12.35,0.94,310.28,232.09,True
94,3.13,489.62,2.87,2.0,12.02,0.91,257.32,160.26,False
95,3.59,350.33,2.09,2.0,12.33,0.94,306.99,227.63,True
96,2.64,639.12,3.7,2.0,11.69,0.88,204.01,87.94,False
97,2.89,563.12,3.28,2.0,11.86,0.9,231.11,124.7,False
