,ent,aexp,ndev,ns,age,asexp,la,ld,target
0,3.19,2.0,1.5,3.0,12.29,0.44,795.0,56.0,True
1,3.79,108.0,1.82,3.0,3.64,0.0,626.0,170.0,False
2,3.39,29.0,2.47,3.0,114.21,0.0,250.0,110.0,False
3,3.72,10.0,3.25,4.0,28.95,0.25,930.0,397.0,False
4,4.46,12.0,0.4,3.0,49.32,0.33,926.0,591.0,True
5,3.85,48.0,0.95,1.0,55.79,22.0,330.0,70.0,True
6,2.22,9.0,8.86,2.0,13.71,0.91,656.0,16.0,True
7,3.49,51.0,4.29,4.0,69.71,0.33,195.0,87.0,False
8,3.6,188.0,4.19,3.0,29.76,0.84,588.0,134.0,False
9,2.99,71.0,4.11,3.0,63.56,0.35,21.0,18.0,False
10,2.16,83.0,7.75,2.0,48.12,0.96,310.0,106.0,True
11,2.88,1.0,6.8,1.0,22.8,0.0,892.0,5.0,True
12,3.17,86.0,2.3,2.0,9.9,0.0,573.0,56.0,False
13,3.23,260.0,1.27,1.0,104.47,74.0,766.0,376.0,True
14,2.38,0.0,3.0,2.0,95.17,0.0,240.0,38.0,False
15,2.38,44.0,2.6,3.0,25.1,0.0,651.0,143.0,False
16,3.1,88.0,6.21,4.0,40.43,0.25,45.0,32.0,False
17,3.92,212.0,4.64,3.0,47.24,0.72,168.0,48.0,False
18,3.4,3.0,3.0,1.0,41.39,1.0,375.0,33.0,False
19,2.81,114.0,7.21,4.0,38.57,0.58,254.0,75.0,True
20,3.75,171.0,3.53,3.0,18.43,0.43,483.0,405.0,False
21,2.67,151.0,7.82,2.0,0.09,0.51,1308.0,1.0,True
22,2.86,58.0,2.83,3.0,32.92,0.0,502.0,311.0,False
23,3.35,14.0,5.43,4.0,48.22,0.33,488.0,81.0,False
24,3.12,10.0,4.38,4.0,16.56,0.0,635.0,111.0,False
25,3.43,78.0,1.59,2.0,54.26,0.91,1070.0,106.0,True
26,3.24,88.0,4.27,3.0,40.0,0.49,147.0,192.0,False
27,4.61,166.0,2.0,3.0,20.53,0.61,272.0,172.0,True
28,2.12,12.0,12.62,4.0,11.12,0.27,617.0,5.0,True
29,3.69,294.0,6.06,2.0,9.75,0.73,243.0,26.0,False
30,3.71,199.0,1.2,2.0,13.35,0.02,444.0,135.0,True
31,4.23,200.0,1.92,3.0,16.21,0.5,459.0,473.0,True
32,4.22,77.0,2.03,2.0,6.88,0.91,430.0,181.0,False
33,3.1,9.0,6.53,4.0,56.4,0.27,394.0,17.0,False
34,3.04,63.0,1.5,3.0,29.71,0.0,265.0,40.0,False
35,2.78,0.0,6.38,3.0,18.56,0.0,574.0,64.0,False
36,3.82,16.0,4.4,2.0,34.2,0.2,80.0,27.0,False
37,3.53,140.0,0.5,1.0,96.5,14.0,1196.0,29.0,True
38,3.45,115.0,6.4,5.0,58.53,0.25,128.0,61.0,False
39,2.59,139.0,3.56,2.0,128.78,1.0,118.0,25.0,False
40,2.73,3.0,1.58,4.0,58.33,0.33,485.0,52.0,False
41,4.21,89.0,1.19,3.0,61.54,0.34,79.0,130.0,True
42,3.12,8.0,2.74,2.0,102.87,0.06,84.0,50.0,False
43,2.84,149.0,12.57,4.0,12.79,0.33,356.0,47.0,False
44,3.37,152.0,1.78,2.0,24.06,0.91,374.0,192.0,True
45,3.41,11.0,4.38,3.0,51.95,0.46,327.0,135.0,False
46,4.89,154.0,0.38,2.0,61.3,0.91,589.0,307.0,True
47,3.42,12.0,4.43,3.0,2.81,0.46,329.0,135.0,True
48,2.84,7.0,5.25,2.0,59.25,0.33,18.0,12.0,False
49,2.69,14.0,3.9,4.0,64.4,0.31,431.0,298.0,False
50,2.81,406.0,4.09,4.0,123.77,0.27,1384.0,438.0,False
51,3.13,3.0,1.62,3.0,40.12,0.41,715.0,447.0,False
52,2.36,229.0,12.8,4.0,139.7,0.0,107.0,121.0,True
53,3.44,419.0,4.86,3.0,78.86,0.72,135.0,73.0,False
54,2.95,421.0,4.28,3.0,59.11,0.39,463.0,138.0,False
55,3.51,7.0,1.27,2.0,7.0,0.92,861.0,361.0,False
56,2.62,4.0,11.89,3.0,109.11,0.35,13.0,158.0,False
57,2.21,10.0,10.5,2.0,37.75,0.52,324.0,46.0,True
58,3.36,21.0,1.17,2.0,18.0,0.94,876.0,119.0,True
59,3.17,421.0,6.69,3.0,47.12,0.11,145.0,106.0,False
60,5.04,32.0,2.0,2.0,127.56,0.12,279.0,146.0,False
61,3.18,255.0,4.0,2.0,62.06,0.7,63.0,62.0,False
62,2.89,5.0,11.36,3.0,25.18,0.12,91.0,117.0,False
63,3.81,449.0,3.13,2.0,13.0,0.0,634.0,142.0,False
64,2.86,7.0,1.11,3.0,107.11,0.34,373.0,114.0,True
65,3.17,265.0,11.69,4.0,35.54,0.25,44.0,48.0,False
66,3.92,197.0,10.12,4.0,27.81,0.26,40.0,42.0,False
67,2.69,33.0,14.62,3.0,51.5,0.46,72.0,8.0,True
68,3.31,14.0,13.77,5.0,95.54,0.29,92.0,109.0,False
69,3.29,0.0,10.78,5.0,25.78,0.0,478.0,28.0,False
70,3.57,5.0,1.72,2.0,44.28,1.47,639.0,80.0,True
71,2.6,0.0,11.0,3.0,32.56,0.0,246.0,73.0,False
72,1.99,17.0,3.67,2.0,93.83,0.62,631.0,151.0,True
73,2.52,27.0,1.71,2.0,75.0,0.88,255.0,7.0,True
74,5.46,74.0,1.75,2.0,81.39,0.91,343.0,347.0,True
75,2.53,0.0,12.56,2.0,48.44,0.0,689.0,37.0,False
76,3.23,275.0,4.59,2.0,36.41,0.25,597.0,111.0,False
77,3.51,139.0,4.0,6.0,137.74,0.0,660.0,24.0,False
78,1.95,3.0,6.75,2.0,111.5,0.88,710.0,8.0,True
79,2.97,8.0,2.3,3.0,38.9,0.06,252.0,144.0,False
80,3.9,0.0,4.83,3.0,121.29,0.0,689.0,5.0,False
81,4.34,1.0,2.67,2.0,136.08,0.0,950.0,235.0,False
82,2.52,1.0,5.78,4.0,45.22,0.25,601.0,53.0,True
83,3.02,10.0,5.18,4.0,17.12,0.02,740.0,231.0,False
84,2.89,2.0,8.0,3.0,92.94,0.0,407.0,83.0,False
85,3.53,183.0,6.33,2.0,90.52,1.0,189.0,201.0,False
86,3.44,10.0,6.74,4.0,23.37,0.83,439.0,94.0,False
87,4.82,78.0,6.49,5.0,124.95,0.25,289.0,115.0,False
88,3.47,232.0,4.35,3.0,111.2,0.49,710.0,270.0,False
89,4.27,35.0,4.43,5.0,107.07,0.24,68.0,71.0,False
90,3.52,0.0,6.62,1.0,119.77,0.0,22.0,29.0,False
91,3.19,36.0,4.25,1.0,56.75,36.0,221.0,20.0,True
92,2.38,77.0,1.88,3.0,77.62,0.5,310.0,18.0,True
93,2.52,62.0,5.22,3.0,139.44,0.11,408.0,46.0,False
94,1.79,140.0,6.23,1.0,93.54,3.0,516.0,29.0,True
95,2.93,11.0,8.76,3.0,108.88,0.5,254.0,47.0,False
96,3.78,279.0,7.05,3.0,67.71,0.09,42.0,101.0,False
97,3.15,445.0,3.17,2.0,108.5,0.91,212.0,113.0,False
98,2.48,46.0,10.44,2.0,38.22,0.02,132.0,13.0,False
99,2.36,253.0,11.4,2.0,18.1,0.0,832.0,26.0,False
100,2.38,11.0,9.8,2.0,55.5,0.5,554.0,32.0,True
101,2.57,171.0,13.14,2.0,107.57,1.0,67.0,7.0,True
102,2.3,101.0,6.22,3.0,5.22,0.17,825.0,372.0,False
103,3.26,44.0,1.41,1.0,179.29,36.0,1192.0,44.0,True
104,2.02,65.0,7.0,3.0,124.0,0.5,205.0,8.0,True
105,3.31,65.0,7.53,2.0,40.53,0.13,417.0,73.0,False
106,2.75,301.0,9.64,3.0,190.18,0.0,592.0,25.0,False
107,4.16,54.0,6.18,2.0,115.64,0.5,117.0,50.0,False
108,2.56,143.0,5.9,1.0,88.4,4.0,237.0,27.0,True
