,ent,aexp,ndev,ns,age,asexp,la,ld,target
0,1.78,154.0,2.0,2.0,73.0,0.99,18.0,5.0,True
1,3.39,29.0,2.47,3.0,114.21,0.0,250.0,110.0,False
2,2.48,228.0,2.4,2.0,34.6,0.99,159.0,117.0,False
3,2.46,2.0,8.33,2.0,15.33,0.0,223.0,17.0,False
4,3.85,48.0,0.95,1.0,55.79,22.0,330.0,70.0,True
5,2.4,61.0,0.5,1.0,89.67,14.0,425.0,2.0,True
6,3.49,51.0,4.29,4.0,69.71,0.33,195.0,87.0,False
7,3.6,188.0,4.19,3.0,29.76,0.84,588.0,134.0,False
8,2.99,71.0,4.11,3.0,63.56,0.35,21.0,18.0,False
9,2.43,13.0,3.2,2.0,31.3,0.5,87.0,36.0,False
10,2.16,83.0,7.75,2.0,48.12,0.96,310.0,106.0,True
11,3.04,0.0,2.11,1.0,104.89,0.0,83.0,8.0,True
12,2.38,0.0,3.0,2.0,95.17,0.0,240.0,38.0,False
13,3.92,212.0,4.64,3.0,47.24,0.72,168.0,48.0,False
14,3.4,3.0,3.0,1.0,41.39,1.0,375.0,33.0,False
15,2.78,19.0,4.0,2.0,5.3,0.0,149.0,46.0,False
16,2.19,373.0,7.43,2.0,57.86,0.0,147.0,33.0,True
17,3.24,88.0,4.27,3.0,40.0,0.49,147.0,192.0,False
18,2.25,135.0,6.8,1.0,94.0,35.0,56.0,8.0,True
19,2.37,0.0,1.5,2.0,59.67,0.0,21.0,12.0,True
20,3.69,294.0,6.06,2.0,9.75,0.73,243.0,26.0,False
21,3.1,9.0,6.53,4.0,56.4,0.27,394.0,17.0,False
22,3.04,63.0,1.5,3.0,29.71,0.0,265.0,40.0,False
23,2.41,259.0,2.25,2.0,18.0,1.0,184.0,22.0,True
24,3.35,40.0,0.45,1.0,79.45,34.0,35.0,30.0,True
25,1.93,118.0,3.85,3.0,70.23,0.49,221.0,36.0,True
26,3.82,16.0,4.4,2.0,34.2,0.2,80.0,27.0,False
27,3.21,83.0,0.7,1.0,43.5,26.0,42.0,39.0,True
28,2.06,124.0,7.17,3.0,45.5,0.61,48.0,27.0,True
29,2.59,139.0,3.56,2.0,128.78,1.0,118.0,25.0,False
30,2.98,284.0,6.25,1.0,26.5,60.0,402.0,52.0,True
31,3.12,8.0,2.74,2.0,102.87,0.06,84.0,50.0,False
32,1.95,201.0,9.75,2.0,53.75,0.97,28.0,10.0,True
33,3.37,152.0,1.78,2.0,24.06,0.91,374.0,192.0,True
34,3.41,11.0,4.38,3.0,51.95,0.46,327.0,135.0,False
35,2.84,7.0,5.25,2.0,59.25,0.33,18.0,12.0,False
36,2.33,14.0,7.43,3.0,32.29,0.33,69.0,74.0,False
37,3.13,181.0,7.58,3.0,11.83,0.49,84.0,64.0,False
38,2.92,307.0,4.26,2.0,28.52,1.0,281.0,246.0,False
39,2.44,271.0,4.71,2.0,9.0,0.5,205.0,37.0,False
40,2.46,341.0,6.6,3.0,24.0,0.11,182.0,127.0,False
41,3.44,419.0,4.86,3.0,78.86,0.72,135.0,73.0,False
42,2.95,421.0,4.28,3.0,59.11,0.39,463.0,138.0,False
43,3.24,240.0,2.45,3.0,32.09,0.37,16.0,14.0,False
44,2.96,11.0,4.8,3.0,30.2,0.23,39.0,39.0,False
45,2.03,255.0,6.0,2.0,51.17,0.91,186.0,14.0,True
46,2.46,175.0,3.78,2.0,46.89,0.54,87.0,50.0,False
47,2.19,190.0,7.71,3.0,39.43,0.61,38.0,24.0,True
48,3.17,421.0,6.69,3.0,47.12,0.11,145.0,106.0,False
49,3.42,0.0,2.27,3.0,51.18,0.0,12.0,12.0,False
50,3.18,255.0,4.0,2.0,62.06,0.7,63.0,62.0,False
51,3.35,32.0,1.4,2.0,23.33,0.94,178.0,79.0,True
52,2.86,7.0,1.11,3.0,107.11,0.34,373.0,114.0,True
53,3.12,9.0,3.0,2.0,32.42,0.97,60.0,12.0,False
54,1.82,0.0,2.5,2.0,62.5,0.0,150.0,17.0,True
55,2.2,3.0,4.43,1.0,71.29,0.0,192.0,156.0,False
56,2.66,37.0,0.67,1.0,83.58,7.0,49.0,38.0,True
57,2.48,4.0,0.89,1.0,93.33,0.0,55.0,45.0,True
58,3.57,5.0,1.72,2.0,44.28,1.47,639.0,80.0,True
59,1.99,17.0,3.67,2.0,93.83,0.62,631.0,151.0,True
60,2.52,27.0,1.71,2.0,75.0,0.88,255.0,7.0,True
61,1.88,39.0,6.6,2.0,49.0,0.02,152.0,4.0,True
62,3.23,275.0,4.59,2.0,36.41,0.25,597.0,111.0,False
63,2.97,8.0,2.3,3.0,38.9,0.06,252.0,144.0,False
64,2.03,142.0,5.0,2.0,92.2,1.0,27.0,8.0,True
65,3.9,0.0,4.83,3.0,121.29,0.0,689.0,5.0,False
