,nuc,aexp,age,asexp,la,ld
1175,29.142857142857103,36.0,13.444444444444402,0.45679012345679,435.0,140.5
1199,28.352941176470605,42.5,160.857142857143,0.45679012345679,62.5,130.0
1193,27.63333333333335,225.0,13.444444444444402,0.50004829636507,62.5,158.0
1236,12.1739130434783,69.0,133.941176470588,0.75,1077.5,158.0
1169,27.63333333333335,36.0,204.16666666666652,0.5,62.5,24.0
1203,7.846153846153848,225.0,204.16666666666652,189.0,435.0,158.0
1171,10.4545454545455,225.0,24.5625,0.253001701905484,62.5,130.0
1207,10.4545454545455,36.0,18.5714285714286,0.45679012345679,1077.5,24.0
1346,97.5,76.5,65.44680851063829,0.45679012345679,435.0,158.0
1303,97.5,36.0,13.444444444444402,0.45679012345679,435.0,90
1219,21.0,853.0,204.16666666666652,189.0,62.5,18.5
1160,97.5,36.0,16.3846153846154,0.25,62.5,24.0
1226,11.923076923076902,853.0,13.444444444444402,0.1241238356805389,62.5,158.0
1163,10.4545454545455,225.0,31.4166666666667,0.17780976992258496,435.0,130.0
1166,28.352941176470605,225.0,13.444444444444402,0.2500005070848,435.0,18.5
1256,10.4545454545455,853.0,40.2105263157895,1.02903652191162,435.0,158.0
1235,1.25,204,204.16666666666652,1.02903652191162,435.0,158.0
1231,11.923076923076902,16.0,50.22222222222221,10.5,62.5,18.5
1241,97.5,13,16.3846153846154,1.02903652191162,62.5,0.0
1165,27.63333333333335,225.0,13.444444444444402,0.111263527200178,62.5,158.0
1180,28.352941176470605,225.0,37.7971014492754,1.02903652191162,1077.5,158.0
1201,27.63333333333335,225.0,4.8,0.253001701905484,62.5,18.5
1294,27.63333333333335,225.0,1.16666666666667,0.45679012345679,62.5,165
1260,27.63333333333335,225.0,123.545454545455,0.0056393842402072,62.5,24.0
1310,27.63333333333335,853.0,204.16666666666652,0.111263527200178,62.5,158.0
1179,5.344262295081969,225.0,133.941176470588,0.253001701905484,435.0,158.0
1247,10.4545454545455,853.0,13.444444444444402,0.481481481822672,62.5,158.0
1273,11.923076923076902,853.0,18.2142857142857,0.0730940524954349,62.5,18.5
1295,1.25,853.0,13.444444444444402,32.5,62.5,147
1326,5.428571428571429,853.0,16.3846153846154,0.253001701905484,1077.5,24.0
1250,1.25,225.0,204.16666666666652,14.0,62.5,18.5
1384,23.5810810810811,36.0,117.666666666667,0.032295044351065796,62.5,130.0
1369,1.25,8,16.3846153846154,0.0056393842402072,1077.5,24.0
1334,27.63333333333335,36.0,57.3333333333333,0.45679012345679,62.5,18.5
1341,27.63333333333335,15,204.16666666666652,0.253001701905484,62.5,18.5
1363,27.63333333333335,853.0,16.3846153846154,0.328370213509602,62.5,18.5
1387,10.4545454545455,853.0,13.444444444444402,0.1249811829453869,435.0,158.0
1349,81.0,36.0,16.3846153846154,0.253001701905484,62.5,24.0
1317,27.63333333333335,853.0,13.9375,1.02903652191162,62.5,158.0
1386,11.923076923076902,853.0,98.6315789473684,0.0056393842402072,62.5,158.0
1390,28.352941176470605,36.0,204.16666666666652,0.032295044351065796,1077.5,5
1359,28.352941176470605,853.0,1.55555555555556,0.0416184533387943,435.0,18.5
1329,12.055555555555598,36.0,204.16666666666652,0.45679012345679,1077.5,18.5
1378,10.4545454545455,853.0,67.6842105263158,1.02903652191162,435.0,158.0
1360,11.0,1161.0,13.444444444444402,0.45679012345679,62.5,18.5
1391,24.21428571428569,42.5,13.444444444444402,0.0730940524954349,1077.5,18.5
1356,27.63333333333335,853.0,3.71428571428571,1.02903652191162,435.0,18.5
1304,27.63333333333335,853.0,39.3529411764706,0.253001701905484,1077.5,158.0
1411,10.4545454545455,853.0,323.714285714286,0.253001701905484,62.5,158.0
1450,10.4545454545455,853.0,3.5,1.6384000000004301e-10,62.5,24.0
1447,10.4545454545455,853.0,204.16666666666652,0.0004179061587702,435.0,158.0
