,nuc,aexp,nd,ns,age,asexp,la,ld
9873,,,,,,,,
9720,23.0,0,7,3,88.52941176470591,0.4521398932152321,150,132
9781,,,,,,,,
9824,2.42857142857143,184,12,1,9.0,0.0051312456198502,634,723
10483,,,,,,,,
9836,,,,,,,,
10163,,,,,,,,
11022,,,,,,,,
10783,,,,,,,,
9496,1.72,11,8,1,12.8,11.0,2164,2
11422,,,,,,,,
11249,,,,,,,,
9489,,,,,,,,
10210,,,,,,,,
11258,,,,,,,,
10887,1.0,0,5,2,14.5714285714286,0.0,270,2
11346,,,,,,,,
9606,1.34146341463415,2,12,1,15.512195121951196,2.0,3420,2
10401,0.0,10,5,3,10.1818181818182,0.724533861708073,277,1
9597,,,,,,,,
10327,,,,,,,,
11104,9.14285714285714,28,7,2,18.2857142857143,1.20751759037375,411,2
9445,1.19178082191781,0,20,1,3.24657534246575,6.0,8941,3
9533,1.57692307692308,9,11,1,3.11538461538462,9.0,2573,2
9806,7.928571428571429,18,5,1,71.5714285714286,9.0,1342,2
9864,41.2727272727273,60,6,2,57.0909090909091,1.00852999347482,156,0
9356,,,,,,,,
9397,0.549019607843137,2,11,1,0.8,2.0,2848,142
9430,1.16666666666667,2,4,1,104.666666666667,1.0,1041,2.0
9406,,,,,,,,
9450,3.375,7,6,1,6.125,0.9848551480759199,1115,6
9438,1.22222222222222,7,6,1,1.05555555555556,5.0,2724,2
9557,2.51923076923077,16,17,1,4.78846153846154,16.0,6742,34.0
9491,1.23214285714286,6,15,1,0.5962962962962965,6.0,4985,198
9550,1.85714285714286,15,9,1,2.9047619047619,15.0,3181,1.0
9579,23.357142857142897,346.5,16,10,212.67857142857105,0.111,408,45
9551,,,,,,,,
9564,,,,,,,,
9680,2.3454545454545497,12,18,1,2.6666666666666696,12.0,5090,993
9655,1.1,2,2,2,4.8,1.0,762,6.5
9738,4.075,42,15,2,0.9736842105263159,0.6157268742099399,2971,701
9750,34.3793103448276,47,10,2,0.7272727272727271,0.812148784668317,621,293
9892,4.16666666666667,5,2,1,6.33333333333333,1.6669921875,231,121
9877,1.35714285714286,188,7,1,1.7857142857142905,1.02215576171875,702,745
9938,5.07142857142857,205,10,1,18.0714285714286,1.6669921875,101,55
9827,,,,,,,,
9957,3.06666666666667,67,6,1,26.8,1.7333984375,240,127
9950,7.28571428571429,482.0,8,4,6.28571428571429,1.0,1066,15
9763,,,,,,,,
9900,9.0,192,3,2,10.8,9.542280927900942e-41,78,1006.0
10018,23.0,246,1,1,53.0,1.04879195601852,20,42
10060,0.7142857142857142,69,3,1,21.71428571428569,1.6669921875,1035,234
10017,2.61666666666667,16,20,1,0.8221343873517786,13.0,1471,1060
9979,,,,,,,,
10006,,,,,,,,
10092,,,,,,,,
10093,,,,,,,,
10094,,,,,,,,
10143,,,,,,,,
10201,,,,,,,,
10192,,,,,,,,
