,nuc,arexp,nd,ns,age,la,ld,target
0,1.07,10.0,2.0,1.0,0.93,0.0,53.0,True
1,0.0,1.0,1.0,1.0,0.0,272.0,0.0,True
2,2.67,2.0,2.0,2.0,0.0,9.0,13.0,True
3,0.0,24.0,3.0,1.0,0.0,210.0,465.0,True
4,7.0,39.0,2.0,1.0,0.0,15.0,13.0,True
5,9.0,8.0,1.0,1.0,0.0,1.0,1.0,True
6,3.0,97.0,1.0,1.0,0.0,54.0,44.0,True
7,0.73,108.0,11.0,1.0,2.2,101.0,21.0,True
8,3.12,72.0,5.0,3.0,5.25,14.0,14.0,True
9,6.67,83.0,5.0,1.0,0.78,98.0,19.0,True
10,11.14,138.0,3.0,1.0,0.86,9.0,12.0,True
11,9.33,74.0,3.0,1.0,0.67,3.0,2.0,True
12,5.0,100.0,1.0,1.0,0.0,8.0,8.0,True
13,7.0,81.0,1.0,1.0,3.0,12.0,7.0,True
14,8.0,116.0,1.0,1.0,11.0,6.0,4.0,True
15,0.0,94.0,1.0,1.0,0.0,1.0,0.0,True
16,9.0,124.0,1.0,1.0,1.0,2.0,2.0,True
17,2.0,120.0,1.0,1.0,22.0,1.0,0.0,True
18,1.0,144.0,1.0,1.0,32.0,0.0,1.0,True
19,5.0,234.0,2.0,1.0,4.0,20.0,11.0,True
20,1.82,26.0,5.0,1.0,0.0,9.0,16.0,True
21,4.57,240.0,2.0,1.0,0.29,179.0,157.0,True
22,0.0,161.0,1.0,1.0,0.0,21.0,17.0,True
23,7.75,116.0,2.0,1.0,0.0,21.0,19.0,True
24,10.5,177.0,2.0,1.0,0.0,5.0,6.0,True
25,17.0,128.0,1.0,1.0,0.0,8.0,4.0,True
26,3.0,191.0,1.0,1.0,7.0,5.0,10.0,True
27,8.75,135.0,2.0,1.0,0.75,71.0,10.0,True
28,0.0,1.0,1.0,1.0,0.0,0.0,7.0,False
29,1.0,66.0,1.0,1.0,2.0,0.0,23.0,True
30,4.5,16.0,3.0,1.0,3.17,86.0,16.0,True
31,1.69,18.0,11.0,1.0,1.2,156.0,139.0,True
32,0.0,138.0,1.0,1.0,0.0,4.0,4.0,True
33,2.33,364.0,3.0,1.0,3.0,12.0,16.0,True
34,2.67,48.0,1.0,1.0,5.33,13.0,9.0,True
35,14.17,223.0,5.0,3.0,21.0,111.0,65.0,True
36,15.0,298.0,2.0,1.0,0.0,8.0,8.0,True
37,11.5,193.0,2.0,1.0,0.0,18.0,1.0,True
38,2.0,34.0,2.0,1.0,0.0,4.0,4.0,True
39,1.57,341.0,3.0,1.0,26.5,36.0,50.0,True
40,15.0,205.0,3.0,1.0,0.0,18.0,6.0,True
41,11.0,306.0,2.0,1.0,0.0,82.0,38.0,True
42,7.0,386.0,2.0,1.0,1.0,17.0,1.0,True
43,3.5,98.0,1.0,1.0,5.0,4.0,5.0,True
44,1.0,128.0,1.0,1.0,0.0,3.0,0.0,True
45,19.17,80.0,3.0,1.0,2.67,65.0,68.0,True
46,30.0,359.0,2.0,1.0,1.33,33.0,23.0,True
47,6.5,457.0,3.0,2.0,19.75,9.0,8.0,True
48,2.0,371.0,1.0,1.0,0.0,10.0,32.0,True
49,15.5,100.0,2.0,1.0,3.0,14.0,250.0,True
50,1.75,381.0,1.0,1.0,2.25,625.0,358.0,True
51,0.29,403.0,1.0,1.0,0.0,300.0,0.0,True
52,10.69,412.0,5.0,1.0,2.0,435.0,270.0,True
53,2.5,418.0,1.0,1.0,0.0,26.0,5.0,True
54,5.5,47.0,2.0,1.0,7.0,1.0,55.0,True
55,8.33,436.0,2.0,1.0,0.0,128.0,124.0,True
56,4.78,242.0,4.0,1.0,13.44,391.0,133.0,True
57,10.25,569.0,2.0,1.0,0.0,49.0,33.0,True
58,1.5,365.0,1.0,1.0,40.0,181.0,84.0,True
59,10.0,2.0,1.0,1.0,0.0,1.0,1.0,False
60,1.25,255.0,2.0,1.0,0.0,12.0,51.0,True
61,2.0,582.0,3.0,1.0,9.0,5.0,5.0,True
62,11.36,583.0,7.0,1.0,2.55,238.0,17.0,True
63,3.5,588.0,2.0,1.0,2.0,8.0,4.0,True
64,1.0,255.0,1.0,1.0,27.0,5.0,0.0,True
65,20.0,604.0,1.0,1.0,0.0,35.0,35.0,True
66,8.5,675.0,2.0,1.0,0.0,11.0,6.0,True
67,9.14,215.0,3.0,2.0,17.43,32.0,47.0,True
68,2.0,710.0,1.0,1.0,0.0,128.0,4.0,True
69,4.0,80.0,1.0,1.0,15.0,4.0,2.0,True
70,6.67,337.0,3.0,1.0,5.83,14.0,7.0,True
71,27.0,23.0,3.0,1.0,4.67,8.0,34.0,True
72,31.75,56.0,4.0,2.0,0.5,12.0,3.0,True
73,1.0,99.0,1.0,1.0,0.0,2.0,2.0,True
74,4.5,81.0,1.0,1.0,0.0,4.0,3.0,True
75,11.0,356.0,1.0,1.0,15.0,45.0,18.0,True
76,3.88,381.0,4.0,1.0,62.38,1.0,23.0,True
77,2.0,5.0,1.0,1.0,0.0,2.0,2.0,True
78,6.0,606.0,1.0,1.0,1.0,68.0,5.0,True
79,17.0,43.0,1.0,1.0,0.0,7.0,1.0,True
80,27.29,281.0,4.0,1.0,40.29,472.0,32.0,True
81,25.0,807.0,6.0,2.0,0.0,10.0,8.0,True
82,6.56,980.0,13.0,1.0,29.44,17.0,6.0,True
83,1.0,3.0,1.0,1.0,0.0,0.0,7.0,False
84,2.0,14.0,1.0,1.0,0.0,3.0,2.0,True
85,11.23,1178.0,7.0,1.0,0.73,1193.0,7.0,True
86,7.5,64.0,1.0,1.0,0.0,11.0,11.0,True
87,1.33,672.0,7.0,1.0,1.67,451.0,220.0,True
88,4.0,51.0,1.0,1.0,0.0,3.0,3.0,True
89,11.25,1.0,4.0,1.0,1.5,61.0,577.0,True
90,0.0,11.0,1.0,1.0,0.0,1.0,0.0,True
91,4.0,57.0,5.0,1.0,2.56,44.0,44.0,True
92,2.75,1330.0,6.0,1.0,0.0,192.0,16.0,True
93,2.09,785.0,23.0,1.0,2.44,93.0,96.0,True
94,12.0,1355.0,12.0,2.0,2.0,171.0,101.0,True
95,5.18,1356.0,15.0,1.0,3.29,218.0,108.0,True
96,1.05,768.0,2.0,1.0,1.75,540.0,9.0,True
97,5.19,796.0,9.0,1.0,1.5,45.0,45.0,True
98,3.04,155.0,11.0,1.0,0.54,53.0,53.0,True
99,10.5,162.0,2.0,1.0,0.0,2.0,2.0,True
100,11.0,187.0,1.0,1.0,0.0,4.0,2.0,True
101,2.17,31.0,3.0,1.0,11.67,6.0,6.0,True
102,4.4,928.0,4.0,1.0,0.4,651.0,222.0,True
103,13.67,457.0,2.0,1.0,2.0,31.0,27.0,True
104,8.67,48.0,3.0,1.0,2.33,0.0,113.0,True
105,14.09,77.0,5.0,1.0,4.27,175.0,216.0,True
106,13.17,80.0,6.0,2.0,3.0,4.0,184.0,True
107,8.0,129.0,1.0,1.0,1.0,2.0,1.0,True
108,13.64,857.0,6.0,1.0,1.43,826.0,723.0,True
109,14.75,101.0,3.0,1.0,1.5,1.0,115.0,True
110,3.0,495.0,2.0,1.0,4.0,4.0,1.0,True
111,49.67,118.0,3.0,2.0,1.0,27.0,7.0,True
112,5.0,151.0,1.0,1.0,4.0,3.0,3.0,True
113,9.06,149.0,7.0,2.0,0.26,789.0,788.0,True
114,7.36,506.0,4.0,1.0,6.07,21.0,20.0,True
115,16.3,1025.0,5.0,1.0,1.6,109.0,18.0,True
116,10.0,7.0,1.0,1.0,0.0,2.0,3.0,True
117,38.0,173.0,2.0,1.0,7.5,33.0,8.0,True
118,25.67,395.0,4.0,1.0,0.67,251.0,156.0,True
119,3.0,530.0,3.0,2.0,0.0,114.0,61.0,True
120,112.0,219.0,2.0,2.0,3.5,4.0,3.0,True
121,0.0,187.0,1.0,1.0,0.0,3.0,3.0,True
122,12.0,241.0,2.0,1.0,0.0,1.0,4.0,True
123,1.0,239.0,2.0,1.0,0.0,13.0,11.0,True
124,45.0,331.0,3.0,1.0,6.33,24.0,5.0,True
125,6.0,80.0,1.0,1.0,20.0,129.0,373.0,True
126,9.75,345.0,8.0,1.0,17.83,25.0,25.0,True
127,3.33,86.0,2.0,1.0,0.0,30.0,32.0,True
128,21.15,1109.5,10.0,2.0,11.46,256.0,281.0,True
129,0.86,1030.5,4.0,2.0,0.0,267.0,43.0,True
130,1.5,1138.5,2.0,2.0,0.0,4.0,13.0,True
131,4.38,218.0,6.0,1.0,13.25,70.0,21.0,True
132,14.81,994.5,6.0,1.0,6.86,58.0,63.0,True
133,29.0,561.0,2.0,1.0,0.5,4.0,2.0,True
134,38.23,4.0,8.0,1.0,19.23,736.0,23.0,True
135,31.0,5.0,1.0,1.0,1.5,49.0,76.0,True
136,14.25,649.5,2.0,1.0,0.0,29.0,6.0,True
137,20.27,1762.5,5.0,1.0,0.18,357.0,228.0,True
138,17.69,1012.0,8.0,1.0,27.69,47.0,40.0,True
139,11.57,236.0,11.0,1.0,26.71,82.0,40.0,True
140,10.8,260.0,2.0,1.0,38.4,48.0,13.0,True
141,4.0,506.0,1.0,1.0,0.0,33.0,0.0,True
142,4.0,13.0,1.0,1.0,0.0,13.0,6.0,True
143,7.0,278.0,1.0,1.0,0.0,27.0,33.0,True
144,19.0,609.0,2.0,1.0,7.0,4.0,5.0,True
145,8.5,283.0,1.0,1.0,1.0,46.0,45.0,True
146,3.58,46.0,6.0,1.0,13.83,29.0,31.0,True
147,1.88,20.0,2.0,1.0,3.62,207.0,189.0,True
148,7.0,1012.0,3.0,1.0,10.5,30.0,16.0,True
149,18.33,66.0,3.0,1.0,6.67,301.0,12.0,True
150,8.2,359.0,3.0,1.0,0.0,22.0,22.0,True
151,6.0,143.0,1.0,1.0,30.0,8.0,0.0,True
152,29.38,14.0,13.0,1.0,31.1,2185.0,811.0,True
153,1.0,43.0,1.0,1.0,0.0,1.0,1.0,True
154,2.33,13.0,1.0,1.0,31.0,206.0,83.0,True
155,1.0,503.0,1.0,1.0,0.0,64.0,23.0,True
156,0.33,24.0,2.0,1.0,0.0,237.0,1.0,True
157,11.0,213.0,1.0,1.0,0.0,13.0,1.0,True
158,2.5,836.0,2.0,1.0,16.25,800.0,3.0,True
159,6.36,84.0,11.0,1.0,9.16,1526.0,46.0,True
160,70.5,2.0,1.0,1.0,7.0,91.0,42.0,True
161,14.0,271.5,1.0,1.0,25.0,5.0,3.0,True
162,10.71,747.0,5.0,1.0,7.94,414.0,308.0,True
163,2.0,562.0,3.0,1.0,2.0,41.0,72.0,True
164,22.33,206.0,2.0,1.0,26.0,85.0,135.0,True
165,49.0,206.5,1.0,1.0,7.0,136.0,16.0,True
166,6.5,15.0,1.0,1.0,3.75,209.0,51.0,True
167,4.67,572.67,1.0,1.0,6.0,56.0,22.0,True
168,19.5,576.67,2.0,1.0,0.0,179.0,89.0,True
169,17.0,592.17,3.0,1.0,0.0,130.0,141.0,True
170,3.0,24.0,1.0,1.0,0.0,0.0,11.0,True
171,9.75,131.0,5.0,1.0,9.5,496.0,1.0,True
172,62.5,1596.0,4.0,1.0,13.75,295.0,0.0,True
173,77.9,67.0,6.0,1.0,1.8,48.0,2.0,True
174,30.67,81.0,2.0,1.0,1.0,8.0,53.0,True
175,71.6,1577.0,4.0,1.0,5.0,317.0,289.0,True
176,31.5,755.33,4.0,1.0,6.83,34.0,47.0,True
177,41.0,770.5,3.0,1.0,2.0,17.0,24.0,True
178,3.0,33.0,1.0,1.0,0.0,19.0,1.0,True
179,69.44,801.83,8.0,1.0,17.78,40.0,84.0,True
180,65.5,86.0,2.0,1.0,1.0,165.0,86.0,True
181,94.58,824.67,13.0,1.0,26.12,64.0,78.0,True
182,1.83,597.5,4.0,1.0,0.0,19.0,19.0,True
183,38.6,615.5,6.0,2.0,23.53,423.0,129.0,True
184,21.0,31.0,2.0,1.0,10.75,140.0,2.0,True
