,nuc,arexp,nd,ns,age,la,ld,target
0,3.5,95.0,2.0,1.0,0.0,11.0,1.0,True
1,15.0,32.0,1.0,1.0,0.0,10.0,11.0,True
2,10.0,107.0,1.0,1.0,12.0,5.0,2.0,True
3,6.57,66.0,10.0,1.0,7.63,376.0,359.0,True
4,2.0,117.0,2.0,1.0,16.0,31.0,16.0,True
5,3.58,192.0,2.0,1.0,8.75,1263.0,1.0,True
6,3.0,213.0,1.0,1.0,0.0,43.0,16.0,True
7,7.0,151.0,1.0,1.0,0.0,1.0,2.0,True
8,0.0,163.0,4.0,1.0,0.0,377.0,0.0,True
9,7.75,116.0,2.0,1.0,0.0,21.0,19.0,True
10,5.5,288.0,2.0,1.0,0.0,17.0,11.0,True
11,7.4,129.0,4.0,1.0,1.6,161.0,12.0,True
12,5.0,149.0,2.0,1.0,0.0,75.0,109.0,True
13,2.0,66.0,1.0,1.0,0.0,2.0,2.0,True
14,3.0,2.0,1.0,1.0,4.0,1.0,1.0,True
15,2.0,203.0,2.0,1.0,31.22,56.0,13.0,True
16,0.0,1.0,1.0,1.0,0.0,0.0,7.0,False
17,8.4,61.0,4.0,1.0,1.4,56.0,65.0,True
18,3.0,73.0,2.0,1.0,0.0,30.0,5.0,True
19,6.0,219.0,3.0,1.0,16.0,19.0,6.0,True
20,4.0,171.0,1.0,1.0,4.0,1.0,1.0,True
21,1.69,18.0,11.0,1.0,1.2,156.0,139.0,True
22,0.0,166.0,1.0,1.0,0.0,243.0,58.0,True
23,12.0,195.0,2.0,1.0,0.0,9.0,39.0,True
24,5.11,202.0,2.0,1.0,0.22,21.0,24.0,True
25,1.83,34.0,2.0,1.0,0.0,172.0,72.0,True
26,0.25,355.0,4.0,1.0,10.17,49.0,7.0,True
27,2.0,221.0,1.0,1.0,0.0,9.0,3.0,True
28,2.18,37.0,5.0,1.0,0.0,54.0,82.0,True
29,0.75,261.0,4.0,1.0,48.75,108.0,12.0,True
30,6.0,262.0,2.0,1.0,0.0,6.0,9.0,True
31,3.5,274.0,2.0,1.0,0.0,2.0,3.0,True
32,0.0,268.0,1.0,1.0,0.0,5.0,1.0,True
33,2.0,388.0,1.0,1.0,0.5,12.0,1.0,True
34,0.0,265.0,1.0,1.0,0.0,0.0,61.0,True
35,5.0,151.0,1.0,1.0,2.0,8.0,8.0,True
36,2.0,63.0,1.0,1.0,0.0,1.0,1.0,True
37,11.0,316.0,1.0,1.0,0.0,20.0,1.0,True
38,4.0,317.0,1.0,1.0,36.0,5.0,0.0,True
39,2.6,426.0,4.0,1.0,5.3,958.0,181.0,True
40,0.0,236.0,1.0,1.0,0.0,22.0,0.0,True
41,2.5,40.0,2.0,1.0,0.0,26.0,19.0,True
42,64.0,240.0,1.0,1.0,0.0,3.0,0.0,True
43,10.0,431.0,1.0,1.0,15.0,76.0,0.0,True
44,4.0,248.0,1.0,1.0,1.0,1.0,3.0,True
45,8.17,459.0,6.0,1.0,2.67,7.0,30.0,True
46,9.0,229.0,1.0,1.0,0.0,5.0,0.0,True
47,26.0,488.0,3.0,1.0,0.0,2.0,8.0,True
48,0.6,358.0,1.0,1.0,0.0,170.0,35.0,True
49,7.33,305.0,2.0,1.0,2.67,449.0,0.0,True
50,2.82,527.0,4.0,1.0,9.45,599.0,173.0,True
51,1.71,411.0,2.0,1.0,0.0,9.0,9.0,True
52,11.0,233.0,1.0,1.0,1.0,15.0,4.0,True
53,10.0,2.0,1.0,1.0,0.0,1.0,1.0,False
54,11.0,514.0,1.0,1.0,0.0,7.0,1.0,True
55,8.6,572.0,4.0,1.0,34.4,66.0,15.0,True
56,2.5,258.0,1.0,1.0,0.5,83.0,89.0,True
57,17.41,176.0,7.0,1.0,0.36,33.0,73.0,True
58,6.25,119.0,12.0,1.0,63.94,190.0,19.0,True
59,2.67,271.0,1.0,1.0,0.0,49.0,2.0,True
60,6.9,153.0,6.0,1.0,0.5,23.0,141.0,True
61,40.0,473.0,1.0,1.0,0.0,31.0,0.0,True
62,12.04,443.0,12.0,1.0,27.0,614.0,203.0,True
63,13.2,452.0,5.0,1.0,5.4,24.0,8.0,True
64,9.57,459.0,4.0,1.0,35.43,14.0,13.0,True
65,14.33,647.0,2.0,1.0,34.0,4.0,4.0,True
66,21.65,656.0,10.0,1.0,25.43,611.0,142.0,True
67,32.5,783.0,4.0,1.0,4.0,379.0,132.0,True
68,18.79,672.0,9.0,1.0,6.58,1209.0,428.0,True
69,38.0,69.0,1.0,1.0,0.0,43.0,21.0,True
70,51.0,89.0,1.0,1.0,0.0,30.0,14.0,True
71,14.0,94.0,2.0,1.0,7.5,2.0,2.0,True
72,34.0,362.0,1.0,1.0,7.0,1.0,1.0,True
73,3.0,25.0,1.0,1.0,3.0,14.0,6.0,True
74,33.67,726.0,2.0,1.0,11.67,91.0,21.0,True
75,3.0,592.0,1.0,1.0,8.0,53.0,0.0,True
76,1.0,4.0,1.0,1.0,0.5,134.0,1.0,True
77,8.0,8.0,1.0,1.0,0.0,0.0,10.0,True
78,24.2,50.0,4.0,1.0,0.0,70.0,22.0,True
79,31.62,297.0,4.0,1.0,1.75,42.0,37.0,True
80,32.66,1068.0,9.0,1.0,0.34,664.0,212.0,True
81,1.0,3.0,1.0,1.0,0.0,0.0,7.0,False
82,22.0,98.0,2.0,1.0,0.0,73.0,7.0,True
83,48.0,5.0,1.0,1.0,0.0,47.0,34.0,True
84,3.0,11.0,1.0,1.0,5.0,2.0,0.0,True
85,18.0,116.0,1.0,1.0,0.0,7.0,4.0,True
86,68.38,1174.0,4.0,1.0,0.5,479.0,17.0,True
87,43.75,713.0,2.0,1.0,1.75,6.0,11.0,True
88,16.07,1185.0,7.0,1.0,2.79,19.0,21.0,True
89,61.67,30.0,2.0,1.0,0.0,3.0,7.0,True
90,33.0,734.0,8.0,1.0,0.0,221.0,511.0,True
91,27.0,38.0,1.0,1.0,0.0,12.0,4.0,True
92,3.0,20.0,3.0,1.0,2.33,3.0,3.0,True
93,1.0,5.0,1.0,1.0,2.0,47.0,0.0,True
94,4.43,635.0,5.0,1.0,0.0,121.0,21.0,True
95,1.0,83.0,1.0,1.0,5.0,2.0,2.0,True
96,8.0,709.0,4.0,1.0,0.6,73.0,40.0,True
97,10.5,721.0,3.0,1.0,0.25,169.0,21.0,True
98,3.75,28.0,3.0,1.0,4.0,53.0,7.0,True
99,10.0,648.0,3.0,1.0,1.0,32.0,10.0,True
100,2.45,1362.0,7.0,1.0,2.55,416.0,61.0,True
101,1.0,35.0,1.0,1.0,1.0,0.0,4.0,True
102,7.14,936.0,5.0,1.0,0.0,17.0,15.0,True
103,26.0,212.0,2.0,1.0,8.0,4.0,4.0,True
104,3.6,480.0,5.0,1.0,3.0,51.0,33.0,True
105,9.44,178.0,5.0,1.0,2.67,53.0,34.0,True
106,8.0,129.0,1.0,1.0,1.0,2.0,1.0,True
107,5.0,149.0,1.0,1.0,4.0,7.0,10.0,True
108,3.23,121.0,10.0,1.0,1.71,254.0,254.0,True
109,28.0,511.0,1.0,1.0,0.0,116.0,0.0,True
110,15.33,990.0,3.0,1.0,0.0,116.0,118.0,True
111,29.0,233.0,1.0,1.0,5.0,2.0,4.0,True
112,17.75,248.0,4.0,1.0,0.0,11.0,11.0,True
113,24.0,262.0,1.0,1.0,0.0,80.0,2.0,True
114,5.0,200.0,1.0,1.0,0.0,20.0,28.0,True
115,2.33,541.0,2.0,1.0,0.0,11.0,9.0,True
116,1.0,97.0,1.0,1.0,8.0,63.0,18.0,True
117,4.0,48.0,1.0,1.0,22.0,3.0,3.0,True
118,28.0,547.0,1.0,1.0,2.0,5.0,3.0,True
119,14.0,554.0,1.0,1.0,1.0,1.0,0.0,True
120,3.8,1062.5,4.0,1.0,6.4,45.0,18.0,True
121,16.67,1072.5,6.0,1.0,4.89,163.0,47.0,True
122,45.38,946.5,3.0,1.0,2.5,21.0,15.0,True
123,26.8,742.5,2.0,1.0,0.2,132.0,27.0,True
124,29.0,333.0,1.0,1.0,0.0,1.0,1.0,True
125,6.0,80.0,1.0,1.0,20.0,129.0,373.0,True
126,4.0,524.0,1.0,1.0,0.0,40.0,41.0,True
127,18.0,540.0,1.0,1.0,0.0,12.0,6.0,True
128,15.4,378.0,5.0,1.0,0.0,6.0,6.0,True
129,3.33,168.0,3.0,1.0,20.67,12.0,39.0,True
130,15.67,877.5,3.0,1.0,3.0,15.0,29.0,True
131,55.5,626.0,2.0,1.0,0.0,10.0,10.0,True
132,30.0,245.0,2.0,1.0,7.0,3.0,28.0,True
133,11.6,726.0,2.0,1.0,0.0,2.0,39.0,True
134,15.67,730.0,3.0,1.0,6.33,8.0,18.0,True
135,18.67,788.0,2.0,1.0,0.67,39.0,57.0,True
136,6.0,412.0,1.0,1.0,25.0,10.0,0.0,True
137,14.62,456.0,4.0,1.0,0.5,32.0,41.0,True
138,22.5,263.0,1.0,1.0,22.0,7.0,4.0,True
139,40.75,671.0,3.0,1.0,3.0,14.0,69.0,True
140,4.57,1176.0,5.0,1.0,0.86,35.0,18.0,True
141,88.67,629.0,3.0,1.0,15.67,117.0,46.0,True
142,1.45,16.0,7.0,1.0,21.18,643.0,127.0,True
143,7.0,54.0,1.0,1.0,0.0,4.0,1.0,True
144,9.5,307.0,2.0,1.0,21.5,20.0,4.0,True
145,100.5,844.0,4.0,1.0,11.4,422.0,72.0,True
146,1.67,353.0,2.0,1.0,0.0,4.0,4.0,True
147,13.0,682.5,1.0,1.0,35.0,0.0,5.0,True
148,34.0,359.0,1.0,1.0,0.0,23.0,7.0,True
149,14.33,1042.5,2.0,1.0,33.67,83.0,3.0,True
150,0.0,301.0,4.0,1.0,0.0,35.0,36.0,True
151,1.0,348.0,1.0,1.0,0.0,98.0,5.0,True
152,9.0,366.0,1.0,1.0,1.0,6.0,20.0,True
153,6.0,69.0,1.0,1.0,0.0,0.0,4.0,True
154,86.4,798.5,5.0,1.0,0.2,50.0,36.0,True
155,8.0,530.0,1.0,1.0,0.0,15.0,2.0,True
156,2.0,34.0,1.0,1.0,7.0,1.0,1.0,True
157,12.0,34.0,1.0,1.0,5.0,6.0,0.0,True
158,44.0,0.0,1.0,1.0,5.0,3.0,0.0,True
159,45.0,588.0,1.0,1.0,4.0,10.0,6.0,True
160,48.24,846.0,9.0,1.0,30.05,138.0,50.0,True
161,25.0,291.0,1.0,1.0,27.0,2.0,0.0,True
162,7.5,227.0,2.0,1.0,1.0,7.0,7.0,True
163,42.67,737.83,8.0,1.0,9.75,75.0,184.0,True
164,6.0,541.0,1.0,1.0,3.5,11.0,11.0,True
165,13.0,544.0,1.0,1.0,0.0,2.0,8.0,True
166,1.86,2.0,4.0,1.0,13.29,542.0,18.0,True
167,6.0,16.0,1.0,1.0,0.0,31.0,26.0,True
168,2.0,46.0,1.0,1.0,4.0,0.0,11.0,True
169,30.0,25.0,1.0,1.0,0.0,21.0,121.0,True
170,14.75,55.0,4.0,1.0,7.0,44.0,13.0,True
171,7.67,98.0,1.0,1.0,81.0,99.0,8.0,True
172,16.75,56.0,4.0,1.0,2.0,21.0,6.0,True
173,26.0,10.0,1.0,1.0,1.0,0.0,4.0,True
174,20.33,145.0,2.0,1.0,12.67,172.0,0.0,True
175,6.1,7.0,6.0,1.0,7.7,261.0,21.0,True
176,51.0,42.0,1.0,1.0,83.0,23.0,0.0,True
177,32.83,854.33,4.0,1.0,6.83,6.0,8.0,True
178,0.0,72.0,1.0,1.0,0.0,493.0,0.0,True
179,4.67,863.83,2.0,1.0,2.67,182.0,0.0,True
180,25.0,876.0,2.0,1.0,7.0,4.0,4.0,True
181,5.0,624.0,1.0,1.0,34.0,7.0,0.0,True
182,77.31,14.0,7.0,1.0,9.38,262.0,44.0,True
183,4.0,38.0,1.0,1.0,0.0,1.0,1.0,True
184,33.89,1.0,5.0,1.0,83.0,455.0,61.0,True
185,34.89,21.0,5.0,1.0,11.0,60.0,454.0,True
186,11.33,897.0,4.0,1.0,42.0,556.0,0.0,True
187,2.0,6.0,1.0,1.0,0.0,4.0,1.0,True
188,11.33,30.0,6.0,1.0,113.67,326.0,17.0,True
189,86.0,19.0,2.0,1.0,0.0,43.0,18.0,True
190,7.83,41.0,8.0,1.0,29.5,1287.0,107.0,True
191,6.33,52.0,3.0,1.0,0.0,4.0,4.0,True
192,12.0,59.0,3.0,1.0,73.33,7.0,4.0,True
193,18.5,75.0,2.0,1.0,7.0,2.0,2.0,True
194,32.4,244.5,2.0,1.0,44.6,284.0,66.0,True
195,92.5,893.0,7.0,1.0,9.93,245.0,110.0,True
196,97.5,85.0,2.0,1.0,20.5,55.0,60.0,True
197,4.0,171.5,1.0,1.0,1.0,4.0,2.0,True
198,22.0,3.0,2.0,1.0,94.33,75.0,4.0,True
199,111.78,88.0,5.0,1.0,3.11,77.0,42.0,True
200,33.0,173.5,2.0,1.0,31.67,55.0,3.0,True
201,93.81,90.5,8.0,1.0,38.38,929.0,94.0,True
202,5.0,193.0,1.0,1.0,0.0,0.0,3.0,True
203,8.05,449.94,5.91,1.0,2.6,7.54,29.41,True
204,8.13,456.44,5.97,1.0,2.65,7.15,29.83,True
205,5.47,257.77,3.91,1.0,1.28,18.99,16.97,True
206,4.23,164.67,2.95,1.0,0.63,24.54,10.94,True
207,4.79,206.98,3.39,1.0,0.93,22.02,13.68,True
208,4.43,179.5,3.1,1.0,0.74,23.65,11.9,True
209,8.01,447.45,5.88,1.0,2.59,7.69,29.25,True
210,6.43,329.09,4.65,1.0,1.77,14.74,21.59,True
211,7.05,375.33,5.13,1.0,2.09,11.99,24.58,True
212,3.09,79.68,2.07,1.0,0.05,29.6,5.43,True
213,6.06,301.92,4.37,1.0,1.58,16.36,19.83,True
214,7.53,411.17,5.5,1.0,2.34,9.85,26.9,True
215,4.54,187.72,3.19,1.0,0.79,23.16,12.43,True
216,4.23,164.56,2.95,1.0,0.63,24.54,10.93,True
217,5.45,256.3,3.9,1.0,1.27,19.08,16.87,True
218,6.39,326.2,4.62,1.0,1.75,14.91,21.4,True
219,5.13,231.87,3.65,1.0,1.1,20.53,15.29,True
220,3.21,88.97,2.17,1.0,0.11,29.05,6.03,True
221,7.22,388.04,5.26,1.0,2.18,11.23,25.4,True
222,5.68,273.1,4.07,1.0,1.38,18.08,17.96,True
223,4.15,158.92,2.89,1.0,0.59,24.88,10.56,True
224,7.33,396.53,5.35,1.0,2.24,10.72,25.95,True
225,8.13,456.38,5.97,1.0,2.65,7.16,29.83,True
226,5.18,235.83,3.69,1.0,1.12,20.3,15.55,True
227,3.76,129.68,2.59,1.0,0.39,26.62,8.67,True
228,5.69,274.29,4.09,1.0,1.39,18.01,18.04,True
229,5.47,257.17,3.91,1.0,1.27,19.03,16.93,True
230,5.07,227.98,3.61,1.0,1.07,20.77,15.04,True
231,3.54,113.41,2.42,1.0,0.28,27.59,7.62,True
232,7.32,396.01,5.35,1.0,2.23,10.75,25.92,True
233,3.26,92.12,2.2,1.0,0.13,28.86,6.24,True
234,6.73,351.95,4.89,1.0,1.93,13.38,23.07,True
235,4.87,212.64,3.45,1.0,0.96,21.68,14.04,True
236,4.92,216.23,3.48,1.0,0.99,21.47,14.28,True
237,6.36,324.17,4.6,1.0,1.74,15.03,21.27,True
238,7.22,388.14,5.27,1.0,2.18,11.22,25.41,True
239,4.13,157.46,2.88,1.0,0.58,24.97,10.47,True
