,nuc,aexp,age,asexp,la,ld,target
0,9.0,99.0,0.0,22.0,2.0,21.0,True
1,6.0,102.0,0.86,0.0,40.0,26.0,True
2,6.14,105.0,2.0,0.06,254.0,24.0,True
3,8.5,115.0,1.5,33.0,8.0,2.0,True
4,14.14,148.0,1.29,0.0,99.0,18.0,True
5,7.83,23.0,5.5,4.0,74.0,114.0,True
6,16.0,33.0,14.0,22.0,6.0,9.0,True
7,6.0,40.0,22.0,25.0,28.0,9.0,True
8,14.0,209.0,1.0,62.0,2.0,1.0,True
9,10.67,236.0,6.67,0.0,91.0,0.0,True
10,5.86,244.0,17.29,0.0,168.0,5.0,True
11,23.29,72.0,0.43,0.51,362.0,53.0,True
12,17.5,259.0,3.0,73.0,45.0,9.0,True
13,24.0,98.0,6.0,19.0,31.0,28.0,True
14,8.33,99.0,0.0,20.0,47.0,43.0,True
15,8.0,315.0,7.0,24.0,0.0,2.0,False
16,8.4,320.0,0.0,0.0,38.0,39.0,True
17,20.67,333.0,0.67,0.0,213.0,141.0,True
18,11.0,344.0,13.0,0.0,6.0,6.0,True
19,10.0,397.0,12.0,21.0,8.0,19.0,True
20,26.33,435.0,6.33,0.06,24.0,16.0,True
21,33.0,28.0,0.0,7.0,12.0,18.0,True
22,36.0,33.0,2.0,10.0,6.0,2.0,True
23,16.0,42.0,36.0,13.0,66.0,41.0,True
24,20.0,48.0,0.0,17.0,41.0,0.0,True
25,19.0,528.0,0.0,0.06,193.0,3.0,True
26,9.0,68.0,0.0,30.0,4.0,3.0,True
27,12.0,75.0,0.0,34.0,138.0,115.0,True
28,23.0,1.0,3.0,0.0,3.0,1.0,True
29,13.0,2.0,0.0,1.25,8.0,4.0,True
30,33.8,0.0,10.0,0.0,63.0,19.0,True
31,45.0,157.0,0.0,7.0,1.0,1.0,True
32,21.57,2.0,2.29,0.84,147.0,33.0,True
33,29.0,16.0,5.5,0.0,23.0,1.0,True
34,21.0,18.0,1.0,1.0,6.0,3.0,True
35,14.14,21.0,21.43,1.0,177.0,20.0,True
36,32.5,22.0,2.0,2.0,6.0,6.0,True
37,44.0,114.0,0.0,0.0,14.0,2.0,True
38,25.0,0.0,1.0,0.0,8.0,1.0,True
39,35.0,1.0,31.0,0.0,3.0,2.0,True
40,59.0,115.0,10.0,1.0,8.0,8.0,True
41,28.0,1.0,10.0,0.0,42.0,18.0,True
42,9.0,9.0,15.0,0.0,5.0,2.0,True
43,7.67,34.0,27.67,0.0,21.0,8.0,True
44,10.4,1.0,4.0,0.5,308.0,0.0,True
45,17.67,25.0,14.83,0.02,117.0,27.0,True
46,6.67,11.0,30.67,2.0,90.0,50.0,True
47,16.17,1.0,1.67,0.5,124.0,13.0,True
48,18.62,7.0,6.12,0.29,543.0,8.0,True
49,5.5,2.0,5.5,1.0,96.0,30.0,True
50,15.8,2.0,49.2,0.2,24.0,7.0,True
51,9.86,5.0,16.29,0.51,78.0,9.0,True
52,11.0,3.0,1.0,0.0,1.0,1.0,True
53,20.6,0.0,27.0,0.0,21.0,4.0,True
54,20.89,14.0,67.89,0.0,34.0,25.0,True
55,13.0,3.0,21.0,1.0,137.0,3.0,True
56,8.0,18.0,0.0,3.0,6.0,5.0,True
