,nuc,aexp,age,asexp,la,ld,target
0,17.0,161.0,0.5,0.0,44.0,5.0,True
1,8.83,162.0,0.5,0.0,58.0,27.0,True
2,9.42,169.0,3.5,0.0,292.0,6.0,True
3,9.44,186.0,1.22,0.0,87.0,11.0,True
4,14.2,31.0,11.6,0.56,15.0,15.0,True
5,16.0,33.0,14.0,22.0,6.0,9.0,True
6,24.0,42.0,15.0,27.0,16.0,0.0,True
7,13.2,49.0,14.8,28.0,23.0,23.0,True
8,10.67,236.0,6.67,0.0,91.0,0.0,True
9,27.33,70.0,1.67,1.08,95.0,0.0,True
10,15.67,274.0,7.33,0.0,46.0,30.0,True
11,15.0,309.0,0.0,0.06,230.0,0.0,True
12,8.0,315.0,7.0,24.0,0.0,2.0,False
13,13.14,318.0,2.57,0.0,37.0,17.0,True
14,8.4,320.0,0.0,0.0,38.0,39.0,True
15,20.67,333.0,0.67,0.0,213.0,141.0,True
16,7.2,342.0,0.8,0.0,78.0,30.0,True
17,9.0,353.0,0.0,0.0,62.0,22.0,True
18,17.89,359.0,1.44,0.0,38.0,89.0,True
19,13.5,370.0,0.0,0.0,11.0,0.0,True
20,10.0,397.0,12.0,21.0,8.0,19.0,True
21,29.5,32.0,1.0,0.0,52.0,49.0,True
22,17.0,446.0,18.0,0.0,7.0,0.0,True
23,9.0,456.0,0.0,18.0,60.0,27.0,True
24,16.0,42.0,36.0,13.0,66.0,41.0,True
25,17.0,44.0,0.0,14.0,22.0,1.0,True
26,8.33,495.0,17.89,0.0,228.0,19.0,True
27,12.0,55.0,7.67,0.0,37.0,38.0,True
28,18.7,524.0,57.0,0.0,79.0,10.0,True
29,19.0,528.0,0.0,0.06,193.0,3.0,True
30,13.0,533.0,0.0,0.0,57.0,6.0,True
31,26.5,61.0,0.5,0.0,85.0,4.0,True
32,10.0,557.0,0.0,0.0,6.0,5.0,True
33,9.67,558.0,0.0,0.0,18.0,4.0,True
34,40.5,564.0,1.5,0.0,152.0,26.0,True
35,20.0,683.0,2.67,0.0,111.0,9.0,True
36,23.0,1.0,3.0,0.0,3.0,1.0,True
37,16.67,695.0,11.67,0.0,11.0,13.0,True
38,21.33,703.0,9.33,0.0,43.0,22.0,True
39,16.5,727.0,18.5,0.0,18.0,1.0,True
40,20.0,1.0,0.0,1.0,0.0,2.0,True
41,13.0,2.0,0.0,1.25,8.0,4.0,True
42,29.33,749.0,4.0,0.0,21.0,19.0,True
43,22.5,154.0,48.0,6.0,2.0,1.0,True
44,45.0,157.0,0.0,7.0,1.0,1.0,True
45,19.8,813.0,30.6,0.0,211.0,52.0,True
46,25.0,0.0,32.38,0.0,277.0,36.0,True
47,29.0,16.0,5.5,0.0,23.0,1.0,True
48,23.0,24.0,0.0,3.0,2.0,0.0,True
49,35.0,1.0,31.0,0.0,3.0,2.0,True
50,28.0,2.0,8.25,0.44,25.0,0.0,True
51,31.0,2.0,0.0,2.0,3.0,10.0,True
52,32.0,4.0,1.0,4.0,4.0,1.0,True
53,28.0,1.0,10.0,0.0,42.0,18.0,True
54,30.33,0.0,3.83,0.0,536.0,2.0,True
55,13.0,0.0,3.0,0.0,1.0,1.0,True
56,32.33,1.0,2.0,0.0,655.0,2.0,True
57,16.17,1.0,1.67,0.5,124.0,13.0,True
58,18.62,7.0,6.12,0.29,543.0,8.0,True
59,21.0,5.0,2.0,0.0,1.0,0.0,True
60,20.32,0.0,11.0,0.0,557.0,65.0,True
61,23.0,0.0,27.0,0.0,4.0,1.0,True
62,31.11,0.0,1.22,0.0,476.0,2.0,True
63,25.44,0.0,11.67,0.0,494.0,3.0,True
64,26.0,34.0,19.0,6.0,6.0,1.0,True
65,18.0,1.0,8.0,0.0,106.0,27.0,True
66,30.77,1.0,16.23,0.5,385.0,131.0,True
67,26.0,10.0,14.8,0.0,180.0,0.0,True
68,29.2,2.0,1.6,0.0,28.0,6.0,True
69,19.25,3.0,33.17,0.52,152.0,4.0,True
70,39.0,36.0,5.5,0.02,18.0,12.0,True
71,34.0,35.0,9.0,7.0,1.0,1.0,True
72,17.0,14.0,41.5,0.88,24.0,2.0,True
73,42.0,3.0,3.0,2.0,20.0,4.0,True
74,43.0,1.0,3.0,0.0,8.0,5.0,True
75,18.0,38.0,3.5,0.02,6.0,2.0,True
76,35.0,0.0,31.0,0.0,9.0,3.0,True
77,31.0,10.0,13.0,3.0,3.0,3.0,True
78,30.83,0.0,18.33,0.0,215.0,85.0,True
79,20.41,5.0,23.52,0.66,664.0,19.0,True
80,20.75,44.0,0.75,0.0,2.0,4.0,True
81,27.5,13.0,9.0,4.0,41.0,0.0,True
82,26.67,5.0,15.78,0.74,157.0,9.0,True
83,17.5,18.0,3.0,5.0,5.0,5.0,True
84,33.0,85.0,4.0,10.0,4.0,4.0,True
85,12.88,86.0,9.12,1.0,81.0,97.0,True
86,12.25,2.0,1.0,1.0,28.0,19.0,True
87,13.2,56.0,10.8,1.0,121.0,22.0,True
88,16.0,58.0,0.0,23.0,15.0,16.0,True
89,22.75,55.0,15.38,0.01,144.0,101.0,True
90,42.5,58.0,2.0,0.19,12.0,5.0,True
91,26.33,59.0,6.0,0.0,6.0,2.0,True
92,11.4,151.0,5.4,0.0,121.0,19.0,True
93,28.0,92.0,3.0,0.0,2.0,2.0,True
94,16.0,25.0,22.0,1.0,6.0,2.0,True
95,16.0,0.0,16.5,0.0,2.0,2.0,True
96,12.5,65.0,17.5,1.0,20.0,34.0,True
97,10.43,153.0,10.0,0.05,427.0,46.0,True
98,26.43,18.0,6.86,0.83,51.0,3.0,True
99,19.92,19.0,3.92,0.83,303.0,38.0,True
100,47.0,8.0,5.0,3.0,8.0,5.0,True
101,19.5,67.0,11.0,20.0,6.0,23.0,True
102,48.0,10.0,0.0,4.0,1.0,4.0,True
103,20.33,33.0,9.67,0.51,144.0,70.0,True
104,32.71,2.0,8.57,0.0,109.0,10.0,True
105,20.0,36.0,15.0,2.0,10.0,2.0,True
106,16.73,23.0,26.73,0.83,27.0,28.0,True
107,17.75,37.0,21.5,0.24,235.0,4.0,True
108,22.5,7.0,22.5,6.0,33.0,6.0,True
109,19.93,0.0,42.27,0.0,148.0,110.0,True
110,22.0,1.0,10.6,0.5,424.0,2.0,True
111,33.0,2.0,31.25,0.44,123.0,3.0,True
112,27.67,25.0,5.67,0.0,45.0,9.0,True
113,24.5,19.0,30.0,1.0,6.0,2.0,True
114,25.0,19.0,21.67,0.25,22.0,0.0,True
115,10.5,76.0,0.0,8.0,43.0,41.0,True
116,26.83,69.0,20.0,0.0,16.0,90.0,True
117,29.33,105.0,19.89,0.0,81.0,160.0,True
118,48.33,2.0,7.67,1.25,44.0,3.0,True
119,28.43,28.0,27.29,0.49,219.0,27.0,True
120,24.0,24.0,22.0,18.0,17.0,15.0,True
121,41.0,40.0,4.0,2.0,2.0,2.0,True
122,26.0,27.0,13.0,0.88,42.0,28.0,True
123,18.52,108.0,34.17,0.08,398.0,157.0,True
124,16.0,25.0,10.0,19.0,6.0,4.0,True
125,13.5,43.0,13.0,0.0,105.0,99.0,True
126,26.64,26.0,34.82,1.51,169.0,32.0,True
127,26.25,4.0,38.25,0.31,27.0,1.0,True
128,49.25,0.0,23.5,0.0,7.0,7.0,True
129,18.0,28.0,20.0,21.0,6.0,2.0,True
