,nuc,arexp,nd,ns,age,la,ld
9691,,,,,,,
9804,,,,,,,
9788,,,,,,,
9792,,,,,,,
9878,,,,,,,
9857,,,,,,,
9851,,,,,,,
9829,,,,,,,
9862,,,,,,,
9890,,,,,,,
9965,,,,,,,
9977,,,,,,,
10047,,,,,,,
10152,40.0,1434.8333333333096,20,2,64.5294117647059,106,93
10247,,,,,,,
10368,,,,,,,
10374,,,,,,,
10380,,,,,,,
10408,,,,,,,
10414,,,,,,,
10428,,,,,,,
10452,,,,,,,
10478,,,,,,,
10485,,,,,,,
10523,,,,,,,
10528,,,,,,,
10534,,,,,,,
10540,,,,,,,
10564,,,,,,,
10589,,,,,,,
10597,,,,,,,
10630,,,,,,,
10644,,,,,,,
10666,,,,,,,
10667,,,,,,,
10680,,,,,,,
10682,,,,,,,
10713,,,,,,,
10762,,,,,,,
10772,,,,,,,
10774,,,,,,,
10804,,,,,,,
10842,,,,,,,
10856,,,,,,,
10882,,,,,,,
10929,,,,,,,
10936,,,,,,,
10937,,,,,,,
10962,7.86666666666667,8.0,12,2,117.066666666667,479,94
11004,,,,,,,
11032,,,,,,,
11036,,,,,,,
11059,,,,,,,
11081,,,,,,,
11086,,,,,,,
11128,,,,,,,
11134,,,,,,,
11144,,,,,,,
11140,,,,,,,
11157,,,,,,,
11170,,,,,,,
11205,,,,,,,
11224,,,,,,,
11225,,,,,,,
11233,,,,,,,
11242,,,,,,,
11298,,,,,,,
11304,,,,,,,
11322,5.125,38.0,16,1,27.53125,1568,2268
11356,,,,,,,
11363,,,,,,,
11384,,,,,,,
11413,,,,,,,
11432,,,,,,,
11438,,,,,,,
11451,,,,,,,
11466,,,,,,,
11483,,,,,,,
11510,,,,,,,
11532,,,,,,,
11569,,,,,,,
11588,,,,,,,
11589,,,,,,,
11590,,,,,,,
11609,,,,,,,
11593,,,,,,,
11661,,,,,,,
11683,,,,,,,
11685,,,,,,,
11693,,,,,,,
11691,,,,,,,
11732,,,,,,,
11769,,,,,,,
11826,,,,,,,
11831,,,,,,,
11836,,,,,,,
11840,,,,,,,
11845,,,,,,,
11851,,,,,,,
11846,,,,,,,
11890,,,,,,,
11902,,,,,,,
11931,,,,,,,
11953,,,,,,,
11963,,,,,,,
11964,,,,,,,
11965,,,,,,,
11977,117.866666666667,48.0,8,2,176.733333333333,562,96
11985,,,,,,,
9695,,,,,,,
9710,,,,,,,
9887,,,,,,,
9932,,,,,,,
10405,,,,,,,
10606,,,,,,,
10623,,,,,,,
10625,,,,,,,
10652,,,,,,,
10700,,,,,,,
10706,,,,,,,
10760,,,,,,,
10788,,,,,,,
10801,,,,,,,
10851,,,,,,,
11033,,,,,,,
11082,1.3,27.0,5,3,12.8,723,69
11089,,,,,,,
11101,,,,,,,
11136,,,,,,,
11124,,,,,,,
11141,,,,,,,
11165,,,,,,,
11187,,,,,,,
11209,3.8,32.0,5,3,18.8,615,29
11396,,,,,,,
11429,,,,,,,
11410,,,,,,,
11546,,,,,,,
11465,,,,,,,
11882,,,,,,,
11898,,,,,,,
11927,,,,,,,
11258,38.3333333333333,3.0,9,3,254.666666666667,59,59
10577,,,,,,,
9966,,,,,,,
11110,,,,,,,
10692,,,,,,,
11623,30.258064516129,1.0,16,3,174.32258064516105,32,31
9629,18.0,17.0,5,3,7.83333333333333,630,3
10626,,,,,,,
9636,,,,,,,
9651,,,,,,,
9755,128.888888888889,1459.83333333328,6,4,17.5555555555556,334,3
9729,,,,,,,
9644,,,,,,,
9632,,,,,,,
9680,,,,,,,
9735,,,,,,,
9810,,,,,,,
9825,,,,,,,
9894,,,,,,,
9924,36.4444444444444,442.5,5,3,13.2222222222222,620,1
10120,56.1428571428571,55.0,5,3,12.0,659,4
10219,6.75,1.0,9,3,21.55,466,138
9896,,,,,,,
9886,,,,,,,
10282,3.36363636363636,102.5,3,3,31.6363636363636,794,8
9944,,,,,,,
9906,,,,,,,
9917,,,,,,,
10286,49.4,25.0,3,3,35.6,642,30
10287,66.0555555555556,26.0,9,3,49.8888888888889,427,185
10283,,,,,,,
10245,,,,,,,
10415,31.6666666666667,458.666666666667,6,3,27.5,400,8
10416,7.72727272727273,460.666666666667,7,4,0.681818181818182,546,86
10323,,,,,,,
10340,,,,,,,
10367,,,,,,,
10411,,,,,,,
10410,,,,,,,
10425,,,,,,,
10486,6.0,14.0,3,3,45.3333333333333,564,72
10435,,,,,,,
10464,,,,,,,
10419,,,,,,,
10525,16.1428571428571,3.0,3,3,45.4285714285714,856,25
10423,,,,,,,
10556,98.5,4.0,3,3,5.33333333333333,678,1
10552,27.0,1.0,7,3,24.4166666666667,525,128
10590,49.6666666666667,1344.41666666671,2,2,20.1666666666667,492,392
10494,,,,,,,
10659,35.8571428571429,5.0,8,3,75.8571428571429,465,56
10509,,,,,,,
10562,,,,,,,
10635,,,,,,,
10580,,,,,,,
10622,,,,,,,
10676,,,,,,,
10649,,,,,,,
10674,,,,,,,
10709,8.33333333333333,0.0,5,2,68.3333333333333,405,171
10702,,,,,,,
10705,63.69565217391301,11.0,12,3,80.43478260869571,397,130
10697,,,,,,,
10703,,,,,,,
10704,,,,,,,
10795,,,,,,,
10800,,,,,,,
10735,,,,,,,
10716,,,,,,,
10874,36.384615384615394,57.0,7,3,37.1538461538462,467,110
10911,33.6818181818182,5.0,11,2,102.772727272727,456,27
10872,,,,,,,
10924,51.5555555555556,6.0,8,3,39.77777777777779,375,16
10839,,,,,,,
10864,,,,,,,
10999,10.2,21.0,3,2,92.8,523,4
10992,11.4,232.0,5,3,55.3,459,280
11007,94.6666666666667,27.0,3,2,32.6666666666667,491,4
11017,66.8181818181818,234.166666666668,6,3,65.0909090909091,446,73
10941,,,,,,,
11000,,,,,,,
11045,9.16666666666667,63.5,5,3,59.1666666666667,466,64
10948,,,,,,,
10973,,,,,,,
11047,15.470588235294096,1.0,4,3,45.17647058823529,571,99
11010,,,,,,,
11057,28.11111111111111,15.0,5,3,59.8888888888889,577,123
11063,7.75,6.0,1,2,149.5,600,439
11091,36.0952380952381,11.0,12,2,101.809523809524,370,344
11008,,,,,,,
11027,,,,,,,
11051,,,,,,,
11156,56.5,21.0,5,3,31.5,439,92
11105,,,,,,,
11115,,,,,,,
11226,117.909090909091,69.5,6,3,32.9090909090909,481,208
11087,,,,,,,
11236,75.0,24.5,9,3,70.0666666666667,528,53
11214,,,,,,,
11155,,,,,,,
11172,,,,,,,
11290,50.63636363636361,26.3333333333333,7,3,145.090909090909,827,89
11189,,,,,,,
11260,,,,,,,
11275,,,,,,,
11314,,,,,,,
11281,,,,,,,
11376,,,,,,,
11391,,,,,,,
11321,,,,,,,
11342,,,,,,,
11467,79.5454545454545,22.5,6,3,79.2727272727273,449,13
11454,18.125,66.9166666666666,2,3,80.5,564,32
11390,,,,,,,
11439,,,,,,,
11398,,,,,,,
11513,29.1333333333333,210.833333333336,8,3,13.8666666666667,507,57
11620,108.0,195.500000000001,5,3,78.6666666666667,446,140
11501,,,,,,,
