,nuc,aexp,nd,ns,age,la,ld,target
0,257.0,211.0,2.0,1.0,1.5,17.0,8.0,True
1,203.0,234.0,2.0,1.0,2.67,108.0,9.0,True
2,313.5,246.0,2.0,1.0,0.0,209.0,0.0,True
3,427.0,155.0,2.0,1.0,12.0,4.0,0.0,True
4,295.33,185.0,3.0,1.0,62.0,11.0,0.0,True
5,194.0,255.0,4.0,1.0,14.6,44.0,4.0,True
6,303.33,194.0,2.0,1.0,83.67,88.0,1.0,True
7,457.0,199.0,2.0,1.0,18.0,5.0,0.0,True
8,456.5,203.0,2.0,1.0,18.5,193.0,190.0,True
9,309.0,189.0,2.0,1.0,27.0,39.0,2.0,True
10,255.75,213.0,4.0,1.0,27.0,38.0,1.0,True
11,205.2,230.0,3.0,1.0,8.0,208.0,48.0,True
12,316.33,239.0,2.0,1.0,74.67,112.0,3.0,True
13,496.5,253.0,2.0,1.0,7.5,4.0,0.0,True
14,197.83,278.0,5.0,1.0,4.5,79.0,7.0,True
15,220.2,216.0,5.0,1.0,26.8,95.0,0.0,True
16,258.5,260.0,3.0,1.0,2.25,58.0,14.0,True
17,330.67,220.0,3.0,1.0,52.33,12.0,0.0,True
18,201.6,228.0,3.0,1.0,0.6,352.0,21.0,True
19,350.0,217.0,3.0,1.0,8.0,235.0,104.0,True
20,203.4,234.0,4.0,1.0,25.0,12.0,18.0,True
21,512.0,210.0,2.0,1.0,111.0,56.0,0.0,True
22,281.0,211.0,4.0,1.0,14.5,48.0,3.0,True
23,343.67,218.0,2.0,1.0,74.67,225.0,113.0,True
24,179.17,273.0,3.0,1.0,88.83,465.0,41.0,True
25,287.0,256.0,2.0,1.0,0.0,138.0,0.0,True
26,387.67,275.0,2.0,1.0,16.67,135.0,4.0,True
27,226.8,290.0,3.0,1.0,45.4,201.0,6.0,True
28,380.33,293.0,2.0,1.0,44.67,103.0,0.0,True
29,566.0,298.0,2.0,1.0,4.0,22.0,0.0,True
30,284.25,312.0,2.0,1.0,41.0,124.0,4.0,True
31,385.33,323.0,2.0,1.0,121.0,53.0,0.0,True
32,382.0,325.0,3.0,1.0,132.0,10.0,0.0,True
33,234.4,326.0,3.0,1.0,17.2,70.0,19.0,True
34,575.0,330.0,2.0,1.0,99.0,20.0,0.0,True
35,389.33,301.0,2.0,1.0,54.33,135.0,11.0,True
36,300.25,278.0,4.0,1.0,24.5,40.0,27.0,True
37,149.0,344.0,5.0,1.0,3.7,75.0,79.0,True
38,593.0,305.0,2.0,1.0,45.0,5.0,0.0,True
39,319.0,283.0,3.0,1.0,0.0,3.0,21.0,True
40,278.02,211.88,4.0,1.0,14.9,46.62,3.58,True
41,241.42,222.73,4.0,1.0,19.86,29.64,10.65,True
42,211.94,231.47,4.0,1.0,23.84,15.96,16.35,True
43,209.72,232.13,4.0,1.0,24.14,14.93,16.78,True
44,238.8,223.51,4.0,1.0,20.21,28.42,11.16,True
45,276.13,212.44,4.0,1.0,15.16,45.74,3.94,True
46,204.45,233.69,4.0,1.0,24.86,12.49,17.8,True
47,214.76,230.63,4.0,1.0,23.46,17.27,15.8,True
48,223.82,227.95,4.0,1.0,22.24,21.47,14.05,True
49,240.9,222.89,4.0,1.0,19.93,29.39,10.75,True
50,247.12,221.04,4.0,1.0,19.08,32.28,9.55,True
51,265.2,215.68,4.0,1.0,16.64,40.67,6.05,True
52,230.87,225.86,4.0,1.0,21.28,24.74,12.69,True
53,278.01,211.89,4.0,1.0,14.9,46.61,3.58,True
54,213.72,230.94,4.0,1.0,23.6,16.79,16.01,True
55,267.64,214.96,4.0,1.0,16.31,41.8,5.58,True
56,271.84,213.72,4.0,1.0,15.74,43.75,4.77,True
57,273.62,213.19,4.0,1.0,15.5,44.58,4.43,True
58,259.37,217.41,4.0,1.0,17.43,37.96,7.18,True
59,253.73,219.08,4.0,1.0,18.19,35.35,8.27,True
60,207.96,232.65,4.0,1.0,24.38,14.12,17.12,True
61,214.27,230.78,4.0,1.0,23.53,17.04,15.9,True
62,220.89,228.81,4.0,1.0,22.63,20.12,14.62,True
63,215.84,230.31,4.0,1.0,23.32,17.77,15.59,True
64,264.31,215.95,4.0,1.0,16.76,40.26,6.23,True
65,212.51,231.3,4.0,1.0,23.77,16.23,16.24,True
66,210.35,231.94,4.0,1.0,24.06,15.22,16.66,True
67,277.85,211.93,4.0,1.0,14.93,46.54,3.61,True
68,241.12,222.82,4.0,1.0,19.9,29.5,10.71,True
69,213.4,231.04,4.0,1.0,23.65,16.64,16.07,True
70,271.53,213.81,4.0,1.0,15.78,43.61,4.83,True
71,240.4,223.03,4.0,1.0,19.99,29.16,10.85,True
72,266.13,215.41,4.0,1.0,16.51,41.1,5.87,True
73,256.22,218.35,4.0,1.0,17.85,36.5,7.79,True
74,216.38,230.15,4.0,1.0,23.24,18.02,15.49,True
75,277.19,212.13,4.0,1.0,15.02,46.23,3.74,True
76,227.92,226.73,4.0,1.0,21.68,23.38,13.26,True
77,265.31,215.65,4.0,1.0,16.62,40.72,6.03,True
78,226.97,227.02,4.0,1.0,21.81,22.93,13.44,True
79,208.1,232.61,4.0,1.0,24.36,14.18,17.09,True
80,250.07,220.17,4.0,1.0,18.69,33.65,8.98,True
81,209.87,232.08,4.0,1.0,24.12,15.0,16.75,True
82,234.0,224.93,4.0,1.0,20.86,26.19,12.09,True
83,221.79,228.55,4.0,1.0,22.51,20.53,14.44,True
84,263.49,216.19,4.0,1.0,16.87,39.88,6.39,True
85,206.05,233.21,4.0,1.0,24.64,13.23,17.49,True
86,272.07,213.65,4.0,1.0,15.71,43.86,4.73,True
87,223.64,228.0,4.0,1.0,22.26,21.39,14.09,True
88,273.16,213.32,4.0,1.0,15.56,44.36,4.52,True
89,279.61,211.41,4.0,1.0,14.69,47.35,3.27,True
90,260.39,217.11,4.0,1.0,17.29,38.44,6.98,True
91,220.05,229.06,4.0,1.0,22.75,19.72,14.78,True
92,243.01,222.26,4.0,1.0,19.64,30.37,10.34,True
93,257.14,218.07,4.0,1.0,17.73,36.93,7.61,True
94,214.2,230.8,4.0,1.0,23.54,17.01,15.91,True
