,nuc,arexp,ent,ndev,age,asexp,la,ld
5696,,,,,,,,
5867,,,,,,,,
5863,,,,,,,,
6174,0.0,236.083333333334,2.2343848728060003,7.545454545454548,4.36363636363636,1.0,0,0
5829,,,,,,,,
5653,0.0,0.0,0.0,0.0,0.0,11.0,0,0
5589,0.0,0.0,3.62334800404899,3.35714285714286,4.03571428571429,0.152319920297676,0,144
5560,12.076923076923098,51.5,2.6407427468216698,10.875,113.846153846154,0.116785038259358,275,72
5870,,,,,,,,
6342,165.0,0.0,1.34085853937185,14.166666666666698,0.333333333333333,0.0539245456454391,0,0
5842,,,,,,,,
5551,0.0,18.0,0.783687769077269,22.75,87.0,0.0005281341741324,0,0
6669,411.0,1.0,0.0,79.0,7.0,139.0,42,0
5637,0.0,148.0,2.91322795501949,2.40540540540541,11.7837837837838,0.0,0,4174
6144,0.0,232.250000000001,3.65290603991894,2.17142857142857,34.8285714285714,0.0,0,1141
6155,0.0,150.916666666666,2.75757228291515,5.8,74.4,243.0,0,0
5879,12.6,1.0,1.55504804460971,3.5,23.1,0.0,5.5,1
5869,0.0,60.16666666666679,1.4386529291136203,15.25,3.75,0.0539245456454391,0,0
5789,,,,,,,,
6029,,,,,,,,
6513,68.5,0.0,0.0,20.0,80.0,0.0934991629307111,0,4
5652,0.5,0.0,0.0,0.5,5.0,10.0,0,6
5621,260.75,25.5,0.0,22.75,26.25,1.01238725442432,0,0
5793,4.0,0.0,0.0,1.0,48.0,73.0,8,0
5750,0.0,2.0,1.4803011919214195,23.6666666666667,17.3333333333333,0.75,0,0
5849,,,,,,,,
5838,,,,,,,,
5885,,,,,,,,
5969,,,,,,,,
5892,,,,,,,,
6019,,,,,,,,
6213,,,,,,,,
6036,,,,,,,,
6232,,,,,,,,
6245,,,,,,,,
6252,,,,,,,,
6356,,,,,,,,
6274,,,,,,,,
6353,,,,,,,,
6403,,,,,,,,
6409,,,,,,,,
6538,,,,,,,,
6647,,,,,,,,
5968,0.0,8.0,0.91829583405449,29.0,43.0,0.9296875,0,1
5498,19.3333333333333,1.0,0.0,3.6666666666666696,4.66666666666667,0.463109525498002,0,154
6694,0.0,13.0,0.928362072394868,1.0,13.0,0.0156412323324462,0,11
5781,48.5,1.0,0.0,6.5,23.5,0.384750173441835,0,139
6080,182.0,1.0,0.0,30.5,16.5,251.0,0,38
5525,14.9642857142857,1.0,0.0,1.57142857142857,34.25,94.0,0,134
5482,,,,,,,,
5485,,,,,,,,
