,nuc,aexp,nd,ns,age,la,ld,target
0,0.0,3.0,2.0,1.0,0.0,355.0,0.0,True
1,0.0,10.0,1.0,1.0,0.0,311.0,0.0,True
2,1.0,49.0,1.0,1.0,2.0,269.0,0.0,True
3,0.0,50.0,1.0,1.0,0.0,133.0,0.0,True
4,0.0,93.0,1.0,1.0,0.0,109.0,0.0,True
5,0.0,65.0,1.0,1.0,0.0,63.0,0.0,True
6,1.33,43.0,2.0,1.0,1.0,102.0,0.0,True
7,6.0,1.0,2.0,1.0,7.67,158.0,15.0,True
8,5.0,71.0,1.0,1.0,8.25,113.0,72.0,True
9,4.83,57.0,2.0,1.0,12.0,82.0,108.0,True
10,7.33,62.0,2.0,1.0,8.0,28.0,32.0,True
11,15.0,88.0,2.0,1.0,15.0,127.0,0.0,True
12,29.5,76.0,2.0,1.0,1.0,6.0,11.0,True
13,24.0,15.0,2.0,1.0,2.67,97.0,1.0,True
14,13.67,79.0,2.0,1.0,0.5,234.0,115.0,True
15,1.0,99.0,2.0,1.0,0.0,426.0,18.0,True
16,14.33,24.0,3.0,1.0,6.33,296.0,2.0,True
17,3.75,68.0,3.0,1.0,8.5,274.0,122.0,True
18,16.33,22.0,2.0,1.0,0.0,112.0,20.0,True
19,27.0,50.0,2.0,1.0,1.33,84.0,1.0,True
20,18.8,32.0,2.0,1.0,14.6,158.0,11.0,True
21,11.67,82.0,3.0,1.0,2.33,205.0,98.0,True
22,20.0,89.0,2.0,1.0,5.0,60.0,7.0,True
23,27.6,59.0,2.0,1.0,5.6,55.0,23.0,True
24,81.75,64.0,3.0,1.0,13.0,208.0,9.0,True
25,0.0,49.0,1.0,1.0,0.0,148.0,0.0,True
26,19.0,63.0,2.0,1.0,0.33,32.0,5.0,True
27,38.0,73.0,2.0,1.0,0.5,14.0,7.0,True
28,73.29,126.0,2.0,1.0,3.29,235.0,19.0,True
29,18.67,71.0,2.0,1.0,4.0,16.0,5.0,True
30,26.67,72.0,2.0,1.0,4.33,22.0,35.0,True
31,0.0,129.0,1.0,1.0,0.0,332.0,0.0,True
32,5.42,68.0,2.0,1.0,0.17,631.0,2.0,True
33,16.83,13.0,2.0,1.0,0.17,213.0,50.0,True
34,17.0,45.0,3.0,1.0,7.25,244.0,51.0,True
35,0.0,27.0,1.0,1.0,0.0,131.0,0.0,True
36,24.8,24.0,2.0,1.0,2.0,465.0,57.0,True
37,83.33,62.0,2.0,1.0,10.33,65.0,6.0,True
38,59.33,64.0,2.0,1.0,3.0,238.0,45.0,True
