,nuc,arexp,ent,ns,age,asexp,la,ld,target
0,3.0,9.0,1.28,1.0,0.0,6.0,58.0,0.0,False
1,0.0,85.0,2.24,1.0,0.0,3.0,882.0,0.0,False
2,0.71,208.0,1.88,1.0,1.43,1.0,144.0,6.0,False
3,0.0,349.0,2.2,1.0,0.0,8.0,224.0,0.0,False
4,0.75,352.0,2.61,1.0,0.25,42.0,304.0,86.0,False
5,10.8,432.0,2.05,1.0,19.2,218.0,73.0,10.0,False
6,3.67,683.0,1.5,1.0,7.33,37.0,43.0,55.0,False
7,1.16,153.0,4.21,2.0,9.16,0.0,285.0,5.0,False
8,1.29,22.0,3.97,1.0,10.71,10.0,889.0,72.0,False
9,0.0,778.0,0.0,1.0,0.0,405.0,64.0,0.0,False
10,5.5,869.0,0.5,1.0,11.0,320.0,8.0,1.0,False
11,3.67,61.0,3.08,1.0,29.08,34.0,267.0,62.0,False
12,5.88,107.0,2.23,2.0,2.75,0.42,95.0,98.0,False
13,2.0,46.0,0.14,1.0,24.0,17.0,51.0,1.0,False
14,3.67,57.0,1.54,1.0,80.67,26.0,0.0,18.0,False
15,11.0,282.0,0.0,1.0,0.0,119.0,3.0,2.0,False
16,3.0,284.0,0.0,1.0,110.0,138.0,26.0,6.0,False
17,1.5,285.0,0.95,1.0,1.0,139.0,114.0,12.0,False
18,9.0,458.0,0.0,1.0,42.0,8.0,11.0,24.0,False
19,31.33,531.0,0.99,1.0,90.0,247.0,7.0,6.0,False
20,1.67,740.5,1.28,1.0,1.33,60.0,13.0,15.0,False
21,6.0,182.0,0.49,1.0,131.0,87.0,4.0,53.0,False
22,20.5,513.0,0.65,1.0,7.0,323.0,3.0,3.0,False
23,19.0,582.0,1.11,1.0,11.75,272.0,35.0,13.0,False
24,30.3,592.0,2.5,1.0,11.3,277.0,164.0,50.0,False
25,27.75,599.0,1.79,1.0,12.5,283.0,114.0,50.0,False
26,19.0,142.0,0.0,1.0,50.0,61.0,4.0,0.0,False
27,8.4,621.5,1.65,2.0,3.6,0.44,58.0,19.0,False
28,10.0,23.0,1.97,1.0,92.2,14.0,74.0,12.0,False
29,28.0,729.0,0.0,1.0,6.0,603.0,14.0,0.0,False
30,16.89,861.0,3.48,2.0,7.74,0.99,671.0,112.0,False
