,nuc,arexp,ent,ns,age,asexp,la,ld,target
0,2.78,21.0,3.58,2.0,0.0,0.25,393.0,180.0,False
1,0.0,53.0,1.9,1.0,0.0,30.0,247.0,0.0,False
2,3.82,184.0,2.62,4.0,15.91,0.02,265.0,121.0,False
3,9.75,190.0,1.75,1.0,9.5,111.0,5.0,65.0,False
4,1.0,203.0,0.0,1.0,0.0,19.0,8.0,1.0,False
5,4.14,26.0,2.05,1.0,10.43,12.0,199.0,14.0,False
6,0.0,302.0,0.0,1.0,0.0,160.0,60.0,0.0,False
7,5.8,408.0,1.94,2.0,12.2,0.22,31.0,22.0,False
8,4.0,426.0,0.65,1.0,24.0,216.0,12.0,12.0,False
9,8.0,513.0,0.87,1.0,1.0,263.0,42.0,10.0,False
10,0.0,738.0,0.0,1.0,0.0,379.0,56.0,0.0,False
11,6.6,755.0,1.98,1.0,26.1,390.0,49.0,266.0,False
12,4.0,767.0,0.97,1.0,51.5,397.0,18.0,7.0,False
13,1.82,23.0,3.12,1.0,19.36,17.0,0.0,641.0,False
14,2.0,46.0,0.14,1.0,24.0,17.0,51.0,1.0,False
15,0.0,67.0,0.0,1.0,0.0,39.0,154.0,0.0,False
16,16.0,68.0,0.0,1.0,0.0,40.0,5.0,3.0,False
17,57.0,90.0,0.0,1.0,5.0,30.0,7.0,6.0,False
18,9.0,77.0,2.11,3.0,97.62,0.46,573.0,449.0,False
19,3.12,129.0,2.63,1.0,22.62,46.0,53.0,67.0,False
20,22.44,174.0,2.8,1.0,8.11,72.0,26.0,17.0,False
21,8.08,237.0,2.65,1.0,2.54,66.0,130.0,127.0,False
22,10.0,282.0,1.17,1.0,53.0,178.0,76.0,10.0,False
23,19.0,347.0,0.0,1.0,0.0,149.0,65.0,20.0,False
24,7.0,366.0,2.16,3.0,23.71,0.49,99.0,17.0,False
25,11.0,422.0,1.79,1.0,2.25,133.0,15.0,14.0,False
26,17.22,464.0,2.99,1.0,0.33,145.0,124.0,29.0,False
27,2.8,165.0,2.73,1.0,111.9,92.0,614.0,84.0,False
28,1.0,119.0,0.86,1.0,2.5,73.0,77.0,21.0,False
29,2.5,725.0,1.81,2.0,73.67,0.99,148.0,2.0,False
30,0.0,728.0,3.07,1.0,0.0,40.0,785.0,0.0,False
31,1.4,16.0,1.32,1.0,12.6,12.0,85.0,8.0,False
32,1.0,197.0,1.0,1.0,1.5,1.0,32.0,0.0,False
33,5.67,754.0,1.51,2.0,26.0,0.22,16.0,5.0,False
34,21.25,1006.0,0.72,2.0,1.75,0.99,180.0,8.0,False
35,58.0,40.0,0.94,1.0,3.33,4.0,58.0,0.0,False
36,14.0,663.0,0.56,1.0,82.0,19.0,36.0,2.0,False
37,5.8,1054.0,2.99,1.0,66.1,551.0,114.0,10.0,False
38,3.0,726.83,0.0,1.0,0.0,17.0,50.0,53.0,False
39,6.0,748.5,3.36,1.0,103.0,549.0,57.0,22.0,False
40,15.5,1317.0,0.26,1.0,0.5,791.0,92.0,1.0,False
41,6.67,1336.5,2.51,1.0,60.67,808.0,15.0,26.0,False
42,28.0,1344.5,1.18,2.0,55.0,0.99,162.0,3.0,False
43,40.0,227.0,1.9,1.0,69.25,136.0,8.0,20.0,False
44,10.0,1387.0,2.77,2.0,83.4,0.99,31.0,31.0,False
45,22.5,1400.5,3.49,1.0,12.05,880.0,447.0,26.0,False
46,2.0,20.0,0.0,1.0,11.0,19.0,14.0,2.0,False
47,7.13,842.0,4.91,1.0,121.71,696.0,11.0,130.0,False
48,9.0,1550.0,0.0,1.0,0.0,1018.0,53.0,0.0,False
49,13.67,1561.0,1.54,1.0,14.0,1028.0,148.0,3.0,False
50,3.25,1650.0,2.18,1.0,1.38,1020.0,125.0,150.0,False
51,3.31,1667.0,3.21,1.0,0.23,81.0,817.0,0.0,False
52,20.67,1719.5,0.79,1.0,8.67,1134.0,60.0,1.0,False
53,0.0,1738.0,0.0,1.0,0.0,1153.0,64.0,0.0,False
54,18.3,956.5,3.62,3.0,27.05,0.15,1182.0,102.0,False
55,1.0,1813.5,0.95,1.0,0.0,1224.0,431.0,29.0,False
56,36.44,1898.0,2.66,1.0,35.56,1326.0,333.0,15.0,False
57,10.0,2035.17,1.27,2.0,28.33,0.87,31.0,32.0,False
58,29.0,1169.17,0.3,1.0,28.0,1057.0,39.0,37.0,False
59,35.33,59.92,1.97,2.0,45.17,0.0,66.0,69.0,False
60,0.0,2101.17,0.0,1.0,0.0,1513.0,77.0,0.0,False
61,14.7,209.83,3.01,2.0,125.9,1.25,38.0,69.0,False
62,28.0,1204.83,1.0,1.0,1.0,1104.0,2.0,2.0,False
63,12.4,2168.0,3.82,2.0,8.05,0.99,927.0,15.0,False
64,16.33,1209.83,0.84,1.0,7.33,115.0,199.0,0.0,False
65,8.33,2205.83,0.84,1.0,230.83,108.0,175.0,199.0,False
66,8.0,1208.83,0.99,1.0,169.0,1140.0,13.0,7.0,False
67,111.5,1211.33,0.97,2.0,14.0,0.0,3.0,2.0,False
68,0.0,2268.0,0.0,1.0,0.0,1773.0,48.0,0.0,False
69,0.0,2312.17,2.32,1.0,0.0,1766.0,250.0,0.0,False
70,7.0,2312.67,1.0,1.0,0.67,1768.0,161.0,7.0,False
71,11.0,2314.83,0.51,1.0,23.5,1850.0,53.0,0.0,False
72,0.0,2376.0,0.0,1.0,0.0,1864.0,74.0,0.0,False
73,22.06,37.0,1.98,3.0,98.5,0.5,518.0,110.0,False
74,14.1,2475.0,2.83,1.0,0.8,1989.0,821.0,5.0,False
75,0.0,2490.17,0.0,1.0,0.0,1999.0,110.0,0.0,False
76,13.22,2493.83,2.38,2.0,22.0,0.99,129.0,17.0,False
77,5.6,1.0,3.24,1.0,65.4,1.0,19.0,33.0,False
78,3.0,2537.67,1.11,1.0,20.67,2156.0,215.0,1.0,False
79,9.7,1148.17,4.39,3.0,14.84,0.17,1688.0,39.0,False
80,12.91,38.0,2.25,1.0,55.27,27.0,374.0,744.0,False
81,31.0,2551.0,0.26,1.0,14.0,2235.0,136.0,0.0,False
82,0.0,2613.67,1.0,1.0,0.0,228.0,109.0,0.0,False
83,32.0,1133.75,1.66,1.0,0.0,1385.0,11.0,48.0,False
84,1.67,319.08,0.48,1.0,0.0,370.0,34.0,16.0,False
85,23.0,1128.92,1.46,1.0,0.4,189.0,736.0,0.0,False
86,30.0,2591.25,0.81,1.0,9.5,2449.0,74.0,3.0,False
87,16.5,1159.92,0.59,1.0,170.5,1470.0,14.0,0.0,False
88,156.67,2616.25,0.78,3.0,1.67,0.0,58.0,0.0,False
89,75.4,2588.83,1.82,1.0,221.4,2570.0,56.0,14.0,False
90,17.5,198.5,0.8,1.0,28.0,166.0,61.0,1.0,False
91,66.5,21.0,0.98,1.0,18.5,11.0,7.0,5.0,False
92,26.0,24.0,0.0,1.0,37.0,13.0,6.0,2.0,False
