,nuc,arexp,ent,ns,age,asexp,la,ld,target
0,1.0,1.0,0.0,1.0,0.0,1.0,13.0,0.0,False
1,2.0,21.0,3.45,2.0,0.0,0.01,1.0,1011.0,False
2,1.12,268.0,4.05,1.0,0.67,2.0,807.0,206.0,False
3,2.5,6.0,0.32,1.0,0.0,4.0,31.0,4.0,False
4,7.33,358.0,0.21,2.0,8.33,0.22,77.0,64.0,False
5,0.0,378.0,0.5,1.0,0.0,190.0,247.0,0.0,False
6,13.33,2.0,2.38,1.0,11.5,0.0,150.0,6.0,False
7,0.8,673.0,2.06,1.0,17.4,214.0,109.0,2.0,False
8,3.13,770.0,4.3,2.0,23.63,0.22,1470.0,188.0,False
9,21.5,801.0,1.0,2.0,16.0,0.22,35.0,11.0,False
10,4.0,815.0,0.0,1.0,27.0,426.0,43.0,35.0,False
11,3.06,833.0,3.57,2.0,19.59,0.22,507.0,26.0,False
12,10.0,6.0,0.0,1.0,33.0,0.0,0.0,3.0,False
13,5.25,70.0,1.12,1.0,8.0,36.0,55.0,21.0,False
14,2.5,71.0,0.09,1.0,0.0,37.0,88.0,1.0,False
15,4.24,73.0,2.97,1.0,55.53,39.0,197.0,117.0,False
16,3.67,147.0,1.28,1.0,67.0,95.0,20.0,3.0,False
17,77.33,191.0,0.24,2.0,7.33,0.13,120.0,49.0,False
18,30.0,199.0,0.34,1.0,11.5,83.0,10.0,6.0,False
19,35.33,247.0,0.86,1.0,0.67,71.0,47.0,16.0,False
20,3.5,216.0,1.61,1.0,2.17,92.0,73.0,12.0,False
21,2.0,238.0,0.76,1.0,0.0,115.0,6.0,3.0,False
22,7.5,262.0,0.52,1.0,0.0,107.0,13.0,4.0,False
23,12.57,343.0,2.13,2.0,1.57,0.99,61.0,46.0,False
24,19.25,325.0,1.82,1.0,1.5,205.0,86.0,86.0,False
25,0.4,420.0,1.79,1.0,3.2,22.0,137.0,3.0,False
26,3.8,435.0,1.95,1.0,82.2,43.0,18.0,18.0,False
27,52.0,469.0,0.0,1.0,0.0,206.0,5.0,3.0,False
28,2.62,498.0,2.14,1.0,179.12,310.0,108.0,59.0,False
