,nuc,aexp,age,asexp,la,ld
1199,16.571428571428598,90.0,23.91666666666665,0.0,133.0,34.0
1175,,,,,,
1207,20.2,36.0,18.5714285714286,0.0,133.0,20.0
1329,,,,,,
1294,,,,,,
1360,11.0,358.0,23.91666666666665,3.46869601181963e-19,133.0,34.0
1450,,,,,,
1303,,,,,,
1346,,,,,,
1334,,,,,,
1160,,,,,,
1163,,,,,,
1165,,,,,,
1166,,,,,,
1169,,,,,,
1171,,,,,,
1172,,,,,,
1179,11.0909090909091,153,23.91666666666665,0.253001701905484,133.0,34.0
1180,,,,,,
1188,,,,,,
1193,,,,,,
1203,11.0909090909091,167,23.91666666666665,12.5,133.0,34.0
1215,20.2,186,23.91666666666665,0.253001701905484,56.0,34.0
1201,,,,,,
1219,,,,,,
1231,10.6666666666667,90.0,23.91666666666665,0.253001701905484,133.0,34.0
1226,11.0909090909091,200,23.91666666666665,0.1153603871535364,133.0,34.0
1235,11.0909090909091,204,23.91666666666665,0.209297839506173,133.0,34.0
1236,12.1739130434783,90.0,23.91666666666665,0.253001701905484,133.0,34.0
1247,,,,,,
1250,5.593478260869565,105,23.91666666666665,0.253001701905484,133.0,34.0
1256,,,,,,
1260,,,,,,
1273,,,,,,
1310,,,,,,
1304,,,,,,
1317,,,,,,
1326,11.0909090909091,420.0,5.571428571428571,0.253001701905484,133.0,13.5
1337,20.2,326,23.91666666666665,0.253001701905484,56.0,20.0
1341,,,,,,
1349,20.2,36.0,3.5,0.253001701905484,133.0,44.0
1356,,,,,,
1353,,,,,,
1359,,,,,,
1362,20.2,420.0,23.91666666666665,0.0730940524954349,56.0,14
1369,11.0909090909091,36.0,6.43103448275862,0.0056393842402072,133.0,13.5
1368,,,,,,
1363,,,,,,
1378,,,,,,
1381,,,,,,
1384,,,,,,
1386,11.0909090909091,368,23.91666666666665,0.0056393842402072,133.0,34.0
1387,,,,,,
1391,20.2,11,23.91666666666665,0.0730940524954349,133.0,34.0
1390,,,,,,
1411,,,,,,
1447,,,,,,
