,nuc,aexp,nd,ns,age,asexp,la,ld,target
0,0.0,3.0,2.0,1.0,0.0,3.0,3046.0,0.0,0
1,1.03,14.0,12.0,4.0,11.32,0.33,2543.0,184.0,0
2,0.06,18.0,7.0,2.0,0.41,0.0,2652.0,0.0,1
3,1.73,19.0,10.0,3.0,7.31,0.5,1857.0,513.0,0
4,2.14,20.0,9.0,4.0,5.1,0.33,1602.0,529.0,0
5,3.68,27.0,10.0,2.0,4.68,1.0,1273.0,305.0,0
6,2.31,28.0,10.0,3.0,5.89,0.5,1057.0,682.0,0
7,7.71,122.0,5.0,1.0,1.57,76.0,2076.0,278.0,0
8,4.0,38.0,8.0,2.0,6.45,0.0,1661.0,593.0,0
9,0.12,127.0,5.0,1.0,10.94,81.0,1420.0,15.0,0
10,0.68,131.0,8.0,1.0,6.32,84.0,2874.0,293.0,0
11,3.42,40.0,12.0,3.0,8.73,0.5,2565.0,1354.0,0
12,1.59,140.0,7.0,1.0,25.3,92.0,1923.0,399.0,0
13,2.12,50.0,9.0,1.0,11.78,37.0,2992.0,311.0,0
14,5.38,147.0,9.0,1.0,17.6,97.0,2057.0,250.0,0
15,2.73,52.0,19.0,2.0,5.61,1.0,1429.0,1152.0,0
16,14.14,8.0,13.0,1.0,19.76,6.0,1057.0,92.0,0
17,2.79,14.0,9.0,1.0,8.74,12.0,1106.0,111.0,0
18,0.0,220.0,1.0,1.0,0.0,156.0,3657.0,0.0,0
19,6.66,106.0,13.0,2.0,13.54,0.0,1997.0,888.0,0
20,3.81,111.0,12.0,2.0,28.26,0.0,2405.0,1273.0,0
21,4.55,114.0,10.0,2.0,32.59,0.0,1372.0,499.0,0
22,8.17,115.0,11.0,2.0,10.63,0.0,1686.0,1051.0,0
23,10.2,152.0,8.0,2.0,10.47,1.0,2241.0,273.0,0
24,0.0,300.0,2.0,1.0,0.0,216.0,3235.0,0.0,0
25,0.06,18.0,11.0,1.0,0.0,12.0,2651.0,31.0,0
26,6.5,314.0,9.0,2.0,52.42,1.85,1609.0,1195.0,0
27,0.58,20.0,10.0,1.0,3.47,14.0,1781.0,482.0,0
28,1.29,21.0,11.0,3.0,30.53,0.54,828.0,127.0,0
29,3.57,424.0,9.0,3.0,30.51,0.98,2469.0,907.0,0
30,8.16,245.0,11.0,4.0,9.76,0.0,1396.0,1099.0,0
31,11.43,248.0,13.0,4.0,6.57,0.33,1099.0,750.0,0
32,3.29,83.0,7.0,1.0,11.39,69.0,1160.0,28.0,0
33,1.05,519.0,8.0,1.0,12.0,368.0,2573.0,0.0,0
34,12.48,537.0,8.0,1.0,8.42,384.0,1886.0,241.0,0
35,5.98,538.0,13.0,1.0,9.02,385.0,2112.0,102.0,0
36,5.41,19.0,20.0,1.0,19.46,14.0,1911.0,730.0,0
37,5.12,40.0,3.0,1.0,68.12,9.0,3343.0,216.0,0
38,9.56,54.0,11.0,4.0,0.25,0.33,1596.0,4.0,1
39,13.65,0.0,12.0,3.0,36.7,0.0,1174.0,9.0,1
40,18.0,441.0,13.0,1.0,97.43,290.0,1830.0,674.0,0
41,10.07,12.0,10.0,1.0,94.81,5.0,2387.0,1328.0,0
42,1.78,11.0,6.0,2.0,11.33,0.6,1682.0,345.0,0
43,2.83,284.0,9.0,3.0,26.33,0.0,1215.0,347.0,0
44,0.0,0.0,3.0,1.0,0.0,0.0,2467.0,0.0,1
45,3.0,12.0,4.0,2.0,3.5,0.77,1571.0,1.0,1
46,0.0,22.0,8.0,1.0,0.0,2.0,1623.0,83.0,0
47,8.48,115.0,12.0,5.0,7.09,0.04,1021.0,4.0,0
48,3.52,119.0,9.0,3.0,17.29,0.0,1154.0,240.0,0
49,0.0,45.0,9.0,6.0,0.0,0.0,1405.0,301.0,1
50,0.0,0.0,7.0,1.0,0.0,0.0,1338.0,0.0,1
51,7.09,44.0,7.0,1.0,0.0,44.0,1211.0,386.0,0
52,10.16,18.0,17.0,1.0,0.0,18.0,1854.0,473.0,0
53,22.29,57.0,5.0,1.0,0.0,57.0,1533.0,269.0,0
54,15.62,20.0,7.0,1.0,0.0,20.0,4594.0,105.0,0
55,28.0,82.0,4.0,1.0,0.0,82.0,4212.0,34.0,0
56,10.84,97.0,13.0,1.0,0.0,97.0,1119.0,633.0,0
57,2.71,3.0,11.0,1.0,0.0,3.0,1133.0,408.0,0
58,1.64,84.0,14.0,2.0,5.51,0.0,3248.0,1002.0,0
59,1.04,8.0,7.0,4.0,43.08,0.0,1460.0,209.0,0
60,2.24,30.0,13.0,2.0,7.21,0.0,1757.0,1529.0,0
61,3.12,35.0,14.0,6.0,7.88,0.0,1507.0,541.0,0
62,8.75,52.0,8.0,1.0,0.0,52.0,1764.0,61.0,0
63,4.59,158.0,8.0,3.0,7.36,0.0,1587.0,393.0,0
64,2.9,547.0,6.0,3.0,17.5,0.0,1847.0,65.0,0
65,3.47,160.0,5.0,3.0,0.95,0.0,2859.0,348.0,1
66,4.96,204.0,11.0,5.0,14.57,0.0,977.0,196.0,0
67,6.74,39.0,11.0,5.0,34.23,0.0,1198.0,390.0,0
68,1.28,267.0,4.0,1.0,16.17,101.0,1872.0,258.0,0
69,2.9,179.0,11.0,4.0,48.88,0.0,884.0,64.0,0
70,5.62,268.0,7.0,2.0,22.19,0.0,2062.0,232.0,0
71,4.96,190.0,13.0,6.0,38.16,0.0,4168.0,752.0,0
72,4.02,68.0,9.0,1.0,23.52,60.0,2182.0,1494.0,0
73,3.85,202.0,13.0,6.0,5.2,0.0,1197.0,326.0,0
74,3.33,576.0,5.0,3.0,49.33,0.0,1517.0,9.0,0
75,18.11,344.0,12.0,4.0,12.53,0.0,938.0,264.0,0
76,4.14,352.0,4.0,2.0,29.76,0.0,2642.0,974.0,0
77,7.47,2.0,18.0,7.0,57.91,0.16,2187.0,164.0,0
78,2.32,24.0,12.0,6.0,0.21,0.0,2814.0,0.0,1
79,0.87,210.0,8.0,3.0,31.06,0.0,2076.0,46.0,0
80,4.91,389.0,9.0,3.0,47.53,0.0,1782.0,627.0,0
81,5.0,20.0,7.0,2.0,10.42,1.0,1211.0,170.0,0
82,0.66,212.0,16.0,3.0,2.23,0.0,1031.0,827.0,1
83,13.45,416.0,18.0,6.0,30.39,0.0,2842.0,1331.0,0
84,0.08,0.0,4.0,1.0,6.25,0.0,1457.0,0.0,0
85,13.57,79.0,11.0,3.0,32.08,0.02,1076.0,134.0,0
86,3.14,33.0,6.0,2.0,6.07,0.0,1547.0,75.0,0
87,0.4,22.0,8.0,1.0,0.0,10.0,1148.0,28.0,0
88,14.39,50.0,8.0,4.0,45.18,0.0,4916.0,83.0,0
89,3.15,246.0,19.0,4.0,10.44,0.0,1616.0,867.0,0
90,0.39,50.0,8.0,2.0,3.29,0.0,1430.0,132.0,0
91,25.7,112.0,9.0,4.0,8.78,0.0,1055.0,275.0,0
92,17.58,178.0,13.0,4.0,25.52,0.0,1399.0,981.0,0
93,17.41,1.0,11.0,6.0,4.27,0.0,1884.0,2.0,1
94,1.29,3.0,3.0,1.0,5.29,3.0,1881.0,80.0,0
95,6.68,0.0,7.0,2.0,2.59,0.0,2686.0,0.0,1
96,0.91,59.0,10.0,2.0,19.34,0.0,1918.0,500.0,0
97,4.29,584.0,11.0,5.0,57.02,0.0,1489.0,421.0,0
98,5.67,2.0,14.0,6.0,60.78,0.0,2650.0,1167.0,0
99,0.43,622.0,6.0,3.0,20.43,0.0,3581.0,3.0,0
100,7.9,136.0,21.0,4.0,16.88,0.0,2413.0,337.0,0
101,0.65,278.0,9.0,1.0,0.45,50.0,3701.0,5.0,0
102,7.86,293.0,8.0,1.0,29.23,65.0,2409.0,1175.0,0
103,18.13,208.0,10.0,3.0,30.17,0.0,1008.0,283.0,0
104,6.04,658.0,10.0,2.0,31.22,0.0,1271.0,205.0,0
105,4.72,618.0,10.0,6.0,22.85,0.0,2246.0,409.0,0
106,7.97,232.0,11.0,3.0,19.45,0.0,2910.0,73.0,0
107,7.12,25.0,13.0,3.0,13.3,0.45,1896.0,36.0,0
108,0.82,108.0,14.0,2.0,5.3,0.49,1132.0,1009.0,0
109,19.36,7.0,7.0,2.0,9.07,0.01,1104.0,0.0,0
110,11.79,175.0,5.0,2.0,22.84,0.05,1513.0,106.0,0
111,0.96,333.0,8.0,5.0,15.93,0.0,1918.0,234.0,0
112,2.15,57.0,5.0,4.0,89.92,0.0,1297.0,54.0,0
113,0.32,639.0,8.0,1.0,3.09,4.0,2497.0,1077.0,0
114,5.14,16.0,9.0,4.0,49.76,0.4,1754.0,253.0,0
115,32.21,203.0,9.0,4.0,8.21,0.0,2868.0,74.0,0
116,6.67,126.0,3.0,2.0,1.0,0.0,2405.0,1.0,1
117,2.03,352.0,7.0,5.0,7.23,0.0,1377.0,166.0,0
118,7.14,20.0,13.0,7.0,127.93,0.0,3224.0,938.0,0
119,2.44,20.0,6.0,2.0,8.83,0.42,1384.0,388.0,0
120,1.06,82.0,9.0,4.0,15.28,0.0,1885.0,2.0,0
121,1.09,32.0,7.0,4.0,7.26,0.0,3616.0,1.0,1
122,0.68,0.0,8.0,2.0,0.21,0.0,2945.0,0.0,1
123,0.45,0.0,4.0,2.0,4.45,0.0,3581.0,0.0,1
124,1.18,1.0,10.0,1.0,2.08,1.0,1876.0,726.0,1
125,0.15,0.0,14.0,2.0,0.59,0.0,3080.0,11.0,1
126,0.39,41.0,5.0,2.0,0.0,0.0,1886.0,3.0,1
127,1.28,0.0,8.0,3.0,31.17,0.0,1150.0,58.0,1
128,1.52,668.0,10.0,2.0,0.48,0.0,1365.0,239.0,1
129,0.14,51.0,2.0,1.0,1.38,10.0,2166.0,3.0,0
130,2.8,60.0,10.0,3.0,6.91,0.0,2107.0,262.0,0
131,0.52,276.0,5.0,1.0,29.19,152.0,4525.0,7.0,0
132,25.52,277.0,9.0,3.0,18.63,0.0,2062.0,39.0,0
133,8.8,280.0,5.0,5.0,16.6,0.0,1762.0,4.0,0
134,6.56,10.0,6.0,2.0,47.39,1.44,1480.0,209.0,0
135,1.67,2.0,10.0,2.0,18.22,1.5,3027.0,1342.0,1
136,18.0,287.0,15.0,6.0,46.71,0.0,1660.0,107.0,0
137,9.66,289.0,14.0,5.0,3.75,0.0,1450.0,23.0,0
138,9.35,293.0,13.0,5.0,44.04,0.0,1487.0,719.0,0
139,0.53,0.0,5.0,1.0,6.13,0.0,1832.0,0.0,1
