,nuc,arexp,nd,ns,age,la,ld
11663,16.071428571428598,0.0,2.0,2.0,6.866071428571431,443.0,23
11183,3.85218253968254,3.0,6.0,2,5.0,443.0,101.5
10404,4.1,108.5,6.0,1.0,65.3968253968254,443.0,14.0
9629,16.071428571428598,3.0,4.0,2.0,7.83333333333333,443.0,3
11653,16.071428571428598,267.5,2.0,2.0,69.0,443.0,307.0
10650,81.2,776.0833333333414,4.0,1,6.866071428571431,189.0,77
10973,159.285714285714,776.0833333333414,2.0,1,6.866071428571431,443.0,6.0
10706,3.85218253968254,8.0,4.0,2,6.866071428571431,443.0,101.5
10790,17.0,776.0833333333414,4.0,2.0,171.909090909091,443.0,34.0
10795,9.96,776.0833333333414,4.0,1,6.866071428571431,443.0,101.5
11087,16.071428571428598,122.0,4.0,2.0,15.8,443.0,114
11027,5.0,102.0,2.0,1,6.866071428571431,443.0,307.0
11384,6.1304012345679,3.5,6.0,1.0,6.866071428571431,443.0,257
10577,6.1304012345679,1.0,6.0,2.0,13.1639344262295,443.0,34.0
11156,16.071428571428598,776.0833333333414,4.0,1,6.866071428571431,281.0,92
11000,16.071428571428598,29.0,4.0,2.0,6.866071428571431,443.0,6
10652,26.7714285714286,36.0,6.0,1.0,6.866071428571431,443.0,101.5
10838,3.85218253968254,3.0,6.0,2,6.866071428571431,443.0,6247
9888,16.071428571428598,39.0,2.0,2.0,3.5,189.0,34.0
11466,8.346153846153848,3.0,6.0,1,179.91666666666652,443.0,101.5
10137,19.414285714285697,776.0833333333414,1.0,2.0,1.4,443.0,6
10556,16.071428571428598,3.0,2.0,2.0,5.33333333333333,443.0,1
11861,16.071428571428598,10.0,4.0,2.0,6.866071428571431,281.0,18
11401,16.071428571428598,3.0,6.0,1,30.387096774193505,281.0,307.0
10847,16.071428571428598,3.0,6.0,1,6.866071428571431,281.0,28
11140,19.414285714285697,1.0,4.0,2.0,133.8,443.0,9.0
11002,195.4,776.0833333333414,2.0,1,6.866071428571431,189.0,14.0
10658,16.071428571428598,3.0,6.0,2.0,20.9,281.0,30
11601,16.071428571428598,3.0,6.0,1,17.0454545454545,443.0,101.5
11517,19.414285714285697,6.0,2.0,1,6.866071428571431,281.0,101.5
10482,16.071428571428598,1401.25,4.0,1,6.866071428571431,189.0,307.0
9663,16.071428571428598,717.0,4.0,1,86.4,443.0,101.5
10538,16.071428571428598,0.0,4.0,2.0,6.866071428571431,189.0,46
11077,16.071428571428598,122.0,2.0,1,6.866071428571431,281.0,89
10676,1.52380952380952,3.0,6.0,1,6.866071428571431,443.0,14.0
9755,81.2,717.0,4.0,2.0,17.5555555555556,281.0,3
10392,16.071428571428598,3.0,6.0,1,6.866071428571431,443.0,49
10699,81.2,776.0833333333414,4.0,1,6.866071428571431,281.0,86
11017,16.071428571428598,776.0833333333414,4.0,1,65.0909090909091,281.0,68.0
10735,81.2,776.0833333333414,4.0,1,145.375,443.0,101.5
9862,16.071428571428598,717.0,4.0,1,68.16,443.0,307.0
11172,16.071428571428598,102.0,3,1,0.032258064516129,443.0,101.5
11111,16.071428571428598,3.0,6.0,1,55.5833333333333,189.0,101.5
11209,3.8,776.0833333333414,4.0,1.0,18.8,443.0,14.0
10798,12.5,102.0,1.0,2.0,16.5,189.0,67.5
11510,9.36206896551724,102.0,4.0,2,6.866071428571431,443.0,101.5
10523,16.071428571428598,776.0833333333414,4.0,1,2.625,443.0,39.5
10310,8.39130434782609,101.5,4.0,2.0,6.866071428571431,443.0,101.5
10415,16.071428571428598,458.666666666667,4.0,1,6.866071428571431,281.0,6.0
10626,11.266666666666698,6.0,6.0,2.0,6.866071428571431,443.0,68.0
11593,16.071428571428598,3.0,6.0,1,33.2285714285714,443.0,101.5
10709,8.33333333333333,102.0,4.0,1,6.866071428571431,281.0,101.5
