,nuc,aexp,nd,ns,age,asexp,la,ld,target
0,1.0,15.0,1.0,1.0,1.0,2.0,13.0,12.0,True
1,0.0,17.0,1.0,1.0,0.0,11.0,88.0,0.0,True
2,1.0,18.0,1.0,1.0,2.0,12.0,1.0,1.0,True
3,0.55,1.0,1.0,1.0,2.18,0.0,331.0,78.0,True
4,1.0,4.0,2.0,2.0,3.4,0.44,985.0,175.0,True
5,0.0,20.0,1.0,1.0,0.0,2.0,0.0,5.0,False
6,1.0,135.0,1.0,1.0,6.0,48.0,13.0,2.0,True
7,1.0,19.0,1.0,1.0,10.0,13.0,1.0,1.0,True
8,0.8,24.0,2.0,2.0,0.8,0.54,449.0,71.0,True
9,1.0,156.0,1.0,1.0,22.0,64.0,0.0,1.0,True
10,1.0,123.0,1.0,1.0,29.0,73.0,5.0,0.0,True
11,7.0,24.0,1.0,1.0,9.0,19.0,4.0,2.0,True
12,6.0,175.0,1.0,1.0,6.5,80.0,24.0,6.0,True
13,2.0,79.0,1.0,1.0,3.0,69.0,4.0,0.0,True
14,5.67,51.0,3.0,2.0,1.67,0.06,2.0,9.0,True
15,4.0,327.0,1.0,1.0,3.0,159.0,2.0,0.0,True
16,27.0,348.0,1.0,1.0,5.0,174.0,1.0,2.0,True
17,0.0,355.0,5.0,1.0,0.0,6.0,173.0,572.0,True
18,2.0,361.0,1.0,1.0,13.0,179.0,11.0,16.0,True
19,0.0,370.0,2.0,1.0,0.0,181.0,36.0,0.0,True
20,0.5,62.0,1.0,1.0,44.0,10.0,60.0,10.0,True
21,9.11,380.0,6.0,4.0,12.56,0.25,13.0,24.0,True
22,3.0,385.0,1.0,1.0,63.0,23.0,16.0,9.0,True
23,37.0,393.0,1.0,1.0,0.0,196.0,1.0,2.0,True
24,3.0,460.0,1.0,1.0,38.0,296.0,7.0,0.0,True
25,4.5,116.0,2.0,1.0,2.0,41.0,4.0,3.0,True
26,1.0,522.0,1.0,1.0,80.0,1.0,23.0,4.0,True
27,4.0,125.0,1.0,1.0,0.0,47.0,2.0,2.0,True
28,10.0,530.0,1.0,1.0,0.0,348.0,23.0,2.0,True
29,26.0,584.0,2.0,1.0,10.0,319.0,13.0,6.0,True
30,0.0,591.0,4.0,1.0,0.0,0.0,0.0,263.0,False
31,5.8,599.0,27.0,4.0,26.24,0.58,1242.0,289.0,True
32,15.6,609.0,9.0,1.0,23.0,337.0,25.0,16.0,True
33,1.36,636.0,6.0,3.0,68.55,0.67,195.0,2.0,True
34,5.0,615.0,1.0,1.0,68.0,401.0,13.0,11.0,True
35,1.0,652.0,1.0,1.0,0.0,420.0,1.0,1.0,True
36,9.0,213.0,1.0,1.0,8.0,190.0,9.0,1.0,True
37,41.0,243.0,1.0,1.0,14.0,220.0,1.0,1.0,True
38,27.0,268.0,1.0,1.0,26.0,245.0,1.0,1.0,True
39,5.0,276.0,1.0,1.0,0.0,253.0,39.0,51.0,True
40,7.5,284.0,1.0,1.0,2.0,260.0,2.0,2.0,True
41,2.0,690.0,1.0,1.0,5.0,440.0,6.0,2.0,True
42,1.0,696.0,1.0,1.0,101.0,445.0,0.0,22.0,True
43,4.0,336.0,1.0,1.0,0.0,311.0,1.0,1.0,True
44,22.0,346.0,1.0,1.0,1.0,321.0,4.0,1.0,True
45,3.0,371.0,1.0,1.0,9.0,345.0,1.0,1.0,True
46,12.4,775.0,4.0,1.0,82.8,454.0,303.0,114.0,True
47,8.33,778.0,4.0,1.0,138.17,493.0,112.0,36.0,True
48,8.0,780.0,1.0,1.0,83.0,495.0,5.0,1.0,True
49,30.0,394.0,1.0,1.0,114.0,366.0,8.0,9.0,True
50,1.0,412.0,1.0,1.0,280.0,376.0,4.0,12.0,True
51,9.17,457.0,5.0,1.0,126.33,420.0,44.0,19.0,True
52,28.0,830.0,2.0,1.0,25.0,504.0,13.0,0.0,True
53,9.67,832.0,3.0,1.0,7.0,506.0,3.0,0.0,True
54,3.0,476.0,1.0,1.0,13.0,434.0,6.0,3.0,True
55,0.0,491.0,1.0,1.0,0.0,449.0,103.0,0.0,True
56,7.0,510.0,1.0,1.0,68.0,466.0,5.0,2.0,True
57,10.0,529.0,1.0,1.0,0.0,484.0,1.0,1.0,True
58,11.5,532.0,2.0,1.0,39.5,487.0,80.0,42.0,True
59,22.0,883.0,1.0,1.0,4.0,548.0,12.0,0.0,True
60,29.73,582.0,4.0,1.0,45.13,537.0,255.0,25.0,True
61,28.93,602.0,2.0,1.0,23.29,557.0,349.0,392.0,True
62,30.5,610.0,2.0,1.0,90.5,564.0,68.0,5.0,True
63,26.0,626.0,1.0,1.0,13.0,579.0,1.0,1.0,True
64,26.0,901.0,1.0,1.0,0.0,563.0,5.0,1.0,True
65,6.0,644.0,1.0,1.0,1.0,595.0,4.0,0.0,True
66,0.0,849.0,1.0,1.0,0.0,534.0,146.0,0.0,True
67,38.0,667.0,3.0,1.0,65.5,618.0,169.0,21.0,True
68,14.0,690.0,1.0,1.0,215.0,641.0,3.0,1.0,True
69,5.0,934.0,1.0,1.0,8.0,595.0,1.0,1.0,True
70,99.0,936.0,1.0,1.0,0.0,597.0,2.0,8.0,True
71,2.0,860.0,1.0,1.0,199.0,541.0,84.0,4.0,True
72,55.0,949.0,1.0,1.0,3.0,610.0,1.0,1.0,True
73,0.0,868.0,1.0,1.0,0.0,545.0,59.0,0.0,True
74,47.0,980.0,1.0,1.0,0.0,629.0,4.0,3.0,True
75,23.0,763.0,1.0,1.0,7.0,711.0,3.0,3.0,True
76,18.0,766.0,1.0,1.0,250.0,714.0,1.0,0.0,True
77,12.0,1063.0,1.0,1.0,0.0,679.0,2.0,2.0,True
78,9.0,1064.0,5.0,1.0,21.11,680.0,329.0,71.0,True
79,49.0,1072.0,1.0,1.0,0.0,688.0,16.0,13.0,True
80,4.0,825.0,1.0,1.0,297.0,8.0,1.0,1.0,True
81,94.0,891.0,1.0,1.0,74.0,830.0,3.0,0.0,True
82,2.0,32.0,1.0,1.0,14.0,2.0,10.0,2.0,True
83,6.0,913.0,1.0,1.0,30.0,848.0,16.0,0.0,True
84,6.2,915.0,2.0,1.0,370.6,850.0,60.0,32.0,True
85,129.0,919.0,1.0,1.0,1.0,854.0,16.0,8.0,True
86,22.0,54.0,1.0,1.0,10.0,47.0,1.0,1.0,True
87,49.33,66.0,5.0,1.0,52.33,59.0,270.0,29.0,True
88,1.5,1107.0,2.0,1.0,5.5,3.0,2.0,3.0,True
89,16.38,76.0,3.0,2.0,192.12,0.94,364.0,10.0,True
90,10.0,12.0,1.0,1.0,330.0,9.0,1.0,2.0,True
91,24.0,18.0,1.0,1.0,126.0,15.0,7.0,5.0,True
92,1.5,1110.0,1.0,1.0,26.0,6.0,16.0,3.0,True
93,59.33,39.0,3.0,1.0,47.67,21.0,315.0,2.0,True
94,83.0,48.0,1.0,1.0,3.0,30.0,3.0,0.0,True
95,3.5,1123.0,2.0,2.0,38.0,0.52,146.0,15.0,True
96,65.0,112.0,1.0,1.0,20.0,99.0,1.0,1.0,True
97,108.0,126.0,1.0,1.0,34.0,111.0,2.0,1.0,True
98,14.57,82.0,3.0,1.0,209.43,52.0,251.0,59.0,True
99,29.09,96.0,5.0,2.0,441.27,0.75,255.0,653.0,True
100,21.0,170.0,1.0,1.0,236.0,152.0,26.0,0.0,True
101,46.0,172.0,1.0,1.0,0.0,154.0,0.0,2.0,True
102,0.0,202.0,1.0,1.0,0.0,179.0,63.0,0.0,True
103,51.78,205.0,5.0,1.0,46.33,182.0,219.0,77.0,True
104,15.4,207.0,3.0,1.0,314.0,184.0,93.0,5.0,True
105,39.0,124.0,1.0,1.0,34.0,78.0,1.0,1.0,True
106,48.67,213.0,4.0,1.0,118.33,190.0,193.0,95.0,True
107,8.0,214.0,1.0,1.0,310.0,191.0,1.0,1.0,True
108,0.0,219.0,1.0,1.0,0.0,196.0,146.0,0.0,True
109,25.64,951.0,4.0,1.0,130.43,880.0,675.0,24.0,True
110,1.0,242.0,1.0,1.0,56.0,217.0,33.0,0.0,True
111,2.0,142.0,1.0,1.0,6.0,0.0,2.0,2.0,True
112,9.0,961.0,2.0,1.0,74.5,887.0,114.0,1.0,True
113,7.0,158.0,1.0,1.0,0.0,101.0,1.0,1.0,True
114,1.0,992.0,1.0,1.0,11.0,913.0,8.0,5.0,True
115,18.13,1155.0,8.0,3.0,489.61,0.0,0.0,2558.0,False
116,1.0,1002.0,1.0,1.0,43.0,921.0,2.0,0.0,True
117,71.67,213.0,2.0,1.0,36.33,128.0,27.0,6.0,True
118,13.75,224.0,3.0,1.0,311.5,137.0,52.0,11.0,True
119,14.75,225.0,3.0,1.0,0.0,138.0,11.0,52.0,True
120,23.0,227.0,1.0,1.0,0.0,140.0,1.0,1.0,True
121,163.0,236.0,1.0,1.0,24.0,147.0,1.0,1.0,True
122,62.0,327.0,4.0,1.0,45.5,285.0,307.0,53.0,True
123,11.0,364.0,1.0,1.0,12.0,320.0,2.0,0.0,True
124,5.0,419.0,2.0,1.0,20.5,364.0,8.0,3.0,True
125,4.0,353.0,1.0,1.0,1004.0,20.0,1.0,0.0,True
126,16.67,423.0,2.0,1.0,197.33,368.0,197.0,2.0,True
127,1.0,446.0,1.0,1.0,0.0,3.0,32.0,0.0,True
128,13.5,373.0,2.0,1.0,0.5,229.0,166.0,4.0,True
129,0.5,376.0,1.0,1.0,0.0,232.0,31.0,2.0,True
130,0.0,378.0,1.0,1.0,0.0,234.0,180.0,0.0,True
131,17.4,460.0,4.0,2.0,67.6,0.94,106.0,45.0,True
132,11.0,1109.0,1.0,1.0,1.0,1015.0,9.0,10.0,True
133,10.0,551.0,1.0,1.0,1066.0,464.0,14.0,0.0,True
134,26.83,573.0,14.0,1.0,229.33,483.0,211.0,86.0,True
135,33.8,600.0,4.0,1.0,31.6,508.0,37.0,10.0,True
136,56.5,607.0,1.0,1.0,0.0,515.0,6.0,2.0,True
137,13.0,632.0,1.0,1.0,140.0,537.0,4.0,1.0,True
138,16.5,534.0,2.0,1.0,17.0,313.0,8.0,6.0,True
139,0.0,568.0,1.0,1.0,0.0,341.0,131.0,0.0,True
140,174.0,1184.0,2.0,2.0,3.5,0.0,4.0,4.0,True
141,0.0,573.0,1.0,1.0,0.0,343.0,597.0,0.0,True
142,20.17,694.0,4.0,2.0,9.0,0.94,271.0,19.0,True
143,35.0,756.0,1.0,1.0,84.0,644.0,2.0,0.0,True
144,16.0,763.0,1.0,1.0,69.0,649.0,66.0,12.0,True
145,10.2,648.0,4.0,3.0,103.6,0.05,197.0,123.0,True
146,5.2,113.0,2.0,2.0,508.0,0.25,33.0,8.0,True
147,21.0,117.0,1.0,1.0,11.0,90.0,1.0,1.0,True
148,0.0,806.0,1.0,1.0,0.0,26.0,201.0,0.0,True
149,1.0,818.0,1.0,1.0,1.0,695.0,2.0,2.0,True
150,125.2,164.0,4.0,3.0,173.2,0.0,259.0,246.0,True
151,0.0,171.0,1.0,1.0,0.0,125.0,148.0,0.0,True
152,13.0,835.0,1.0,1.0,27.0,709.0,2.0,1.0,True
153,44.0,175.0,2.0,2.0,110.0,0.75,151.0,95.0,True
154,1.0,208.0,1.0,1.0,0.0,153.0,12.0,3.0,True
155,109.0,879.0,1.0,1.0,1.0,750.0,2.0,0.0,True
156,46.4,223.0,3.0,1.0,44.4,163.0,402.0,36.0,True
157,0.0,242.0,1.0,1.0,0.0,181.0,247.0,0.0,True
158,11.0,927.0,1.0,1.0,94.0,795.0,10.0,4.0,True
159,4.2,305.0,1.0,1.0,77.2,9.0,375.0,40.0,True
160,80.0,308.0,1.0,1.0,46.0,222.0,2.0,1.0,True
161,3.0,737.0,1.0,1.0,797.0,446.0,6.0,5.0,True
162,0.0,312.0,1.0,1.0,0.0,223.0,745.0,0.0,True
163,3.0,404.0,1.0,1.0,189.0,295.0,52.0,54.0,True
164,12.0,797.0,1.0,1.0,768.0,23.0,54.0,34.0,True
165,78.0,26.0,1.0,1.0,40.0,12.0,1.0,14.0,True
166,34.0,803.0,1.0,1.0,6.5,485.0,2.0,2.0,True
167,11.0,804.0,2.0,1.0,70.5,486.0,3.0,3.0,True
168,7.22,69.0,1.0,1.0,273.89,39.0,234.0,118.0,True
169,54.62,99.0,5.0,2.0,0.0,0.5,309.0,0.0,True
170,2.11,1213.0,5.0,1.0,10.56,9.0,562.0,119.0,True
171,1.0,450.0,1.0,1.0,195.0,330.0,3.0,1.0,True
172,19.0,1267.0,1.0,1.0,0.0,22.0,3.0,3.0,True
