,nuc,aexp,nd,ns,age,la,ld,target
0,14.77,5.0,3.0,2.0,24.62,891.0,613.0,1
1,36.39,0.0,4.0,2.0,60.48,1503.0,1084.0,1
2,79.21,34.0,6.0,2.0,19.14,1146.0,540.0,1
3,102.67,5.0,2.0,2.0,0.44,1328.0,908.0,1
4,44.53,137.0,5.0,2.0,7.84,1672.0,1210.0,1
5,60.17,46.0,4.0,2.0,7.67,639.0,647.0,1
6,330.0,46.0,3.0,2.0,6.33,672.0,662.0,1
7,60.63,167.0,8.0,2.0,5.07,1130.0,899.0,1
8,9.67,99.0,3.0,1.0,3.67,617.0,551.0,1
9,12.5,80.0,2.0,1.0,25.5,937.0,223.0,1
10,10.33,96.0,5.0,1.0,27.0,649.0,493.0,1
11,5.45,16.0,2.0,1.0,12.73,720.0,513.0,1
12,15.92,97.0,4.0,1.0,4.67,2136.0,487.0,1
13,12.71,35.0,4.0,1.0,5.82,2754.0,1675.0,1
14,6.82,198.0,3.0,1.0,13.29,721.0,365.0,1
15,111.33,221.0,3.0,1.0,96.33,1072.0,1139.0,1
16,33.83,278.0,2.0,1.0,55.42,978.0,334.0,1
17,23.0,124.0,5.0,1.0,129.07,1138.0,1371.0,1
18,17.92,399.0,3.0,1.0,9.69,1211.0,492.0,1
19,160.0,11.0,2.0,2.0,0.0,724.0,635.0,1
20,36.19,47.0,6.0,2.0,0.31,819.0,675.0,1
21,199.14,42.0,2.0,1.0,47.71,553.0,441.0,1
22,20.75,24.0,7.0,1.0,6.75,1070.0,492.0,1
23,78.0,105.0,4.0,1.0,43.39,796.0,695.0,1
24,8.2,161.0,3.0,1.0,0.0,866.0,1480.0,1
25,160.0,91.0,6.0,1.0,12.5,846.0,582.0,1
26,248.5,35.0,4.0,1.0,14.62,415.0,550.0,1
27,4.8,152.0,4.0,1.0,13.0,435.0,891.0,1
28,286.5,189.0,2.0,1.0,4.12,1111.0,1016.0,1
29,349.4,143.0,3.0,1.0,51.7,743.0,656.0,1
30,478.43,151.0,2.0,1.0,19.29,554.0,500.0,1
31,198.5,248.0,3.0,1.0,26.33,473.0,526.0,1
32,100.23,245.0,8.0,1.0,53.12,2154.0,717.0,1
33,338.0,220.0,3.0,1.0,55.89,625.0,558.0,1
34,153.04,48.0,7.0,1.0,23.38,930.0,565.0,1
35,67.0,60.0,3.0,1.0,2.7,765.0,335.0,1
36,522.0,251.0,2.0,1.0,9.5,648.0,559.0,1
37,28.0,48.0,3.0,1.0,3.25,649.0,290.0,1
38,74.48,7.0,6.0,1.0,9.29,363.0,764.0,1
39,249.14,376.0,5.0,1.0,56.67,1208.0,845.0,1
40,33.81,43.46,6.15,1.85,1.3,857.58,646.87,1
41,21.56,25.21,6.95,1.05,6.41,1056.78,501.64,1
42,27.63,34.25,6.55,1.45,3.88,958.1,573.59,1
43,33.01,42.27,6.21,1.79,1.64,870.65,637.35,1
44,23.24,27.7,6.84,1.16,5.71,1029.59,521.47,1
45,29.5,37.04,6.43,1.57,3.1,927.73,595.72,1
46,23.54,28.16,6.82,1.18,5.59,1024.61,525.09,1
47,32.89,42.08,6.21,1.79,1.69,872.68,635.86,1
48,28.04,34.86,6.53,1.47,3.71,951.47,578.42,1
49,34.06,43.83,6.14,1.86,1.2,853.54,649.81,1
50,30.4,38.38,6.37,1.63,2.72,913.05,606.43,1
51,27.29,33.74,6.58,1.42,4.02,963.66,569.53,1
52,28.78,35.97,6.48,1.52,3.4,939.36,587.25,1
53,27.25,33.68,6.58,1.42,4.04,964.33,569.04,1
54,36.01,46.74,6.01,1.99,0.39,821.87,672.91,1
55,27.39,33.9,6.57,1.43,3.98,961.96,570.77,1
56,31.44,39.93,6.31,1.69,2.29,896.18,618.73,1
57,34.12,43.91,6.13,1.87,1.18,852.7,650.43,1
58,33.07,42.35,6.2,1.8,1.61,869.73,638.01,1
59,22.33,26.36,6.9,1.1,6.09,1044.28,510.75,1
60,30.61,38.7,6.36,1.64,2.64,909.61,608.94,1
61,29.29,36.72,6.45,1.55,3.19,931.14,593.24,1
62,30.85,39.05,6.35,1.65,2.54,905.76,611.74,1
63,34.92,45.11,6.08,1.92,0.84,839.58,659.99,1
64,35.52,46.0,6.04,1.96,0.59,829.9,667.05,1
65,35.47,45.93,6.05,1.95,0.61,830.64,666.52,1
66,26.67,32.82,6.62,1.38,4.28,973.8,562.14,1
67,25.01,30.35,6.72,1.28,4.97,1000.66,542.55,1
68,30.95,39.19,6.34,1.66,2.5,904.18,612.9,1
69,24.47,29.54,6.76,1.24,5.2,1009.53,536.09,1
70,31.21,39.58,6.32,1.68,2.39,899.95,615.98,1
71,34.8,44.93,6.09,1.91,0.89,841.62,658.51,1
72,22.54,26.67,6.88,1.12,6.0,1040.9,513.22,1
73,21.82,25.6,6.93,1.07,6.3,1052.54,504.73,1
74,33.82,43.48,6.15,1.85,1.3,857.44,646.97,1
75,31.03,39.31,6.33,1.67,2.46,902.88,613.85,1
76,24.9,30.18,6.73,1.27,5.02,1002.56,541.17,1
77,22.73,26.94,6.87,1.13,5.93,1037.88,515.42,1
78,24.33,29.34,6.77,1.23,5.26,1011.72,534.49,1
