,nuc,arexp,nd,ns,age,la,ld
9632,42.6451612903226,1473.9166666666,7,1,27.8064516129032,2.0,344
9651,58.875,102.0,12,1,21.2083333333333,9.0,102
9691,,,,,,,
9729,0.424242424242424,0.0,7,1,2.18181818181818,0.0,42
9803,13.0882352941176,908.666666666696,9,1,2.64705882352941,8.0,130
9825,28.08,105.0,10,1,8.64,1.0,311
9836,,,,,,,
9839,89.9411764705882,34.0,10,1,9.176470588235288,10.0,30
9862,,,,,,,
9872,170.0,112.0,3,1,2.8,0.0,30
9887,,,,,,,
9890,,,,,,,
9896,2.22222222222222,4.0,6,1,84.1111111111111,0.0,293
9906,23.607142857142897,219.0,10,1,27.535714285714302,3.0,116
9922,14.944444444444402,219.5,10,1,12.0,8.0,145
9932,,,,,,,
9977,,,,,,,
10120,,,,,,,
10180,,,,,,,
10232,12.25,75.0,3,1,186.75,0.0,19
10245,1.42857142857143,7.0,8,1,20.5238095238095,0.0,80
10265,,,,,,,
10287,66.0555555555556,26.0,9,1,49.8888888888889,2.0,185
10367,40.1818181818182,1.0,6,1,41.2727272727273,0.0,243
10379,6.6,302.0,2,1,28.6,6.0,77
10408,11.304347826087,57.0,8,1,29.1304347826087,2.0,547
10435,,,,,,,
10438,42.5,112.5,8,1,10.0,1.0,187
10454,,,,,,,
10478,,,,,,,
10485,18.375,471.666666666666,11,1,37.95,0.0,164
10498,37.69565217391301,826.750000000021,16,1,3.43478260869565,2.0,148
10501,16.0454545454545,16.0,8,1,251.909090909091,0.0,106
10506,15.3636363636364,59.0,7,1,53.5454545454545,3.0,15
10521,,,,,,,
10523,26.3125,337.5,5,1,2.625,0.0,5
10525,,,,,,,
10540,,,,,,,
10556,98.5,4.0,3,1,5.33333333333333,3.0,1
10562,6.0,1.0,5,1,98.0555555555556,2.0,90
10580,,,,,,,
10585,44.1666666666667,0.0,4,1,202.333333333333,223,39
10622,,,,,,,
10653,86.6666666666667,306.5,3,1,18.3333333333333,11.0,140
10692,,,,,,,
10697,6.94444444444444,40.0,4,1,15.3888888888889,0.0,64
10705,,,,,,,
10709,8.33333333333333,0.0,5,1,68.3333333333333,4.0,171
10757,28.3333333333333,253.333333333334,4,1,176.833333333333,0.0,93
10774,39.7272727272727,58.5,13,1,27.575757575757603,3.0,258
10795,,,,,,,
10798,12.5,0.0,2,1,16.5,11.0,17
10812,,,,,,,
10817,,,,,,,
10836,64.25,2.0,3,1,60.75,0.0,3
10859,22.0,21.0,3,1,192.666666666667,0.0,441
10862,,,,,,,
10874,,,,,,,
10878,,,,,,,
10929,24.857142857142897,6.0,10,1,13.5714285714286,0.0,67
10930,28.4285714285714,66.0,5,1,11.142857142857098,0.0,226
10964,,,,,,,
11000,62.5,29.0,5,1,29.8,0.0,6
11008,109.5625,25.0,8,1,49.9375,6.0,349
11017,,,,,,,
11030,0.52,0.0,9,2,54.36,3.0,3
11036,,,,,,,
11063,7.75,6.0,1,1,149.5,600,0.0
11081,,,,,,,
11091,36.0952380952381,11.0,12,1,101.809523809524,0.0,344
11126,,,,,,,
11136,3.80645161290323,18.0,22,2,29.048387096774203,4.0,1245
11143,8.375,95.8333333333333,7,1,286.0,0.0,182
11163,,,,,,,
11170,23.148148148148103,62.0,11,1,4.8148148148148096,2.0,251
11172,25.0909090909091,1.0,3,1,3.45454545454545,2.0,115
11189,71.695652173913,0.0,8,1,46.2173913043478,1.0,177
11202,15.4146341463415,37.0,19,2,377.073170731707,3.0,636
11225,54.8571428571429,8.0,13,1,17.877551020408198,0.0,649
11258,38.3333333333333,3.0,9,6,254.666666666667,3.0,59
11275,130.409090909091,205.333333333333,13,1,24.4090909090909,3.0,132
11295,82.1304347826087,27.3333333333333,10,1,42.0,3.0,920
11304,123.866666666667,27.0,7,1,19.6,0.0,287
11322,,,,,,,
11348,,,,,,,
11363,,,,,,,
11365,,,,,,,
11410,,,,,,,
11422,,,,,,,
11430,13.94,60.5,10,1,325.52,3.0,313
11431,10.5714285714286,61.5,5,1,234.714285714286,2.0,151
11456,157.416666666667,30.0,5,1,28.1666666666667,0.0,50
11465,,,,,,,
11466,8.346153846153848,16.0,11,1,402.673076923077,0.0,184
11517,15.0,6.0,4,1,27.0,5.0,146
11519,,,,,,,
11544,37.0,258.0,8,1,12.9565217391304,1.0,1238
11568,60.4166666666667,12.5,5,3,2.1666666666666696,3.0,0
11569,,,,,,,
11588,47.8275862068966,37.0,15,1,52.1379310344828,0.0,38
11593,,,,,,,
11594,14.642857142857098,76.2499999999999,6,1,282.285714285714,0.0,442
11601,52.3636363636364,11.0,10,1,17.0454545454545,1.0,72
11639,,,,,,,
11663,26.5714285714286,0.0,3,1,12.4285714285714,3.0,23
11683,58.5909090909091,275.99999999999903,10,1,18.0,1.0,1447
11725,,,,,,,
11750,24.375,0.0,8,1,107.0,3.0,24
11764,82.8823529411765,64.6666666666669,12,1,69.5294117647059,11.0,48
11781,,,,,,,
11826,66.030303030303,80.0,10,1,138.939393939394,0.0,114
11831,,,,,,,
11846,46.3125,0.0,28,1,98.7875,10.0,839
11878,46.375,8.0,5,1,43.0,3.0,514
11880,6.96,0.0,5,1,35.56,3.0,424
