,nuc,aexp,nd,ns,age,asexp,la,ld,target
0,2.0,2.0,14.0,4.0,3.0,1.25,234.0,214.0,False
1,2.55,37.0,7.0,1.0,11.55,29.0,526.0,96.0,False
2,3.43,1.0,3.0,2.0,9.57,1.0,310.0,220.0,False
3,2.42,77.0,9.0,2.0,27.17,0.96,117.0,27.0,False
4,0.0,8.0,3.0,1.0,0.0,3.0,869.0,0.0,False
5,3.6,41.0,5.0,2.0,13.85,1.85,420.0,557.0,False
6,3.81,173.0,9.0,1.0,19.21,126.0,779.0,557.0,False
7,7.0,237.0,6.0,2.0,41.25,0.96,0.0,66.0,False
8,2.2,106.0,3.0,2.0,19.2,1.85,751.0,103.0,False
9,4.36,114.0,3.0,2.0,17.91,1.85,325.0,37.0,False
10,2.31,28.0,10.0,3.0,5.89,0.5,1057.0,682.0,False
11,2.07,30.0,10.0,2.0,4.29,0.0,119.0,210.0,False
12,10.22,7.0,5.0,1.0,83.11,5.0,391.0,33.0,False
13,1.59,140.0,7.0,1.0,25.3,92.0,1923.0,399.0,False
14,9.75,148.0,3.0,1.0,44.0,98.0,1273.0,884.0,False
15,0.55,68.0,8.0,2.0,2.76,0.0,194.0,7.0,False
16,2.6,75.0,6.0,1.0,0.4,52.0,848.0,239.0,False
17,8.61,38.0,12.0,1.0,7.18,35.0,625.0,780.0,False
18,20.46,16.0,10.0,1.0,19.96,12.0,294.0,162.0,False
19,20.2,22.0,4.0,3.0,24.2,0.97,346.0,152.0,False
20,12.0,27.0,5.0,3.0,29.5,0.01,72.0,21.0,False
21,13.0,28.0,5.0,3.0,0.0,0.01,21.0,72.0,True
22,6.41,68.0,5.0,1.0,16.84,59.0,606.0,44.0,False
23,9.62,325.0,4.0,2.0,141.25,1.85,657.0,664.0,False
24,8.19,329.0,9.0,2.0,116.24,1.85,622.0,868.0,False
25,1.76,7.0,7.0,2.0,0.0,1.01,90.0,82.0,False
26,11.75,356.0,10.0,2.0,119.64,1.85,785.0,1037.0,False
27,3.88,47.0,10.0,1.0,12.29,37.0,232.0,61.0,False
28,1.29,21.0,11.0,3.0,30.53,0.54,828.0,127.0,False
29,9.15,230.0,17.0,2.0,7.36,0.0,459.0,480.0,False
30,13.77,236.0,5.0,2.0,7.85,0.0,319.0,214.0,False
31,8.16,245.0,11.0,4.0,9.76,0.0,1396.0,1099.0,False
32,3.64,317.0,4.0,2.0,24.82,0.0,1424.0,998.0,False
33,3.29,83.0,7.0,1.0,11.39,69.0,1160.0,28.0,False
34,9.56,54.0,11.0,4.0,0.25,0.33,1596.0,4.0,True
35,22.29,131.0,9.0,1.0,27.36,93.0,453.0,162.0,False
36,0.36,8.0,4.0,3.0,2.64,0.0,237.0,21.0,False
37,0.0,0.0,6.0,3.0,0.0,0.0,460.0,0.0,True
38,0.75,1.0,6.0,3.0,8.25,1.0,535.0,337.0,False
39,7.86,215.0,6.0,3.0,1.71,0.0,60.0,37.0,False
40,7.67,90.0,3.0,3.0,0.0,0.0,17.0,18.0,True
41,6.0,238.0,5.0,3.0,4.4,0.0,597.0,63.0,False
42,5.0,254.0,7.0,4.0,11.29,0.0,19.0,157.0,False
43,2.9,15.0,8.0,5.0,4.8,0.0,528.0,2.0,True
44,5.8,317.0,7.0,2.0,17.4,0.0,696.0,747.0,False
45,3.0,12.0,4.0,2.0,3.5,0.77,1571.0,1.0,True
46,6.55,333.0,7.0,3.0,35.0,0.0,210.0,238.0,False
47,5.05,91.0,11.0,3.0,50.03,0.0,364.0,1159.0,False
48,5.7,359.0,14.0,6.0,13.06,0.0,129.0,143.0,False
49,2.73,381.0,4.0,2.0,12.8,0.0,1274.0,22.0,False
50,7.96,421.0,7.0,5.0,0.92,0.0,549.0,468.0,True
51,3.5,0.0,4.0,3.0,2.0,0.0,255.0,1.0,True
52,7.05,14.0,11.0,5.0,3.7,0.0,1807.0,43.0,False
53,6.2,17.0,2.0,2.0,9.4,0.01,407.0,10.0,False
54,8.47,20.0,14.0,4.0,11.11,0.0,183.0,305.0,False
55,17.64,4.0,13.0,1.0,0.0,4.0,377.0,105.0,False
56,20.42,94.0,12.0,1.0,0.0,94.0,639.0,585.0,False
57,30.0,99.0,11.0,1.0,0.0,99.0,469.0,432.0,False
58,10.14,38.0,8.0,1.0,0.0,38.0,381.0,17.0,False
59,12.44,43.0,5.0,2.0,1.06,1.0,187.0,242.0,False
60,1.58,38.0,5.0,2.0,0.83,0.0,133.0,56.0,False
61,2.23,59.0,10.0,4.0,16.08,0.0,91.0,54.0,False
62,2.43,3.0,4.0,1.0,13.57,1.0,915.0,2.0,False
63,0.0,106.0,6.0,1.0,0.0,9.0,694.0,0.0,False
64,7.33,539.0,5.0,3.0,0.5,0.0,362.0,2.0,True
65,7.86,2.0,12.0,5.0,0.79,0.0,43.0,41.0,False
66,0.0,5.0,2.0,1.0,0.0,5.0,1201.0,0.0,False
67,6.45,175.0,8.0,4.0,5.73,0.0,21.0,10.0,False
68,5.5,155.0,3.0,3.0,4.0,0.0,114.0,56.0,False
69,4.91,179.0,6.0,3.0,5.09,0.0,200.0,257.0,False
70,7.19,50.0,6.0,2.0,2.38,0.0,441.0,88.0,False
71,5.89,54.0,10.0,3.0,6.0,0.0,232.0,293.0,False
72,9.08,179.0,9.0,2.0,14.38,0.0,137.0,33.0,False
73,1.86,553.0,3.0,4.0,18.29,0.0,513.0,339.0,False
74,6.27,56.0,7.0,1.0,4.64,50.0,457.0,404.0,False
75,5.29,0.0,3.0,3.0,22.86,0.0,485.0,4.0,True
76,6.56,242.0,4.0,3.0,11.44,0.0,195.0,43.0,False
77,3.67,188.0,6.0,3.0,13.08,0.0,689.0,6.0,False
78,2.24,250.0,6.0,3.0,30.52,0.0,743.0,44.0,False
79,4.0,264.0,3.0,3.0,57.2,0.0,25.0,6.0,False
80,2.9,179.0,11.0,4.0,48.88,0.0,884.0,64.0,False
81,3.02,276.0,17.0,5.0,68.35,0.0,65.0,92.0,False
82,3.3,284.0,5.0,3.0,51.6,0.0,412.0,105.0,False
83,39.4,204.0,4.0,4.0,22.8,0.06,18.0,2.0,False
84,9.29,4.0,5.0,3.0,15.43,0.44,37.0,90.0,False
85,3.33,576.0,5.0,3.0,49.33,0.0,1517.0,9.0,False
86,14.35,99.0,7.0,3.0,8.41,0.0,686.0,400.0,False
87,7.5,0.0,5.0,1.0,2.2,0.0,1165.0,7.0,True
88,8.38,236.0,6.0,3.0,14.25,0.0,154.0,1.0,True
89,2.32,24.0,12.0,6.0,0.21,0.0,2814.0,0.0,True
90,11.14,15.0,5.0,2.0,1.43,1.0,508.0,1.0,True
91,3.25,386.0,15.0,3.0,57.99,0.0,159.0,119.0,False
92,3.5,93.0,3.0,3.0,0.25,0.0,701.0,385.0,True
93,12.75,8.0,3.0,3.0,0.0,0.04,27.0,5.0,True
94,13.67,32.0,3.0,3.0,6.67,0.08,53.0,46.0,False
95,2.0,65.0,7.0,2.0,43.05,0.06,398.0,350.0,False
96,0.05,215.0,15.0,2.0,0.25,0.0,505.0,380.0,False
97,10.22,9.0,2.0,3.0,91.89,0.01,236.0,16.0,False
98,3.33,18.0,3.0,1.0,0.33,6.0,720.0,263.0,False
99,1.0,20.0,3.0,1.0,8.4,8.0,842.0,6.0,False
100,9.29,440.0,4.0,3.0,14.29,0.0,267.0,66.0,False
101,5.07,187.0,8.0,1.0,5.6,62.0,327.0,58.0,False
102,7.09,450.0,8.0,3.0,75.82,0.0,461.0,224.0,False
103,13.57,79.0,11.0,3.0,32.08,0.02,1076.0,134.0,False
104,10.11,284.0,8.0,6.0,26.44,0.0,131.0,48.0,False
105,3.88,208.0,8.0,2.0,15.88,0.0,202.0,117.0,False
106,7.56,211.0,10.0,4.0,2.06,0.0,256.0,94.0,False
107,12.15,213.0,7.0,2.0,5.92,0.0,251.0,643.0,False
108,13.0,0.0,3.0,2.0,6.6,0.0,806.0,8.0,False
