,nuc,aexp,nd,ns,age,la,ld,target
0,1.0,58.0,2.0,1.0,162.0,51.0,0.0,True
1,37.43,4.0,4.0,2.0,166.0,243.0,139.0,True
2,219.0,3.0,3.0,2.0,165.0,19.0,0.0,True
3,100.92,342.0,4.0,1.0,158.83,247.0,111.0,True
4,248.8,8.0,4.0,1.0,289.4,192.0,10.0,True
5,628.5,17.0,2.0,1.0,174.5,32.0,0.0,True
6,258.6,32.0,4.0,1.0,279.4,267.0,12.0,True
7,236.67,37.0,3.0,1.0,195.83,325.0,42.0,True
8,209.57,31.0,3.0,1.0,158.57,79.0,63.0,True
9,17.75,482.0,3.0,2.0,259.25,92.0,50.0,True
10,200.62,51.0,6.0,2.0,186.38,320.0,39.0,True
11,217.78,58.0,4.0,1.0,170.22,211.0,30.0,True
12,760.0,59.0,2.0,1.0,246.0,23.0,0.0,True
13,548.67,66.0,3.0,1.0,365.67,81.0,4.0,True
14,114.36,117.0,5.0,2.0,415.09,242.0,96.0,True
15,452.25,119.0,2.0,1.0,166.5,109.0,46.0,True
16,34.5,70.0,7.0,1.0,162.3,262.0,0.0,True
17,75.19,87.0,12.0,1.0,278.49,75.0,73.0,True
18,333.25,233.0,2.0,1.0,240.5,310.0,234.0,True
19,662.67,348.0,3.0,1.0,234.33,107.0,0.0,True
20,75.9,130.0,5.0,3.0,289.8,383.0,264.0,True
21,265.6,66.0,4.0,1.0,146.9,259.0,22.0,True
22,321.14,208.0,3.0,2.0,238.29,607.0,38.0,True
23,90.68,0.0,3.0,2.0,351.36,480.0,204.0,True
24,328.71,23.0,4.0,1.0,250.57,97.0,125.0,True
25,498.4,4.0,5.0,2.0,239.0,10.0,3.0,True
26,486.5,10.0,3.0,1.0,177.83,94.0,10.0,True
27,163.67,64.0,1.0,1.0,153.33,91.0,36.0,True
28,356.64,224.0,6.0,1.0,199.73,56.0,55.0,True
29,398.0,133.0,5.0,1.0,157.88,193.0,40.0,True
30,482.5,264.0,4.0,2.0,188.0,334.0,24.0,True
31,136.68,52.0,8.0,1.0,178.07,360.0,239.0,True
32,627.8,268.0,3.0,2.0,292.6,28.0,3.0,True
33,775.5,63.0,2.0,1.0,263.25,14.0,16.0,True
34,385.0,165.0,3.0,1.0,171.5,132.0,59.0,True
35,367.09,208.0,5.0,1.0,161.64,169.0,12.0,True
36,334.27,305.0,6.0,1.0,277.18,43.0,23.0,True
37,160.22,313.0,8.0,1.0,231.15,124.0,109.0,True
38,364.0,324.0,6.0,1.0,168.64,63.0,40.0,True
39,300.87,187.0,6.0,2.0,221.87,472.0,67.0,True
40,310.53,204.62,3.09,2.04,240.52,597.31,47.78,True
41,320.44,207.78,3.01,2.0,238.43,606.36,38.65,True
42,264.73,190.06,3.46,2.23,250.13,555.48,89.98,True
43,160.8,157.0,4.31,2.65,271.97,460.54,185.77,True
44,102.28,138.39,4.78,2.89,284.26,407.09,239.69,True
45,288.35,197.57,3.27,2.13,245.17,577.05,68.22,True
46,223.57,176.97,3.8,2.4,258.78,517.88,127.92,True
47,303.55,202.4,3.14,2.07,241.98,590.93,54.21,True
48,118.28,143.48,4.65,2.83,280.9,421.71,224.95,True
49,155.68,155.38,4.35,2.67,273.04,455.87,190.48,True
50,125.75,145.86,4.59,2.8,279.33,428.53,218.06,True
51,183.54,164.24,4.12,2.56,267.19,481.32,164.8,True
52,111.46,141.31,4.71,2.85,282.33,415.48,231.23,True
53,100.38,137.79,4.8,2.9,284.66,405.36,241.44,True
54,110.89,141.13,4.71,2.86,282.45,414.96,231.75,True
55,173.89,161.17,4.2,2.6,269.22,472.51,173.7,True
56,95.35,136.19,4.84,2.92,285.71,400.77,246.08,True
57,117.42,143.21,4.66,2.83,281.08,420.93,225.73,True
58,180.51,163.27,4.15,2.57,267.83,478.55,167.6,True
59,282.29,195.64,3.32,2.16,246.45,571.51,73.8,True
60,228.0,178.37,3.76,2.38,257.85,521.92,123.84,True
61,100.68,137.88,4.8,2.9,284.59,405.63,241.16,True
62,272.82,192.63,3.39,2.2,248.44,562.87,82.53,True
63,75.95,130.02,5.0,3.0,289.79,383.05,263.95,True
64,91.45,134.95,4.87,2.94,286.53,397.2,249.67,True
65,162.2,157.45,4.3,2.65,271.67,461.82,184.47,True
66,141.06,150.72,4.47,2.73,276.11,442.52,203.95,True
67,117.69,143.29,4.66,2.83,281.02,421.17,225.49,True
68,128.76,146.81,4.57,2.78,278.7,431.28,215.29,True
69,89.55,134.34,4.89,2.94,286.93,395.47,251.42,True
70,89.25,134.24,4.89,2.95,287.0,395.19,251.7,True
71,196.45,168.34,4.02,2.51,264.48,493.11,152.91,True
72,206.78,171.63,3.93,2.47,262.31,502.54,143.39,True
73,112.79,141.73,4.7,2.85,282.05,416.69,230.0,True
74,128.54,146.74,4.57,2.79,278.74,431.08,215.49,True
75,289.78,198.03,3.26,2.13,244.87,578.36,66.9,True
76,167.9,159.26,4.25,2.62,270.48,467.03,179.22,True
77,230.25,179.09,3.74,2.37,257.38,523.98,121.76,True
78,89.35,134.28,4.89,2.95,286.98,395.28,251.61,True
79,101.86,138.26,4.79,2.89,284.35,406.71,240.08,True
80,232.42,179.78,3.72,2.36,256.92,525.96,119.76,True
81,193.14,167.29,4.04,2.52,265.17,490.08,155.96,True
82,132.25,147.92,4.54,2.77,277.96,434.47,212.07,True
83,139.37,150.19,4.48,2.74,276.47,440.97,205.51,True
84,227.0,178.06,3.77,2.38,258.06,521.01,124.76,True
85,302.76,202.15,3.15,2.07,242.15,590.2,54.95,True
86,288.23,197.53,3.27,2.13,245.2,576.94,68.33,True
87,83.1,132.29,4.94,2.97,288.29,389.58,257.37,True
88,193.48,167.4,4.04,2.52,265.1,490.4,155.64,True
89,128.25,146.65,4.57,2.79,278.8,430.82,215.76,True
90,130.67,147.42,4.55,2.78,278.3,433.03,213.53,True
91,246.3,184.2,3.61,2.31,254.01,538.64,106.97,True
92,106.52,139.74,4.75,2.88,283.37,410.97,235.78,True
93,79.06,131.0,4.97,2.99,289.14,385.88,261.09,True
94,85.62,133.09,4.92,2.96,287.76,391.88,255.04,True
95,149.53,153.42,4.4,2.7,274.33,450.25,196.15,True
96,268.06,191.12,3.43,2.22,249.44,558.52,86.91,True
97,171.24,160.32,4.22,2.61,269.77,470.08,176.14,True
98,213.69,173.82,3.88,2.44,260.86,508.86,137.02,True
99,234.52,180.45,3.71,2.35,256.48,527.88,117.83,True
100,204.95,171.05,3.95,2.47,262.69,500.87,145.07,True
101,166.49,158.81,4.26,2.63,270.77,465.74,180.52,True
102,234.99,180.6,3.7,2.35,256.38,528.31,117.39,True
103,234.25,180.36,3.71,2.35,256.54,527.63,118.08,True
104,303.14,202.27,3.15,2.07,242.07,590.56,54.59,True
105,126.2,146.0,4.59,2.79,279.23,428.94,217.65,True
106,218.18,175.25,3.84,2.42,259.91,512.96,132.88,True
107,130.28,147.3,4.56,2.78,278.38,432.67,213.88,True
108,208.08,172.04,3.92,2.46,262.04,503.73,142.19,True
109,202.87,170.38,3.96,2.48,263.13,498.97,147.0,True
110,129.65,147.1,4.56,2.78,278.51,432.09,214.47,True
111,300.99,201.59,3.16,2.08,242.52,588.59,56.57,True
112,294.2,199.43,3.22,2.11,243.95,582.39,62.83,True
113,109.38,140.65,4.73,2.86,282.77,413.58,233.15,True
114,221.24,176.23,3.81,2.41,259.27,515.75,130.06,True
115,216.58,174.74,3.85,2.43,260.25,511.49,134.36,True
116,259.79,188.49,3.5,2.25,251.17,550.96,94.54,True
117,319.87,207.6,3.01,2.01,238.55,605.84,39.17,True
118,192.1,166.96,4.05,2.53,265.39,489.13,156.92,True
119,272.77,192.61,3.39,2.2,248.45,562.81,82.58,True
120,215.81,174.5,3.86,2.43,260.41,510.79,135.07,True
121,304.7,202.77,3.13,2.07,241.74,591.98,53.15,True
122,205.96,171.36,3.94,2.47,262.48,501.79,144.15,True
123,257.21,187.67,3.52,2.26,251.72,548.6,96.92,True
124,314.8,205.98,3.05,2.03,239.62,601.21,43.85,True
125,281.44,195.37,3.32,2.16,246.62,570.74,74.58,True
126,279.72,194.82,3.34,2.17,246.99,569.16,76.18,True
127,238.99,181.87,3.67,2.33,255.54,531.97,113.7,True
128,138.0,149.75,4.49,2.75,276.76,439.72,206.77,True
129,130.5,147.37,4.55,2.78,278.33,432.87,213.68,True
130,287.5,197.3,3.27,2.14,245.35,576.28,69.0,True
131,300.08,201.3,3.17,2.09,242.71,587.76,57.41,True
132,98.67,137.24,4.81,2.91,285.02,403.8,243.02,True
133,102.07,138.32,4.79,2.89,284.3,406.9,239.88,True
134,108.35,140.32,4.74,2.87,282.98,412.64,234.1,True
135,97.18,136.77,4.83,2.91,285.33,402.43,244.39,True
136,122.17,144.72,4.62,2.81,280.08,425.26,221.36,True
137,260.41,188.68,3.5,2.25,251.04,551.52,93.97,True
138,204.59,170.93,3.95,2.48,262.77,500.54,145.41,True
139,244.18,183.52,3.63,2.31,254.45,536.7,108.93,True
140,236.83,181.18,3.69,2.34,256.0,529.99,115.7,True
141,171.37,160.36,4.22,2.61,269.75,470.2,176.02,True
142,167.62,159.17,4.25,2.63,270.53,466.77,179.48,True
143,253.12,186.37,3.55,2.28,252.57,544.87,100.69,True
144,222.45,176.61,3.8,2.4,259.02,516.86,128.95,True
145,141.58,150.89,4.46,2.73,276.0,442.99,203.47,True
146,230.36,179.13,3.74,2.37,257.36,524.08,121.66,True
147,274.4,193.13,3.38,2.19,248.1,564.31,81.07,True
148,214.63,174.12,3.87,2.43,260.66,509.72,136.15,True
149,289.06,197.79,3.26,2.13,245.03,577.69,67.57,True
150,156.06,155.5,4.35,2.67,272.96,456.22,190.13,True
151,242.72,183.06,3.64,2.32,254.76,535.37,110.27,True
152,118.01,143.39,4.66,2.83,280.96,421.46,225.2,True
153,298.12,200.68,3.19,2.09,243.12,585.97,59.22,True
154,106.88,139.85,4.75,2.87,283.29,411.3,235.45,True
155,248.85,185.01,3.59,2.29,253.47,540.97,104.62,True
156,76.96,130.34,4.99,3.0,289.58,383.96,263.03,True
157,254.99,186.96,3.54,2.27,252.18,546.57,98.96,True
158,120.88,144.31,4.63,2.82,280.35,424.09,222.55,True
159,272.73,192.6,3.39,2.2,248.45,562.78,82.61,True
160,181.86,163.7,4.14,2.57,267.54,479.78,166.35,True
161,270.58,191.92,3.41,2.21,248.91,560.82,84.6,True
162,221.18,176.21,3.82,2.41,259.28,515.69,130.12,True
163,84.37,132.69,4.93,2.97,288.02,390.74,256.2,True
164,318.34,207.11,3.02,2.01,238.87,604.44,40.58,True
165,230.63,179.21,3.74,2.37,257.3,524.33,121.41,True
166,136.84,149.38,4.5,2.75,277.0,438.66,207.84,True
167,236.18,180.98,3.69,2.35,256.13,529.4,116.3,True
168,301.67,201.81,3.16,2.08,242.38,589.21,55.94,True
169,245.29,183.87,3.62,2.31,254.22,537.72,107.9,True
170,182.71,163.97,4.13,2.56,267.36,480.56,165.57,True
171,159.2,156.49,4.32,2.66,272.3,459.09,187.23,True
172,229.1,178.73,3.75,2.38,257.62,522.93,122.82,True
173,282.79,195.8,3.31,2.16,246.34,571.97,73.35,True
174,84.94,132.87,4.93,2.96,287.9,391.25,255.67,True
175,168.44,159.43,4.25,2.62,270.36,467.52,178.72,True
176,221.64,176.35,3.81,2.41,259.19,516.12,129.69,True
177,308.6,204.01,3.1,2.05,240.92,595.54,49.56,True
178,290.23,198.17,3.25,2.13,244.78,578.76,66.49,True
179,81.01,131.62,4.96,2.98,288.73,387.66,259.29,True
180,157.76,156.04,4.33,2.67,272.61,457.77,188.56,True
181,313.14,205.46,3.07,2.03,239.97,599.69,45.37,True
182,114.25,142.2,4.69,2.84,281.74,418.03,228.66,True
183,320.42,207.77,3.01,2.0,238.44,606.34,38.66,True
184,88.56,134.03,4.9,2.95,287.14,394.57,252.33,True
185,215.09,174.27,3.86,2.43,260.56,510.13,135.73,True
186,237.99,181.55,3.68,2.34,255.75,531.05,114.63,True
187,120.35,144.14,4.64,2.82,280.46,423.6,223.04,True
188,105.5,139.41,4.76,2.88,283.58,410.03,236.72,True
189,101.43,138.12,4.79,2.9,284.44,406.32,240.47,True
190,126.64,146.14,4.59,2.79,279.14,429.35,217.24,True
191,167.74,159.21,4.25,2.63,270.51,466.88,179.37,True
192,150.45,153.71,4.39,2.7,274.14,451.09,195.3,True
193,265.08,190.17,3.46,2.23,250.06,555.8,89.66,True
194,196.02,168.2,4.02,2.51,264.57,492.71,153.31,True
195,288.11,197.49,3.27,2.13,245.22,576.83,68.44,True
196,125.62,145.81,4.59,2.8,279.36,428.41,218.18,True
197,231.33,179.44,3.73,2.37,257.15,524.97,120.76,True
198,306.1,203.21,3.12,2.06,241.45,593.26,51.86,True
199,286.93,197.12,3.28,2.14,245.47,575.75,69.53,True
200,100.48,137.82,4.8,2.9,284.64,405.45,241.35,True
201,250.37,185.49,3.58,2.29,253.15,542.36,103.22,True
202,150.32,153.67,4.39,2.7,274.17,450.97,195.42,True
203,313.72,205.64,3.06,2.03,239.84,600.22,44.84,True
204,140.93,150.68,4.47,2.73,276.14,442.4,204.07,True
205,283.32,195.97,3.31,2.15,246.23,572.45,72.86,True
206,279.48,194.75,3.34,2.17,247.04,568.95,76.39,True
207,175.26,161.6,4.19,2.59,268.93,473.75,172.44,True
208,251.74,185.93,3.57,2.28,252.86,543.61,101.96,True
209,103.8,138.87,4.77,2.89,283.94,408.48,238.29,True
210,267.79,191.03,3.44,2.22,249.49,558.27,87.16,True
211,314.23,205.8,3.06,2.03,239.74,600.69,44.37,True
212,241.7,182.73,3.65,2.32,254.97,534.44,111.21,True
213,300.47,201.43,3.17,2.08,242.63,588.12,57.05,True
214,261.16,188.92,3.49,2.24,250.89,552.21,93.28,True
215,176.6,162.03,4.18,2.59,268.65,474.98,171.2,True
216,93.35,135.55,4.86,2.93,286.13,398.94,247.92,True
217,125.75,145.86,4.59,2.8,279.33,428.54,218.06,True
218,228.76,178.62,3.75,2.38,257.69,522.62,123.13,True
219,239.57,182.06,3.67,2.33,255.42,532.5,113.17,True
