,nuc,aexp,nd,ns,age,la,ld,target
0,11.03,49.0,9.0,2.0,1.21,1800.0,696.0,True
1,8.24,7.0,8.0,2.0,0.48,4766.0,0.0,True
2,7.79,15.0,5.0,2.0,16.21,2381.0,253.0,True
3,23.96,0.0,7.0,2.0,43.22,1453.0,437.0,True
4,2.53,13.0,8.0,1.0,1.75,4724.0,145.0,True
5,5.5,77.0,5.0,1.0,0.88,1310.0,18.0,True
6,4.95,82.0,3.0,1.0,6.64,1733.0,11.0,True
7,12.71,143.0,5.0,1.0,8.43,1772.0,110.0,True
8,52.0,89.0,2.0,1.0,0.0,2596.0,0.0,True
9,15.92,97.0,4.0,1.0,4.67,2136.0,487.0,True
10,17.55,99.0,4.0,1.0,1.27,4668.0,2.0,True
11,15.47,19.0,6.0,1.0,17.4,2303.0,78.0,True
12,15.62,36.0,5.0,1.0,0.38,1996.0,0.0,True
13,10.78,173.0,11.0,1.0,0.27,2635.0,293.0,True
14,22.19,146.0,11.0,1.0,34.44,3251.0,193.0,True
15,26.3,235.0,17.0,2.0,46.53,1973.0,241.0,True
16,49.95,244.0,10.0,1.0,32.43,1146.0,9.0,True
17,66.25,109.0,4.0,2.0,38.94,3565.0,48.0,True
18,23.48,2.0,5.0,1.0,3.62,3401.0,0.0,True
19,0.0,3.0,5.0,1.0,0.0,4268.0,0.0,True
20,68.62,30.0,5.0,2.0,35.08,2251.0,67.0,True
21,17.65,45.0,9.0,1.0,23.35,1027.0,2.0,True
22,32.25,46.0,6.0,2.0,6.44,1303.0,121.0,True
23,32.75,55.0,9.0,1.0,3.35,974.0,391.0,True
24,35.56,16.0,8.0,1.0,48.52,2079.0,244.0,True
25,97.24,103.0,13.0,1.0,9.59,1363.0,934.0,True
26,42.36,0.0,4.0,2.0,21.57,2006.0,154.0,True
27,115.0,117.0,8.0,3.0,31.25,1846.0,136.0,True
28,62.49,128.0,13.0,2.0,39.7,2580.0,689.0,True
29,92.41,106.0,8.0,1.0,44.47,3519.0,44.0,True
30,105.0,307.0,10.0,1.0,41.7,2013.0,725.0,True
31,105.39,214.0,13.0,1.0,59.17,2214.0,58.0,True
32,147.6,26.0,11.0,2.0,15.65,999.0,32.0,True
33,162.0,0.0,13.0,1.0,56.53,1091.0,193.0,True
34,120.43,253.0,14.0,2.0,59.86,1509.0,550.0,True
35,100.23,245.0,8.0,1.0,53.12,2154.0,717.0,True
36,112.13,105.0,12.0,1.0,88.85,1023.0,107.0,True
37,56.29,30.0,6.0,1.0,11.79,1377.0,55.0,True
38,167.75,36.0,6.0,1.0,7.35,1369.0,3.0,True
39,0.0,83.0,4.0,1.0,0.0,1828.0,0.0,True
40,67.45,30.51,5.03,2.0,34.16,2220.53,68.74,True
41,67.54,30.47,5.03,2.0,34.23,2223.05,68.59,True
42,64.73,31.71,5.11,2.0,32.02,2149.77,72.77,True
43,67.05,30.69,5.04,2.0,33.84,2210.11,69.33,True
44,40.82,42.23,5.76,2.0,13.19,1526.42,108.27,True
45,46.93,39.54,5.6,2.0,18.0,1685.61,99.21,True
46,35.56,44.55,5.91,2.0,9.04,1389.17,116.09,True
47,41.0,42.15,5.76,2.0,13.33,1531.05,108.01,True
48,59.96,33.81,5.24,2.0,28.26,2025.45,79.85,True
49,55.58,35.73,5.36,2.0,24.81,1911.24,86.35,True
50,41.66,41.86,5.74,2.0,13.85,1548.3,107.03,True
51,33.55,45.43,5.96,2.0,7.46,1336.88,119.07,True
52,50.42,38.01,5.5,2.0,20.75,1776.67,94.02,True
53,41.8,41.8,5.74,2.0,13.96,1552.05,106.81,True
54,55.72,35.67,5.35,2.0,24.92,1914.9,86.15,True
55,42.83,41.35,5.71,2.0,14.77,1578.79,105.29,True
56,58.21,34.58,5.29,2.0,26.88,1979.73,82.45,True
57,55.8,35.64,5.35,2.0,24.98,1916.79,86.04,True
58,66.51,30.93,5.06,2.0,33.42,2196.03,70.13,True
59,39.62,42.76,5.8,2.0,12.24,1495.18,110.05,True
60,57.76,34.78,5.3,2.0,26.53,1967.94,83.12,True
61,61.1,33.31,5.21,2.0,29.16,2055.06,78.16,True
62,32.5,45.89,5.99,2.0,6.63,1309.53,120.63,True
63,37.78,43.57,5.85,2.0,10.79,1447.13,112.79,True
64,62.95,32.49,5.16,2.0,30.61,2103.22,75.42,True
65,48.75,38.74,5.55,2.0,19.43,1733.22,96.49,True
66,35.51,44.57,5.91,2.0,9.0,1387.98,116.16,True
67,36.09,44.31,5.89,2.0,9.46,1403.15,115.3,True
68,50.83,37.82,5.49,2.0,21.07,1787.37,93.41,True
69,62.8,32.56,5.16,2.0,30.5,2099.52,75.63,True
70,46.76,39.61,5.6,2.0,17.87,1681.37,99.45,True
71,58.98,34.24,5.26,2.0,27.49,1999.8,81.31,True
72,52.65,37.03,5.44,2.0,22.5,1834.73,90.71,True
73,68.14,30.21,5.01,2.0,34.71,2238.7,67.7,True
74,45.2,40.3,5.64,2.0,16.63,1640.52,101.77,True
75,46.51,39.73,5.61,2.0,17.67,1674.76,99.82,True
76,37.8,43.56,5.85,2.0,10.81,1447.6,112.76,True
77,36.18,44.27,5.89,2.0,9.53,1405.48,115.16,True
