,nuc,arexp,ent,ndev,age,asexp,la,ld,target
0,440.6,852.5,1.92,3.4,95.6,1.66,173.0,41.0,False
1,634.5,41.0,1.81,5.5,72.0,1.03,12.0,4.0,False
2,475.0,181.0,2.21,4.0,92.0,1.0,30.0,29.0,False
3,635.83,0.0,1.46,5.0,75.5,0.0,62.0,14.0,False
4,446.43,206.17,1.66,5.43,100.29,0.63,149.0,12.0,False
5,426.4,0.0,3.09,4.0,97.5,0.0,146.0,26.0,False
6,681.8,669.0,1.87,9.2,92.4,0.49,25.0,9.0,False
7,416.38,143.0,2.13,5.88,124.88,1.25,58.0,32.0,False
8,835.25,0.0,1.69,12.25,76.5,0.0,11.0,3.0,False
9,388.09,239.17,2.15,4.55,83.36,0.4,265.0,55.0,False
10,870.75,1.0,1.26,12.75,69.5,0.67,159.0,140.0,False
11,495.5,112.0,2.57,6.62,55.38,0.69,108.0,31.0,False
12,645.0,1.0,2.11,9.5,51.0,0.33,358.0,62.0,False
13,717.8,67.0,1.65,12.0,70.0,1.59,106.0,25.0,False
14,463.89,80.0,1.9,7.0,115.11,0.51,286.0,222.0,False
15,434.7,499.33,2.36,7.0,116.4,0.24,59.0,13.0,False
16,435.46,222.0,3.04,6.31,79.23,0.93,127.0,87.0,False
17,763.8,90.5,2.0,15.8,67.2,1.03,11.0,0.0,False
18,477.89,12.0,2.0,8.78,55.11,1.48,192.0,11.0,False
19,349.18,90.0,2.45,7.27,77.36,1.59,168.0,71.0,False
20,592.57,1073.0,2.25,11.57,69.86,1.26,129.0,20.0,False
21,823.0,4.0,1.98,14.17,51.67,1.41,249.0,4.0,False
22,637.43,197.0,1.9,13.43,42.71,0.34,297.0,2.0,False
23,745.33,280.5,1.45,15.33,91.5,0.48,10.0,239.0,False
24,801.2,23.0,1.77,18.4,72.8,1.39,198.0,24.0,False
25,348.38,208.0,2.8,7.08,85.62,0.51,411.0,185.0,False
26,464.27,292.92,2.83,9.18,88.27,0.63,372.0,79.0,False
27,331.64,48.0,2.23,6.86,62.21,0.71,405.0,27.0,False
28,721.17,6.5,1.86,16.33,103.5,1.0,100.0,4.0,False
29,722.5,427.5,1.4,16.33,73.33,0.69,108.0,31.0,False
30,674.62,1151.13,1.88,13.12,129.5,0.2,186.0,26.0,False
31,634.71,1.5,2.09,14.86,134.14,1.5,24.0,14.0,False
32,278.6,277.5,2.42,6.93,99.13,1.59,581.0,140.0,False
33,683.14,0.0,2.1,15.0,74.57,0.0,127.0,51.0,False
34,726.57,297.42,1.98,15.71,91.29,1.0,161.0,14.0,False
35,443.2,304.83,2.08,10.6,129.2,0.63,199.0,165.0,False
36,324.0,314.83,1.51,11.33,97.67,155.0,2.0,19.0,False
37,788.86,20.5,2.01,16.14,103.86,1.0,19.0,8.0,False
38,788.17,113.0,1.79,19.17,108.5,1.87,40.0,3.0,False
39,474.89,146.42,2.15,12.56,92.11,0.03,71.0,31.0,False
40,627.89,383.37,1.98,13.03,48.49,0.53,261.26,5.83,False
41,597.52,976.34,2.21,11.78,66.86,1.16,147.54,18.01,False
42,621.97,498.91,2.02,12.79,52.07,0.65,239.1,8.2,False
43,616.27,610.27,2.07,12.55,55.52,0.77,217.74,10.49,False
44,599.68,934.08,2.2,11.87,65.55,1.11,155.64,17.15,False
45,604.62,837.79,2.16,12.07,62.57,1.01,174.11,15.17,False
46,637.27,200.1,1.9,13.42,42.81,0.34,296.4,2.06,False
47,617.09,594.18,2.06,12.59,55.02,0.75,220.83,10.16,False
48,628.93,362.98,1.97,13.08,47.86,0.51,265.17,5.41,False
49,600.87,910.87,2.19,11.92,64.83,1.09,160.09,16.67,False
50,627.15,397.64,1.98,13.0,48.93,0.55,258.52,6.12,False
51,635.74,230.06,1.91,13.36,43.74,0.37,290.66,2.68,False
52,625.62,427.59,1.99,12.94,49.86,0.58,252.78,6.74,False
53,602.41,880.93,2.17,11.98,63.91,1.06,165.84,16.05,False
54,622.47,489.04,2.02,12.81,51.76,0.64,240.99,8.0,False
