,nuc,aexp,ns,age,asexp,la
2031,,,,,,
2259,,,,,,
2041,,,,,,
1923,,,,,,
1942,,,,,,
1993,107.666666666667,40,2,31.4444444444444,1.0004920554183598,72.0
1935,10.5833333333333,1,1,142.083333333333,1.0,84.5
1912,19.2142857142857,68,1,74.46428571428571,54.0,74.0
1962,43.4285714285714,66,4,84.25714285714291,0.269856770542295,77.5
1951,66.25,15,1,32.25,6.0,67.0
2015,49.7826086956522,7,3,65.6521739130435,0.0169181527206219,75.0
1973,71.9375,8,3,33.625,0.0233196159122085,69.0
2002,74.8571428571429,16,2,23.4285714285714,0.0148468017578125,77.5
1988,66.6153846153846,39,2,96.8461538461538,1.00049205541654,81.5
2024,24.5,14,1,15.0,13.0,60.5
2023,57.8571428571429,11,7,53.17142857142861,0.0242940657987146,72.0
2037,72.5714285714286,42,3,37.9523809523809,0.500005647608916,63.5
1997,8.25,5,1,61.5,3.0,69.0
2057,85.1428571428571,1,2,133.857142857143,0.5,68.0
2138,71.7,36,2,58.8,0.161784052834264,64.5
2097,116.833333333333,17,1,9.16666666666667,8.0,67.0
2087,67.5,0,1,11.0,0.0,69.0
2067,22.6666666666667,284,1,14.666666666666698,224.0,100.5
2071,19.2857142857143,11,3,56.485714285714295,0.7080277961241229,77.5
2189,24.0625,49,2,10.0,0.703369863622708,65.5
2198,51.5,1.0,2,77.75,0.0,73.0
2171,45.4166666666667,0,2,167.333333333333,0.0,84.5
2222,20.461538461538503,48,2,15.2307692307692,0.161784052853271,76.5
2199,29.368421052631607,1,2,118.368421052632,0.5,87.0
2145,64.4705882352941,12,3,40.0882352941176,0.5111931522031611,74.0
2241,78.52941176470591,392,4,67.2352941176471,0.3333333333197019,75.5
2228,54.4814814814815,11,2,13.333333333333302,0.99365234375,62.5
2250,46.0615384615385,447,4,73.1076923076923,0.140625003760094,80.5
2281,72.0769230769231,3,2,5.53846153846154,1.0,65.5
2060,13.25,1.0,1,177.75,0.0,84.5
2271,23.2372881355932,0,3,112.661016949153,0.0,78.5
1933,61.6666666666667,0,1,38.375,0.0,156.0
2293,101.5,4,1,7.0,0.0,65.5
2272,11.6727272727273,0,6,17.4727272727273,0.0,68.0
1921,10.7307692307692,73,1,65.9259259259259,59.0,71.0
2363,41.7857142857143,108,1,38.4285714285714,88.0,68.0
1956,49.43243243243239,347.0,4,45.2432432432432,0.349939727829602,74.0
2042,46.2903225806452,11.5,3,72.58064516129029,0.179049665594738,70.0
1978,1.5,2.5,2,73.0,0.75,562.5
2045,53.5,6,1,31.368421052631607,6.0,77.5
1958,71.0,75,1,46.0,63.0,70.0
2046,42.786363636363646,20,2,61.6666666666667,1.69622898101807,75.5
2022,21.466666666666697,84.5,1,55.4,66.0,69.0
2003,4.1,0,1,115.75,0.0,87.0
2063,35.7,44,2,117.3157894736845,1.37650020589928,88.0
2108,63.4444444444444,0,5,37.8888888888889,0.02880859375,68.0
2069,21.3333333333333,17.0,1,103.777777777778,2.0,94.0
2089,57.952380952380885,372,2,90.1842105263158,1.15951012159542,86.0
2070,21.641025641025657,37,3,76.9545454545455,0.371054984383822,72.0
2101,8.70588235294118,84.5,1,18.8235294117647,71.0,62.5
2153,44.9736842105263,90,1,70.07692307692311,74.0,65.5
2234,128.0,9,5,21.92857142857145,5.12e-07,81.5
2247,72.6666666666667,267,2,16.4347826086957,1.00109722403067,68.0
2341,8.13333333333333,17,2,184.47826086956505,1.17870330810547,84.5
2274,45.9583333333333,57.0,4,50.0833333333333,0.333272298177086,73.0
2220,21.0555555555556,93,1,37.22222222222221,83.5,71.0
2106,35.8461538461538,299.0,3.0,35.615384615384606,0.0500000211350978,84.5
2242,41.4285714285714,1.0,2,49.1428571428571,0.9921874613720552,69.0
2266,17.5897435897436,1,4.0,84.2051282051282,0.125001907348633,67.0
1980,8.0,26.5,2,72.25,0.53509521484375,93.0
2005,64.2173913043478,67.0,3,17.3611111111111,0.384773631577357,79.5
2048,48.8181818181818,5.5,3.0,25.6818181818182,0.352798461914062,75.5
2217,12.538899430740052,0,2,190.166666666667,0.0416195655469955,85.0
2291,4.70197044334975,109.0,2,4.93333333333333,0.99999618063999,84.5
2301,66.6666666666667,83.5,2,12.5,1.6962303519248998,62.5
2033,15.04347826086955,422,5,125.666666666667,0.0480000000002748,82.5
2203,22.8,34.0,3,23.8,0.624954462169626,75.5
1918,10.2,75.5,1,131.222222222222,63.0,82.5
2193,54.5555555555556,301,2.0,2.3333333333333304,0.0352263300713546,95.0
2296,112.5,5,2,6.0,23.5,71.0
2077,46.1034482758621,14.5,4,16.26136363636365,0.01513671875,72.0
2263,26.20416666666665,4,1,124.0,1.1079959869384752,83.5
2076,17.320512820512803,284.5,1,87.94117647058825,227.0,1242.0
2096,44.58928571428571,1.0,6,50.5,0.540985107421875,75.5
