,nuc,aexp,nd,ns,age,asexp,la,ld
5077,,,,,,,,
4923,,,,,,,,
5386,,,,,,,,
4965,,,,,,,,
5027,,,,,,,,
4993,,,,,,,,
5249,,,,,,,,
5379,,,,,,,,
5390,,,,,,,,
5466,,,,,,,,
5528,,,,,,,,
4907,0.333333333333333,120,1,1,144.0,1.0799741193348,205,15
5784,,,,,,,,
4905,,,,,,,,
4919,,,,,,,,
4987,,,,,,,,
4978,,,,,,,,
5014,,,,,,,,
5057,,,,,,,,
5333,7.0,5,1,1,203.125,1.28125,167,51
5138,,,,,,,,
5129,,,,,,,,
5356,,,,,,,,
5321,,,,,,,,
6003,,,,,,,,
5437,,,,,,,,
5171,,,,,,,,
5294,,,,,,,,
5268,,,,,,,,
5087,46.0,84,1,5,23.3333333333333,13.0,74,36
5337,,,,,,,,
5583,1.6666666666666698,136,5,5,125.666666666667,11.0,308,77
5599,,,,,,,,
5684,,,,,,,,
5717,,,,,,,,
5817,,,,,,,,
5859,,,,,,,,
5039,22.5,163,1,3,171.0,1.0799741193348,39,2
5918,,,,,,,,
4971,10.3333333333333,136,2,3,98.6666666666667,0.167467837515468,60,42
5441,,,,,,,,
4908,4.0,44,1,5,221.5,0.5009784773289989,87,3
5398,10.6,450,2,5,26.6,0.001953125,144,16
5481,,,,,,,,
4911,,,,,,,,
5028,,,,,,,,
5257,,,,,,,,
5909,6.8,757,5,5,265.66666666666697,0.0170705921244375,170,16
5299,,,,,,,,
5424,,,,,,,,
5486,,,,,,,,
5214,12.555555555555598,321,2,5,356.777777777778,0.2231457196213299,248,101
5630,7.928571428571429,453,3,5,154.357142857143,0.166338686541857,339,190
5180,0.333333333333333,2,5.5,1,158.0,0.0,132,4
5237,3.52631578947368,331,5,5,4.05263157894737,109.0,5730,88
4914,,,,,,,,
5564,23.6666666666667,124,6.0,1,98.0,1.1562405648064298,53,14
5163,0.2,279,7.5,2,109.0,8.0,216,9
5322,2.5,389,7.5,2,126.5,37.0,189,5
4913,2.3333333333333304,0,1.5,1,125.0,0.0,143,8
4976,1.5,183,4,1,122.25,0.1274378598992619,125,7
5236,,,,,,,,
5585,9.0,559,7.5,2,89.0,22.0,63,49
5770,,,,,,,,
5729,14.333333333333302,677,7.5,1,231.333333333333,0.0097776056632119,45,2
5089,50.6666666666667,264,1.5,5,68.0,74.0,73,23
5774,16.75,222,5.5,1,31.0,1.3435388752605502,170,8
5008,21.3333333333333,152,5.5,1,35.0,1.0799741193348,33,3
5052,33.5,235,2,1,24.0,0.1254732310808319,14.0,15
5319,,,,,,,,
5245,72.5,339,16.5,3,84.6666666666667,0.255878687444241,128,160
5499,11.25,75,15.5,5,8.75,1.3435388752605502,329,52
5760,,,,,,,,
5863,48.0,268,1.5,1,216.0,1.3435388752605502,75,48.5
5416,,,,,,,,
5444,,,,,,,,
5706,6.585714285714285,660,19.0,6,15.16666666666665,0.146309499019801,2228,562
5283,,,,,,,,
