,nuc,aexp,nd,ns,age,la,ld,target
0,71.92,407.0,5.0,1.0,25.85,271.0,76.0,True
1,150.8,354.0,5.0,1.0,10.8,132.0,35.0,True
2,285.67,369.0,3.0,1.0,11.33,31.0,10.0,True
3,206.25,467.0,3.0,1.0,39.0,232.0,72.0,True
4,281.0,408.0,3.0,1.0,41.67,8.0,7.0,True
5,123.78,384.0,4.0,1.0,18.67,124.0,154.0,True
6,174.33,386.0,4.0,1.0,24.17,711.0,66.0,True
7,278.0,403.0,3.0,1.0,40.75,116.0,13.0,True
8,289.25,432.0,3.0,1.0,6.75,32.0,33.0,True
9,269.75,315.0,4.0,1.0,24.25,142.0,1.0,True
10,211.6,328.0,4.0,1.0,63.2,213.0,3.0,True
11,412.0,353.0,3.0,1.0,9.33,39.0,11.0,True
12,296.25,419.0,3.0,1.0,33.5,28.0,17.0,True
13,247.33,361.0,4.0,1.0,39.17,105.0,1.0,True
14,493.67,392.0,2.0,1.0,43.67,34.0,2.0,True
15,277.0,246.0,5.0,1.0,45.86,8.0,6.0,True
16,301.86,424.0,4.0,1.0,5.43,124.0,19.0,True
17,454.2,289.0,3.0,1.0,21.2,132.0,13.0,True
18,396.43,315.0,3.0,1.0,42.0,47.0,8.0,True
19,287.25,432.0,4.0,1.0,27.75,231.0,56.0,True
20,366.88,226.0,5.0,1.0,25.5,287.0,23.0,True
21,357.8,256.0,5.0,1.0,15.2,173.0,13.0,True
22,363.0,234.0,5.0,1.0,15.71,86.0,77.0,True
23,278.64,289.0,5.0,1.0,29.91,417.0,358.0,True
24,164.9,325.0,6.0,1.0,13.27,418.0,232.0,True
25,221.8,327.0,4.0,1.0,46.85,231.0,196.0,True
26,349.0,295.0,4.0,1.0,32.6,224.0,247.0,True
27,385.88,263.0,5.0,1.0,20.0,49.0,42.0,True
28,443.6,330.0,5.0,1.0,52.1,122.0,15.0,True
29,231.35,328.0,4.0,1.0,0.0,168.0,169.0,True
30,696.2,309.0,3.0,1.0,28.6,242.0,13.0,True
31,179.58,286.0,4.0,1.0,37.92,257.0,157.0,True
32,258.78,288.0,4.0,1.0,23.22,154.0,94.0,True
33,244.8,291.0,6.0,1.0,10.0,129.0,73.0,True
34,343.8,292.0,6.0,1.0,4.9,123.0,133.0,True
35,382.58,302.0,3.0,1.0,31.5,80.0,65.0,True
36,300.15,319.0,5.0,1.0,15.15,398.0,293.0,True
37,314.33,326.0,7.0,1.0,28.17,58.0,44.0,True
38,297.36,369.0,4.0,1.0,28.36,349.0,323.0,True
39,372.5,361.0,4.0,1.0,71.5,307.0,14.0,True
40,363.44,233.09,5.0,1.0,16.83,108.89,70.85,True
41,365.27,229.32,5.0,1.0,21.44,203.59,45.41,True
42,364.15,231.62,5.0,1.0,18.62,145.75,60.95,True
43,364.21,231.5,5.0,1.0,18.77,148.71,60.15,True
44,366.37,227.05,5.0,1.0,24.21,260.58,30.1,True
45,364.28,231.35,5.0,1.0,18.96,152.6,59.11,True
46,364.3,231.32,5.0,1.0,19.0,153.39,58.89,True
47,365.83,228.15,5.0,1.0,22.87,232.99,37.51,True
48,366.87,226.0,5.0,1.0,25.5,286.91,23.02,True
49,364.9,230.08,5.0,1.0,20.51,184.5,50.54,True
50,366.83,226.1,5.0,1.0,25.38,284.46,23.68,True
51,366.46,226.85,5.0,1.0,24.46,265.66,28.73,True
52,363.37,233.25,5.0,1.0,16.64,104.94,71.91,True
53,365.76,228.3,5.0,1.0,22.69,229.32,38.5,True
54,365.72,228.38,5.0,1.0,22.58,227.11,39.09,True
55,364.23,231.46,5.0,1.0,18.83,149.91,59.83,True
56,365.35,229.15,5.0,1.0,21.65,207.91,44.25,True
57,365.64,228.55,5.0,1.0,22.38,222.96,40.2,True
58,365.33,229.19,5.0,1.0,21.6,206.97,44.5,True
59,366.49,226.79,5.0,1.0,24.54,267.21,28.32,True
60,366.06,227.68,5.0,1.0,23.44,244.72,34.36,True
61,366.58,226.62,5.0,1.0,24.75,271.5,27.16,True
62,366.13,227.55,5.0,1.0,23.61,248.15,33.44,True
63,365.18,229.5,5.0,1.0,21.22,199.14,46.6,True
64,364.05,231.84,5.0,1.0,18.36,140.31,62.41,True
65,363.56,232.85,5.0,1.0,17.12,114.92,69.23,True
66,365.75,228.33,5.0,1.0,22.65,228.4,38.74,True
67,364.03,231.87,5.0,1.0,18.32,139.57,62.61,True
68,364.87,230.13,5.0,1.0,20.45,183.2,50.89,True
69,364.77,230.34,5.0,1.0,20.19,177.94,52.3,True
70,364.8,230.28,5.0,1.0,20.27,179.5,51.88,True
