,nuc,aexp,nd,ns,age,asexp,la,ld,target
0,10.0,196.0,7.0,2.0,23.78,0.96,130.0,4.0,True
1,10.8,248.0,4.0,2.0,10.2,0.96,199.0,53.0,False
2,10.24,86.0,6.0,2.0,11.0,1.85,173.0,42.0,False
3,6.55,44.0,3.0,3.0,12.82,0.5,115.0,38.0,False
4,14.5,378.0,6.0,2.0,56.5,0.96,265.0,72.0,False
5,11.75,2.0,6.0,3.0,32.17,0.44,120.0,3.0,True
6,11.12,94.0,4.0,2.0,3.88,1.0,66.0,55.0,False
7,11.5,119.0,4.0,2.0,8.25,0.0,41.0,2.0,False
8,13.0,28.0,5.0,3.0,0.0,0.01,21.0,72.0,True
9,14.33,135.0,4.0,3.0,9.5,0.5,66.0,40.0,False
10,15.25,138.0,3.0,2.0,4.5,1.0,31.0,28.0,False
11,15.86,178.0,4.0,2.0,19.79,1.0,245.0,134.0,False
12,12.58,182.0,5.0,2.0,16.67,0.0,108.0,65.0,False
13,13.77,236.0,5.0,2.0,7.85,0.0,319.0,214.0,False
14,12.67,263.0,3.0,2.0,44.33,1.0,13.0,18.0,False
15,15.25,26.0,4.0,2.0,52.38,0.53,32.0,12.0,False
16,8.43,71.0,5.0,3.0,33.86,0.5,31.0,19.0,False
17,25.4,59.0,4.0,3.0,3.0,0.11,175.0,49.0,False
18,26.0,66.0,4.0,3.0,2.25,0.11,52.0,5.0,True
19,3.86,15.0,5.0,3.0,23.57,0.0,191.0,225.0,False
20,7.86,215.0,6.0,3.0,1.71,0.0,60.0,37.0,True
21,10.0,89.0,4.0,2.0,10.29,0.0,61.0,142.0,False
22,5.33,235.0,4.0,2.0,22.0,0.0,106.0,64.0,False
23,6.0,238.0,5.0,3.0,4.4,0.0,597.0,63.0,False
24,5.0,248.0,4.0,4.0,9.0,0.0,51.0,17.0,False
25,4.75,250.0,6.0,4.0,28.88,0.0,95.0,132.0,False
26,5.0,255.0,4.0,4.0,1.0,0.0,23.0,26.0,True
27,6.5,260.0,3.0,2.0,6.25,0.0,30.0,18.0,False
28,1.67,282.0,3.0,3.0,14.83,0.0,82.0,83.0,False
29,3.17,288.0,4.0,3.0,7.0,0.0,97.0,219.0,False
30,2.0,489.0,4.0,3.0,29.4,0.0,27.0,1.0,True
31,4.4,23.0,5.0,3.0,11.2,0.0,171.0,2.0,True
32,9.17,327.0,5.0,2.0,20.5,0.0,255.0,78.0,False
33,7.8,330.0,4.0,2.0,20.0,0.0,58.0,117.0,False
34,2.22,88.0,5.0,3.0,42.56,0.0,150.0,52.0,False
35,12.0,104.0,3.0,3.0,23.33,0.0,17.0,8.0,False
36,5.11,93.0,7.0,3.0,9.89,0.0,80.0,51.0,False
37,2.38,107.0,3.0,3.0,29.06,0.0,194.0,11.0,False
38,2.43,354.0,4.0,3.0,17.43,0.0,454.0,242.0,False
39,0.5,366.0,4.0,3.0,21.0,0.0,237.0,198.0,False
40,5.2,95.0,6.0,3.0,2.4,0.0,86.0,93.0,False
41,2.33,401.0,3.0,3.0,0.0,0.0,7.0,8.0,True
42,14.67,414.0,3.0,2.0,0.67,0.0,20.0,12.0,True
43,12.25,113.0,4.0,3.0,25.5,0.0,16.0,5.0,False
44,9.2,512.0,3.0,3.0,2.0,0.0,136.0,107.0,False
45,7.27,424.0,6.0,3.0,13.6,0.0,394.0,29.0,False
46,11.4,1.0,4.0,3.0,10.0,0.67,229.0,3.0,True
47,9.0,27.0,3.0,3.0,11.33,0.0,33.0,29.0,False
48,3.33,37.0,6.0,3.0,25.0,0.0,3.0,15.0,False
49,10.25,55.0,4.0,2.0,20.25,0.0,14.0,7.0,False
50,1.6,90.0,5.0,3.0,10.6,0.0,90.0,7.0,False
51,1.2,107.0,3.0,3.0,21.4,0.0,223.0,1.0,True
52,2.14,121.0,4.0,3.0,8.43,0.0,209.0,14.0,False
53,6.0,134.0,7.0,3.0,6.9,0.0,5.0,168.0,False
54,7.33,539.0,5.0,3.0,0.5,0.0,362.0,2.0,True
55,5.5,155.0,3.0,3.0,4.0,0.0,114.0,56.0,False
56,4.91,179.0,6.0,3.0,5.09,0.0,200.0,257.0,False
57,6.89,172.0,5.0,3.0,9.67,0.0,170.0,72.0,False
58,3.0,545.0,5.0,3.0,6.14,0.0,113.0,37.0,False
59,8.5,177.0,4.0,2.0,3.0,0.0,41.0,16.0,False
60,6.0,178.0,4.0,3.0,7.14,0.0,47.0,26.0,False
61,9.0,197.0,5.0,4.0,14.7,0.0,198.0,78.0,False
62,11.33,214.0,7.0,3.0,12.22,0.0,71.0,21.0,False
63,9.67,226.0,3.0,2.0,16.33,0.0,15.0,6.0,False
64,6.56,242.0,4.0,3.0,11.44,0.0,195.0,43.0,False
65,5.0,192.0,5.0,3.0,38.33,0.0,480.0,22.0,False
66,5.38,257.0,4.0,4.0,32.62,0.0,137.0,47.0,False
67,11.29,258.0,5.0,2.0,22.0,0.0,55.0,170.0,False
68,3.75,263.0,2.0,3.0,1.0,0.0,175.0,18.0,True
69,4.0,264.0,3.0,3.0,57.2,0.0,25.0,6.0,False
70,6.9,14.0,4.0,3.0,56.4,0.02,322.0,26.0,False
71,13.0,81.0,3.0,2.0,44.0,1.0,124.0,114.0,False
72,15.22,191.0,5.0,2.0,5.44,0.0,363.0,23.0,False
73,23.75,77.0,4.0,3.0,1.25,0.0,16.0,11.0,True
74,10.83,564.0,5.0,4.0,24.5,0.0,134.0,103.0,False
75,3.3,284.0,5.0,3.0,51.6,0.0,412.0,105.0,False
76,17.57,89.0,5.0,3.0,2.29,0.5,73.0,79.0,False
77,14.57,92.0,5.0,2.0,4.79,1.0,359.0,79.0,False
78,4.0,207.0,4.0,2.0,61.5,0.0,111.0,9.0,False
79,10.25,198.0,4.0,3.0,17.38,0.0,63.0,0.0,False
80,14.33,200.0,3.0,2.0,19.67,0.0,76.0,2.0,True
81,7.5,1.0,4.0,3.0,66.33,0.0,23.0,15.0,False
82,15.56,93.0,7.0,3.0,29.89,0.0,266.0,52.0,False
83,4.38,212.0,5.0,4.0,6.25,0.0,126.0,34.0,False
84,13.6,204.0,3.0,2.0,18.4,0.0,87.0,18.0,False
85,9.67,320.0,4.0,3.0,10.17,0.0,9.0,9.0,False
86,12.65,322.0,7.0,2.0,16.6,0.0,275.0,127.0,False
87,5.4,225.0,3.0,3.0,14.8,0.0,43.0,9.0,False
88,12.5,337.0,5.0,3.0,19.7,0.0,369.0,100.0,False
89,10.15,338.0,5.0,2.0,58.62,0.0,120.0,126.0,False
90,21.78,347.0,7.0,3.0,1.11,0.0,58.0,43.0,True
91,24.33,348.0,6.0,3.0,2.44,0.0,456.0,105.0,False
92,17.1,112.0,5.0,2.0,5.9,0.0,298.0,145.0,False
93,17.7,113.0,6.0,4.0,4.0,0.0,160.0,48.0,False
94,8.38,236.0,6.0,3.0,14.25,0.0,154.0,1.0,True
95,8.73,362.0,5.0,3.0,50.55,0.0,408.0,481.0,False
96,14.0,44.0,4.0,2.0,15.4,0.0,195.0,1.0,True
97,26.5,370.0,5.0,3.0,1.67,0.0,38.0,11.0,True
98,8.75,387.0,3.0,2.0,43.75,0.0,251.0,88.0,False
99,7.57,1.0,5.0,3.0,3.29,0.0,257.0,3.0,True
100,7.27,162.0,6.0,3.0,0.4,0.0,34.0,32.0,True
101,17.0,53.0,3.0,2.0,36.0,0.0,67.0,28.0,False
102,7.33,394.0,4.0,3.0,0.0,0.0,2.0,296.0,True
103,12.75,8.0,3.0,3.0,0.0,0.04,27.0,5.0,True
104,4.4,400.0,3.0,3.0,3.4,0.0,183.0,207.0,False
105,13.67,32.0,3.0,3.0,6.67,0.08,53.0,46.0,False
106,10.31,171.0,7.0,3.0,10.92,0.0,126.0,95.0,False
107,9.88,172.0,4.0,2.0,7.38,0.0,262.0,41.0,False
108,8.14,139.0,7.0,3.0,2.86,0.0,130.0,57.0,False
109,16.0,260.0,5.0,4.0,10.25,0.0,79.0,40.0,False
110,11.86,175.0,3.0,2.0,8.14,0.0,295.0,56.0,False
111,4.5,261.0,4.0,2.0,17.17,0.0,71.0,58.0,False
112,19.2,432.0,4.0,4.0,1.4,0.0,45.0,56.0,True
113,9.0,224.0,3.0,2.0,10.0,0.0,21.0,32.0,False
114,9.29,440.0,4.0,3.0,14.29,0.0,267.0,66.0,False
115,17.17,228.0,3.0,3.0,31.33,0.0,44.0,31.0,False
116,5.79,192.0,7.0,3.0,4.36,0.0,192.0,30.0,False
117,2.0,238.0,5.0,2.0,18.03,0.0,106.0,53.0,False
118,20.75,289.0,2.0,3.0,13.25,0.0,28.0,20.0,False
119,7.4,44.0,5.0,3.0,10.8,0.0,90.0,4.0,False
120,5.83,251.0,5.0,2.0,16.0,0.0,87.0,9.0,False
121,13.2,206.0,5.0,2.0,5.0,0.0,103.0,31.0,False
122,13.22,207.0,6.0,2.0,5.11,0.0,93.0,6.0,False
123,7.0,209.0,3.0,3.0,9.33,0.0,35.0,35.0,False
124,6.75,42.0,5.0,2.0,46.25,1.0,166.0,24.0,False
125,15.89,212.0,6.0,3.0,38.56,0.0,351.0,56.0,False
126,17.67,18.0,5.0,2.0,40.17,1.0,193.0,8.0,False
127,10.1,216.0,7.0,4.0,10.9,0.0,59.0,59.0,False
128,22.6,505.0,5.0,3.0,28.8,0.0,92.0,41.0,False
129,7.83,219.0,4.0,3.0,17.17,0.0,175.0,241.0,False
130,19.17,1.0,5.0,3.0,17.83,0.33,246.0,11.0,False
131,8.75,224.0,3.0,2.0,1.25,0.0,156.0,4.0,True
132,6.46,561.0,5.0,3.0,79.38,0.0,87.0,93.0,False
133,10.5,313.0,2.0,2.0,24.0,0.0,12.0,4.0,False
134,15.0,316.0,2.0,2.0,36.0,0.0,25.0,84.0,False
135,6.25,164.0,6.0,3.0,0.0,0.0,215.0,107.0,True
136,6.0,306.0,4.0,2.0,5.3,0.0,137.0,70.0,False
137,17.29,0.0,5.0,3.0,88.43,0.0,153.0,92.0,False
138,7.93,233.0,4.0,3.0,0.93,0.0,411.0,278.0,True
139,18.33,340.0,4.0,3.0,27.0,0.0,229.0,5.0,False
140,10.17,326.0,5.0,3.0,4.33,0.0,333.0,195.0,False
141,5.67,223.0,2.0,3.0,7.0,0.0,4.0,4.0,False
142,8.6,25.0,5.0,3.0,17.1,0.0,339.0,175.0,False
143,10.8,16.0,3.0,3.0,61.4,0.27,62.0,22.0,False
144,2.7,334.0,5.0,3.0,22.5,0.0,461.0,296.0,False
145,5.33,345.0,3.0,2.0,21.67,0.0,157.0,38.0,False
146,21.43,27.0,5.0,3.0,73.86,0.01,385.0,56.0,False
147,5.8,212.0,3.0,2.0,62.4,0.06,23.0,4.0,True
148,5.0,0.0,6.0,3.0,49.17,0.0,78.0,60.0,False
149,1.5,125.0,3.0,3.0,9.75,0.0,34.0,13.0,False
150,6.76,373.0,5.0,3.0,6.82,0.0,211.0,252.0,False
151,6.75,266.0,3.0,3.0,31.0,0.0,275.0,30.0,False
152,2.0,1.0,5.0,3.0,48.57,0.33,266.0,34.0,False
153,4.0,275.0,3.0,3.0,8.8,0.0,72.0,31.0,False
154,25.14,171.0,4.0,2.0,57.14,0.63,51.0,30.0,False
155,18.33,1.0,5.0,3.0,24.17,0.0,139.0,1.0,True
156,5.77,64.0,7.0,3.0,11.27,0.0,105.0,102.0,False
157,20.62,111.0,4.0,2.0,13.5,0.0,154.0,58.0,False
158,10.8,196.0,5.0,3.0,23.2,0.0,177.0,178.0,False
159,17.4,119.0,7.0,4.0,7.1,0.0,91.0,55.0,False
160,10.31,129.0,8.0,3.0,6.62,0.0,78.0,40.0,False
161,9.61,132.0,5.0,2.0,77.56,0.0,58.0,59.0,False
162,21.43,416.0,6.0,4.0,21.29,0.0,27.0,39.0,False
163,2.27,137.0,5.0,3.0,1.2,0.0,181.0,59.0,True
164,9.56,14.0,5.0,2.0,37.33,1.02,132.0,8.0,False
165,15.22,0.0,4.0,3.0,37.0,0.0,198.0,17.0,False
166,11.44,428.0,6.0,2.0,19.78,0.0,64.0,60.0,False
167,3.8,434.0,7.0,3.0,16.27,0.0,58.0,60.0,False
168,5.0,435.0,6.0,3.0,0.0,0.0,26.0,26.0,True
169,9.79,436.0,8.0,3.0,36.53,0.0,111.0,350.0,False
170,16.75,254.0,5.0,4.0,40.0,0.0,166.0,40.0,False
171,13.58,444.0,7.0,3.0,18.16,0.0,95.0,142.0,False
